T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
1	1e-08	14.2591	5.00039	6.75159e-06	-0.0578893	3.2089e-06	9.52095e-06
1	1.25893e-08	14.1044	5.0002	6.75048e-06	-0.0578893	3.74563e-06	1.11135e-05
1	1.58489e-08	13.9497	5.00001	6.74938e-06	-0.0578893	4.37213e-06	1.29723e-05
1	1.99526e-08	13.7951	5.00032	6.75118e-06	-0.0578893	5.10343e-06	1.51421e-05
1	2.51189e-08	13.6404	5.00013	6.75007e-06	-0.0578893	5.95705e-06	1.76748e-05
1	3.16228e-08	13.4858	5.00044	6.75188e-06	-0.0578893	6.95344e-06	2.06312e-05
1	3.98107e-08	13.3311	5.00025	6.75077e-06	-0.0578893	8.1165e-06	2.4082e-05
1	5.01187e-08	13.1764	5.00006	6.74966e-06	-0.0578893	9.47409e-06	2.81101e-05
1	6.30957e-08	13.0218	5.00037	6.75147e-06	-0.0578893	1.10588e-05	3.28119e-05
1	7.94328e-08	12.8671	5.00018	6.75036e-06	-0.0578893	1.29085e-05	3.83001e-05
1	1e-07	12.7125	5.00049	6.75216e-06	-0.0578893	1.50676e-05	4.47063e-05
1	1.25893e-07	12.5578	5.0003	6.75106e-06	-0.0578893	1.75879e-05	5.2184e-05
1	1.58489e-07	12.4031	5.00011	6.74995e-06	-0.0578893	2.05297e-05	6.09125e-05
1	1.99526e-07	12.2485	5.00042	6.75175e-06	-0.0578893	2.39635e-05	7.11009e-05
1	2.51189e-07	12.0938	5.00023	6.75065e-06	-0.0578892	2.79717e-05	8.29934e-05
1	3.16228e-07	11.9391	5.00004	6.74954e-06	-0.0578892	3.26504e-05	9.68752e-05
1	3.98107e-07	11.7845	5.00035	6.75135e-06	-0.0578892	3.81116e-05	0.000113079
0.999999	5.01187e-07	11.6298	5.00016	6.75024e-06	-0.0578892	4.44863e-05	0.000131993
0.999999	6.30957e-07	11.4752	5.00047	6.75205e-06	-0.0578891	5.19272e-05	0.00015407
0.999999	7.94328e-07	11.3205	5.00028	6.75094e-06	-0.0578891	6.06127e-05	0.000179841
0.999999	1e-06	11.1658	5.00009	6.74984e-06	-0.057889	7.0751e-05	0.000209921
0.999999	1.25893e-06	11.0112	5.0004	6.75164e-06	-0.0578889	8.2585e-05	0.000245033
0.999998	1.58489e-06	10.8565	5.00021	6.75054e-06	-0.0578888	9.63985e-05	0.000286019
0.999998	1.99526e-06	10.7018	5.00002	6.74944e-06	-0.0578887	0.000112522	0.000333859
0.999997	2.51189e-06	10.5472	5.00033	6.75125e-06	-0.0578885	0.000131343	0.000389701
0.999997	3.16228e-06	10.3925	5.00015	6.75016e-06	-0.0578883	0.000153312	0.000454884
0.999996	3.98107e-06	10.2379	5.00046	6.75197e-06	-0.057888	0.000178956	0.000530969
0.999995	5.01187e-06	10.0832	5.00027	6.75088e-06	-0.0578877	0.000208889	0.00061978
0.999994	6.30957e-06	9.9285	5.00008	6.74979e-06	-0.0578873	0.000243828	0.000723446
0.999992	7.94328e-06	9.7739	5.0004	6.75162e-06	-0.0578868	0.000284612	0.000844451
0.99999	1e-05	9.6192	5.00021	6.75055e-06	-0.0578861	0.000332218	0.000985696
0.999987	1.25893e-05	9.4645	5.00003	6.74948e-06	-0.0578853	0.000387786	0.00115057
0.999984	1.58489e-05	9.3099	5.00035	6.75133e-06	-0.0578842	0.000452649	0.00134301
0.99998	1.99526e-05	9.1552	5.00017	6.75029e-06	-0.0578829	0.000528362	0.00156764
0.999975	2.51189e-05	9.0006	5.00049	6.75217e-06	-0.0578812	0.000616739	0.00182985
0.999968	3.16228e-05	8.8459	5.00032	6.75116e-06	-0.0578791	0.0007199	0.00213591
0.99996	3.98107e-05	8.6912	5.00015	6.75018e-06	-0.0578765	0.000840316	0.00249316
0.99995	5.01187e-05	8.5366	5.00049	6.75214e-06	-0.0578731	0.000980876	0.00291016
0.999937	6.30957e-05	8.3819	5.00033	6.75123e-06	-0.057869	0.00114495	0.0033969
0.999921	7.94328e-05	8.2272	5.00018	6.75038e-06	-0.0578637	0.00133647	0.00396505
0.9999	0.0001	8.0725	5.00005	6.74958e-06	-0.0578571	0.00156003	0.00462821
0.999874	0.000125893	7.9179	5.00042	6.75178e-06	-0.0578487	0.00182099	0.00540227
0.999842	0.000158489	7.7632	5.00032	6.75117e-06	-0.0578382	0.00212561	0.00630578
0.9998	0.000199526	7.6085	5.00024	6.75069e-06	-0.057825	0.0024812	0.00736036
0.999749	0.000251189	7.4538	5.00018	6.75037e-06	-0.0578084	0.00289629	0.00859127
0.999684	0.000316228	7.2991	5.00017	6.75026e-06	-0.0577875	0.00338085	0.010028
0.999602	0.000398107	7.1444	5.00019	6.75039e-06	-0.0577612	0.00394651	0.0117048
0.999499	0.000501187	6.9897	5.00027	6.75085e-06	-0.0577282	0.00460686	0.0136619
0.999369	0.000630957	6.835	5.00042	6.75171e-06	-0.0576867	0.00537779	0.0159461
0.999206	0.000794328	6.6802	5.00016	6.75016e-06	-0.0576345	0.00627784	0.0186118
0.999	0.001	6.5254	5.00001	6.74925e-06	-0.057569	0.00732868	0.0217228
0.998741	0.00125893	6.3707	5.0005	6.75203e-06	-0.0574868	0.00855566	0.0253531
0.998415	0.00158489	6.2158	5.00016	6.74999e-06	-0.0573836	0.00998841	0.0295891
0.998005	0.00199526	6.0609	5.00005	6.74918e-06	-0.0572543	0.0116616	0.0345315
0.997488	0.00251189	5.906	5.00021	6.74993e-06	-0.0570923	0.0136158	0.0402974
0.996838	0.00316228	5.751	5.00021	6.7497e-06	-0.0568896	0.0158987	0.047023
0.996019	0.00398107	5.5959	5.00016	6.74898e-06	-0.0566363	0.0185659	0.0548665
0.994988	0.00501187	5.4407	5.00015	6.74835e-06	-0.0563201	0.0216829	0.0640117
0.99369	0.00630957	5.2854	5.00033	6.74854e-06	-0.0559262	0.0253267	0.0746714
0.992057	0.00794328	5.1299	5.00038	6.74754e-06	-0.0554364	0.029588	0.0870917
