T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
1	1e-08	14.1278	5.00013	6.75009e-06	-0.120635	3.65895e-06	2.32139e-06
1	1.25893e-08	13.9736	5.00038	6.75154e-06	-0.120635	4.26919e-06	2.70856e-06
1	1.58489e-08	13.8192	5.00006	6.74963e-06	-0.120635	4.98164e-06	3.16057e-06
1	1.99526e-08	13.6648	5.00006	6.74968e-06	-0.120635	5.81337e-06	3.68825e-06
1	2.51189e-08	13.5104	5.00034	6.75129e-06	-0.120635	6.78434e-06	4.30427e-06
1	3.16228e-08	13.3559	5.00033	6.75122e-06	-0.120635	7.91781e-06	5.02339e-06
1	3.98107e-08	13.2014	5.00049	6.75214e-06	-0.120635	9.24096e-06	5.86286e-06
1	5.01187e-08	13.0468	5.00028	6.75092e-06	-0.120635	1.07855e-05	6.84279e-06
1	6.30957e-08	12.8922	5.00018	6.75033e-06	-0.120635	1.25885e-05	7.98668e-06
1	7.94328e-08	12.7376	5.00016	6.75023e-06	-0.120635	1.46931e-05	9.32194e-06
1	1e-07	12.583	5.00021	6.75052e-06	-0.120635	1.71499e-05	1.08806e-05
1	1.25893e-07	12.4284	5.00031	6.75112e-06	-0.120635	2.00176e-05	1.27e-05
1	1.58489e-07	12.2738	5.00046	6.75197e-06	-0.120635	2.3365e-05	1.48238e-05
1	1.99526e-07	12.1191	5.00014	6.75011e-06	-0.120635	2.72724e-05	1.73028e-05
1	2.51189e-07	11.9645	5.00034	6.75131e-06	-0.120635	3.18334e-05	2.01965e-05
1	3.16228e-07	11.8098	5.00007	6.74973e-06	-0.120635	3.71574e-05	2.35742e-05
1	3.98107e-07	11.6552	5.00032	6.75115e-06	-0.120635	4.33719e-05	2.7517e-05
0.999999	5.01187e-07	11.5005	5.00007	6.74975e-06	-0.120635	5.06259e-05	3.21192e-05
0.999999	6.30957e-07	11.3459	5.00034	6.75131e-06	-0.120635	5.90933e-05	3.74913e-05
0.999999	7.94328e-07	11.1912	5.00012	6.75002e-06	-0.120635	6.8977e-05	4.37619e-05
0.999999	1e-06	11.0366	5.00041	6.75168e-06	-0.120635	8.05139e-05	5.10814e-05
0.999999	1.25893e-06	10.8819	5.0002	6.75046e-06	-0.120635	9.39806e-05	5.96252e-05
0.999998	1.58489e-06	10.7273	5.00049	6.75218e-06	-0.120635	0.0001097	6.95981e-05
0.999998	1.99526e-06	10.5726	5.00029	6.75101e-06	-0.120635	0.000128048	8.12391e-05
0.999997	2.51189e-06	10.4179	5.00009	6.74986e-06	-0.120634	0.000149466	9.48272e-05
0.999997	3.16228e-06	10.2633	5.0004	6.75163e-06	-0.120634	0.000174466	0.000110688
0.999996	3.98107e-06	10.1086	5.00021	6.75051e-06	-0.120634	0.000203647	0.000129202
0.999995	5.01187e-06	9.9539	5.00002	6.74941e-06	-0.120633	0.00023771	0.000150813
0.999994	6.30957e-06	9.7993	5.00033	6.75123e-06	-0.120633	0.00027747	0.000176038
0.999992	7.94328e-06	9.6446	5.00014	6.75016e-06	-0.120632	0.000323881	0.000205482
0.99999	1e-05	9.49	5.00046	6.75201e-06	-0.120631	0.000378056	0.000239852
0.999987	1.25893e-05	9.3353	5.00028	6.75097e-06	-0.12063	0.000441291	0.00027997
0.999984	1.58489e-05	9.1806	5.00011	6.74996e-06	-0.120628	0.000515105	0.000326799
0.99998	1.99526e-05	9.026	5.00044	6.75188e-06	-0.120627	0.000601266	0.000381461
0.999975	2.51189e-05	8.8713	5.00028	6.75093e-06	-0.120624	0.000701839	0.000445265
0.999968	3.16228e-05	8.7166	5.00012	6.75003e-06	-0.120621	0.000819237	0.000519742
0.99996	3.98107e-05	8.562	5.00048	6.75208e-06	-0.120618	0.000956273	0.000606676
0.99995	5.01187e-05	8.4073	5.00034	6.7513e-06	-0.120613	0.00111623	0.000708151
0.999937	6.30957e-05	8.2526	5.00022	6.7506e-06	-0.120607	0.00130296	0.0008266
0.999921	7.94328e-05	8.0979	5.00012	6.75001e-06	-0.1206	0.00152092	0.000964861
0.9999	0.0001	7.9432	5.00004	6.74956e-06	-0.120591	0.00177536	0.00112625
0.999874	0.000125893	7.7886	5.00049	6.75218e-06	-0.12058	0.00207237	0.00131463
0.999842	0.000158489	7.6339	5.00048	6.75211e-06	-0.120565	0.00241908	0.00153453
0.9998	0.000199526	7.4791	5.00001	6.74941e-06	-0.120547	0.00282383	0.0017912
0.999749	0.000251189	7.3244	5.0001	6.74996e-06	-0.120524	0.00329634	0.00209081
0.999684	0.000316228	7.1697	5.00027	6.75093e-06	-0.120496	0.00384797	0.00244054
