T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
0.999602	0.000398107	7.0149	5.00002	6.74956e-06	-0.120459	0.004492	0.00284878
0.999499	0.000501187	6.8602	5.00039	6.75178e-06	-0.120414	0.00524393	0.00332531
0.999369	0.000630957	6.7054	5.00041	6.75197e-06	-0.120357	0.00612192	0.00388156
0.999206	0.000794328	6.5505	5.00012	6.75037e-06	-0.120285	0.00714717	0.00453087
0.999	0.001	6.3956	5.00006	6.75019e-06	-0.120195	0.00834452	0.00528882
0.998741	0.00125893	6.2407	5.00029	6.7518e-06	-0.120082	0.00974302	0.00617361
0.998415	0.00158489	6.0857	5.0004	6.75281e-06	-0.119941	0.0113768	0.00720646
0.998005	0.00199526	5.9306	5.00048	6.75382e-06	-0.119763	0.0132857	0.0084122
0.997488	0.00251189	5.7753	5.00016	6.75276e-06	-0.11954	0.0155168	0.00981981
0.996838	0.00316228	5.6199	5.0001	6.75357e-06	-0.119261	0.0181254	0.0114631
0.996019	0.00398107	5.4644	5.00049	6.75763e-06	-0.118912	0.0211765	0.0133818
0.994988	0.00501187	5.3085	5.00011	6.75797e-06	-0.118476	0.0247473	0.015622
0.99369	0.00630957	5.1524	5.00028	6.76273e-06	-0.117933	0.0289291	0.0182381
0.992057	0.00794328	4.9959	5.00043	6.76913e-06	-0.117257	0.033831	0.0212933
