T/Tc	1-T/Tc	l	K	y	F	Kr	Kr/K0
1	1e-08	14.2796	5.00019	6.75044e-06	-0.0542533	3.14366e-06	9.97873e-06
1	1.25893e-08	14.1249	5	6.74933e-06	-0.0542533	3.66948e-06	1.16478e-05
1	1.58489e-08	13.9703	5.00031	6.75113e-06	-0.0542533	4.28325e-06	1.35961e-05
1	1.99526e-08	13.8156	5.00012	6.75003e-06	-0.0542533	4.99968e-06	1.58702e-05
1	2.51189e-08	13.661	5.00043	6.75183e-06	-0.0542533	5.83594e-06	1.85247e-05
1	3.16228e-08	13.5063	5.00024	6.75073e-06	-0.0542533	6.81208e-06	2.16232e-05
1	3.98107e-08	13.3516	5.00005	6.74962e-06	-0.0542533	7.95149e-06	2.52399e-05
1	5.01187e-08	13.197	5.00036	6.75142e-06	-0.0542533	9.28148e-06	2.94616e-05
1	6.30957e-08	13.0423	5.00017	6.75032e-06	-0.0542533	1.08339e-05	3.43895e-05
1	7.94328e-08	12.8877	5.00048	6.75212e-06	-0.0542533	1.2646e-05	4.01416e-05
1	1e-07	12.733	5.00029	6.75101e-06	-0.0542533	1.47613e-05	4.68558e-05
1	1.25893e-07	12.5783	5.0001	6.74991e-06	-0.0542533	1.72303e-05	5.46931e-05
1	1.58489e-07	12.4237	5.00041	6.75171e-06	-0.0542533	2.01123e-05	6.38412e-05
1	1.99526e-07	12.269	5.00022	6.7506e-06	-0.0542533	2.34763e-05	7.45195e-05
1	2.51189e-07	12.1143	5.00003	6.7495e-06	-0.0542533	2.74031e-05	8.69839e-05
1	3.16228e-07	11.9597	5.00034	6.7513e-06	-0.0542532	3.19866e-05	0.000101533
1	3.98107e-07	11.805	5.00015	6.7502e-06	-0.0542532	3.73368e-05	0.000118516
0.999999	5.01187e-07	11.6504	5.00046	6.752e-06	-0.0542532	4.35818e-05	0.000138339
0.999999	6.30957e-07	11.4957	5.00027	6.75089e-06	-0.0542531	5.08715e-05	0.000161478
0.999999	7.94328e-07	11.341	5.00008	6.74979e-06	-0.0542531	5.93804e-05	0.000188488
0.999999	1e-06	11.1864	5.00039	6.75159e-06	-0.054253	6.93126e-05	0.000220015
0.999999	1.25893e-06	11.0317	5.0002	6.75049e-06	-0.0542529	8.09061e-05	0.000256815
0.999998	1.58489e-06	10.877	5.00001	6.74939e-06	-0.0542528	9.44387e-05	0.000299771
0.999998	1.99526e-06	10.7224	5.00032	6.7512e-06	-0.0542527	0.000110235	0.000349911
0.999997	2.51189e-06	10.5677	5.00014	6.7501e-06	-0.0542526	0.000128673	0.000408439
0.999997	3.16228e-06	10.4131	5.00045	6.75191e-06	-0.0542524	0.000150195	0.000476755
0.999996	3.98107e-06	10.2584	5.00026	6.75081e-06	-0.0542521	0.000175318	0.000556498
0.999995	5.01187e-06	10.1037	5.00007	6.74972e-06	-0.0542518	0.000204642	0.00064958
0.999994	6.30957e-06	9.9491	5.00038	6.75154e-06	-0.0542514	0.000238871	0.00075823
0.999992	7.94328e-06	9.7944	5.0002	6.75046e-06	-0.0542509	0.000278826	0.000885054
0.99999	1e-05	9.6397	5.00001	6.74938e-06	-0.0542502	0.000325464	0.00103309
0.999987	1.25893e-05	9.4851	5.00033	6.75122e-06	-0.0542494	0.000379902	0.00120589
0.999984	1.58489e-05	9.3304	5.00015	6.75016e-06	-0.0542484	0.000443447	0.00140758
0.99998	1.99526e-05	9.1758	5.00046	6.75201e-06	-0.0542472	0.00051762	0.00164302
0.999975	2.51189e-05	9.0211	5.00029	6.75098e-06	-0.0542456	0.0006042	0.00191783
0.999968	3.16228e-05	8.8664	5.00011	6.74996e-06	-0.0542436	0.000705263	0.0022386
0.99996	3.98107e-05	8.7118	5.00044	6.75187e-06	-0.054241	0.000823231	0.00261303
0.99995	5.01187e-05	8.5571	5.00027	6.75091e-06	-0.0542379	0.000960932	0.00305008
0.999937	6.30957e-05	8.4024	5.00012	6.74998e-06	-0.0542339	0.00112167	0.00356022
0.999921	7.94328e-05	8.2478	5.00046	6.752e-06	-0.0542288	0.00130929	0.00415567
0.9999	0.0001	8.0931	5.00032	6.75118e-06	-0.0542225	0.0015283	0.00485071
0.999874	0.000125893	7.9384	5.00019	6.75042e-06	-0.0542145	0.00178395	0.00566198
0.999842	0.000158489	7.7837	5.00008	6.74976e-06	-0.0542044	0.00208237	0.00660891
0.9998	0.000199526	7.6291	5.00048	6.75212e-06	-0.0541918	0.00243073	0.00771417
0.999749	0.000251189	7.4744	5.00042	6.75171e-06	-0.0541759	0.00283737	0.00900422
0.999684	0.000316228	7.3197	5.00038	6.75149e-06	-0.0541559	0.00331205	0.0105099
0.999602	0.000398107	7.165	5.00038	6.75148e-06	-0.0541308	0.00386619	0.0122673
0.999499	0.000501187	7.0103	5.00043	6.75176e-06	-0.0540992	0.00451308	0.0143184
0.999369	0.000630957	6.8555	5.00005	6.74949e-06	-0.0540594	0.00526827	0.0167122
0.999206	0.000794328	6.7008	5.00024	6.75056e-06	-0.0540095	0.00614993	0.0195058
0.999	0.001	6.546	5.00003	6.74928e-06	-0.0539468	0.00717928	0.022766
0.998741	0.00125893	6.3913	5.00044	6.7516e-06	-0.0538682	0.00838112	0.0265702
0.998415	0.00158489	6.2364	5.00001	6.74896e-06	-0.0537694	0.00978446	0.031009
0.998005	0.00199526	6.0816	5.00027	6.7503e-06	-0.0536457	0.0114232	0.0361877
0.997488	0.00251189	5.9267	5.00028	6.75007e-06	-0.0534907	0.0133371	0.0422288
0.996838	0.00316228	5.7717	5.0001	6.74858e-06	-0.0532967	0.0155726	0.0492748
0.996019	0.00398107	5.6167	5.00029	6.74912e-06	-0.0530543	0.0181842	0.0574912
0.994988	0.00501187	5.4616	5.00047	6.74928e-06	-0.0527517	0.0212358	0.0670697
0.99369	0.00630957	5.3063	5.00026	6.74671e-06	-0.0523748	0.0248025	0.0782324
0.992057	0.00794328	5.1509	5.0003	6.745e-06	-0.0519062	0.0289727	0.0912357
