T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
0.205672	0.794328	11.0001	151497	3.63615	1.54673e-53	3.63615	1	0.695791
0.369043	0.630957	11.0001	151497	2.02647	6.27687e-26	2.02647	1	1.24848
0.498813	0.501187	11.0001	151497	1.49925	6.92293e-17	1.49925	0.999987	1.68751
0.601893	0.398107	11.0001	151497	1.24226	1.76749e-12	1.24226	0.999809	2.0366
0.683772	0.316228	11.0001	151497	1.09266	6.47381e-10	1.09266	0.999031	2.31546
0.748811	0.251189	11.0001	151497	0.995869	2.92522e-08	0.995869	0.997145	2.54049
0.800474	0.199526	11.0001	151497	0.928514	4.09876e-07	0.928514	0.993847	2.72478
0.841511	0.158489	11.0001	151497	0.879026	2.81017e-06	0.879026	0.989111	2.87819
0.874107	0.125893	11.0001	151497	0.841122	1.20843e-05	0.841122	0.983123	3.00789
0.9	0.1	11.0001	151497	0.811148	3.76792e-05	0.811148	0.976172	3.11904
0.920567	0.0794328	11.0001	151497	0.786855	9.31779e-05	0.786855	0.968576	3.21533
0.936904	0.0630957	11.0001	151497	0.766791	0.000193712	0.766791	0.960629	3.29947
0.949881	0.0501187	11.0001	151497	0.749981	0.000352203	0.749981	0.952585	3.37342
0.960189	0.0398107	11.0001	151497	0.735749	0.000575889	0.735749	0.944648	3.43867
0.968377	0.0316228	11.0001	151497	0.72361	0.000864281	0.72361	0.936985	3.49636
0.974881	0.0251189	11.0001	151497	0.713213	0.00120906	0.713213	0.929725	3.54733
0.980047	0.0199526	11.0001	151497	0.704296	0.00159571	0.704296	0.922967	3.59224
0.984151	0.0158489	11.0001	151497	0.696661	0.0020062	0.696661	0.916783	3.63161
0.987411	0.0125893	11.0001	151497	0.690146	0.00242198	0.690146	0.911219	3.66589
0.99	0.01	11.0001	151497	0.684619	0.00282642	0.684619	0.906291	3.69549
0.992057	0.00794328	11.0001	151497	0.679959	0.00320643	0.679959	0.901993	3.72081
0.99369	0.00630957	11.0001	151497	0.676059	0.00355311	0.676059	0.898296	3.74228
0.994988	0.00501187	11.0001	151497	0.672818	0.00386159	0.672818	0.895157	3.7603
0.996019	0.00398107	11.0001	151497	0.670142	0.00413041	0.670142	0.89252	3.77532
0.996838	0.00316228	11.0001	151497	0.667947	0.00436063	0.667947	0.890328	3.78773
0.997488	0.00251189	11.0001	151497	0.666155	0.00455498	0.666155	0.888519	3.79791
