tempv	cap	l	Kr/K0	F	
1e-08	54.6885	8.9509	0.00260506	-0.051356
1.49182e-08	54.542	8.9508	0.00260529	-0.051356
2.22554e-08	54.433	8.9507	0.00260563	-0.051356
3.32012e-08	54.5204	8.9505	0.00260614	-0.051356
4.95303e-08	54.5132	8.9502	0.0026069	-0.0513559
7.38906e-08	54.5883	8.9497	0.00260804	-0.0513559
1.10232e-07	54.4238	8.9491	0.00260973	-0.0513559
1.64446e-07	54.2912	8.9481	0.00261225	-0.0513559
2.45325e-07	54.5518	8.9467	0.00261601	-0.0513559
3.65982e-07	54.6634	8.9445	0.00262161	-0.0513559
5.45982e-07	54.3884	8.9414	0.00262996	-0.0513558
8.14509e-07	54.6516	8.9367	0.00264239	-0.0513557
1.2151e-06	54.4543	8.9297	0.00266089	-0.0513556
1.81272e-06	54.1911	8.9194	0.00268836	-0.0513554
2.70426e-06	54.2725	8.9044	0.00272909	-0.0513552
4.03429e-06	53.8732	8.8825	0.00278931	-0.0513548
6.01845e-06	53.5491	8.8512	0.00287799	-0.0513542
8.97847e-06	53.2785	8.8071	0.00300785	-0.0513533
1.33943e-05	52.6761	8.7462	0.00319665	-0.051352
1.9982e-05	52.1941	8.6646	0.00346863	-0.05135
2.98096e-05	51.2652	8.5587	0.0038561	-0.0513471
4.44707e-05	49.9821	8.4264	0.00440128	-0.0513427
6.63424e-05	48.5845	8.2676	0.00515844	-0.0513363
9.89713e-05	46.9955	8.0842	0.00619688	-0.0513266
0.000147648	45.379	7.8794	0.00760515	-0.0513121
0.000220265	43.3462	7.6571	0.00949699	-0.0512906
0.000328596	41.2771	7.4215	0.0120194	-0.0512586
0.000490208	38.9531	7.1759	0.0153635	-0.0512108
0.000731304	36.6776	6.923	0.0197782	-0.0511398
0.00109098	34.5039	6.6651	0.0255884	-0.0510343
0.00162755	32.1725	6.4036	0.0332179	-0.0508778
0.00242802	29.8194	6.1396	0.0432191	-0.050646
0.00362217	27.3229	5.8738	0.0563099	-0.0503038
0.00540365	24.9704	5.6067	0.0734209	-0.0498005
0.0080613	22.4862	5.3385	0.0957515	-0.0490641
