T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.2598	3.86727e+06	5.00003	6.74947e-06	-0.0578893	3.20642e-06	9.51359e-06	773449	6.79999	1.0479
1	1.25893e-08	14.105	3.31265e+06	5.00013	6.75008e-06	-0.0578893	3.74333e-06	1.11066e-05	662512	6.79999	1.0479
1	1.58489e-08	13.9502	2.83757e+06	5.00007	6.74974e-06	-0.0578893	4.37e-06	1.2966e-05	567506	6.79999	1.0479
1	1.99526e-08	13.7955	2.43087e+06	5.00039	6.75155e-06	-0.0578893	5.10145e-06	1.51363e-05	486136	6.79999	1.0479
1	2.51189e-08	13.6407	2.08225e+06	5.00009	6.74986e-06	-0.0578893	5.95521e-06	1.76694e-05	416442	6.79999	1.0479
1	3.16228e-08	13.486	1.7838e+06	5.00022	6.75059e-06	-0.0578893	6.95174e-06	2.06262e-05	356745	6.79999	1.0479
1	3.98107e-08	13.3313	1.52813e+06	5.00028	6.75094e-06	-0.0578893	8.11492e-06	2.40774e-05	305610	6.79999	1.0479
1	5.01187e-08	13.1766	1.30911e+06	5.00029	6.751e-06	-0.0578893	9.47263e-06	2.81057e-05	261807	6.79999	1.0479
1	6.30957e-08	13.0219	1.12148e+06	5.00026	6.75081e-06	-0.0578893	1.10574e-05	3.28078e-05	224284	6.79999	1.0479
1	7.94328e-08	12.8672	960739	5.00019	6.75044e-06	-0.0578893	1.29072e-05	3.82964e-05	192140	6.79999	1.0479
1	1e-07	12.7125	823039	5.0001	6.74992e-06	-0.0578893	1.50664e-05	4.47028e-05	164604	6.79999	1.0479
1	1.25893e-07	12.5579	705145	5.00049	6.75218e-06	-0.0578893	1.75868e-05	5.21808e-05	141015	6.79999	1.0479
1	1.58489e-07	12.4032	604078	5.00037	6.75144e-06	-0.0578893	2.05287e-05	6.09095e-05	120807	6.79999	1.0479
1	1.99526e-07	12.2485	517497	5.00023	6.75063e-06	-0.0578893	2.39626e-05	7.10981e-05	103495	6.79999	1.0479
1	2.51189e-07	12.0938	443325	5.00008	6.74975e-06	-0.0578892	2.79709e-05	8.29909e-05	88663.7	6.79999	1.0479
1	3.16228e-07	11.9392	379822	5.00042	6.75174e-06	-0.0578892	3.26496e-05	9.68728e-05	75958.1	6.79999	1.0479
1	3.98107e-07	11.7845	325383	5.00025	6.75078e-06	-0.0578892	3.81108e-05	0.000113077	65073.3	6.79999	1.0479
0.999999	5.01187e-07	11.6298	278747	5.00008	6.74979e-06	-0.0578892	4.44856e-05	0.000131991	55748.4	6.79999	1.0479
0.999999	6.30957e-07	11.4752	238818	5.00041	6.75169e-06	-0.0578891	5.19265e-05	0.000154068	47759.8	6.79999	1.0479
0.999999	7.94328e-07	11.3205	204589	5.00023	6.75066e-06	-0.0578891	6.06121e-05	0.000179839	40915.9	6.79999	1.0479
0.999999	1e-06	11.1658	175266	5.00005	6.74961e-06	-0.057889	7.07504e-05	0.00020992	35052.8	6.8	1.0479
0.999999	1.25893e-06	11.0112	150160	5.00037	6.75147e-06	-0.0578889	8.25845e-05	0.000245032	30029.8	6.8	1.0479
0.999998	1.58489e-06	10.8565	128638	5.00019	6.7504e-06	-0.0578888	9.6398e-05	0.000286017	25726.7	6.8	1.0479
0.999998	1.99526e-06	10.7018	110201	5	6.74933e-06	-0.0578887	0.000112522	0.000333858	22040.1	6.8	1.0479
0.999997	2.51189e-06	10.5472	94415.3	5.00032	6.75116e-06	-0.0578885	0.000131343	0.0003897	18881.9	6.8	1.0479
0.999997	3.16228e-06	10.3925	80883	5.00013	6.75009e-06	-0.0578883	0.000153312	0.000454883	16176.2	6.8	1.0479
0.999996	3.98107e-06	10.2379	69297.1	5.00045	6.75191e-06	-0.057888	0.000178956	0.000530968	13858.2	6.8	1.04791
0.999995	5.01187e-06	10.0832	59364.9	5.00026	6.75084e-06	-0.0578877	0.000208889	0.000619779	11872.4	6.80001	1.04791
