T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
1	1e-08	6.0001	1020.78	0.387537	0.0624095	-0.0532385	0.000960511	0.00310697	2634.01
1	1.25893e-08	6.0001	1020.78	0.387544	0.0624066	-0.0532385	0.00096053	0.00310703	2633.96
1	1.58489e-08	6.0001	1020.78	0.387553	0.0624028	-0.0532385	0.000960553	0.00310711	2633.9
1	1.99526e-08	6.0001	1020.78	0.387565	0.0623981	-0.0532385	0.000960582	0.0031072	2633.82
1	2.51189e-08	6.0001	1020.78	0.38758	0.0623922	-0.0532385	0.000960619	0.00310732	2633.72
1	3.16228e-08	6.0001	1020.78	0.387599	0.0623848	-0.0532385	0.000960665	0.00310747	2633.59
1	3.98107e-08	6.0001	1020.78	0.387622	0.0623754	-0.0532385	0.000960723	0.00310766	2633.43
1	5.01187e-08	6.0001	1020.78	0.387651	0.0623636	-0.0532385	0.000960796	0.00310789	2633.23
1	6.30957e-08	6.0001	1020.78	0.387689	0.0623487	-0.0532385	0.000960888	0.00310819	2632.98
1	7.94328e-08	6.0001	1020.78	0.387735	0.06233	-0.0532385	0.000961004	0.00310856	2632.66
1	1e-07	6.0001	1020.78	0.387794	0.0623065	-0.0532385	0.000961149	0.00310904	2632.27
1	1.25893e-07	6.0001	1020.78	0.387868	0.0622769	-0.0532385	0.000961333	0.00310963	2631.76
1	1.58489e-07	6.0001	1020.78	0.387961	0.0622396	-0.0532385	0.000961564	0.00311038	2631.13
1	1.99526e-07	6.0001	1020.78	0.388079	0.0621927	-0.0532384	0.000961855	0.00311132	2630.33
1	2.51189e-07	6.0001	1020.78	0.388227	0.0621338	-0.0532384	0.000962221	0.0031125	2629.33
1	3.16228e-07	6.0001	1020.78	0.388413	0.0620597	-0.0532384	0.000962682	0.00311399	2628.07
1	3.98107e-07	6.0001	1020.78	0.388647	0.0619665	-0.0532384	0.000963263	0.00311587	2626.49
0.999999	5.01187e-07	6.0001	1020.78	0.388942	0.0618493	-0.0532383	0.000963994	0.00311824	2624.5
0.999999	6.30957e-07	6.0001	1020.78	0.389314	0.0617022	-0.0532383	0.000964915	0.00312122	2621.99
0.999999	7.94328e-07	6.0001	1020.78	0.389782	0.0615175	-0.0532383	0.000966075	0.00312497	2618.84
0.999999	1e-06	6.0001	1020.78	0.390371	0.0612858	-0.0532382	0.000967536	0.00312969	2614.89
0.999999	1.25893e-06	6.0001	1020.78	0.391113	0.0609955	-0.0532381	0.000969376	0.00313564	2609.93
0.999998	1.58489e-06	6.0001	1020.78	0.392049	0.060632	-0.053238	0.000971695	0.00314314	2603.7
0.999998	1.99526e-06	6.0001	1020.78	0.393228	0.0601776	-0.0532379	0.000974616	0.00315259	2595.89
0.999997	2.51189e-06	6.0001	1020.78	0.394713	0.0596107	-0.0532377	0.000978299	0.0031645	2586.12
0.999997	3.16228e-06	6.0001	1020.78	0.396587	0.0589049	-0.0532375	0.000982942	0.00317952	2573.91
0.999996	3.98107e-06	6.0001	1020.78	0.398949	0.058029	-0.0532373	0.000988798	0.00319846	2558.66
0.999995	5.01187e-06	6.0001	1020.78	0.401931	0.0569457	-0.053237	0.000996187	0.00322236	2539.68
0.999994	6.30957e-06	6.0001	1020.78	0.405695	0.0556122	-0.0532366	0.00100552	0.00325253	2516.12
0.999992	7.94328e-06	6.0001	1020.78	0.41045	0.0539802	-0.0532361	0.0010173	0.00329065	2486.97
0.99999	1e-05	6.0001	1020.78	0.416463	0.0519973	-0.0532354	0.0010322	0.00333884	2451.07
