T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.3012	4.112e+06	5.00038	6.75154e-06	-0.0509923	3.0766e-06	1.03775e-05	822336	6.79999	1.02719
1	1.25893e-08	14.1461	3.52122e+06	5.00006	6.74968e-06	-0.0509923	3.59255e-06	1.21178e-05	704236	6.79999	1.02719
1	1.58489e-08	13.9912	3.01593e+06	5.00036	6.75139e-06	-0.0509923	4.19469e-06	1.41488e-05	603143	6.79999	1.02719
1	1.99526e-08	13.8363	2.58315e+06	5.00035	6.75132e-06	-0.0509923	4.89746e-06	1.65193e-05	516594	6.79999	1.02719
1	2.51189e-08	13.6814	2.21247e+06	5.00009	6.74985e-06	-0.0509923	5.7177e-06	1.9286e-05	442486	6.79999	1.02719
1	3.16228e-08	13.5266	1.89517e+06	5.00015	6.75016e-06	-0.0509923	6.67506e-06	2.25152e-05	379023	6.79999	1.02719
1	3.98107e-08	13.3718	1.62338e+06	5.00005	6.74958e-06	-0.0509923	7.79247e-06	2.62843e-05	324672	6.79999	1.02719
1	5.01187e-08	13.2171	1.3907e+06	5.00032	6.7512e-06	-0.0509923	9.09671e-06	3.06835e-05	278122	6.79999	1.02719
1	6.30957e-08	13.0623	1.19126e+06	5.00001	6.74935e-06	-0.0509923	1.06191e-05	3.58184e-05	238251	6.79999	1.02719
1	7.94328e-08	12.9076	1.02052e+06	5.00011	6.74997e-06	-0.0509923	1.2396e-05	4.1812e-05	204099	6.79999	1.02719
1	1e-07	12.7529	874248	5.00016	6.75023e-06	-0.0509923	1.447e-05	4.88079e-05	174844	6.79999	1.02719
1	1.25893e-07	12.5982	748944	5.00015	6.7502e-06	-0.0509923	1.6891e-05	5.69738e-05	149784	6.79999	1.02719
1	1.58489e-07	12.4435	641599	5.00011	6.74996e-06	-0.0509923	1.97168e-05	6.65054e-05	128317	6.79999	1.02719
1	1.99526e-07	12.2888	549640	5.00004	6.74954e-06	-0.0509923	2.30152e-05	7.76312e-05	109927	6.79999	1.02719
1	2.51189e-07	12.1342	470909	5.00044	6.75189e-06	-0.0509923	2.68653e-05	9.06177e-05	94173.4	6.79999	1.02719
1	3.16228e-07	11.9795	403414	5.00033	6.75121e-06	-0.0509922	3.13594e-05	0.000105776	80677.6	6.79999	1.02719
1	3.98107e-07	11.8248	345594	5.0002	6.75045e-06	-0.0509922	3.66051e-05	0.00012347	69116	6.79999	1.02719
0.999999	5.01187e-07	11.6701	296061	5.00005	6.74962e-06	-0.0509922	4.27282e-05	0.000144124	59211.5	6.79999	1.02719
0.999999	6.30957e-07	11.5155	253652	5.0004	6.75164e-06	-0.0509922	4.98754e-05	0.000168231	50726.4	6.79999	1.02719
0.999999	7.94328e-07	11.3608	217297	5.00024	6.75071e-06	-0.0509921	5.82181e-05	0.000196372	43457.3	6.79999	1.02719
0.999999	1e-06	11.2061	186152	5.00007	6.74974e-06	-0.050992	6.79562e-05	0.000229218	37229.9	6.8	1.02719
0.999999	1.25893e-06	11.0515	159487	5.0004	6.75165e-06	-0.050992	7.93231e-05	0.000267559	31894.9	6.8	1.02719
0.999998	1.58489e-06	10.8968	136628	5.00023	6.75064e-06	-0.0509919	9.25912e-05	0.000312313	27324.4	6.8	1.02719
0.999998	1.99526e-06	10.7421	117046	5.00005	6.7496e-06	-0.0509917	0.000108079	0.000364552	23408.9	6.8	1.02719
0.999997	2.51189e-06	10.5875	100280	5.00037	6.75147e-06	-0.0509916	0.000126156	0.000425529	20054.5	6.8	1.02719
0.999997	3.16228e-06	10.4328	85906.9	5.00019	6.75041e-06	-0.0509914	0.000147258	0.000496705	17180.7	6.8	1.0272
0.999996	3.98107e-06	10.2781	73594	5.00001	6.74935e-06	-0.0509912	0.000171889	0.000579786	14718.8	6.8	1.0272
0.999995	5.01187e-06	10.1235	63052.3	5.00032	6.75119e-06	-0.0509909	0.00020064	0.000676763	12609.6	6.80001	1.0272
0.999994	6.30957e-06	9.9688	54015.1	5.00014	6.75012e-06	-0.0509905	0.0002342	0.00078996	10802.7	6.80001	1.0272
0.999992	7.94328e-06	9.8142	46277.9	5.00045	6.75196e-06	-0.05099	0.000273374	0.000922091	9254.73	6.80002	1.0272
0.99999	1e-05	9.6595	39645	5.00027	6.75089e-06	-0.0509894	0.000319099	0.00107632	7928.56	6.80002	1.0272
0.999987	1.25893e-05	9.5048	33962.7	5.00009	6.74983e-06	-0.0509886	0.000372474	0.00125635	6792.43	6.80003	1.0272
