T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
0.205672	0.794328	100	6.80094e+43	3.63615	3.05827e-321	3.63615	1	0.695791
0.369043	0.630957	100	6.80094e+43	2.02647	1.07009e-194	2.02647	1	1.24848
0.498813	0.501187	100	6.80094e+43	1.49925	1.23611e-121	1.49925	0.999987	1.68751
0.601893	0.398107	100	6.80094e+43	1.24226	5.06201e-86	1.24226	0.999809	2.0366
0.683772	0.316228	100	6.80094e+43	1.09266	2.72193e-65	1.09266	0.999031	2.31546
0.748811	0.251189	100	6.80094e+43	0.995869	6.96248e-52	0.995869	0.997145	2.54049
0.800474	0.199526	100	6.80094e+43	0.928514	1.47262e-42	0.928514	0.993847	2.72478
0.841511	0.158489	100	6.80094e+43	0.879026	1.03154e-35	0.879026	0.989111	2.87819
0.874107	0.125893	100	6.80094e+43	0.841122	1.77665e-30	0.841122	0.983123	3.00789
0.9	0.1	100	6.80094e+43	0.811148	2.41687e-26	0.811148	0.976172	3.11904
0.920567	0.0794328	100	6.80094e+43	0.786854	5.3271e-23	0.786854	0.968575	3.21534
0.936904	0.0630957	100	6.80094e+43	0.766787	3.02679e-20	0.766787	0.960625	3.29948
0.949881	0.0501187	100	6.80094e+43	0.749969	6.06471e-18	0.749969	0.952569	3.37347
0.960189	0.0398107	100	6.80094e+43	0.735713	5.33847e-16	0.735713	0.944603	3.43884
0.968377	0.0316228	100	6.80094e+43	0.723521	2.42142e-14	0.723521	0.93687	3.49679
0.974881	0.0251189	100	6.80094e+43	0.713021	6.37639e-13	0.713021	0.929475	3.54828
0.980047	0.0199526	100	6.80094e+43	0.703927	1.0683e-11	0.703927	0.922483	3.59412
0.984151	0.0158489	100	6.80094e+43	0.696016	1.22359e-10	0.696016	0.915935	3.63498
0.987411	0.0125893	100	6.80094e+43	0.689107	1.01476e-09	0.689107	0.909847	3.67142
0.99	0.01	100	6.80094e+43	0.683057	6.38488e-09	0.683057	0.904224	3.70394
0.992057	0.00794328	100	6.80094e+43	0.677745	3.16751e-08	0.677745	0.899055	3.73297
0.99369	0.00630957	100	6.80094e+43	0.673071	1.27932e-07	0.673071	0.894325	3.75889
0.994988	0.00501187	100	6.80094e+43	0.668951	4.32159e-07	0.668951	0.890012	3.78204
0.996019	0.00398107	100	6.80094e+43	0.665315	1.24923e-06	0.665315	0.886091	3.80271
0.996838	0.00316228	100	6.80094e+43	0.662101	3.15107e-06	0.662101	0.882536	3.82117
