T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
0.999	0.001	0.2	3.09015	0.740655	0.0232373	0.740655	0.989384	3.4159
0.999	0.001	0.4	3.77432	0.733821	0.0218148	0.733821	0.980256	3.44771
0.999	0.001	0.6	4.60996	0.727878	0.0205616	0.727878	0.972317	3.47586
0.999	0.001	0.8	5.63062	0.722661	0.0194483	0.722661	0.965348	3.50095
0.999	0.001	1	6.87725	0.718042	0.0184521	0.718042	0.959178	3.52347
0.999	0.001	1.2	8.3999	0.713923	0.0175549	0.713923	0.953676	3.5438
0.999	0.001	1.4	10.2597	0.710227	0.0167424	0.710227	0.948738	3.56224
0.999	0.001	1.6	12.5312	0.70689	0.0160028	0.70689	0.944281	3.57906
0.999	0.001	1.8	15.3056	0.703863	0.0153264	0.703863	0.940237	3.59445
0.999	0.001	2	18.6943	0.701104	0.0147053	0.701104	0.936552	3.60859
0.999	0.001	2.2	22.8333	0.698579	0.0141327	0.698579	0.933179	3.62164
0.999	0.001	2.4	27.8886	0.69626	0.0136032	0.69626	0.930081	3.6337
0.999	0.001	2.6	34.0633	0.694122	0.0131118	0.694122	0.927224	3.64489
0.999	0.001	2.8	41.605	0.692144	0.0126545	0.692144	0.924583	3.65531
0.999	0.001	3	50.8164	0.69031	0.0122277	0.69031	0.922133	3.66502
0.999	0.001	3.2	62.0673	0.688605	0.0118285	0.688605	0.919855	3.67409
0.999	0.001	3.4	75.8092	0.687015	0.0114542	0.687015	0.917731	3.6826
0.999	0.001	3.6	92.5935	0.68553	0.0111024	0.68553	0.915747	3.69058
0.999	0.001	3.8	113.094	0.684138	0.0107712	0.684138	0.913888	3.69808
0.999	0.001	4	138.133	0.682833	0.0104587	0.682833	0.912145	3.70515
0.999	0.001	4.2	168.716	0.681606	0.0101633	0.681606	0.910505	3.71182
0.999	0.001	4.4	206.071	0.68045	0.00988368	0.68045	0.908962	3.71813
0.999	0.001	4.6	251.695	0.67936	0.00961853	0.67936	0.907505	3.72409
0.999	0.001	4.8	307.421	0.67833	0.00936672	0.67833	0.90613	3.72975
0.999	0.001	5	375.485	0.677356	0.00912725	0.677356	0.904828	3.73511
0.999	0.001	5.2	458.619	0.676433	0.00889921	0.676433	0.903595	3.74021
0.999	0.001	5.4	560.158	0.675557	0.00868176	0.675557	0.902425	3.74506
0.999	0.001	5.6	684.179	0.674725	0.00847417	0.674725	0.901314	3.74968
0.999	0.001	5.8	835.658	0.673934	0.00827577	0.673934	0.900257	3.75408
0.999	0.001	6	1020.67	0.673181	0.00808593	0.673181	0.899251	3.75828
0.999	0.001	6.2	1246.66	0.672463	0.00790409	0.672463	0.898293	3.76229
0.999	0.001	6.4	1522.67	0.671779	0.00772974	0.671779	0.897378	3.76612
0.999	0.001	6.6	1859.79	0.671125	0.00756242	0.671125	0.896505	3.76979
0.999	0.001	6.8	2271.55	0.6705	0.0074017	0.6705	0.89567	3.7733
0.999	0.001	7	2774.48	0.669902	0.00724717	0.669902	0.894872	3.77667
0.999	0.001	7.2	3388.76	0.66933	0.00709847	0.66933	0.894107	3.7799
0.999	0.001	7.4	4139.04	0.668782	0.00695528	0.668782	0.893375	3.783
0.999	0.001	7.6	5055.44	0.668256	0.00681727	0.668256	0.892673	3.78597
0.999	0.001	7.8	6174.72	0.667752	0.00668416	0.667752	0.891999	3.78883
0.999	0.001	8	7541.82	0.667268	0.00655569	0.667268	0.891352	3.79158
0.999	0.001	8.2	9211.6	0.666802	0.0064316	0.666802	0.890731	3.79423
0.999	0.001	8.4	11251.1	0.666355	0.00631167	0.666355	0.890133	3.79678
0.999	0.001	8.6	13742.1	0.665924	0.00619569	0.665924	0.889558	3.79923
0.999	0.001	8.8	16784.6	0.66551	0.00608345	0.66551	0.889004	3.8016
0.999	0.001	9	20500.8	0.665111	0.00597477	0.665111	0.888471	3.80388
0.999	0.001	9.2	25039.7	0.664726	0.00586948	0.664726	0.887958	3.80608
0.999	0.001	9.4	30583.6	0.664356	0.00576741	0.664356	0.887462	3.8082
0.999	0.001	9.6	37354.9	0.663998	0.00566841	0.663998	0.886984	3.81025
0.999	0.001	9.8	45625.4	0.663653	0.00557234	0.663653	0.886523	3.81224
0.999	0.001	10	55727	0.663319	0.00547907	0.663319	0.886078	3.81415
0.999	0.001	10.2001	68071.9	0.662997	0.00538843	0.662997	0.885647	3.81601
0.999	0.001	10.4001	83143.2	0.662686	0.00530038	0.662686	0.885232	3.8178
0.999	0.001	10.6001	101551	0.662385	0.00521478	0.662385	0.884829	3.81953
0.999	0.001	10.8001	124035	0.662094	0.00513151	0.662094	0.884441	3.82121
0.999	0.001	11.0001	151497	0.661812	0.00505048	0.661812	0.884064	3.82284
0.999	0.001	11.2001	185039	0.661539	0.00497159	0.661539	0.8837	3.82441
0.999	0.001	11.4001	226007	0.661275	0.00489476	0.661275	0.883347	3.82594
0.999	0.001	11.6001	276045	0.661019	0.00481991	0.661019	0.883006	3.82742
0.999	0.001	11.8001	337162	0.660772	0.00474695	0.660772	0.882674	3.82886
0.999	0.001	12.0001	411811	0.660531	0.00467582	0.660531	0.882353	3.83025
0.999	0.001	12.2001	502987	0.660298	0.00460643	0.660298	0.882042	3.8316
0.999	0.001	12.4001	614350	0.660072	0.00453873	0.660072	0.88174	3.83291
0.999	0.001	12.6001	750368	0.659853	0.00447265	0.659853	0.881447	3.83419
0.999	0.001	12.8001	916502	0.65964	0.00440813	0.65964	0.881163	3.83543
0.999	0.001	13.0001	1.11942e+06	0.659433	0.00434511	0.659433	0.880887	3.83663
0.999	0.001	13.2001	1.36726e+06	0.659233	0.00428354	0.659233	0.880619	3.8378
0.999	0.001	13.4001	1.66998e+06	0.659038	0.00422337	0.659038	0.880358	3.83893
0.999	0.001	13.6001	2.03971e+06	0.658848	0.00416455	0.658848	0.880105	3.84003
0.999	0.001	13.8001	2.49131e+06	0.658664	0.00410703	0.658664	0.879859	3.84111
0.999	0.001	14.0001	3.04289e+06	0.658485	0.00405077	0.658485	0.87962	3.84215
0.999	0.001	14.2001	3.7166e+06	0.658311	0.00399571	0.658311	0.879388	3.84317
0.999	0.001	14.4001	4.53946e+06	0.658142	0.00394184	0.658142	0.879162	3.84416
0.999	0.001	14.6001	5.54451e+06	0.657977	0.00388909	0.657977	0.878942	3.84512
0.999	0.001	14.8001	6.77208e+06	0.657817	0.00383745	0.657817	0.878728	3.84606
0.999	0.001	15.0001	8.27144e+06	0.657661	0.00378686	0.657661	0.878519	3.84697
0.999	0.001	15.2001	1.01028e+07	0.657509	0.00373731	0.657509	0.878316	3.84786
0.999	0.001	15.4001	1.23395e+07	0.657361	0.00368875	0.657361	0.878119	3.84872
0.999	0.001	15.6001	1.50715e+07	0.657217	0.00364115	0.657217	0.877927	3.84956
0.999	0.001	15.8001	1.84084e+07	0.657077	0.00359449	0.657077	0.877739	3.85038
0.999	0.001	16.0001	2.24841e+07	0.656941	0.00354874	0.656941	0.877557	3.85119
0.999	0.001	16.2001	2.74622e+07	0.656807	0.00350386	0.656807	0.877379	3.85197
0.999	0.001	16.4001	3.35423e+07	0.656678	0.00345984	0.656678	0.877206	3.85273
0.999	0.001	16.6001	4.09687e+07	0.656551	0.00341665	0.656551	0.877037	3.85347
0.999	0.001	16.8001	5.00393e+07	0.656428	0.00337426	0.656428	0.876872	3.85419
0.999	0.001	17.0001	6.11181e+07	0.656308	0.00333265	0.656308	0.876712	3.8549
0.999	0.001	17.2001	7.46499e+07	0.656191	0.0032918	0.656191	0.876555	3.85559
0.999	0.001	17.4001	9.11776e+07	0.656076	0.00325168	0.656076	0.876403	3.85626
0.999	0.001	17.6001	1.11365e+08	0.655965	0.00321229	0.655965	0.876254	3.85691
0.999	0.001	17.8001	1.36021e+08	0.655856	0.00317359	0.655856	0.876108	3.85755
0.999	0.001	18.0001	1.66136e+08	0.65575	0.00313557	0.65575	0.875967	3.85818
0.999	0.001	18.2001	2.02919e+08	0.655646	0.0030982	0.655646	0.875828	3.85879
0.999	0.001	18.4001	2.47846e+08	0.655545	0.00306148	0.655545	0.875693	3.85938
0.999	0.001	18.6001	3.0272e+08	0.655447	0.00302539	0.655447	0.875561	3.85996
0.999	0.001	18.8001	3.69743e+08	0.65535	0.0029899	0.65535	0.875432	3.86053
0.999	0.001	19.0001	4.51605e+08	0.655256	0.00295501	0.655256	0.875307	3.86109
0.999	0.001	19.2001	5.51592e+08	0.655164	0.00292069	0.655164	0.875184	3.86163
0.999	0.001	19.4001	6.73716e+08	0.655074	0.00288694	0.655074	0.875064	3.86216
0.999	0.001	19.6001	8.22879e+08	0.654987	0.00285374	0.654987	0.874947	3.86267
0.999	0.001	19.8001	1.00507e+09	0.654901	0.00282107	0.654901	0.874833	3.86318
0.999	0.001	20.0001	1.22759e+09	0.654817	0.00278893	0.654817	0.874721	3.86367
0.999	0.001	20.2002	1.49953e+09	0.654736	0.00275727	0.654736	0.874611	3.86416
0.999	0.001	20.4002	1.83153e+09	0.654656	0.00272614	0.654656	0.874505	3.86463
0.999	0.001	20.6002	2.23704e+09	0.654577	0.00269548	0.654577	0.8744	3.86509
0.999	0.001	20.8002	2.73233e+09	0.654501	0.00266531	0.654501	0.874298	3.86554
