T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
1	1e-08	0.2	3.09015	0.333721	0.0492774	-0.0217603	0.273228	0.883813	9.25966
1	1e-08	0.4	3.77432	0.351984	0.0537874	-0.0350989	0.235942	0.763202	10.723
1	1e-08	0.6	4.60996	0.364702	0.0569028	-0.0429682	0.200153	0.647436	12.6403
1	1e-08	0.8	5.63062	0.373152	0.0589584	-0.0474908	0.167668	0.542358	15.0893
1	1e-08	1	6.87725	0.378588	0.060274	-0.0500456	0.139275	0.450513	18.1655
1	1e-08	1.2	8.3999	0.382012	0.0610998	-0.0514731	0.11506	0.372184	21.9886
1	1e-08	1.4	10.2597	0.384139	0.0616118	-0.0522652	0.0947275	0.306416	26.7082
1	1e-08	1.6	12.5312	0.385449	0.0619268	-0.0527028	0.0778209	0.251728	32.5105
1	1e-08	1.8	15.3056	0.386253	0.0621197	-0.052944	0.0638472	0.206527	39.6259
1	1e-08	2	18.6943	0.386744	0.0622375	-0.0530767	0.0523401	0.169305	48.3377
1	1e-08	2.2	22.8333	0.387043	0.0623093	-0.0531497	0.0428856	0.138722	58.9942
1	1e-08	2.4	27.8886	0.387225	0.0623531	-0.0531897	0.0351283	0.11363	72.0217
1	1e-08	2.6	34.0633	0.387336	0.0623796	-0.0532117	0.0287688	0.0930588	87.9424
1	1e-08	2.8	41.605	0.387404	0.0623958	-0.0532238	0.023558	0.0762034	107.394
1	1e-08	3	50.8164	0.387445	0.0624056	-0.0532304	0.0192897	0.0623967	131.158
1	1e-08	3.2	62.0673	0.38747	0.0624115	-0.0532341	0.0157941	0.0510894	160.186
1	1e-08	3.4	75.8092	0.387485	0.0624151	-0.0532361	0.0129317	0.0418301	195.644
1	1e-08	3.6	92.5935	0.387495	0.0624173	-0.0532372	0.0105878	0.0342484	238.954
1	1e-08	3.8	113.094	0.387501	0.0624185	-0.0532378	0.00866869	0.0280407	291.855
1	1e-08	4	138.133	0.387504	0.0624192	-0.0532381	0.00709739	0.022958	356.469
1	1e-08	4.2	168.716	0.387507	0.0624194	-0.0532383	0.00581089	0.0187965	435.389
1	1e-08	4.4	206.071	0.387509	0.0624195	-0.0532384	0.00475758	0.0153894	531.783
1	1e-08	4.6	251.695	0.387511	0.0624193	-0.0532384	0.00389519	0.0125998	649.519
1	1e-08	4.8	307.421	0.387512	0.0624189	-0.0532385	0.00318913	0.0103159	793.32
1	1e-08	5	375.485	0.387514	0.0624183	-0.0532385	0.00261105	0.00844598	968.959
1	1e-08	5.2	458.619	0.387517	0.0624175	-0.0532385	0.00213776	0.00691503	1183.48
1	1e-08	5.4	560.158	0.38752	0.0624163	-0.0532385	0.00175026	0.00566159	1445.5
1	1e-08	5.6	684.179	0.387524	0.0624147	-0.0532385	0.00143301	0.00463537	1765.51
1	1e-08	5.8	835.658	0.387529	0.0624125	-0.0532385	0.00117327	0.00379517	2156.37
1	1e-08	6	1020.67	0.387537	0.0624095	-0.0532385	0.000960608	0.00310728	2633.75
1	1e-08	6.2	1246.66	0.387547	0.0624056	-0.0532385	0.000786499	0.00254409	3216.79
1	1e-08	6.4	1522.67	0.38756	0.0624002	-0.0532385	0.000643953	0.002083	3928.86
1	1e-08	6.6	1859.79	0.387578	0.062393	-0.0532385	0.000527249	0.0017055	4798.49
1	1e-08	6.8	2271.55	0.387602	0.0623833	-0.0532385	0.000431702	0.00139643	5860.53
1	1e-08	7	2774.48	0.387635	0.0623702	-0.0532385	0.000353477	0.0011434	7157.46
1	1e-08	7.2	3388.76	0.387679	0.0623526	-0.0532385	0.000289436	0.000936239	8741.15
1	1e-08	7.4	4139.04	0.387738	0.062329	-0.0532385	0.000237006	0.000766645	10674.8
1	1e-08	7.6	5055.44	0.387818	0.0622971	-0.0532385	0.000194084	0.000627805	13035.6
1	1e-08	7.8	6174.72	0.387925	0.0622541	-0.0532385	0.000158946	0.000514145	15917.3
1	1e-08	8	7541.82	0.38807	0.0621964	-0.0532385	0.000130183	0.000421104	19434.2
1	1e-08	8.2	9211.6	0.388265	0.0621186	-0.0532385	0.000106638	0.000344944	23725.1
1	1e-08	8.4	11251.1	0.388527	0.0620141	-0.0532385	8.7367e-05	0.000282607	28958.3
1	1e-08	8.6	13742.1	0.388881	0.0618737	-0.0532385	7.15952e-05	0.000231589	35337.6
1	1e-08	8.8	16784.6	0.389357	0.061685	-0.0532385	5.8689e-05	0.000189842	43108.6
1	1e-08	9	20500.8	0.389999	0.0614319	-0.0532385	4.81297e-05	0.000155686	52566.3
1	1e-08	9.2	25039.7	0.390864	0.0610927	-0.0532385	3.94927e-05	0.000127747	64062.5
1	1e-08	9.4	30583.6	0.392031	0.0606389	-0.0532385	3.24304e-05	0.000104903	78013.3
1	1e-08	9.6	37354.9	0.393604	0.0600334	-0.0532385	2.66583e-05	8.62318e-05	94904.8
1	1e-08	9.8	45625.4	0.395726	0.059228	-0.0532385	2.19436e-05	7.09812e-05	115295
1	1e-08	10	55727	0.39859	0.0581611	-0.0532385	1.8096e-05	5.85352e-05	139810
1	1e-08	10.2001	68071.9	0.402462	0.0567553	-0.0532385	1.49581e-05	4.83852e-05	169139
1	1e-08	10.4001	83143.2	0.407694	0.0549192	-0.0532385	1.24059e-05	4.01294e-05	203935
1	1e-08	10.6001	101551	0.414775	0.0525449	-0.0532385	1.03335e-05	3.34259e-05	244834
1	1e-08	10.8001	124035	0.424375	0.0495176	-0.0532385	8.65617e-06	2.80002e-05	292277
1	1e-08	11.0001	151497	0.43741	0.0457299	-0.0532385	7.30476e-06	2.36288e-05	346350
1	1e-08	11.2001	185039	0.455144	0.0411089	-0.0532385	6.2231e-06	2.01299e-05	406550
1	1e-08	11.4001	226007	0.479317	0.0356587	-0.0532385	5.36565e-06	1.73563e-05	471518
1	1e-08	11.6001	276045	0.51232	0.0295127	-0.0532385	4.6955e-06	1.51886e-05	538814
1	1e-08	11.8001	337162	0.557393	0.0229804	-0.0532385	4.18257e-06	1.35294e-05	604891
1	1e-08	12.0001	411811	0.618836	0.0165528	-0.0532385	3.80188e-06	1.2298e-05	665461
1	1e-08	12.2001	502987	0.70212	0.0108216	-0.0532385	3.53163e-06	1.14238e-05	716383
1	1e-08	12.4001	614350	0.813801	0.00629914	-0.0532385	3.35138e-06	1.08407e-05	754914
1	1e-08	12.6001	750368	0.961146	0.00321366	-0.0532385	3.24068e-06	1.04826e-05	780701
1	1e-08	12.8001	916502	1.15169	0.00142667	-0.0532385	3.17925e-06	1.02839e-05	795786
1	1e-08	13.0001	1.11942e+06	1.3932	0.000555063	-0.0532385	3.14877e-06	1.01853e-05	803490
1	1e-08	13.2001	1.36726e+06	1.6943	0.000194442	-0.0532385	3.13516e-06	1.01413e-05	806976
1	1e-08	13.4001	1.66998e+06	2.06571	6.46281e-05	-0.0532385	3.12954e-06	1.01231e-05	808427
1	1e-08	13.6001	2.03971e+06	2.52122	2.21805e-05	-0.0532385	3.12725e-06	1.01157e-05	809019
1	1e-08	13.8001	2.49131e+06	3.07842	8.91795e-06	-0.0532385	3.12623e-06	1.01124e-05	809281
1	1e-08	14.0001	3.04289e+06	3.75931	5.03447e-06	-0.0532385	3.12566e-06	1.01106e-05	809429
1	1e-08	14.2001	3.7166e+06	4.59087	5.14233e-06	-0.0532385	3.12515e-06	1.01089e-05	809562
1	1e-08	14.2856	4.04835e+06	5.00017	6.75029e-06	-0.0532385	3.12484e-06	1.01079e-05	809642
