T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.1097	3.39536e+06	5.00039	6.75161e-06	-0.105328	3.72597e-06	3.98647e-06	679018	6.79999	1.02719
1	1.25893e-08	13.9553	2.90958e+06	5	6.74933e-06	-0.105328	4.34771e-06	4.65167e-06	581916	6.79999	1.02719
1	1.58489e-08	13.801	2.49355e+06	5.00046	6.75198e-06	-0.105328	5.07355e-06	5.42826e-06	498665	6.79999	1.02719
1	1.99526e-08	13.6465	2.13658e+06	5.00019	6.75043e-06	-0.105328	5.92089e-06	6.33484e-06	427301	6.79999	1.02719
1	2.51189e-08	13.492	1.83072e+06	5.00015	6.75018e-06	-0.105328	6.91006e-06	7.39317e-06	366133	6.79999	1.02719
1	3.16228e-08	13.3375	1.56864e+06	5.00028	6.75094e-06	-0.105328	8.06476e-06	8.6286e-06	313710	6.79999	1.02719
1	3.98107e-08	13.1829	1.34394e+06	5.00005	6.7496e-06	-0.105328	9.41269e-06	1.00708e-05	268786	6.79999	1.02719
1	5.01187e-08	13.0284	1.15155e+06	5.00043	6.75182e-06	-0.105328	1.09861e-05	1.17542e-05	230290	6.79999	1.02719
1	6.30957e-08	12.8738	986599	5.0004	6.75164e-06	-0.105328	1.28228e-05	1.37193e-05	197304	6.79999	1.02719
1	7.94328e-08	12.7192	845277	5.00044	6.75187e-06	-0.105328	1.49668e-05	1.60132e-05	169040	6.79999	1.02719
1	1e-07	12.5645	724125	5.00004	6.74952e-06	-0.105328	1.74695e-05	1.86908e-05	144824	6.79999	1.02719
1	1.25893e-07	12.4099	620400	5.00017	6.75033e-06	-0.105327	2.03908e-05	2.18164e-05	124076	6.79999	1.02719
1	1.58489e-07	12.2553	531532	5.00035	6.75134e-06	-0.105327	2.38008e-05	2.54648e-05	106299	6.79999	1.02719
1	1.99526e-07	12.1006	455349	5.00005	6.74961e-06	-0.105327	2.77812e-05	2.97235e-05	91068.8	6.79999	1.02719
1	2.51189e-07	11.946	390124	5.00028	6.75092e-06	-0.105327	3.24274e-05	3.46945e-05	78020.4	6.79999	1.02719
1	3.16228e-07	11.7913	334208	5.00002	6.74942e-06	-0.105327	3.78508e-05	4.04971e-05	66841.4	6.79999	1.02719
1	3.98107e-07	11.6367	286335	5.00027	6.75091e-06	-0.105327	4.41814e-05	4.72702e-05	57263.9	6.79999	1.02719
0.999999	5.01187e-07	11.482	245296	5.00004	6.74956e-06	-0.105327	5.15709e-05	5.51763e-05	49058.7	6.79999	1.02719
0.999999	6.30957e-07	11.3274	210159	5.00032	6.75116e-06	-0.105327	6.01964e-05	6.44049e-05	42029.1	6.79999	1.02719
