T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
1.1	-0.1	0.2	3.09015	0.666497	0.0341184	0.666497	0.980335	3.79597
1.1	-0.1	0.4	3.77432	0.654109	0.0336159	0.654109	0.962115	3.86785
1.1	-0.1	0.6	4.60996	0.64243	0.0333718	0.64243	0.944936	3.93817
1.1	-0.1	0.8	5.63062	0.631242	0.033368	0.631242	0.92848	4.00797
1.1	-0.1	1	6.87725	0.620365	0.0335959	0.620365	0.912481	4.07824
1.1	-0.1	1.2	8.3999	0.609643	0.0340554	0.609643	0.896711	4.14997
1.1	-0.1	1.4	10.2597	0.598935	0.0347542	0.598935	0.88096	4.22417
1.1	-0.1	1.6	12.5312	0.588103	0.0357079	0.588103	0.865027	4.30197
1.1	-0.1	1.8	15.3056	0.57701	0.0369411	0.57701	0.848711	4.38467
1.1	-0.1	2	18.6943	0.565513	0.0384887	0.565513	0.8318	4.47382
1.1	-0.1	2.2	22.8333	0.553452	0.0403987	0.553452	0.81406	4.57131
1.1	-0.1	2.4	27.8886	0.540648	0.0427356	0.540648	0.795227	4.67957
1.1	-0.1	2.6	34.0633	0.526893	0.0455859	0.526893	0.774994	4.80174
1.1	-0.1	2.8	41.605	0.511937	0.0490662	0.511937	0.752997	4.94201
1.1	-0.1	3	50.8164	0.495481	0.053335	0.495481	0.728791	5.10615
1.1	-0.1	3.2	62.0673	0.477156	0.0586109	0.477156	0.701838	5.30225
1.1	-0.1	3.4	75.8092	0.456514	0.0652004	0.456514	0.671476	5.542
1.1	-0.1	3.6	92.5935	0.433004	0.0735414	0.433004	0.636896	5.8429
1.1	-0.1	3.8	113.094	0.405973	0.084274	0.405973	0.597136	6.23195
1.1	-0.1	4	138.133	0.374677	0.0983548	0.374677	0.551103	6.75249
1.1	-0.1	4.2	168.716	0.338363	0.117248	0.338363	0.497691	7.47717
1.1	-0.1	4.4	206.071	0.296475	0.143245	0.296475	0.436078	8.5336
1.1	-0.1	4.6	251.695	0.249073	0.179989	0.249073	0.366356	10.1577
1.1	-0.1	4.8	307.421	0.197524	0.233327	0.197524	0.290533	12.8086
1.1	-0.1	5	375.485	0.145186	0.31258	0.145186	0.213551	17.4259
1.1	-0.1	5.2	458.619	0.0972622	0.432279	0.0972622	0.143061	26.0122
1.1	-0.1	5.4	560.158	0.0588957	0.61438	0.0588957	0.0866284	42.9573
1.1	-0.1	5.6	684.179	0.0324277	0.891176	0.0324277	0.0476972	78.0197
1.1	-0.1	5.8	835.658	0.0165386	1.30981	0.0165386	0.0243263	152.975
1.1	-0.1	6	1020.67	0.00799644	1.93957	0.00799644	0.0117618	316.391
1.1	-0.1	6.2	1246.66	0.00374005	2.88331	0.00374005	0.00550115	676.462
1.1	-0.1	6.4	1522.67	0.00171634	4.29437	0.00171634	0.00252452	1474.07
1.1	-0.1	6.6	1859.79	0.000779575	6.40168	0.000779575	0.00114666	3245.36
1.1	-0.1	6.8	2271.55	0.000352192	9.54695	0.000352192	0.000518031	7183.58
1.1	-0.1	7	2774.48	0.000158677	14.2402	0.000158677	0.000233394	15944.4
1.1	-0.1	7.2	3388.76	7.13923e-05	21.2424	7.13923e-05	0.000105009	35438
1.1	-0.1	7.4	4139.04	3.20993e-05	31.689	3.20993e-05	4.72141e-05	78818
1.1	-0.1	7.6	5055.44	1.44276e-05	47.2738	1.44276e-05	2.12213e-05	175358
1.1	-0.1	7.8	6174.72	6.48372e-06	70.5237	6.48372e-06	9.53676e-06	390208
1.1	-0.1	8	7541.82	2.91353e-06	105.209	2.91353e-06	4.28545e-06	868361
1.1	-0.1	8.2	9211.6	1.30918e-06	156.953	1.30918e-06	1.92564e-06	1.93251e+06
1.1	-0.1	8.4	11251.1	5.88262e-07	234.146	5.88262e-07	8.65262e-07	4.3008e+06
1.1	-0.1	8.6	13742.1	2.64325e-07	349.305	2.64325e-07	3.8879e-07	9.57154e+06
1.1	-0.1	8.8	16784.6	1.18769e-07	521.101	1.18769e-07	1.74695e-07	2.13018e+07
1.1	-0.1	9	20500.8	5.33666e-08	777.392	5.33666e-08	7.84958e-08	4.74079e+07
1.1	-0.1	9.2	25039.7	2.39792e-08	1159.73	2.39792e-08	3.52705e-08	1.05508e+08
1.1	-0.1	9.4	30583.6	1.07746e-08	1730.12	1.07746e-08	1.5848e-08	2.34813e+08
1.1	-0.1	9.6	37354.9	4.84132e-09	2581.03	4.84132e-09	7.12099e-09	5.22585e+08
1.1	-0.1	9.8	45625.4	2.17535e-09	3850.45	2.17535e-09	3.19967e-09	1.16303e+09
1.1	-0.1	10	55727	9.77446e-10	5744.19	9.77446e-10	1.4377e-09	2.58838e+09
1.1	-0.1	10.2001	68071.9	4.39019e-10	8571.04	4.39019e-10	6.45743e-10	5.76285e+09
1.1	-0.1	10.4001	83143.2	1.97264e-10	12786.5	1.97264e-10	2.90151e-10	1.28255e+10
1.1	-0.1	10.6001	101551	8.86364e-11	19075.2	8.86364e-11	1.30373e-10	2.85436e+10
1.1	-0.1	10.8001	124035	3.98269e-11	28456.9	3.98269e-11	5.85805e-11	6.35249e+10
1.1	-0.1	11.0001	151497	1.78954e-11	42452.6	1.78954e-11	2.63219e-11	1.41377e+11
1.1	-0.1	11.2001	185039	8.04091e-12	63331.9	8.04091e-12	1.18272e-11	3.14641e+11
1.1	-0.1	11.4001	226007	3.61302e-12	94480.1	3.61302e-12	5.3143e-12	7.00246e+11
1.1	-0.1	11.6001	276045	1.62343e-12	140948	1.62343e-12	2.38787e-12	1.55843e+12
1.1	-0.1	11.8001	337162	7.29455e-13	210269	7.29455e-13	1.07294e-12	3.46834e+12
1.1	-0.1	12.0001	411811	3.27765e-13	313685	3.27765e-13	4.82103e-13	7.71894e+12
1.1	-0.1	12.2001	502987	1.47274e-13	467963	1.47274e-13	2.16623e-13	1.71788e+13
1.1	-0.1	12.4001	614350	6.61747e-14	698119	6.61747e-14	9.73349e-14	3.82321e+13
1.1	-0.1	12.6001	750368	2.97342e-14	1.04147e+06	2.97342e-14	4.37354e-14	8.50872e+13
1.1	-0.1	12.8001	916502	1.33604e-14	1.55369e+06	1.33604e-14	1.96516e-14	1.89365e+14
1.1	-0.1	13.0001	1.11942e+06	6.00323e-15	2.31784e+06	6.00323e-15	8.83002e-15	4.2144e+14
1.1	-0.1	13.2001	1.36726e+06	2.69743e-15	3.4578e+06	2.69743e-15	3.96758e-15	9.37931e+14
1.1	-0.1	13.4001	1.66998e+06	1.21203e-15	5.15844e+06	1.21203e-15	1.78275e-15	2.0874e+15
1.1	-0.1	13.6001	2.03971e+06	5.44601e-16	7.69548e+06	5.44601e-16	8.01041e-16	4.6456e+15
1.1	-0.1	13.8001	2.49131e+06	2.44705e-16	1.14803e+07	2.44705e-16	3.59931e-16	1.0339e+16
1.1	-0.1	14.0001	3.04289e+06	1.09953e-16	1.71266e+07	1.09953e-16	1.61727e-16	2.30098e+16
1.1	-0.1	14.2001	3.7166e+06	4.94051e-17	2.55499e+07	4.94051e-17	7.26688e-17	5.12093e+16
1.1	-0.1	14.4001	4.53946e+06	2.21991e-17	3.8116e+07	2.21991e-17	3.26522e-17	1.13968e+17
1.1	-0.1	14.6001	5.54451e+06	9.97471e-18	5.68624e+07	9.97471e-18	1.46716e-17	2.53641e+17
1.1	-0.1	14.8001	6.77208e+06	4.48193e-18	8.48287e+07	4.48193e-18	6.59237e-18	5.64489e+17
1.1	-0.1	15.0001	8.27144e+06	2.01386e-18	1.2655e+08	2.01386e-18	2.96214e-18	1.25629e+18
1.1	-0.1	15.2001	1.01028e+07	9.04886e-19	1.8879e+08	9.04886e-19	1.33098e-18	2.79593e+18
1.1	-0.1	15.4001	1.23395e+07	4.06591e-19	2.81641e+08	4.06591e-19	5.98046e-19	6.22246e+18
1.1	-0.1	15.6001	1.50715e+07	1.82693e-19	4.20159e+08	1.82693e-19	2.68719e-19	1.38483e+19
1.1	-0.1	15.8001	1.84084e+07	8.20894e-20	6.26804e+08	8.20894e-20	1.20743e-19	3.08201e+19
1.1	-0.1	16.0001	2.24841e+07	3.68851e-20	9.35082e+08	3.68851e-20	5.42535e-20	6.85913e+19
1.1	-0.1	16.2001	2.74622e+07	1.65736e-20	1.39498e+09	1.65736e-20	2.43777e-20	1.52653e+20
1.1	-0.1	16.4001	3.35423e+07	7.44698e-21	2.08106e+09	7.44698e-21	1.09536e-20	3.39735e+20
1.1	-0.1	16.6001	4.09687e+07	3.34614e-21	3.10458e+09	3.34614e-21	4.92177e-21	7.56094e+20
1.1	-0.1	16.8001	5.00393e+07	1.50352e-21	4.63149e+09	1.50352e-21	2.21149e-21	1.68272e+21
1.1	-0.1	17.0001	6.11181e+07	6.75575e-22	6.90937e+09	6.75575e-22	9.93688e-22	3.74496e+21
1.1	-0.1	17.2001	7.46499e+07	3.03555e-22	1.03076e+10	3.03555e-22	4.46493e-22	8.33456e+21
1.1	-0.1	17.4001	9.11776e+07	1.36396e-22	1.53771e+10	1.36396e-22	2.00622e-22	1.85489e+22
1.1	-0.1	17.6001	1.11365e+08	6.12868e-23	2.29399e+10	6.12868e-23	9.01453e-23	4.12813e+22
1.1	-0.1	17.8001	1.36021e+08	2.75379e-23	3.42223e+10	2.75379e-23	4.05049e-23	9.18733e+22
1.1	-0.1	18.0001	1.66136e+08	1.23736e-23	5.10537e+10	1.23736e-23	1.82e-23	2.04468e+23
1.1	-0.1	18.2001	2.02919e+08	5.55981e-24	7.61632e+10	5.55981e-24	8.1778e-24	4.55052e+23
1.1	-0.1	18.4001	2.47846e+08	2.49818e-24	1.13622e+11	2.49818e-24	3.67452e-24	1.01274e+24
1.1	-0.1	18.6001	3.0272e+08	1.12251e-24	1.69504e+11	1.12251e-24	1.65107e-24	2.25388e+24
1.1	-0.1	18.8001	3.69743e+08	5.04375e-25	2.52871e+11	5.04375e-25	7.41873e-25	5.01611e+24
1.1	-0.1	19.0001	4.51605e+08	2.2663e-25	3.77239e+11	2.2663e-25	3.33345e-25	1.11636e+25
1.1	-0.1	19.2001	5.51592e+08	1.01831e-25	5.62774e+11	1.01831e-25	1.49782e-25	2.4845e+25
1.1	-0.1	19.4001	6.73716e+08	4.57558e-26	8.3956e+11	4.57558e-26	6.73012e-26	5.52935e+25
1.1	-0.1	19.6001	8.22879e+08	2.05594e-26	1.25248e+12	2.05594e-26	3.02404e-26	1.23058e+26
1.1	-0.1	19.8001	1.00507e+09	9.23794e-27	1.86848e+12	9.23794e-27	1.35879e-26	2.73871e+26
1.1	-0.1	20.0001	1.22759e+09	4.15088e-27	2.78744e+12	4.15088e-27	6.10543e-27	6.0951e+26
1.1	-0.1	20.2002	1.49953e+09	1.86436e-27	4.1592e+12	1.86436e-27	2.74225e-27	1.35703e+27
1.1	-0.1	20.4002	1.83153e+09	8.37712e-28	6.2048e+12	8.37712e-28	1.23217e-27	3.02013e+27
1.1	-0.1	20.6002	2.23704e+09	3.76408e-28	9.25647e+12	3.76408e-28	5.5365e-28	6.72142e+27
1.1	-0.1	20.8002	2.73233e+09	1.69131e-28	1.3809e+13	1.69131e-28	2.48771e-28	1.49588e+28
1.1	-0.1	21.0002	3.33727e+09	7.59955e-29	2.06007e+13	7.59955e-29	1.1178e-28	3.32914e+28
1.1	-0.1	21.2002	4.07615e+09	3.4147e-29	3.07326e+13	3.4147e-29	5.0226e-29	7.40914e+28
1.1	-0.1	21.4002	4.97862e+09	1.53432e-29	4.58476e+13	1.53432e-29	2.2568e-29	1.64894e+29
1.1	-0.1	21.6002	6.0809e+09	6.89416e-30	6.83966e+13	6.89416e-30	1.01405e-29	3.66977e+29
1.1	-0.1	21.8002	7.42723e+09	3.09775e-30	1.02036e+14	3.09775e-30	4.5564e-30	8.16723e+29
1.1	-0.1	22.0002	9.07164e+09	1.39191e-30	1.52219e+14	1.39191e-30	2.04732e-30	1.81765e+30
1.1	-0.1	22.2002	1.10801e+10	6.25424e-31	2.27085e+14	6.25424e-31	9.19922e-31	4.04526e+30
1.1	-0.1	22.4002	1.35333e+10	2.81021e-31	3.38771e+14	2.81021e-31	4.13348e-31	9.00288e+30
1.1	-0.1	22.6002	1.65296e+10	1.26271e-31	5.05386e+14	1.26271e-31	1.85729e-31	2.00363e+31
1.1	-0.1	22.8002	2.01893e+10	5.67372e-32	7.53948e+14	5.67372e-32	8.34534e-32	4.45916e+31
1.1	-0.1	23.0002	2.46593e+10	2.54937e-32	1.12476e+15	2.54937e-32	3.7498e-32	9.92404e+31
1.1	-0.1	23.2002	3.01189e+10	1.1455e-32	1.67794e+15	1.1455e-32	1.6849e-32	2.20863e+32
1.1	-0.1	23.4002	3.67873e+10	5.14708e-33	2.5032e+15	5.14708e-33	7.57072e-33	4.91541e+32
1.1	-0.1	23.6002	4.49321e+10	2.31273e-33	3.73433e+15	2.31273e-33	3.40175e-33	1.09394e+33
1.1	-0.1	23.8002	5.48802e+10	1.03918e-33	5.57096e+15	1.03918e-33	1.5285e-33	2.43462e+33
1.1	-0.1	24.0002	6.70309e+10	4.66933e-34	8.3109e+15	4.66933e-34	6.86801e-34	5.41834e+33
1.1	-0.1	24.2002	8.18717e+10	2.09806e-34	1.23984e+16	2.09806e-34	3.08599e-34	1.20587e+34
1.1	-0.1	24.4002	9.99983e+10	9.42721e-35	1.84962e+16	9.42721e-35	1.38663e-34	2.68372e+34
1.1	-0.1	24.6002	1.22138e+11	4.23592e-35	2.75932e+16	4.23592e-35	6.23051e-35	5.97273e+34
1.1	-0.1	24.8002	1.4918e+11	1.90332e-35	4.11642e+16	1.90332e-35	2.79955e-35	1.32926e+35
1.1	-0.1	25.0002	1.82209e+11	8.55217e-36	6.14097e+16	8.55217e-36	1.25792e-35	2.95831e+35
1.1	-0.1	25.2002	2.2255e+11	3.84274e-36	9.16125e+16	3.84274e-36	5.6522e-36	6.58385e+35
1.1	-0.1	25.4002	2.71824e+11	1.72665e-36	1.3667e+17	1.72665e-36	2.5397e-36	1.46526e+36
1.1	-0.1	25.6002	3.32006e+11	7.75835e-37	2.03887e+17	7.75835e-37	1.14116e-36	3.261e+36
1.1	-0.1	25.8002	4.05513e+11	3.48605e-37	3.04164e+17	3.48605e-37	5.12756e-37	7.25749e+36
1.1	-0.1	26.0002	4.95295e+11	1.56638e-37	4.5376e+17	1.56638e-37	2.30396e-37	1.61518e+37
1.1	-0.1	26.2002	6.04955e+11	7.03822e-38	6.7693e+17	7.03822e-38	1.03524e-37	3.59466e+37
1.1	-0.1	26.4002	7.38893e+11	3.16248e-38	1.00986e+18	3.16248e-38	4.65161e-38	8.00006e+37
1.1	-0.1	26.6002	9.02486e+11	1.42099e-38	1.50654e+18	1.42099e-38	2.0901e-38	1.78045e+38
1.1	-0.1	26.8002	1.1023e+12	6.38493e-39	2.24749e+18	6.38493e-39	9.39145e-39	3.96246e+38
1.1	-0.1	27.0002	1.34635e+12	2.86893e-39	3.35286e+18	2.86893e-39	4.21985e-39	8.81861e+38
1.1	-0.1	27.2002	1.64444e+12	1.28909e-39	5.00187e+18	1.28909e-39	1.8961e-39	1.96262e+39
1.1	-0.1	27.4002	2.00852e+12	5.79228e-40	7.46192e+18	5.79228e-40	8.51973e-40	4.36789e+39
1.1	-0.1	27.6002	2.45321e+12	2.60264e-40	1.11319e+19	2.60264e-40	3.82816e-40	9.72091e+39
1.1	-0.1	27.8002	2.99636e+12	1.16944e-40	1.66068e+19	1.16944e-40	1.7201e-40	2.16343e+40
1.1	-0.1	28.0002	3.65976e+12	5.25463e-41	2.47744e+19	5.25463e-41	7.72892e-41	4.8148e+40
1.1	-0.1	28.2002	4.47004e+12	2.36106e-41	3.69591e+19	2.36106e-41	3.47283e-41	1.07155e+41
1.1	-0.1	28.4002	5.45972e+12	1.06089e-41	5.51365e+19	1.06089e-41	1.56044e-41	2.38478e+41
1.1	-0.1	28.6002	6.66852e+12	4.7669e-42	8.22541e+19	4.7669e-42	7.01152e-42	5.30744e+41
1.1	-0.1	28.8002	8.14495e+12	2.1419e-42	1.22709e+20	2.1419e-42	3.15048e-42	1.18119e+42
1.1	-0.1	29.0002	9.94827e+12	9.6242e-43	1.8306e+20	9.6242e-43	1.4156e-42	2.62879e+42
1.1	-0.1	29.2002	1.21508e+13	4.32443e-43	2.73093e+20	4.32443e-43	6.36071e-43	5.85048e+42
1.1	-0.1	29.4002	1.48411e+13	1.94309e-43	4.07407e+20	1.94309e-43	2.85805e-43	1.30205e+43
1.1	-0.1	29.6002	1.81269e+13	8.73088e-44	6.0778e+20	8.73088e-44	1.2842e-43	2.89776e+43
1.1	-0.1	29.8002	2.21403e+13	3.92304e-44	9.06701e+20	3.92304e-44	5.7703e-44	6.44909e+43
1.1	-0.1	30.0002	2.70422e+13	1.76273e-44	1.35264e+21	1.76273e-44	2.59276e-44	1.43527e+44
1.1	-0.1	30.2003	3.30327e+13	7.91731e-45	2.0183e+21	7.91731e-45	1.16454e-44	3.19553e+44
1.1	-0.1	30.4003	4.03462e+13	3.55747e-45	3.01096e+21	3.55747e-45	5.23261e-45	7.11179e+44
1.1	-0.1	30.6003	4.9279e+13	1.59848e-45	4.49182e+21	1.59848e-45	2.35116e-45	1.58276e+45
1.1	-0.1	30.8003	6.01895e+13	7.18242e-46	6.701e+21	7.18242e-46	1.05645e-45	3.52249e+45
1.1	-0.1	31.0003	7.35156e+13	3.22727e-46	9.99672e+21	3.22727e-46	4.74692e-46	7.83945e+45
1.1	-0.1	31.2003	8.97922e+13	1.45011e-46	1.49134e+22	1.45011e-46	2.13293e-46	1.7447e+46
1.1	-0.1	31.4003	1.09672e+14	6.51574e-47	2.22481e+22	6.51574e-47	9.58386e-47	3.8829e+46
1.1	-0.1	31.6003	1.33954e+14	2.92771e-47	3.31903e+22	2.92771e-47	4.3063e-47	8.64156e+46
1.1	-0.1	31.8003	1.63612e+14	1.31551e-47	4.95141e+22	1.31551e-47	1.93495e-47	1.92321e+47
1.1	-0.1	32.0003	1.99836e+14	5.91095e-48	7.38663e+22	5.91095e-48	8.69428e-48	4.28019e+47
1.1	-0.1	32.2003	2.44081e+14	2.65596e-48	1.10196e+23	2.65596e-48	3.90659e-48	9.52575e+47
1.1	-0.1	32.4003	2.98121e+14	1.1934e-48	1.64393e+23	1.1934e-48	1.75534e-48	2.11999e+48
1.1	-0.1	32.6003	3.64125e+14	5.36229e-49	2.45245e+23	5.36229e-49	7.88727e-49	4.71813e+48
1.1	-0.1	32.8003	4.44744e+14	2.40943e-49	3.65862e+23	2.40943e-49	3.54398e-49	1.05004e+49
1.1	-0.1	33.0003	5.43211e+14	1.08263e-49	5.45803e+23	1.08263e-49	1.59241e-49	2.33691e+49
1.1	-0.1	33.2003	6.6348e+14	4.86456e-50	8.14242e+23	4.86456e-50	7.15517e-50	5.20088e+49
1.1	-0.1	33.4003	8.10376e+14	2.18579e-50	1.21471e+24	2.18579e-50	3.21503e-50	1.15748e+50
1.1	-0.1	33.6003	9.89795e+14	9.82138e-51	1.81213e+24	9.82138e-51	1.4446e-50	2.57601e+50
1.1	-0.1	33.8003	1.20894e+15	4.41303e-51	2.70338e+24	4.41303e-51	6.49103e-51	5.73302e+50
1.1	-0.1	34.0003	1.4766e+15	1.9829e-51	4.03297e+24	1.9829e-51	2.91661e-51	1.27591e+51
1.1	-0.1	34.2003	1.80352e+15	8.90975e-52	6.01648e+24	8.90975e-52	1.31052e-51	2.83958e+51
1.1	-0.1	34.4003	2.20283e+15	4.00341e-52	8.97553e+24	4.00341e-52	5.88853e-52	6.31961e+51
1.1	-0.1	34.6003	2.69054e+15	1.79885e-52	1.33899e+25	1.79885e-52	2.64588e-52	1.40646e+52
1.1	-0.1	34.8003	3.28624e+15	8.08275e-53	1.99754e+25	8.08275e-53	1.18887e-52	3.13012e+52
1.1	-0.1	35.0003	4.01382e+15	3.63181e-53	2.97998e+25	3.63181e-53	5.34195e-53	6.96622e+52
1.1	-0.1	35.2003	4.90249e+15	1.63188e-53	4.44561e+25	1.63188e-53	2.40029e-53	1.55036e+53
1.1	-0.1	35.4003	5.98791e+15	7.3325e-54	6.63207e+25	7.3325e-54	1.07852e-53	3.45039e+53
1.1	-0.1	35.6003	7.31365e+15	3.29471e-54	9.89389e+25	3.29471e-54	4.84611e-54	7.67899e+53
1.1	-0.1	35.8003	8.93292e+15	1.48041e-54	1.47599e+26	1.48041e-54	2.1775e-54	1.70899e+54
1.1	-0.1	36.0003	1.09107e+16	6.6519e-55	2.20192e+26	6.6519e-55	9.78412e-55	3.80343e+54
1.1	-0.1	36.2003	1.33263e+16	2.98889e-55	3.28489e+26	2.98889e-55	4.39629e-55	8.46468e+54
1.1	-0.1	36.4003	1.62768e+16	1.34299e-55	4.90047e+26	1.34299e-55	1.97538e-55	1.88385e+55
1.1	-0.1	36.6003	1.98806e+16	6.03446e-56	7.31065e+26	6.03446e-56	8.87595e-56	4.19259e+55
1.1	-0.1	36.8003	2.42822e+16	2.71146e-56	1.09062e+27	2.71146e-56	3.98822e-56	9.33077e+55
1.1	-0.1	37.0003	2.96583e+16	1.21834e-56	1.62701e+27	1.21834e-56	1.79202e-56	2.0766e+56
1.1	-0.1	37.2003	3.62248e+16	5.47434e-57	2.42722e+27	5.47434e-57	8.05208e-57	4.62156e+56
1.1	-0.1	37.4003	4.4245e+16	2.45978e-57	3.62099e+27	2.45978e-57	3.61803e-57	1.02855e+57
1.1	-0.1	37.6003	5.4041e+16	1.10525e-57	5.40188e+27	1.10525e-57	1.62569e-57	2.28907e+57
1.1	-0.1	37.8003	6.60058e+16	4.96621e-58	8.05866e+27	4.96621e-58	7.30469e-58	5.09443e+57
1.1	-0.1	38.0003	8.06197e+16	2.23146e-58	1.20221e+28	2.23146e-58	3.28221e-58	1.13379e+58
1.1	-0.1	38.2003	9.84691e+16	1.00266e-58	1.79349e+28	1.00266e-58	1.47479e-58	2.52329e+58
1.1	-0.1	38.4003	1.2027e+17	4.50524e-59	2.67557e+28	4.50524e-59	6.62666e-59	5.61568e+58
1.1	-0.1	38.6003	1.46899e+17	2.02434e-59	3.99148e+28	2.02434e-59	2.97755e-59	1.24979e+59
1.1	-0.1	38.8003	1.79422e+17	9.09593e-60	5.95459e+28	9.09593e-60	1.3379e-59	2.78146e+59
1.1	-0.1	39.0003	2.19147e+17	4.08707e-60	8.8832e+28	4.08707e-60	6.01157e-60	6.19026e+59
1.1	-0.1	39.2003	2.67667e+17	1.83644e-60	1.32522e+29	1.83644e-60	2.70117e-60	1.37767e+60
1.1	-0.1	39.4003	3.26929e+17	8.25164e-61	1.97699e+29	8.25164e-61	1.21372e-60	3.06606e+60
1.1	-0.1	39.6003	3.99312e+17	3.7077e-61	2.94933e+29	3.7077e-61	5.45358e-61	6.82363e+60
1.1	-0.1	39.8003	4.87721e+17	1.66598e-61	4.39988e+29	1.66598e-61	2.45045e-61	1.51863e+61
1.1	-0.1	40.0003	5.95703e+17	7.48572e-62	6.56385e+29	7.48572e-62	1.10106e-61	3.37977e+61
1.1	-0.1	40.2004	7.27667e+17	3.36221e-62	9.79407e+29	3.36221e-62	4.94539e-62	7.52482e+61
1.1	-0.1	40.4004	8.88774e+17	1.51074e-62	1.4611e+30	1.51074e-62	2.22211e-62	1.67468e+62
1.1	-0.1	40.6004	1.08555e+18	6.78818e-63	2.17971e+30	6.78818e-63	9.98458e-63	3.72707e+62
1.1	-0.1	40.8004	1.32589e+18	3.05012e-63	3.25174e+30	3.05012e-63	4.48636e-63	8.29474e+62
1.1	-0.1	41.0004	1.61945e+18	1.37051e-63	4.85103e+30	1.37051e-63	2.01585e-63	1.84603e+63
1.1	-0.1	41.2004	1.978e+18	6.1581e-64	7.23689e+30	6.1581e-64	9.0578e-64	4.10841e+63
1.1	-0.1	41.4004	2.41594e+18	2.76701e-64	1.07962e+31	2.76701e-64	4.06993e-64	9.14344e+63
1.1	-0.1	41.6004	2.95083e+18	1.2433e-64	1.6106e+31	1.2433e-64	1.82874e-64	2.03491e+64
1.1	-0.1	41.8004	3.60416e+18	5.5865e-65	2.40273e+31	5.5865e-65	8.21705e-65	4.52878e+64
1.1	-0.1	42.0004	4.40213e+18	2.51018e-65	3.58446e+31	2.51018e-65	3.69216e-65	1.0079e+65
1.1	-0.1	42.2004	5.37677e+18	1.12789e-65	5.34738e+31	1.12789e-65	1.65899e-65	2.24312e+65
1.1	-0.1	42.4004	6.5672e+18	5.06796e-66	7.97735e+31	5.06796e-66	7.45434e-66	4.99215e+65
1.1	-0.1	42.6004	8.0212e+18	2.27718e-66	1.19008e+32	2.27718e-66	3.34945e-66	1.11102e+66
1.1	-0.1	42.8004	9.79711e+18	1.0232e-66	1.77539e+32	1.0232e-66	1.50501e-66	2.47263e+66
1.1	-0.1	43.0004	1.19662e+19	4.59755e-67	2.64857e+32	4.59755e-67	6.76243e-67	5.50293e+66
1.1	-0.1	43.2004	1.46156e+19	2.06581e-67	3.95121e+32	2.06581e-67	3.03855e-67	1.2247e+67
1.1	-0.1	43.4004	1.78515e+19	9.28229e-68	5.89451e+32	9.28229e-68	1.36531e-67	2.72562e+67
1.1	-0.1	43.6004	2.18039e+19	4.1708e-68	8.79358e+32	4.1708e-68	6.13474e-68	6.06598e+67
1.1	-0.1	43.8004	2.66313e+19	1.87406e-68	1.31185e+33	1.87406e-68	2.75651e-68	1.35001e+68
1.1	-0.1	44.0004	3.25276e+19	8.4207e-69	1.95705e+33	8.4207e-69	1.23858e-68	3.0045e+68
1.1	-0.1	44.2004	3.97292e+19	3.78366e-69	2.91957e+33	3.78366e-69	5.56531e-69	6.68664e+68
1.1	-0.1	44.4004	4.85254e+19	1.70011e-69	4.35549e+33	1.70011e-69	2.50065e-69	1.48814e+69
1.1	-0.1	44.6004	5.92691e+19	7.63909e-70	6.49762e+33	7.63909e-70	1.12362e-69	3.31191e+69
