T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.1452	3.51806e+06	5.00043	6.75179e-06	-0.0853202	3.59604e-06	6.25025e-06	703552	6.79999	1.02719
1	1.25893e-08	13.9907	3.01442e+06	5.00009	6.74982e-06	-0.0853202	4.19656e-06	7.29401e-06	602874	6.79999	1.02719
1	1.58489e-08	13.8363	2.58315e+06	5.00048	6.75213e-06	-0.0853202	4.8976e-06	8.51248e-06	516579	6.79999	1.02719
1	1.99526e-08	13.6817	2.21313e+06	5.00007	6.74972e-06	-0.0853202	5.71596e-06	9.93487e-06	442620	6.79999	1.02719
1	2.51189e-08	13.5272	1.89631e+06	5.0003	6.75108e-06	-0.0853202	6.67126e-06	1.15953e-05	379238	6.79999	1.02719
1	3.16228e-08	13.3726	1.62468e+06	5.00016	6.75023e-06	-0.0853202	7.78641e-06	1.35335e-05	324925	6.79999	1.02719
1	3.98107e-08	13.218	1.39195e+06	5.0001	6.74991e-06	-0.0853202	9.08813e-06	1.5796e-05	278385	6.79999	1.02719
1	5.01187e-08	13.0634	1.19257e+06	5.00012	6.75004e-06	-0.0853202	1.06076e-05	1.8437e-05	238508	6.79999	1.02719
1	6.30957e-08	12.9088	1.02174e+06	5.00021	6.75051e-06	-0.0853202	1.23813e-05	2.15199e-05	204340	6.79999	1.02719
1	7.94328e-08	12.7542	875385	5.00033	6.75125e-06	-0.0853202	1.44517e-05	2.51185e-05	175065	6.79999	1.02719
1	1e-07	12.5996	749993	5.0005	6.75221e-06	-0.0853202	1.68685e-05	2.9319e-05	149984	6.79999	1.02719
1	1.25893e-07	12.4449	642498	5.00019	6.75044e-06	-0.0853202	1.96895e-05	3.42222e-05	128495	6.79999	1.02719
1	1.58489e-07	12.2903	550465	5.00041	6.75171e-06	-0.0853202	2.29824e-05	3.99456e-05	110084	6.79999	1.02719
1	1.99526e-07	12.1356	471568	5.00015	6.75018e-06	-0.0853202	2.68262e-05	4.66264e-05	94310.8	6.79999	1.02719
1	2.51189e-07	11.981	404020	5.0004	6.75165e-06	-0.0853201	3.13129e-05	5.44246e-05	80797.5	6.79999	1.02719
1	3.16228e-07	11.8263	346113	5.00017	6.75028e-06	-0.0853201	3.655e-05	6.35273e-05	69220.2	6.79999	1.02719
1	3.98107e-07	11.6717	296535	5.00044	6.75187e-06	-0.0853201	4.26632e-05	7.41525e-05	59301.7	6.79999	1.02719
0.999999	5.01187e-07	11.517	254033	5.00022	6.7506e-06	-0.08532	4.97989e-05	8.6555e-05	50804.3	6.79999	1.02719
0.999999	6.30957e-07	11.3623	217623	5.00001	6.74936e-06	-0.08532	5.81282e-05	0.000101032	43524.5	6.79999	1.02719
0.999999	7.94328e-07	11.2077	186450	5.0003	6.75106e-06	-0.0853199	6.78506e-05	0.000117931	37287.8	6.79999	1.02719
