T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.2809	3.94973e+06	5.00033	6.75126e-06	-0.0542533	3.13966e-06	9.96604e-06	789894	6.79999	1.0479
1	1.25893e-08	14.126	3.38295e+06	5.00045	6.75195e-06	-0.0542533	3.66577e-06	1.1636e-05	676529	6.79999	1.0479
1	1.58489e-08	13.9711	2.8975e+06	5.0003	6.75107e-06	-0.0542533	4.27981e-06	1.35852e-05	579465	6.79999	1.0479
1	1.99526e-08	13.8163	2.48196e+06	5.00044	6.75186e-06	-0.0542533	4.99649e-06	1.58601e-05	496348	6.79999	1.0479
1	2.51189e-08	13.6615	2.12601e+06	5.0004	6.75166e-06	-0.0542533	5.83299e-06	1.85153e-05	425168	6.79999	1.0479
1	3.16228e-08	13.5067	1.82111e+06	5.00023	6.75067e-06	-0.0542533	6.80934e-06	2.16145e-05	364206	6.79999	1.0479
1	3.98107e-08	13.352	1.5601e+06	5.00046	6.75197e-06	-0.0542533	7.94895e-06	2.52319e-05	311991	6.79999	1.0479
1	5.01187e-08	13.1972	1.33636e+06	5.0001	6.74986e-06	-0.0542533	9.27913e-06	2.94542e-05	267267	6.79999	1.0479
1	6.30957e-08	13.0425	1.14482e+06	5.00017	6.75028e-06	-0.0542533	1.08317e-05	3.43826e-05	228957	6.79999	1.0479
1	7.94328e-08	12.8878	980736	5.00018	6.75037e-06	-0.0542533	1.2644e-05	4.01352e-05	196140	6.79999	1.0479
1	1e-07	12.7331	840169	5.00016	6.75023e-06	-0.0542533	1.47594e-05	4.68499e-05	168029	6.79999	1.0479
1	1.25893e-07	12.5784	719750	5.0001	6.74988e-06	-0.0542533	1.72286e-05	5.46876e-05	143947	6.79999	1.0479
1	1.58489e-07	12.4237	616589	5.00001	6.74938e-06	-0.0542533	2.01107e-05	6.38361e-05	123318	6.79999	1.0479
1	1.99526e-07	12.2691	528268	5.0004	6.75166e-06	-0.0542533	2.34748e-05	7.45148e-05	105645	6.79999	1.0479
1	2.51189e-07	12.1144	452552	5.00028	6.75093e-06	-0.0542533	2.74017e-05	8.69795e-05	90505.4	6.79999	1.0479
1	3.16228e-07	11.9597	387689	5.00014	6.75013e-06	-0.0542532	3.19853e-05	0.000101529	77535.6	6.79999	1.0479
1	3.98107e-07	11.8051	332156	5.00049	6.75218e-06	-0.0542532	3.73356e-05	0.000118512	66424.6	6.79999	1.0479
0.999999	5.01187e-07	11.6504	284548	5.00033	6.75126e-06	-0.0542532	4.35807e-05	0.000138336	56905.9	6.79999	1.0479
0.999999	6.30957e-07	11.4957	243765	5.00017	6.75031e-06	-0.0542531	5.08705e-05	0.000161475	48751.3	6.79999	1.0479
0.999999	7.94328e-07	11.341	208826	5	6.74933e-06	-0.0542531	5.93795e-05	0.000188485	41765.3	6.79999	1.0479
0.999999	1e-06	11.1864	178914	5.00033	6.75123e-06	-0.054253	6.93117e-05	0.000220012	35780.4	6.8	1.0479
0.999999	1.25893e-06	11.0317	153270	5.00015	6.7502e-06	-0.0542529	8.09053e-05	0.000256812	30653.1	6.8	1.0479
0.999998	1.58489e-06	10.8771	131316	5.00047	6.75207e-06	-0.0542528	9.4438e-05	0.000299768	26260.6	6.8	1.0479
0.999998	1.99526e-06	10.7224	112494	5.00029	6.75101e-06	-0.0542527	0.000110234	0.000349909	22497.6	6.8	1.0479
0.999997	2.51189e-06	10.5677	96370.8	5.00011	6.74995e-06	-0.0542526	0.000128673	0.000408436	19273.7	6.8	1.0479
0.999997	3.16228e-06	10.4131	82566.4	5.00043	6.75179e-06	-0.0542524	0.000150195	0.000476753	16511.9	6.8	1.0479
0.999996	3.98107e-06	10.2584	70732.4	5.00024	6.75072e-06	-0.0542521	0.000175317	0.000556497	14145.8	6.8	1.04791
0.999995	5.01187e-06	10.1037	60594.4	5.00006	6.74965e-06	-0.0542518	0.000204642	0.000649578	12118.7	6.80001	1.04791
