T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
0.205672	0.794328	1.1831	8.25913	5.00032	5.59167e-09	-1.02029e-07	1.53174	0.999996	1.65172	8.6826	1.31396
0.369043	0.630957	1.7702	14.8562	5.0004	3.54675e-07	-0.000101806	0.851563	0.997546	2.97101	8.68262	1.31417
0.498813	0.501187	2.0918	20.4917	5.00024	1.36618e-06	-0.00110032	0.617353	0.977486	4.09814	8.68142	1.31425
0.601893	0.398107	2.3293	25.985	5.00038	2.63868e-06	-0.00369472	0.486857	0.930165	5.1966	8.67793	1.31387
0.683772	0.316228	2.5335	31.8717	5.00015	3.79245e-06	-0.00768162	0.396915	0.861487	6.37416	8.66889	1.31248
0.748811	0.251189	2.7218	38.4754	5.0002	4.69173e-06	-0.0124949	0.328795	0.781515	7.69477	8.63418	1.30706
0.800474	0.199526	2.901	46.0266	5.0004	5.34251e-06	-0.0176063	0.274863	0.698398	9.20459	8.54513	1.29334
0.841511	0.158489	3.0742	54.7304	5.00023	5.79449e-06	-0.0226352	0.231144	0.617421	10.9456	8.38821	1.2693
0.874107	0.125893	3.2433	64.8138	5.00047	6.10537e-06	-0.0273438	0.195193	0.541587	12.9616	8.17458	1.23668
0.9	0.1	3.4092	76.5098	5.00018	6.31378e-06	-0.0316036	0.165344	0.472358	15.3014	7.93223	1.19974
0.920567	0.0794328	3.5728	90.1089	5.0002	6.45568e-06	-0.0353621	0.140391	0.410237	18.0211	7.69202	1.16317
0.936904	0.0630957	3.7346	105.934	5.0004	6.55244e-06	-0.0386158	0.119423	0.35516	21.1852	7.47718	1.13047
0.949881	0.0501187	3.8949	124.352	5.00032	6.61648e-06	-0.0413911	0.101733	0.306742	24.8689	7.29953	1.10344
0.960189	0.0398107	4.0541	145.812	5.00044	6.66075e-06	-0.0437303	0.0867631	0.264443	29.1599	7.16107	1.08237
0.968377	0.0316228	4.2123	170.804	5.00011	6.68827e-06	-0.0456831	0.074063	0.227659	34.1601	7.05774	1.06663
0.974881	0.0251189	4.3699	199.96	5.00041	6.70985e-06	-0.0473003	0.0632677	0.195782	39.9888	6.98291	1.05523
0.980047	0.0199526	4.5268	233.929	5.0001	6.7215e-06	-0.0486308	0.0540772	0.168229	46.785	6.92976	1.04712
0.984151	0.0158489	4.6833	273.56	5.0001	6.73063e-06	-0.0497193	0.0462431	0.14446	54.7108	6.89242	1.04141
0.987411	0.0125893	4.8395	319.808	5.00045	6.73885e-06	-0.0506058	0.0395586	0.123988	63.9558	6.86628	1.03741
0.99	0.01	4.9953	373.725	5.00028	6.74207e-06	-0.0513248	0.0338504	0.106375	74.7407	6.84797	1.0346
0.992057	0.00794328	5.1509	436.644	5.0003	6.745e-06	-0.0519062	0.0289727	0.0912357	87.3237	6.83506	1.03262
0.99369	0.00630957	5.3063	510.055	5.00026	6.74671e-06	-0.0523748	0.0248025	0.0782324	102.006	6.82589	1.03121
0.994988	0.00501187	5.4616	595.749	5.00047	6.74928e-06	-0.0527517	0.0212358	0.0670697	119.139	6.81931	1.03019
0.996019	0.00398107	5.6167	695.701	5.00029	6.74912e-06	-0.0530543	0.0181842	0.0574912	139.132	6.81454	1.02946
0.996838	0.00316228	5.7717	812.34	5.0001	6.74858e-06	-0.0532967	0.0155726	0.0492748	162.465	6.81104	1.02891
0.997488	0.00251189	5.9267	948.536	5.00028	6.75007e-06	-0.0534907	0.0133371	0.0422288	189.696	6.80845	1.02851
0.998005	0.00199526	6.0816	1107.45	5.00027	6.7503e-06	-0.0536457	0.0114232	0.0361877	221.479	6.8065	1.02821
0.998415	0.00158489	6.2364	1292.87	5.00001	6.74896e-06	-0.0537694	0.00978446	0.031009	258.573	6.80504	1.02798
0.998741	0.00125893	6.3913	1509.48	5.00044	6.7516e-06	-0.0538682	0.00838112	0.0265702	301.869	6.80392	1.02781
0.999	0.001	6.546	1762.03	5.00003	6.74928e-06	-0.0539468	0.00717928	0.022766	352.403	6.80306	1.02767
1.00126	-0.00125893	100	6.80094e+43	7.15063e-250	2.36791e+248	-1.27668e+118	2.66009e-293	8.45439e-293	9.51096e+292	6.7967	1.02668
1.00158	-0.00158489	100	6.80094e+43	2.82968e-250	5.98374e+248	-3.22619e+118	1.05266e-293	3.34669e-293	2.40343e+293	6.79595	1.02656
1.002	-0.00199526	100	6.80094e+43	1.12004e-250	1.51173e+249	-8.15064e+118	4.16665e-294	1.32523e-293	6.07203e+293	6.79507	1.02642
1.00251	-0.00251189	100	6.80094e+43	4.43472e-251	3.81807e+249	-2.05854e+119	1.64975e-294	5.24986e-294	1.53357e+294	6.79406	1.02626
