T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
0.205672	0.794328	0.9457	6.51378	5.00013	5.08112e-06	-2.57267e-05	1.94209	0.998582	1.30272	8.6826	1.31396
0.369043	0.630957	1.5844	12.3372	5.00042	1.45392e-05	-0.00198044	1.02544	0.946078	2.46723	8.68262	1.31417
0.498813	0.501187	2.0416	19.4884	5.00045	1.19171e-05	-0.0095376	0.649163	0.809527	3.89733	8.68142	1.31425
0.601893	0.398107	2.4652	29.7676	5.00001	9.16808e-06	-0.0221312	0.42496	0.639451	5.9535	8.67793	1.31387
0.683772	0.316228	2.9134	46.6009	5.00013	7.6954e-06	-0.0379019	0.271461	0.464044	9.31994	8.66889	1.31248
0.748811	0.251189	3.4897	82.9236	5.00015	7.00553e-06	-0.0555239	0.152555	0.285587	16.5842	8.63418	1.30706
0.800474	0.199526	4.9384	353.053	5.00012	6.75766e-06	-0.0746338	0.0358311	0.0717047	70.609	8.54513	1.29334
0.841511	0.158489	100	6.80094e+43	3.35128e-256	5.05241e+254	-2.72405e+124	1.2467e-299	2.62278e-299	2.02935e+299	8.38821	1.2693
0.874107	0.125893	100	6.80094e+43	2.5844e-257	6.55163e+255	-3.53237e+125	9.61417e-301	2.10096e-300	2.63153e+300	8.17458	1.23668
0.9	0.1	100	6.80094e+43	7.7694e-258	2.17932e+256	-1.175e+126	2.89028e-301	6.50312e-301	8.75348e+300	7.93223	1.19974
0.920567	0.0794328	100	6.80094e+43	3.80478e-258	4.45021e+256	-2.39937e+126	1.41541e-301	3.25744e-301	1.78747e+301	7.69202	1.16317
0.936904	0.0630957	100	6.80094e+43	2.37887e-258	7.11768e+256	-3.83756e+126	8.84959e-302	2.07281e-301	2.85889e+301	7.47718	1.13047
0.949881	0.0501187	100	6.80094e+43	1.71523e-258	9.87162e+256	-5.32237e+126	6.38077e-302	1.51524e-301	3.96504e+301	7.29953	1.10344
0.960189	0.0398107	100	6.80094e+43	1.35442e-258	1.25013e+257	-6.74019e+126	5.03855e-302	1.20949e-301	5.02128e+301	7.16107	1.08237
0.968377	0.0316228	100	6.80094e+43	1.13728e-258	1.48883e+257	-8.02714e+126	4.23075e-302	1.02424e-301	5.98003e+301	7.05774	1.06663
0.974881	0.0251189	100	6.80094e+43	9.971e-259	1.69813e+257	-9.15562e+126	3.70929e-302	9.04028e-302	6.82072e+301	6.98291	1.05523
0.980047	0.0199526	100	6.80094e+43	9.01967e-259	1.87724e+257	-1.01213e+127	3.35539e-302	8.22109e-302	7.54012e+301	6.92976	1.04712
0.984151	0.0158489	100	6.80094e+43	8.34991e-259	2.02781e+257	-1.09331e+127	3.10623e-302	7.6425e-302	8.14493e+301	6.89242	1.04141
0.987411	0.0125893	100	6.80094e+43	7.86528e-259	2.15276e+257	-1.16068e+127	2.92594e-302	7.22277e-302	8.64678e+301	6.86628	1.03741
0.99	0.01	100	6.80094e+43	7.50727e-259	2.25542e+257	-1.21603e+127	2.79276e-302	6.91209e-302	9.05913e+301	6.84797	1.0346
0.992057	0.00794328	100	6.80094e+43	7.23857e-259	2.33914e+257	-1.26117e+127	2.6928e-302	6.67853e-302	9.39541e+301	6.83506	1.03262
0.99369	0.00630957	100	6.80094e+43	7.03441e-259	2.40703e+257	-1.29777e+127	2.61686e-302	6.50086e-302	9.66809e+301	6.82589	1.03121
0.994988	0.00501187	100	6.80094e+43	6.87782e-259	2.46184e+257	-1.32732e+127	2.5586e-302	6.36444e-302	9.88822e+301	6.81931	1.03019
0.996019	0.00398107	100	6.80094e+43	6.75681e-259	2.50593e+257	-1.35109e+127	2.51358e-302	6.25894e-302	1.00653e+302	6.81454	1.02946
0.996838	0.00316228	100	6.80094e+43	6.66275e-259	2.5413e+257	-1.37016e+127	2.47859e-302	6.17689e-302	1.02074e+302	6.81104	1.02891
0.997488	0.00251189	100	6.80094e+43	6.58931e-259	2.56962e+257	-1.38543e+127	2.45127e-302	6.11279e-302	1.03212e+302	6.80845	1.02851
0.998005	0.00199526	100	6.80094e+43	6.53177e-259	2.59226e+257	-1.39764e+127	2.42987e-302	6.06255e-302	1.04121e+302	6.8065	1.02821
0.998415	0.00158489	100	6.80094e+43	6.48655e-259	2.61033e+257	-1.40738e+127	2.41305e-302	6.02305e-302	1.04847e+302	6.80504	1.02798
0.998741	0.00125893	100	6.80094e+43	6.45093e-259	2.62475e+257	-1.41515e+127	2.3998e-302	5.99194e-302	1.05426e+302	6.80392	1.02781
0.999	0.001	100	6.80094e+43	6.42283e-259	2.63623e+257	-1.42135e+127	2.38934e-302	5.96738e-302	1.05887e+302	6.80306	1.02767
1.00126	-0.00125893	100	6.80094e+43	6.18466e-259	2.73775e+257	-1.47608e+127	2.30074e-302	5.75909e-302	1.09965e+302	6.7967	1.02668
1.00158	-0.00158489	100	6.80094e+43	6.1513e-259	2.7526e+257	-1.48409e+127	2.28833e-302	5.72989e-302	1.10561e+302	6.79595	1.02656
1.002	-0.00199526	100	6.80094e+43	6.10964e-259	2.77137e+257	-1.49421e+127	2.27283e-302	5.69342e-302	1.11315e+302	6.79507	1.02642
1.00251	-0.00251189	100	6.80094e+43	6.05775e-259	2.79511e+257	-1.50701e+127	2.25353e-302	5.64798e-302	1.12268e+302	6.79406	1.02626
1.00316	-0.00316228	100	6.80094e+43	5.99328e-259	2.82517e+257	-1.52322e+127	2.22955e-302	5.59149e-302	1.13476e+302	6.79294	1.02608
1.00398	-0.00398107	100	6.80094e+43	5.91345e-259	2.86331e+257	-1.54378e+127	2.19985e-302	5.52152e-302	1.15008e+302	6.79177	1.02588
1.00501	-0.00501187	100	6.80094e+43	5.81502e-259	2.91178e+257	-1.56991e+127	2.16323e-302	5.43518e-302	1.16955e+302	6.79067	1.0257
1.00631	-0.00630957	100	6.80094e+43	5.69426e-259	2.97353e+257	-1.6032e+127	2.11831e-302	5.32919e-302	1.19435e+302	6.7899	1.02556
1.00794	-0.00794328	100	6.80094e+43	5.5471e-259	3.05242e+257	-1.64574e+127	2.06356e-302	5.19988e-302	1.22604e+302	6.78987	1.02553
1.01	-0.01	100	6.80094e+43	5.36916e-259	3.15357e+257	-1.70028e+127	1.99737e-302	5.04336e-302	1.26667e+302	6.79129	1.02571
1.01259	-0.0125893	100	6.80094e+43	5.15615e-259	3.28386e+257	-1.77052e+127	1.91813e-302	4.85568e-302	1.319e+302	6.79527	1.02627
1.01585	-0.0158489	100	6.80094e+43	4.9042e-259	3.45256e+257	-1.86148e+127	1.8244e-302	4.63329e-302	1.38676e+302	6.80341	1.02744
1.01995	-0.0199526	100	6.80094e+43	4.61057e-259	3.67244e+257	-1.98003e+127	1.71517e-302	4.37348e-302	1.47507e+302	6.81757	1.0295
1.02512	-0.0251189	100	6.80094e+43	4.27442e-259	3.96125e+257	-2.13574e+127	1.59012e-302	4.07514e-302	1.59108e+302	6.83846	1.03256
1.03162	-0.0316228	100	6.80094e+43	3.8977e-259	4.34412e+257	-2.34217e+127	1.44997e-302	3.73956e-302	1.74486e+302	6.85961	1.03563
1.03981	-0.0398107	100	6.80094e+43	3.48605e-259	4.85709e+257	-2.61874e+127	1.29684e-302	3.37116e-302	1.9509e+302	6.84523	1.0333
1.05012	-0.0501187	100	6.80094e+43	3.0493e-259	5.55277e+257	-2.99382e+127	1.13436e-302	2.97804e-302	2.23033e+302	6.64745	1.00324
1.0631	-0.0630957	100	6.80094e+43	2.60133e-259	6.50901e+257	-3.50939e+127	9.67713e-303	2.57193e-302	2.61441e+302	5.68183	0.857277
1.07943	-0.0794328	100	6.80094e+43	2.15901e-259	7.8425e+257	-4.22835e+127	8.03169e-303	2.16742e-302	3.15002e+302	1.53652	0.231747
1.1	-0.1	100	6.80094e+43	1.7402e-259	9.72996e+257	-5.24599e+127	6.47367e-303	1.78026e-302	3.90814e+302	-16.7788	-2.52945
1.12589	-0.125893	100	6.80094e+43	1.36104e-259	1.24405e+258	-6.7074e+127	5.06319e-303	1.42515e-302	4.99685e+302	-107.416	-16.1822
1.15849	-0.158489	100	6.80094e+43	1.03344e-259	1.63841e+258	-8.83365e+127	3.84448e-303	1.11345e-302	6.58086e+302	-647.67	-97.4793
1.19953	-0.199526	100	6.80094e+43	7.63345e-260	2.21814e+258	-1.19593e+128	2.8397e-303	8.51574e-303	8.90939e+302	-4839.36	-727.369
1.25119	-0.251189	100	6.80094e+43	5.50511e-260	3.0757e+258	-1.65829e+128	2.04794e-303	6.40591e-303	1.23539e+303	-51160.9	-7674.19
1.31623	-0.316228	100	6.80094e+43	3.89659e-260	4.34536e+258	-2.34284e+128	1.44956e-303	4.76988e-303	1.74536e+303	-862955	-129051
1.39811	-0.398107	100	6.80094e+43	2.7245e-260	6.21475e+258	-3.35073e+128	1.01353e-303	3.54257e-303	2.49622e+303	-2.65523e+07	-3.95201e+06
1.50119	-0.501187	100	6.80094e+43	1.89553e-260	8.93261e+258	-4.8161e+128	7.05152e-304	2.64641e-303	3.58788e+303	-1.74883e+09	-2.58315e+08
1.63096	-0.630957	100	6.80094e+43	1.32215e-260	1.28064e+259	-6.9047e+128	4.91851e-304	2.00547e-303	5.14383e+303	-3.02683e+11	-4.41454e+10
1.79433	-0.794328	100	6.80094e+43	9.31213e-261	1.81828e+259	-9.80341e+128	3.46418e-304	1.55397e-303	7.30331e+303	-1.86062e+14	-2.65544e+13
2	-1	100	6.80094e+43	6.66442e-261	2.54066e+259	-1.36982e+129	2.47922e-304	1.23961e-303	1.02048e+304	-6.71849e+17	-9.23056e+16
