tempv	cap	l	Kr/K0	F	
1e-08	30.4912	6.2403	0.0395693	-0.0500973
1.49182e-08	30.4821	6.2403	0.0395694	-0.0500973
2.22554e-08	30.2947	6.2403	0.0395694	-0.0500973
3.32012e-08	30.3864	6.2403	0.0395696	-0.0500973
4.95303e-08	30.3793	6.2403	0.0395698	-0.0500973
7.38906e-08	30.3229	6.2403	0.0395701	-0.0500973
1.10232e-07	30.3285	6.2403	0.0395705	-0.0500973
1.64446e-07	30.4297	6.2403	0.0395712	-0.0500973
2.45325e-07	30.3668	6.2402	0.0395722	-0.0500972
3.65982e-07	30.3799	6.2402	0.0395737	-0.0500972
5.45982e-07	30.4706	6.2402	0.0395759	-0.0500971
8.14509e-07	30.3441	6.2401	0.0395792	-0.0500971
1.2151e-06	30.3134	6.2399	0.0395842	-0.0500969
1.81272e-06	30.3507	6.2398	0.0395916	-0.0500968
2.70426e-06	30.2717	6.2395	0.0396027	-0.0500965
4.03429e-06	30.3227	6.2391	0.0396191	-0.0500961
6.01845e-06	30.3429	6.2384	0.0396437	-0.0500956
8.97847e-06	30.4121	6.2375	0.0396804	-0.0500947
1.33943e-05	30.4124	6.2361	0.039735	-0.0500935
1.9982e-05	30.313	6.2341	0.0398165	-0.0500916
2.98096e-05	30.1076	6.231	0.0399378	-0.0500888
4.44707e-05	30.0369	6.2265	0.0401185	-0.0500846
6.63424e-05	30.14	6.2198	0.0403873	-0.0500783
9.89713e-05	30.1475	6.2099	0.0407867	-0.050069
0.000147648	29.9393	6.1955	0.0413789	-0.0500551
0.000220265	29.8998	6.1744	0.0422548	-0.0500343
0.000328596	29.5922	6.1443	0.0435449	-0.0500034
0.000490208	28.8998	6.1016	0.0454352	-0.0499574
0.000731304	28.6625	6.0426	0.048185	-0.0498888
0.00109098	27.9723	5.9632	0.0521486	-0.0497869
0.00162755	27.0461	5.8598	0.0577988	-0.0496354
0.00242802	25.8355	5.7301	0.0657514	-0.0494109
0.00362217	24.3229	5.5736	0.0767951	-0.0490791
0.00540365	22.8186	5.392	0.0919269	-0.0485903
0.0080613	20.9473	5.1882	0.112401	-0.0478742
