T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.2891	3.98225e+06	5.0003	6.75108e-06	-0.0529074	3.114e-06	1.01351e-05	796403	6.79999	1.0479
1	1.25893e-08	14.1341	3.41046e+06	5.00014	6.75014e-06	-0.0529074	3.63597e-06	1.1834e-05	682073	6.79999	1.0479
1	1.58489e-08	13.9792	2.92106e+06	5.00017	6.75029e-06	-0.0529074	4.24517e-06	1.38168e-05	584193	6.79999	1.0479
1	1.99526e-08	13.8244	2.50214e+06	5.00044	6.75188e-06	-0.0529074	4.95619e-06	1.61309e-05	500385	6.79999	1.0479
1	2.51189e-08	13.6695	2.14309e+06	5.00002	6.74942e-06	-0.0529074	5.78606e-06	1.88319e-05	428616	6.79999	1.0479
1	3.16228e-08	13.5148	1.83592e+06	5.00044	6.75185e-06	-0.0529074	6.75468e-06	2.19845e-05	367153	6.79999	1.0479
1	3.98107e-08	13.36	1.57263e+06	5.00023	6.75064e-06	-0.0529074	7.88525e-06	2.56641e-05	314511	6.79999	1.0479
1	5.01187e-08	13.2053	1.34723e+06	5.00042	6.75177e-06	-0.0529074	9.20487e-06	2.99591e-05	269423	6.79999	1.0479
1	6.30957e-08	13.0505	1.15402e+06	5.00004	6.74953e-06	-0.0529074	1.07452e-05	3.49723e-05	230801	6.79999	1.0479
1	7.94328e-08	12.8958	988613	5.00009	6.74983e-06	-0.0529074	1.2543e-05	4.08239e-05	197719	6.79999	1.0479
1	1e-07	12.7411	846917	5.00009	6.74984e-06	-0.0529074	1.46416e-05	4.7654e-05	169380	6.79999	1.0479
1	1.25893e-07	12.5864	725531	5.00005	6.74963e-06	-0.0529074	1.70911e-05	5.56265e-05	145105	6.79999	1.0479
1	1.58489e-07	12.4318	621604	5.00048	6.75213e-06	-0.0529074	1.99503e-05	6.49323e-05	124309	6.79999	1.0479
1	1.99526e-07	12.2771	532511	5.00039	6.75159e-06	-0.0529073	2.32877e-05	7.57946e-05	106494	6.79999	1.0479
1	2.51189e-07	12.1224	456187	5.00028	6.75093e-06	-0.0529073	2.71833e-05	8.84736e-05	91232.4	6.79999	1.0479
1	3.16228e-07	11.9677	390803	5.00015	6.75018e-06	-0.0529073	3.17305e-05	0.000103273	78158.3	6.79999	1.0479
1	3.98107e-07	11.813	334790	5.00001	6.74935e-06	-0.0529073	3.70382e-05	0.000120548	66957.9	6.79999	1.0479
0.999999	5.01187e-07	11.6584	286834	5.00035	6.75138e-06	-0.0529073	4.32337e-05	0.000140713	57362.7	6.79999	1.0479
0.999999	6.30957e-07	11.5037	245723	5.0002	6.75045e-06	-0.0529072	5.04654e-05	0.00016425	49142.6	6.79999	1.0479
0.999999	7.94328e-07	11.349	210504	5.00003	6.74949e-06	-0.0529072	5.89067e-05	0.000191723	42100.5	6.79999	1.0479
0.999999	1e-06	11.1944	180351	5.00036	6.7514e-06	-0.0529071	6.87599e-05	0.000223793	36067.5	6.8	1.0479
0.999999	1.25893e-06	11.0397	154501	5.00019	6.75039e-06	-0.052907	8.02611e-05	0.000261226	30899.1	6.8	1.0479
0.999998	1.58489e-06	10.885	132357	5.00001	6.74936e-06	-0.0529069	9.36861e-05	0.00030492	26471.4	6.8	1.0479
0.999998	1.99526e-06	10.7304	113398	5.00033	6.75122e-06	-0.0529068	0.000109357	0.000355922	22678.1	6.8	1.0479
0.999997	2.51189e-06	10.5757	97144.9	5.00015	6.75017e-06	-0.0529066	0.000127648	0.000415456	19428.4	6.8	1.0479
0.999997	3.16228e-06	10.4211	83229.6	5.00046	6.75201e-06	-0.0529064	0.000148999	0.000484946	16644.4	6.8	1.0479
0.999996	3.98107e-06	10.2664	71300.5	5.00028	6.75094e-06	-0.0529062	0.000173922	0.00056606	14259.3	6.8	1.04791
0.999995	5.01187e-06	10.1117	61081.1	5.0001	6.74987e-06	-0.0529059	0.000203013	0.000660742	12216	6.80001	1.04791
0.999994	6.30957e-06	9.9571	52331.8	5.00041	6.75171e-06	-0.0529055	0.000236969	0.000771259	10465.5	6.80001	1.04791
0.999992	7.94328e-06	9.8024	44831.2	5.00023	6.75064e-06	-0.052905	0.000276606	0.000900263	8965.82	6.80002	1.04791
0.99999	1e-05	9.6477	38405.6	5.00004	6.74957e-06	-0.0529044	0.000322872	0.00105084	7681.05	6.80002	1.04791
0.999987	1.25893e-05	9.4931	32904.3	5.00036	6.75141e-06	-0.0529036	0.000376878	0.00122661	6580.38	6.80003	1.04791
0.999984	1.58489e-05	9.3384	28188.2	5.00018	6.75036e-06	-0.0529026	0.000439916	0.00143177	5637.44	6.80004	1.04791
0.99998	1.99526e-05	9.1837	24148	5	6.74931e-06	-0.0529014	0.000513499	0.00167125	4829.61	6.80005	1.04791
0.999975	2.51189e-05	9.0291	20689	5.00032	6.75118e-06	-0.0528998	0.00059939	0.00195079	4137.54	6.80006	1.04791
0.999968	3.16228e-05	8.8744	17723.7	5.00015	6.75017e-06	-0.0528978	0.000699648	0.00227707	3544.64	6.80008	1.04792
0.99996	3.98107e-05	8.7198	15184.9	5.00048	6.75208e-06	-0.0528953	0.000816677	0.00265793	3036.7	6.80011	1.04792
0.99995	5.01187e-05	8.5651	13008.5	5.00031	6.75111e-06	-0.0528922	0.000953282	0.00310249	2601.54	6.80014	1.04793
0.999937	6.30957e-05	8.4104	11144	5.00015	6.75017e-06	-0.0528883	0.00111274	0.0036214	2228.74	6.80017	1.04793
0.999921	7.94328e-05	8.2558	9547.73	5.00049	6.75219e-06	-0.0528833	0.00129887	0.00422709	1909.36	6.80022	1.04794
0.9999	0.0001	8.1011	8179.27	5.00035	6.75135e-06	-0.0528771	0.00151613	0.00493407	1635.74	6.80028	1.04795
0.999874	0.000125893	7.9464	7006.96	5.00022	6.75058e-06	-0.0528692	0.00176975	0.00575927	1401.33	6.80036	1.04796
0.999842	0.000158489	7.7917	6002.66	5.0001	6.7499e-06	-0.0528594	0.00206579	0.00672247	1200.51	6.80045	1.04798
0.9998	0.000199526	7.637	5142.31	5	6.74932e-06	-0.0528469	0.00241137	0.00784671	1028.46	6.80057	1.048
0.999749	0.000251189	7.4824	4405.72	5.00043	6.75179e-06	-0.0528313	0.00281477	0.00915892	881.068	6.80073	1.04802
0.999684	0.000316228	7.3277	3774.26	5.00039	6.75152e-06	-0.0528117	0.00328567	0.0106905	754.793	6.80092	1.04805
0.999602	0.000398107	7.173	3233.3	5.00038	6.75147e-06	-0.052787	0.00383538	0.012478	646.611	6.80117	1.04809
0.999499	0.000501187	7.0183	2769.88	5.00042	6.75168e-06	-0.0527559	0.00447711	0.0145643	553.929	6.80148	1.04814
0.999369	0.000630957	6.8635	2372.64	5.00002	6.74932e-06	-0.0527168	0.00522626	0.0169992	474.526	6.80188	1.0482
0.999206	0.000794328	6.7088	2032.57	5.00019	6.75029e-06	-0.0526678	0.00610087	0.0198407	406.499	6.8024	1.04829
0.999	0.001	6.5541	1741.25	5.00046	6.75177e-06	-0.0526062	0.00712197	0.0231567	348.218	6.80306	1.04839
0.998741	0.00125893	6.3993	1491.53	5.00034	6.75101e-06	-0.0525288	0.00831418	0.0270261	298.286	6.80392	1.04853
0.998415	0.00158489	6.2445	1277.63	5.00038	6.75105e-06	-0.0524318	0.00970624	0.0315408	255.506	6.80504	1.04871
0.998005	0.00199526	6.0896	1094.29	5.0001	6.74919e-06	-0.0523101	0.0113318	0.036808	218.853	6.8065	1.04894
0.997488	0.00251189	5.9347	937.258	5.00004	6.74858e-06	-0.0521578	0.0132302	0.0429522	187.45	6.80845	1.04925
0.996838	0.00316228	5.7798	802.762	5.00028	6.74951e-06	-0.0519671	0.0154475	0.0501181	160.543	6.81104	1.04966
0.996019	0.00398107	5.6248	687.498	5.00039	6.74944e-06	-0.0517288	0.0180378	0.058474	137.489	6.81454	1.05021
0.994988	0.00501187	5.4697	588.725	5.00045	6.74878e-06	-0.0514315	0.0210644	0.0682146	117.734	6.81931	1.05096
0.99369	0.00630957	5.3144	504.041	5.00008	6.74516e-06	-0.051061	0.0246016	0.0795655	100.807	6.82589	1.052
0.992057	0.00794328	5.1591	431.539	5.00043	6.74498e-06	-0.0506004	0.0287368	0.0927867	86.3005	6.83506	1.05344
