T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.2931	3.99821e+06	5.00002	6.74944e-06	-0.0522557	3.1014e-06	1.02174e-05	799639	6.79999	1.0479
1	1.25893e-08	14.1382	3.42447e+06	5.00047	6.75206e-06	-0.0522557	3.62134e-06	1.19303e-05	684830	6.79999	1.0479
1	1.58489e-08	13.9832	2.93277e+06	5.00008	6.74981e-06	-0.0522557	4.22815e-06	1.39294e-05	586544	6.79999	1.0479
1	1.99526e-08	13.8284	2.51217e+06	5.00043	6.75181e-06	-0.0522557	4.93639e-06	1.62627e-05	502391	6.79999	1.0479
1	2.51189e-08	13.6735	2.15168e+06	5.00006	6.74966e-06	-0.0522557	5.76301e-06	1.8986e-05	430330	6.79999	1.0479
1	3.16228e-08	13.5187	1.8431e+06	5.00002	6.74944e-06	-0.0522556	6.72783e-06	2.21645e-05	368618	6.79999	1.0479
1	3.98107e-08	13.364	1.57893e+06	5.00035	6.75135e-06	-0.0522556	7.85397e-06	2.58745e-05	315764	6.79999	1.0479
1	5.01187e-08	13.2092	1.35249e+06	5.00007	6.74973e-06	-0.0522556	9.1684e-06	3.02048e-05	270494	6.79999	1.0479
1	6.30957e-08	13.0545	1.15864e+06	5.00021	6.75052e-06	-0.0522556	1.07026e-05	3.52593e-05	231719	6.79999	1.0479
1	7.94328e-08	12.8998	992576	5.00028	6.75093e-06	-0.0522556	1.24934e-05	4.1159e-05	198504	6.79999	1.0479
1	1e-07	12.7451	850312	5.00029	6.75102e-06	-0.0522556	1.45837e-05	4.80454e-05	170052	6.79999	1.0479
1	1.25893e-07	12.5904	728439	5.00027	6.75087e-06	-0.0522556	1.70236e-05	5.60835e-05	145680	6.79999	1.0479
1	1.58489e-07	12.4357	624033	5.00021	6.75052e-06	-0.0522556	1.98716e-05	6.54659e-05	124801	6.79999	1.0479
1	1.99526e-07	12.281	534592	5.00012	6.75001e-06	-0.0522556	2.31958e-05	7.64175e-05	106916	6.79999	1.0479
1	2.51189e-07	12.1263	457970	5.00001	6.74938e-06	-0.0522556	2.70761e-05	8.92008e-05	91593.7	6.79999	1.0479
1	3.16228e-07	11.9717	392369	5.00039	6.75156e-06	-0.0522556	3.16053e-05	0.000104122	78467.8	6.79999	1.0479
1	3.98107e-07	11.817	336132	5.00025	6.75076e-06	-0.0522555	3.68921e-05	0.000121539	67223	6.79999	1.0479
0.999999	5.01187e-07	11.6623	287955	5.0001	6.74989e-06	-0.0522555	4.30632e-05	0.000141869	57589.8	6.79999	1.0479
0.999999	6.30957e-07	11.5077	246707	5.00044	6.75189e-06	-0.0522555	5.02664e-05	0.0001656	49337.1	6.79999	1.0479
0.999999	7.94328e-07	11.353	211347	5.00028	6.75093e-06	-0.0522554	5.86744e-05	0.0001933	42267.1	6.79999	1.0479
0.999999	1e-06	11.1983	181055	5.00011	6.74995e-06	-0.0522554	6.84888e-05	0.000225633	36210.3	6.8	1.0479
0.999999	1.25893e-06	11.0437	155121	5.00044	6.75185e-06	-0.0522553	7.99447e-05	0.000263374	31021.4	6.8	1.0479
0.999998	1.58489e-06	10.889	132888	5.00026	6.75082e-06	-0.0522552	9.33168e-05	0.000307427	26576.1	6.8	1.0479
0.999998	1.99526e-06	10.7343	113841	5.00008	6.74978e-06	-0.0522551	0.000108926	0.000358849	22767.8	6.8	1.0479
0.999997	2.51189e-06	10.5797	97534.2	5.0004	6.75164e-06	-0.0522549	0.000127145	0.000418872	19505.3	6.8	1.0479
0.999997	3.16228e-06	10.425	83554.8	5.00022	6.75058e-06	-0.0522547	0.000148412	0.000488934	16710.2	6.8	1.0479
0.999996	3.98107e-06	10.2703	71579.1	5.00003	6.74951e-06	-0.0522545	0.000173236	0.000570716	14315.7	6.8	1.04791
0.999995	5.01187e-06	10.1157	61326	5.00035	6.75135e-06	-0.0522542	0.000202212	0.000666175	12264.3	6.80001	1.04791
0.999994	6.30957e-06	9.961	52536.2	5.00017	6.75028e-06	-0.0522538	0.000236035	0.000777602	10506.9	6.80001	1.04791
0.999992	7.94328e-06	9.8064	45010.8	5.00048	6.75212e-06	-0.0522533	0.000275516	0.000907666	9001.3	6.80002	1.04791
0.99999	1e-05	9.6517	38559.5	5.0003	6.75105e-06	-0.0522526	0.0003216	0.00105948	7711.44	6.80002	1.04791
0.999987	1.25893e-05	9.497	33032.9	5.00012	6.74999e-06	-0.0522519	0.000375392	0.0012367	6606.42	6.80003	1.04791
0.999984	1.58489e-05	9.3424	28301.2	5.00043	6.75184e-06	-0.0522509	0.000438182	0.00144355	5659.74	6.80004	1.04791
0.99998	1.99526e-05	9.1877	24244.8	5.00025	6.75079e-06	-0.0522497	0.000511475	0.001685	4848.72	6.80005	1.04791
0.999975	2.51189e-05	9.033	20769.9	5.00008	6.74976e-06	-0.0522481	0.000597028	0.00196683	4153.91	6.80006	1.04791
0.999968	3.16228e-05	8.8784	17794.7	5.0004	6.75164e-06	-0.0522461	0.000696891	0.0022958	3558.66	6.80008	1.04792
0.99996	3.98107e-05	8.7237	15244.3	5.00023	6.75065e-06	-0.0522437	0.000813458	0.00267979	3048.71	6.80011	1.04792
0.99995	5.01187e-05	8.569	13059.3	5.00006	6.74967e-06	-0.0522406	0.000949524	0.003128	2611.83	6.80014	1.04793
0.999937	6.30957e-05	8.4144	11188.7	5.0004	6.75164e-06	-0.0522367	0.00110835	0.00365118	2237.56	6.80017	1.04793
0.999921	7.94328e-05	8.2597	9585.04	5.00025	6.75074e-06	-0.0522318	0.00129375	0.00426185	1916.91	6.80022	1.04794
0.9999	0.0001	8.105	8211.23	5.0001	6.7499e-06	-0.0522256	0.00151016	0.00497464	1642.21	6.80028	1.04795
0.999874	0.000125893	7.9504	7035.04	5.00047	6.75203e-06	-0.0522178	0.00176277	0.00580663	1406.88	6.80036	1.04796
0.999842	0.000158489	7.7957	6026.72	5.00035	6.75134e-06	-0.052208	0.00205765	0.00677774	1205.26	6.80045	1.04798
0.9998	0.000199526	7.641	5162.93	5.00025	6.75075e-06	-0.0521957	0.00240186	0.00791123	1032.53	6.80057	1.048
0.999749	0.000251189	7.4863	4422.93	5.00017	6.75029e-06	-0.0521802	0.00280367	0.00923422	884.556	6.80073	1.04802
0.999684	0.000316228	7.3316	3789	5.00012	6.75e-06	-0.0521607	0.00327271	0.0107784	757.782	6.80092	1.04805
0.999602	0.000398107	7.1769	3245.93	5.00011	6.74992e-06	-0.0521362	0.00382025	0.0125806	649.172	6.80117	1.04809
0.999499	0.000501187	7.0222	2780.7	5.00015	6.7501e-06	-0.0521054	0.00445944	0.014684	556.124	6.80148	1.04814
0.999369	0.000630957	6.8675	2382.15	5.00024	6.75061e-06	-0.0520667	0.00520563	0.0171389	476.407	6.80188	1.0482
0.999206	0.000794328	6.7128	2040.72	5.00041	6.75152e-06	-0.0520181	0.00607678	0.0200037	408.111	6.8024	1.04829
0.999	0.001	6.558	1748.05	5.00016	6.75003e-06	-0.051957	0.00709383	0.0233469	349.599	6.80306	1.04839
0.998741	0.00125893	6.4032	1497.36	5.00003	6.74918e-06	-0.0518803	0.0082813	0.027248	299.47	6.80392	1.04853
0.998415	0.00158489	6.2484	1282.62	5.00005	6.74911e-06	-0.0517841	0.00966782	0.0317997	256.521	6.80504	1.04871
0.998005	0.00199526	6.0936	1098.67	5.00024	6.75001e-06	-0.0516635	0.0112869	0.0371099	219.724	6.8065	1.04894
0.997488	0.00251189	5.9387	941.015	5.00016	6.74922e-06	-0.0515124	0.0131777	0.0433042	188.197	6.80845	1.04925
0.996838	0.00316228	5.7838	805.98	5.00037	6.74992e-06	-0.0513234	0.0153861	0.0505286	161.184	6.81104	1.04966
0.996019	0.00398107	5.6288	690.253	5.00043	6.74953e-06	-0.0510871	0.017966	0.0589523	138.039	6.81454	1.05021
0.994988	0.00501187	5.4737	591.084	5.00043	6.74848e-06	-0.0507923	0.0209802	0.0687718	118.207	6.81931	1.05096
0.99369	0.00630957	5.3185	506.112	5.00049	6.74725e-06	-0.050425	0.0245029	0.0802142	101.213	6.82589	1.052
0.992057	0.00794328	5.1631	433.269	5.00024	6.74349e-06	-0.0499683	0.028621	0.0935415	86.6497	6.83506	1.05344
