T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
1.01	-0.01	0.2	3.09015	0.329446	0.0512306	-0.0225243	0.269727	0.881213	9.37985
1.01	-0.01	0.4	3.77432	0.345977	0.05651	-0.0364547	0.231915	0.757679	10.9092
1.01	-0.01	0.6	4.60996	0.356313	0.0606489	-0.0447735	0.195549	0.638868	12.938
1.01	-0.01	0.8	5.63062	0.361546	0.0640894	-0.0496347	0.162453	0.530744	15.5737
1.01	-0.01	1	6.87725	0.36268	0.0673051	-0.052444	0.133422	0.435898	18.9623
1.01	-0.01	1.2	8.3999	0.360368	0.0707707	-0.0540631	0.108541	0.354609	23.3092
1.01	-0.01	1.4	10.2597	0.354862	0.0749996	-0.0550003	0.0875078	0.285893	28.9117
1.01	-0.01	1.6	12.5312	0.34603	0.0806362	-0.0555486	0.0698622	0.228244	36.2142
1.01	-0.01	1.8	15.3056	0.3334	0.0886149	-0.0558752	0.0551106	0.180049	45.9077
1.01	-0.01	2	18.6943	0.3162	0.100458	-0.0560749	0.042793	0.139807	59.1218
1.01	-0.01	2.2	22.8333	0.293419	0.118882	-0.0562014	0.0325117	0.106218	77.818
1.01	-0.01	2.4	27.8886	0.263953	0.149171	-0.0562858	0.0239453	0.0782306	105.657
1.01	-0.01	2.6	34.0633	0.226949	0.202542	-0.0563459	0.0168563	0.0550706	150.092
1.01	-0.01	2.8	41.605	0.182536	0.305267	-0.056393	0.0111	0.0362644	227.927
1.01	-0.01	3	50.8164	0.133074	0.52567	-0.0564344	0.00662536	0.0216454	381.866
1.01	-0.01	3.2	62.0673	0.0843761	1.0608	-0.0564767	0.00343936	0.0112366	735.603
1.01	-0.01	3.4	75.8092	0.0446813	2.52887	-0.0565278	0.00149116	0.0048717	1696.67
1.01	-0.01	3.6	92.5935	0.019473	6.96508	-0.0566002	0.000532075	0.00173832	4754.96
1.01	-0.01	3.8	113.094	0.00719669	21.1599	-0.0567161	0.000160995	0.000525981	15714.7
1.01	-0.01	4	138.133	0.00238885	67.7271	-0.0569154	4.37534e-05	0.000142945	57824.1
1.01	-0.01	4.2	168.716	0.00074973	221.796	-0.0572706	1.12426e-05	3.67303e-05	225036
1.01	-0.01	4.4	206.071	0.000229485	732.813	-0.0579125	2.81747e-06	9.20482e-06	897970
1.01	-0.01	4.6	251.695	6.95362e-05	2428.96	-0.0590789	6.98966e-07	2.28356e-06	3.61963e+06
1.01	-0.01	4.8	307.421	2.09893e-05	8059.9	-0.0612021	1.72737e-07	5.6434e-07	1.46466e+07
1.01	-0.01	5	375.485	6.32667e-06	26754.8	-0.0650697	4.26287e-08	1.3927e-07	5.93496e+07
1.01	-0.01	5.2	458.619	1.90606e-06	88823.6	-0.072116	1.05149e-08	3.43527e-08	2.40611e+08
1.01	-0.01	5.4	560.158	5.74144e-07	294899	-0.0849548	2.59317e-09	8.47203e-09	9.7564e+08
1.01	-0.01	5.6	684.179	1.72934e-07	979093	-0.108348	6.39487e-10	2.08924e-09	3.9563e+09
1.01	-0.01	5.8	835.658	5.20873e-08	3.25069e+06	-0.150974	1.57697e-10	5.15205e-10	1.60434e+10
1.01	-0.01	6	1020.67	1.56884e-08	1.07927e+07	-0.228643	3.88878e-11	1.27048e-10	6.5059e+10
