T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.1237	3.37518e+06	5.00008	6.74978e-06	-0.0941509	3.67394e-06	5.24032e-06	675025	6.79999	1.0479
1	1.25893e-08	13.9694	2.89258e+06	5.00046	6.75199e-06	-0.0941509	4.28723e-06	6.11508e-06	578462	6.79999	1.0479
1	1.58489e-08	13.8149	2.47849e+06	5.00013	6.75009e-06	-0.0941509	5.00319e-06	7.13629e-06	495684	6.79999	1.0479
1	1.99526e-08	13.6604	2.12367e+06	5.00004	6.74955e-06	-0.0941509	5.83898e-06	8.32842e-06	424731	6.79999	1.0479
1	2.51189e-08	13.5059	1.81966e+06	5.00013	6.75009e-06	-0.0941508	6.81465e-06	9.72007e-06	363922	6.79999	1.0479
1	3.16228e-08	13.3514	1.55916e+06	5.00037	6.75149e-06	-0.0941508	7.95359e-06	1.13446e-05	311809	6.79999	1.0479
1	3.98107e-08	13.1968	1.33582e+06	5.00023	6.75066e-06	-0.0941508	9.28309e-06	1.32409e-05	267152	6.79999	1.0479
1	5.01187e-08	13.0422	1.14448e+06	5.00018	6.75037e-06	-0.0941508	1.0835e-05	1.54545e-05	228887	6.79999	1.0479
1	6.30957e-08	12.8876	980540	5.00021	6.75051e-06	-0.0941508	1.26466e-05	1.80385e-05	196100	6.79999	1.0479
1	7.94328e-08	12.733	840085	5.00029	6.75099e-06	-0.0941508	1.47613e-05	2.10547e-05	168007	6.79999	1.0479
1	1e-07	12.5784	719750	5.00042	6.75174e-06	-0.0941508	1.72297e-05	2.45755e-05	143938	6.79999	1.0479
1	1.25893e-07	12.4237	616589	5.00008	6.74981e-06	-0.0941508	2.0111e-05	2.86852e-05	123316	6.79999	1.0479
1	1.58489e-07	12.2691	528268	5.00028	6.75095e-06	-0.0941508	2.34743e-05	3.34825e-05	105648	6.79999	1.0479
1	1.99526e-07	12.1144	452552	5	6.74932e-06	-0.0941508	2.74002e-05	3.90822e-05	90510.4	6.79999	1.0479
1	2.51189e-07	11.9598	387728	5.00024	6.7507e-06	-0.0941508	3.19827e-05	4.56185e-05	77541.8	6.79999	1.0479
1	3.16228e-07	11.8052	332189	5.00049	6.75217e-06	-0.0941507	3.73318e-05	5.32482e-05	66431.2	6.79999	1.0479
1	3.98107e-07	11.6505	284577	5.00026	6.75081e-06	-0.0941507	4.35757e-05	6.21541e-05	56912.4	6.79999	1.0479
0.999999	5.01187e-07	11.4958	243789	5.00003	6.74949e-06	-0.0941506	5.0864e-05	7.25497e-05	48757.5	6.79999	1.0479
0.999999	6.30957e-07	11.3412	208868	5.00031	6.75113e-06	-0.0941506	5.93713e-05	8.46841e-05	41771	6.79999	1.0479
0.999999	7.94328e-07	11.1865	178932	5.0001	6.7499e-06	-0.0941505	6.93016e-05	9.88482e-05	35785.6	6.79999	1.0479
0.999999	1e-06	11.0319	153301	5.00039	6.7516e-06	-0.0941504	8.0893e-05	0.000115381	30657.8	6.8	1.0479
0.999999	1.25893e-06	10.8772	131329	5.00019	6.75042e-06	-0.0941503	9.44232e-05	0.00013468	26264.7	6.8	1.0479
0.999998	1.58489e-06	10.7226	112517	5.00049	6.75216e-06	-0.0941502	0.000110216	0.000157207	22501.2	6.8	1.0479
0.999998	1.99526e-06	10.5679	96390.1	5.00029	6.75102e-06	-0.09415	0.000128651	0.000183501	19276.9	6.8	1.0479
0.999997	2.51189e-06	10.4132	82574.7	5.0001	6.74988e-06	-0.0941498	0.00015017	0.000214194	16514.6	6.8	1.0479
0.999997	3.16228e-06	10.2586	70746.5	5.00041	6.75167e-06	-0.0941495	0.000175288	0.000250021	14148.2	6.8	1.0479
0.999996	3.98107e-06	10.1039	60606.6	5.00021	6.75056e-06	-0.0941491	0.000204607	0.00029184	12120.8	6.8	1.04791
0.999995	5.01187e-06	9.9492	51920	5.00003	6.74946e-06	-0.0941487	0.00023883	0.000340654	10383.9	6.80001	1.04791
0.999994	6.30957e-06	9.7946	44482.8	5.00034	6.75128e-06	-0.0941481	0.000278778	0.000397632	8895.96	6.80001	1.04791
0.999992	7.94328e-06	9.6399	38107.2	5.00015	6.75021e-06	-0.0941474	0.000325408	0.000464141	7621.2	6.80002	1.04791
0.99999	1e-05	9.4853	32648.6	5.00047	6.75206e-06	-0.0941466	0.000379837	0.000541775	6529.11	6.80002	1.04791
0.999987	1.25893e-05	9.3306	27969.2	5.00029	6.75102e-06	-0.0941454	0.000443371	0.000632394	5593.51	6.80003	1.04791
0.999984	1.58489e-05	9.1759	23960.4	5.00012	6.75e-06	-0.094144	0.000517532	0.00073817	4791.97	6.80004	1.04791
0.99998	1.99526e-05	9.0213	20528.3	5.00045	6.75191e-06	-0.0941423	0.000604099	0.000861638	4105.29	6.80005	1.04791
0.999975	2.51189e-05	8.8666	17586	5.00028	6.75094e-06	-0.0941401	0.000705146	0.00100576	3517	6.80006	1.04791
0.999968	3.16228e-05	8.7119	15065.4	5.00012	6.75001e-06	-0.0941373	0.000823096	0.00117398	3013.02	6.80008	1.04792
0.99996	3.98107e-05	8.5573	12907.4	5.00047	6.75204e-06	-0.0941338	0.000960777	0.00137035	2581.24	6.80011	1.04792
0.99995	5.01187e-05	8.4026	11057.4	5.00033	6.75122e-06	-0.0941293	0.00112149	0.00159956	2211.34	6.80014	1.04793
0.999937	6.30957e-05	8.2479	9472.6	5.0002	6.75048e-06	-0.0941238	0.00130909	0.0018671	1894.44	6.80017	1.04793
0.999921	7.94328e-05	8.0932	8114.91	5.00009	6.74983e-06	-0.0941167	0.00152808	0.0021794	1622.95	6.80022	1.04794
0.9999	0.0001	7.9386	6952.51	5.0005	6.75221e-06	-0.0941079	0.0017837	0.00254393	1390.36	6.80028	1.04795
0.999874	0.000125893	7.7839	5956.02	5.00043	6.75183e-06	-0.0940968	0.00208211	0.00296943	1191.1	6.80036	1.04796
0.999842	0.000158489	7.6292	5102.36	5.0004	6.75165e-06	-0.0940828	0.00243044	0.00346611	1020.39	6.80045	1.04798
0.9998	0.000199526	7.4745	4371.05	5.00041	6.7517e-06	-0.0940653	0.00283708	0.00404585	874.139	6.80057	1.048
0.999749	0.000251189	7.3198	3744.56	5.00046	6.75205e-06	-0.0940431	0.00331178	0.00472257	748.842	6.80073	1.04802
0.999684	0.000316228	7.165	3207.54	5.00009	6.74988e-06	-0.0940153	0.00386596	0.00551247	641.496	6.80092	1.04805
0.999602	0.000398107	7.0103	2747.81	5.00029	6.75111e-06	-0.0939804	0.00451295	0.00643448	549.529	6.80117	1.04809
0.999499	0.000501187	6.8555	2353.73	5.0001	6.75003e-06	-0.0939364	0.00526833	0.00751071	470.737	6.80148	1.04814
0.999369	0.000630957	6.7007	2016.18	5.00004	6.74973e-06	-0.0938811	0.0061503	0.00876694	403.232	6.80188	1.0482
0.999206	0.000794328	6.5459	1727.03	5.00014	6.75041e-06	-0.0938117	0.00718016	0.0102333	345.396	6.8024	1.04829
0.999	0.001	6.3911	1479.35	5.00045	6.75233e-06	-0.0937245	0.00838281	0.0119449	295.843	6.80306	1.04839
0.998741	0.00125893	6.2361	1266.94	5.00002	6.75001e-06	-0.0936151	0.00978742	0.0139427	253.386	6.80392	1.04853
0.998415	0.00158489	6.0812	1085.13	5.00042	6.75259e-06	-0.0934778	0.0114281	0.0162747	217.008	6.80504	1.04871
0.998005	0.00199526	5.9261	929.232	5.00024	6.75192e-06	-0.0933057	0.013345	0.0189966	185.838	6.8065	1.04894
0.997488	0.00251189	5.7709	795.649	5.00008	6.75158e-06	-0.0930902	0.015585	0.0221738	159.127	6.80845	1.04925
0.996838	0.00316228	5.6156	681.202	5.00009	6.75247e-06	-0.0928205	0.0182035	0.0258824	136.238	6.81104	1.04966
0.996019	0.00398107	5.4602	583.158	5.00045	6.75577e-06	-0.0924833	0.0212654	0.0302112	116.621	6.81454	1.05021
0.994988	0.00501187	5.3045	499.076	5.00038	6.75715e-06	-0.0920626	0.0248478	0.035264	99.8077	6.81931	1.05096
0.99369	0.00630957	5.1485	426.989	5.00016	6.75857e-06	-0.0915382	0.0290415	0.0411619	85.395	6.82589	1.052
0.992057	0.00794328	4.9922	365.205	5.00018	6.76257e-06	-0.090886	0.0339547	0.0480466	73.0384	6.83506	1.05344
