tempv	cap	l	Kr/K0	F	
1e-08	52.5596	8.0462	0.0055704	-0.0591018
1.49182e-08	52.5651	8.0462	0.00557054	-0.0591018
2.22554e-08	52.3104	8.0461	0.00557074	-0.0591018
3.32012e-08	52.5933	8.0461	0.00557104	-0.0591018
4.95303e-08	52.4814	8.046	0.0055715	-0.0591018
7.38906e-08	52.1759	8.0459	0.00557217	-0.0591018
1.10232e-07	52.6805	8.0457	0.00557318	-0.0591018
1.64446e-07	52.5885	8.0454	0.00557468	-0.0591018
2.45325e-07	52.5693	8.045	0.00557691	-0.0591017
3.65982e-07	52.6421	8.0444	0.00558025	-0.0591017
5.45982e-07	52.664	8.0435	0.00558523	-0.0591016
8.14509e-07	52.7176	8.0422	0.00559265	-0.0591016
1.2151e-06	52.5865	8.0402	0.00560371	-0.0591014
1.81272e-06	52.5619	8.0373	0.00562018	-0.0591012
2.70426e-06	52.3972	8.0329	0.00564472	-0.0591009
4.03429e-06	52.1955	8.0265	0.00568123	-0.0591005
6.01845e-06	52.3941	8.017	0.00573549	-0.0590999
8.97847e-06	52.0093	8.003	0.00581597	-0.0590989
1.33943e-05	51.9096	7.9828	0.00593503	-0.0590974
1.9982e-05	51.5958	7.9536	0.00611051	-0.0590953
2.98096e-05	51.3737	7.9124	0.00636781	-0.0590921
4.44707e-05	50.699	7.8552	0.0067425	-0.0590873
6.63424e-05	49.7318	7.778	0.00728334	-0.0590802
9.89713e-05	48.8197	7.6772	0.00805564	-0.0590695
0.000147648	47.8007	7.5503	0.00914505	-0.0590536
0.000220265	46.0309	7.3968	0.010662	-0.05903
0.000328596	44.3277	7.218	0.0127474	-0.0589948
0.000490208	42.0909	7.0171	0.0155812	-0.0589423
0.000731304	39.9697	6.798	0.0193942	-0.0588642
0.00109098	37.5864	6.5646	0.0244839	-0.0587482
0.00162755	35.226	6.3205	0.0312362	-0.0585761
0.00242802	32.6501	6.0685	0.0401526	-0.0583213
0.00362217	29.9833	5.811	0.051885	-0.057945
0.00540365	27.1435	5.5494	0.0672801	-0.0573915
0.0080613	24.7775	5.2847	0.087433	-0.0565815
