T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
0.205672	0.794328	0	2.53	3.63615	1.61125e-08	3.63615	1	0.695791
0.369043	0.630957	0	2.53	2.02647	4.53902e-05	2.02647	1	1.24848
0.498813	0.501187	0	2.53	1.49927	0.000612122	1.49927	1	1.68749
0.601893	0.398107	0	2.53	1.2425	0.00217332	1.2425	1	2.03621
0.683772	0.316228	0	2.53	1.09372	0.00452891	1.09372	1	2.31321
0.748811	0.251189	0	2.53	0.99872	0.00723746	0.99872	1	2.53324
0.800474	0.199526	0	2.53	0.934263	0.00994782	0.934263	1	2.70802
0.841511	0.158489	0	2.53	0.888703	0.0124558	0.888703	1	2.84685
0.874107	0.125893	0	2.53	0.855562	0.0146689	0.855562	1	2.95712
0.9	0.1	0	2.53	0.830948	0.0165634	0.830948	1	3.04472
0.920567	0.0794328	0	2.53	0.812383	0.0181525	0.812383	1	3.1143
0.936904	0.0630957	0	2.53	0.798217	0.0194668	0.798217	1	3.16956
0.949881	0.0501187	0	2.53	0.787312	0.0205431	0.787312	1	3.21347
0.960189	0.0398107	0	2.53	0.77886	0.0214181	0.77886	1	3.24834
0.968377	0.0316228	0	2.53	0.772274	0.0221256	0.772274	1	3.27604
0.974881	0.0251189	0	2.53	0.767122	0.0226953	0.767122	1	3.29804
0.980047	0.0199526	0	2.53	0.763078	0.0231528	0.763078	1	3.31552
0.984151	0.0158489	0	2.53	0.759897	0.0235192	0.759897	1	3.3294
0.987411	0.0125893	0	2.53	0.757388	0.0238122	0.757388	1	3.34043
0.99	0.01	0	2.53	0.755407	0.0240461	0.755407	1	3.34919
0.992057	0.00794328	0	2.53	0.753841	0.0242326	0.753841	1	3.35615
0.99369	0.00630957	0	2.53	0.752602	0.0243813	0.752602	1	3.36167
0.994988	0.00501187	0	2.53	0.75162	0.0244997	0.75162	1	3.36606
0.996019	0.00398107	0	2.53	0.750842	0.0245939	0.750842	1	3.36955
0.996838	0.00316228	0	2.53	0.750225	0.0246689	0.750225	1	3.37232
0.997488	0.00251189	0	2.53	0.749736	0.0247285	0.749736	1	3.37452
0.998005	0.00199526	0	2.53	0.749348	0.0247759	0.749348	1	3.37627
0.998415	0.00158489	0	2.53	0.74904	0.0248136	0.74904	1	3.37766
0.998741	0.00125893	0	2.53	0.748796	0.0248435	0.748796	1	3.37876
0.999	0.001	0	2.53	0.748602	0.0248673	0.748602	1	3.37963
1.00126	-0.00125893	0	2.53	0.746913	0.0250755	0.746913	1	3.38728
1.00158	-0.00158489	0	2.53	0.74667	0.0251056	0.74667	1	3.38838
1.002	-0.00199526	0	2.53	0.746364	0.0251435	0.746364	1	3.38977
1.00251	-0.00251189	0	2.53	0.745979	0.0251912	0.745979	1	3.39152
1.00316	-0.00316228	0	2.53	0.745496	0.0252514	0.745496	1	3.39372
1.00398	-0.00398107	0	2.53	0.744888	0.0253273	0.744888	1	3.39649
1.00501	-0.00501187	0	2.53	0.744124	0.025423	0.744124	1	3.39997
1.00631	-0.00630957	0	2.53	0.743164	0.0255437	0.743164	1	3.40436
1.00794	-0.00794328	0	2.53	0.741959	0.0256959	0.741959	1	3.40989
1.01	-0.01	0	2.53	0.740449	0.0258882	0.740449	1	3.41685
1.01259	-0.0125893	0	2.53	0.738555	0.0261313	0.738555	1	3.42561
1.01585	-0.0158489	0	2.53	0.736185	0.0264387	0.736185	1	3.43664
1.01995	-0.0199526	0	2.53	0.733223	0.0268279	0.733223	1	3.45052
1.02512	-0.0251189	0	2.53	0.729528	0.0273216	0.729528	1	3.468
1.03162	-0.0316228	0	2.53	0.724929	0.0279489	0.724929	1	3.49
1.03981	-0.0398107	0	2.53	0.71922	0.0287474	0.71922	1	3.5177
1.05012	-0.0501187	0	2.53	0.71216	0.0297665	0.71216	1	3.55257
1.0631	-0.0630957	0	2.53	0.703467	0.0310713	0.703467	1	3.59647
1.07943	-0.0794328	0	2.53	0.69282	0.0327474	0.69282	1	3.65174
1.1	-0.1	0	2.53	0.679866	0.0349092	0.679866	1	3.72132
1.12589	-0.125893	0	2.53	0.664231	0.0377093	0.664231	1	3.80891
1.15849	-0.158489	0	2.53	0.645542	0.0413526	0.645542	1	3.91919
1.19953	-0.199526	0	2.53	0.623457	0.0461141	0.623457	1	4.05802
1.25119	-0.251189	0	2.53	0.597714	0.0523607	0.597714	1	4.23279
1.31623	-0.316228	0	2.53	0.568179	0.0605764	0.568179	1	4.45282
1.39811	-0.398107	0	2.53	0.534904	0.0713866	0.534904	1	4.72982
1.50119	-0.501187	0	2.53	0.498174	0.0855725	0.498174	1	5.07854
1.63096	-0.630957	0	2.53	0.458536	0.10406	0.458536	1	5.51756
1.79433	-0.794328	0	2.53	0.416787	0.127867	0.416787	1	6.07024
2	-1	0	2.53	0.373926	0.157985	0.373926	1	6.76604
