T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
2	-1	0.2	3.09015	0.134874	0.370461	-0.128498	0.110425	0.714386	22.9115
2	-1	0.4	3.77432	0.0997447	0.722687	-0.259425	0.0668609	0.432551	37.8398
2	-1	0.6	4.60996	0.0604873	1.61513	-0.40929	0.0331961	0.21476	76.2137
2	-1	0.8	5.63062	0.0295476	4.18306	-0.608017	0.0132766	0.0858918	190.561
2	-1	1	6.87725	0.0118498	12.2018	-0.910105	0.00435931	0.0282022	580.368
2	-1	1.2	8.3999	0.00412416	38.2623	-1.41495	0.00124217	0.00803613	2036.75
2	-1	1.4	10.2597	0.00132426	124.23	-2.30253	0.000326558	0.00211264	7747.48
2	-1	1.6	12.5312	0.000409295	409.127	-3.89825	8.26353e-05	0.000534602	30616.4
2	-1	1.8	15.3056	0.000124493	1354.52	-6.792	2.05786e-05	0.000133132	122943
2	-1	2	18.6943	3.76313e-05	4492.86	-12.0561	5.09285e-06	3.29477e-05	496775
2	-1	2.2	22.8333	1.13488e-05	14912.1	-21.6427	1.25748e-06	8.13516e-06	2.01196e+06
2	-1	2.4	27.8886	3.4197e-06	49504.5	-39.1074	3.10228e-07	2.00699e-06	8.15529e+06
2	-1	2.6	34.0633	1.03015e-06	164355	-70.9281	7.65129e-08	4.94994e-07	3.30663e+07
2	-1	2.8	41.605	3.10291e-07	545672	-128.908	1.88688e-08	1.2207e-07	1.34084e+08
2	-1	3	50.8164	9.34595e-08	1.81169e+06	-234.554	4.65307e-09	3.01027e-08	5.43727e+08
2	-1	3.2	62.0673	2.81496e-08	6.01501e+06	-427.053	1.14744e-09	7.42327e-09	2.20491e+09
2	-1	3.4	75.8092	8.47852e-09	1.99705e+07	-777.809	2.82956e-10	1.83056e-09	8.94132e+09
2	-1	3.6	92.5935	2.55368e-09	6.63045e+07	-1416.93	6.97761e-11	4.5141e-10	3.62588e+10
2	-1	3.8	113.094	7.69154e-10	2.20139e+08	-2581.48	1.72066e-11	1.11316e-10	1.47037e+11
2	-1	4	138.133	2.31665e-10	7.30886e+08	-4703.43	4.24309e-12	2.74503e-11	5.96264e+11
2	-1	4.2	168.716	6.97761e-11	2.42663e+09	-8569.87	1.04633e-12	6.76916e-12	2.41797e+12
2	-1	4.4	206.071	2.10162e-11	8.05668e+09	-15615	2.58023e-13	1.66925e-12	9.80534e+12
2	-1	4.6	251.695	6.32995e-12	2.67491e+10	-28452	6.36276e-14	4.11633e-13	3.97626e+13
2	-1	4.8	307.421	1.90654e-12	8.88102e+10	-51842.6	1.56904e-14	1.01507e-13	1.61245e+14
