T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.3207	4.1101e+06	5.00001	6.74935e-06	-0.0480497	3.01696e-06	1.0754e-05	822020	6.79999	1.0479
1	1.25893e-08	14.1656	3.5196e+06	5.00029	6.75101e-06	-0.0480497	3.52333e-06	1.25589e-05	703879	6.79999	1.0479
1	1.58489e-08	14.0105	3.01394e+06	5.00007	6.7497e-06	-0.0480497	4.11427e-06	1.46653e-05	602780	6.79999	1.0479
1	1.99526e-08	13.8556	2.58144e+06	5.00044	6.75186e-06	-0.0480497	4.80394e-06	1.71236e-05	516243	6.79999	1.0479
1	2.51189e-08	13.7007	2.21101e+06	5.00049	6.75215e-06	-0.0480497	5.60885e-06	1.99927e-05	442158	6.79999	1.0479
1	3.16228e-08	13.5458	1.89373e+06	5.00028	6.75095e-06	-0.0480497	6.54829e-06	2.33414e-05	378725	6.79999	1.0479
1	3.98107e-08	13.391	1.62214e+06	5.00037	6.75148e-06	-0.0480497	7.64478e-06	2.72498e-05	324404	6.79999	1.0479
1	5.01187e-08	13.2362	1.38951e+06	5.0003	6.75107e-06	-0.0480497	8.92458e-06	3.18116e-05	277884	6.79999	1.0479
1	6.30957e-08	13.0814	1.19023e+06	5.00011	6.74993e-06	-0.0480497	1.04184e-05	3.71362e-05	238041	6.79999	1.0479
1	7.94328e-08	12.9267	1.01964e+06	5.00031	6.7511e-06	-0.0480497	1.21619e-05	4.33512e-05	203915	6.79999	1.0479
1	1e-07	12.772	873496	5.00043	6.7518e-06	-0.0480497	1.4197e-05	5.06054e-05	174684	6.79999	1.0479
1	1.25893e-07	12.6173	748299	5.00048	6.75213e-06	-0.0480497	1.65725e-05	5.90727e-05	149645	6.79999	1.0479
1	1.58489e-07	12.4626	641047	5.00049	6.75216e-06	-0.0480497	1.93452e-05	6.89561e-05	128197	6.79999	1.0479
1	1.99526e-07	12.3079	549167	5.00046	6.75196e-06	-0.0480497	2.25817e-05	8.04924e-05	109823	6.79999	1.0479
1	2.51189e-07	12.1532	470456	5.00039	6.75158e-06	-0.0480496	2.63594e-05	9.39582e-05	94084	6.79999	1.0479
1	3.16228e-07	11.9985	403027	5.0003	6.75104e-06	-0.0480496	3.0769e-05	0.000109676	80600.6	6.79999	1.0479
1	3.98107e-07	11.8438	345262	5.00019	6.75039e-06	-0.0480496	3.59161e-05	0.000128023	69049.8	6.79999	1.0479
0.999999	5.01187e-07	11.6891	295776	5.00006	6.74965e-06	-0.0480496	4.19241e-05	0.000149438	59154.6	6.79999	1.0479
0.999999	6.30957e-07	11.5345	253409	5.00042	6.75174e-06	-0.0480495	4.89369e-05	0.000174435	50677.5	6.79999	1.0479
0.999999	7.94328e-07	11.3798	217088	5.00027	6.75086e-06	-0.0480495	5.71227e-05	0.000203614	43415.3	6.79999	1.0479
0.999999	1e-06	11.2251	185973	5.00011	6.74994e-06	-0.0480494	6.66777e-05	0.000237672	37193.9	6.8	1.0479
