T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.2747	3.92532e+06	5.00048	6.75212e-06	-0.0553018	3.15928e-06	9.83491e-06	784988	6.79999	1.0479
1	1.25893e-08	14.1198	3.36204e+06	5.00045	6.7519e-06	-0.0553018	3.68857e-06	1.14826e-05	672348	6.79999	1.0479
1	1.58489e-08	13.9649	2.87959e+06	5.00017	6.7503e-06	-0.0553018	4.30631e-06	1.34056e-05	575898	6.79999	1.0479
1	1.99526e-08	13.8101	2.46662e+06	5.00021	6.75051e-06	-0.0553018	5.02733e-06	1.56502e-05	493303	6.79999	1.0479
1	2.51189e-08	13.6553	2.11287e+06	5.00009	6.74985e-06	-0.0553018	5.8689e-06	1.827e-05	422566	6.79999	1.0479
1	3.16228e-08	13.5006	1.81004e+06	5.00036	6.75141e-06	-0.0553018	6.85118e-06	2.13278e-05	361982	6.79999	1.0479
1	3.98107e-08	13.3458	1.55045e+06	5.00003	6.74951e-06	-0.0553018	7.99771e-06	2.4897e-05	310089	6.79999	1.0479
1	5.01187e-08	13.1911	1.32823e+06	5.00013	6.75009e-06	-0.0553018	9.33597e-06	2.90631e-05	265639	6.79999	1.0479
1	6.30957e-08	13.0364	1.13786e+06	5.00017	6.75031e-06	-0.0553018	1.0898e-05	3.39258e-05	227564	6.79999	1.0479
1	7.94328e-08	12.8817	974772	5.00016	6.75027e-06	-0.0553018	1.27213e-05	3.96018e-05	194948	6.79999	1.0479
1	1e-07	12.727	835060	5.00012	6.75001e-06	-0.0553018	1.48496e-05	4.62271e-05	167008	6.79999	1.0479
1	1.25893e-07	12.5723	715372	5.00004	6.74957e-06	-0.0553018	1.73338e-05	5.39604e-05	143073	6.79999	1.0479
1	1.58489e-07	12.4177	612901	5.00044	6.7519e-06	-0.0553018	2.02335e-05	6.29871e-05	122569	6.79999	1.0479
1	1.99526e-07	12.263	525055	5.00033	6.75122e-06	-0.0553018	2.36181e-05	7.35236e-05	105004	6.79999	1.0479
1	2.51189e-07	12.1083	449800	5.0002	6.75045e-06	-0.0553017	2.75689e-05	8.58224e-05	89956.5	6.79999	1.0479
1	3.16228e-07	11.9536	385331	5.00005	6.74961e-06	-0.0553017	3.21804e-05	0.000100178	77065.5	6.79999	1.0479
1	3.98107e-07	11.799	330136	5.0004	6.75162e-06	-0.0553017	3.75633e-05	0.000116935	66021.9	6.79999	1.0479
0.999999	5.01187e-07	11.6443	282818	5.00024	6.75069e-06	-0.0553017	4.38465e-05	0.000136495	56560.9	6.79999	1.0479
0.999999	6.30957e-07	11.4896	242282	5.00007	6.74972e-06	-0.0553016	5.11807e-05	0.000159326	48455.8	6.79999	1.0479
0.999999	7.94328e-07	11.335	207577	5.0004	6.75163e-06	-0.0553016	5.97416e-05	0.000185977	41512.1	6.79999	1.0479
0.999999	1e-06	11.1803	177826	5.00022	6.75061e-06	-0.0553015	6.97343e-05	0.000217084	35563.5	6.8	1.0479
0.999999	1.25893e-06	11.0256	152338	5.00004	6.74957e-06	-0.0553014	8.13985e-05	0.000253395	30467.4	6.8	1.0479
0.999998	1.58489e-06	10.871	130517	5.00036	6.75143e-06	-0.0553013	9.50137e-05	0.000295779	26101.5	6.8	1.0479
0.999998	1.99526e-06	10.7163	111810	5.00018	6.75037e-06	-0.0553012	0.000110906	0.000345253	22361.2	6.8	1.0479
0.999997	2.51189e-06	10.5617	95794.3	5.0005	6.75221e-06	-0.055301	0.000129457	0.000403001	19157	6.8	1.0479
0.999997	3.16228e-06	10.407	82064.3	5.00031	6.75114e-06	-0.0553008	0.000151111	0.000470408	16411.8	6.8	1.0479
0.999996	3.98107e-06	10.2523	70302.2	5.00013	6.75007e-06	-0.0553006	0.000176386	0.000549091	14060.1	6.8	1.04791
0.999995	5.01187e-06	10.0977	60232	5.00045	6.7519e-06	-0.0553002	0.000205889	0.000640933	12045.3	6.80001	1.04791
0.999994	6.30957e-06	9.943	51599.1	5.00026	6.75083e-06	-0.0552998	0.000240327	0.000748138	10319.3	6.80001	1.04791
0.999992	7.94328e-06	9.7883	44203.5	5.00008	6.74976e-06	-0.0552993	0.000280525	0.000873274	8840.56	6.80002	1.04791
0.99999	1e-05	9.6337	37871.7	5.00039	6.7516e-06	-0.0552987	0.000327447	0.00101934	7573.74	6.80002	1.04791
0.999987	1.25893e-05	9.479	32443.6	5.00021	6.75053e-06	-0.0552979	0.000382218	0.00118984	6488.45	6.80003	1.04791
0.999984	1.58489e-05	9.3243	27793.5	5.00003	6.74948e-06	-0.0552969	0.00044615	0.00138885	5558.67	6.80004	1.04791
