T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.2809	4.02936e+06	5.00033	6.75125e-06	-0.0542533	3.13966e-06	9.96604e-06	805819	6.79999	1.02719
1	1.25893e-08	14.126	3.45115e+06	5.00045	6.75194e-06	-0.0542533	3.66577e-06	1.1636e-05	690169	6.79999	1.02719
1	1.58489e-08	13.9711	2.95592e+06	5.0003	6.75106e-06	-0.0542533	4.27981e-06	1.35851e-05	591148	6.79999	1.02719
1	1.99526e-08	13.8163	2.532e+06	5.00044	6.75185e-06	-0.0542533	4.99649e-06	1.58601e-05	506355	6.79999	1.02719
1	2.51189e-08	13.6615	2.16888e+06	5.0004	6.75165e-06	-0.0542533	5.83298e-06	1.85153e-05	433740	6.79999	1.02719
1	3.16228e-08	13.5067	1.85783e+06	5.00023	6.75067e-06	-0.0542533	6.80934e-06	2.16145e-05	371549	6.79999	1.02719
1	3.98107e-08	13.352	1.59155e+06	5.00046	6.75197e-06	-0.0542533	7.94895e-06	2.52319e-05	318281	6.79999	1.02719
1	5.01187e-08	13.1972	1.3633e+06	5.00009	6.74986e-06	-0.0542533	9.27913e-06	2.94542e-05	272655	6.79999	1.02719
1	6.30957e-08	13.0425	1.1679e+06	5.00017	6.75027e-06	-0.0542533	1.08317e-05	3.43826e-05	233573	6.79999	1.02719
1	7.94328e-08	12.8878	1.00051e+06	5.00018	6.75037e-06	-0.0542533	1.2644e-05	4.01352e-05	200094	6.79999	1.02719
1	1e-07	12.7331	857108	5.00016	6.75022e-06	-0.0542533	1.47594e-05	4.68499e-05	171416	6.79999	1.02719
1	1.25893e-07	12.5784	734261	5.0001	6.74988e-06	-0.0542533	1.72286e-05	5.46876e-05	146849	6.79999	1.02719
1	1.58489e-07	12.4237	629021	5.00001	6.74938e-06	-0.0542533	2.01107e-05	6.38361e-05	125804	6.79999	1.02719
1	1.99526e-07	12.2691	538918	5.0004	6.75166e-06	-0.0542533	2.34748e-05	7.45148e-05	107775	6.79999	1.02719
1	2.51189e-07	12.1144	461676	5.00028	6.75093e-06	-0.0542533	2.74017e-05	8.69795e-05	92330.1	6.79999	1.02719
1	3.16228e-07	11.9597	395505	5.00014	6.75013e-06	-0.0542532	3.19853e-05	0.000101529	79098.8	6.79999	1.02719
1	3.98107e-07	11.8051	338852	5.00049	6.75218e-06	-0.0542532	3.73356e-05	0.000118512	67763.8	6.79999	1.02719
0.999999	5.01187e-07	11.6504	290285	5.00033	6.75126e-06	-0.0542532	4.35807e-05	0.000138336	58053.2	6.79999	1.02719
0.999999	6.30957e-07	11.4957	248679	5.00017	6.75031e-06	-0.0542531	5.08705e-05	0.000161475	49734.2	6.79999	1.02719
0.999999	7.94328e-07	11.341	213037	5	6.74933e-06	-0.0542531	5.93795e-05	0.000188485	42607.3	6.79999	1.02719
0.999999	1e-06	11.1864	182521	5.00033	6.75123e-06	-0.054253	6.93117e-05	0.000220012	36501.8	6.8	1.02719
0.999999	1.25893e-06	11.0317	156360	5.00015	6.7502e-06	-0.0542529	8.09053e-05	0.000256812	31271.1	6.8	1.02719
0.999998	1.58489e-06	10.8771	133963	5.00047	6.75207e-06	-0.0542528	9.4438e-05	0.000299768	26790.1	6.8	1.02719
0.999998	1.99526e-06	10.7224	114762	5.00029	6.75101e-06	-0.0542527	0.000110234	0.000349909	22951.1	6.8	1.02719
0.999997	2.51189e-06	10.5677	98313.8	5.00011	6.74995e-06	-0.0542526	0.000128673	0.000408436	19662.3	6.8	1.02719
0.999997	3.16228e-06	10.4131	84231.1	5.00043	6.75179e-06	-0.0542524	0.000150195	0.000476753	16844.8	6.8	1.0272
0.999996	3.98107e-06	10.2584	72158.4	5.00024	6.75072e-06	-0.0542521	0.000175317	0.000556497	14431	6.8	1.0272
0.999995	5.01187e-06	10.1037	61816.1	5.00006	6.74965e-06	-0.0542518	0.000204642	0.000649578	12363.1	6.80001	1.0272
0.999994	6.30957e-06	9.9491	52961.4	5.00037	6.75148e-06	-0.0542514	0.000238871	0.000758229	10591.5	6.80001	1.0272
0.999992	7.94328e-06	9.7944	45370.6	5.00019	6.75041e-06	-0.0542509	0.000278826	0.000885052	9073.77	6.80002	1.0272
0.99999	1e-05	9.6397	38867.7	5.00001	6.74934e-06	-0.0542502	0.000325463	0.00103309	7773.53	6.80002	1.0272
0.999987	1.25893e-05	9.4851	33300.2	5.00032	6.75119e-06	-0.0542494	0.000379902	0.00120588	6659.61	6.80003	1.0272
0.999984	1.58489e-05	9.3304	28527.4	5.00014	6.75013e-06	-0.0542484	0.000443446	0.00140758	5705.31	6.80004	1.0272
0.99998	1.99526e-05	9.1758	24441	5.00046	6.752e-06	-0.0542472	0.00051762	0.00164302	4887.76	6.80005	1.0272
0.999975	2.51189e-05	9.0211	20938	5.00028	6.75096e-06	-0.0542456	0.0006042	0.00191783	4187.36	6.80006	1.0272
0.999968	3.16228e-05	8.8664	17937	5.00011	6.74995e-06	-0.0542436	0.000705263	0.0022386	3587.32	6.80008	1.02721
0.99996	3.98107e-05	8.7118	15367.6	5.00044	6.75187e-06	-0.054241	0.00082323	0.00261303	3073.26	6.80011	1.02721
0.99995	5.01187e-05	8.5571	13165	5.00027	6.7509e-06	-0.0542379	0.000960932	0.00305007	2632.86	6.80014	1.02722
0.999937	6.30957e-05	8.4024	11278.1	5.00011	6.74997e-06	-0.0542339	0.00112167	0.00356022	2255.57	6.80017	1.02722
0.999921	7.94328e-05	8.2478	9662.61	5.00046	6.752e-06	-0.0542288	0.00130929	0.00415567	1932.34	6.80022	1.02723
0.9999	0.0001	8.0931	8277.69	5.00032	6.75117e-06	-0.0542225	0.0015283	0.00485071	1655.43	6.80028	1.02724
0.999874	0.000125893	7.9384	7091.27	5.00019	6.75042e-06	-0.0542145	0.00178395	0.00566198	1418.2	6.80036	1.02725
0.999842	0.000158489	7.7837	6074.89	5.00008	6.74976e-06	-0.0542044	0.00208237	0.00660891	1214.96	6.80045	1.02727
0.9998	0.000199526	7.6291	5204.71	5.00048	6.75212e-06	-0.0541918	0.00243073	0.00771417	1040.84	6.80057	1.02728
0.999749	0.000251189	7.4744	4458.73	5.00042	6.75171e-06	-0.0541759	0.00283737	0.00900422	891.672	6.80073	1.02731
0.999684	0.000316228	7.3197	3819.67	5.00038	6.75148e-06	-0.0541559	0.00331205	0.0105099	763.876	6.80092	1.02734
0.999602	0.000398107	7.165	3272.2	5.00038	6.75148e-06	-0.0541308	0.00386619	0.0122673	654.391	6.80117	1.02738
0.999499	0.000501187	7.0103	2803.21	5.00043	6.75176e-06	-0.0540992	0.00451308	0.0143184	560.593	6.80148	1.02743
