tempv	cap	l	Kr/K0	F	
1e-08	26.624	5.3359	0.0744121	-0.0626643
1.49182e-08	27.2448	5.3359	0.0744122	-0.0626643
2.22554e-08	26.8709	5.3359	0.0744122	-0.0626643
3.32012e-08	27.217	5.3359	0.0744123	-0.0626643
4.95303e-08	26.8762	5.3359	0.0744124	-0.0626643
7.38906e-08	26.5492	5.3359	0.0744126	-0.0626643
1.10232e-07	26.8657	5.3359	0.0744128	-0.0626643
1.64446e-07	26.9492	5.3359	0.0744132	-0.0626643
2.45325e-07	26.9753	5.3359	0.0744137	-0.0626642
3.65982e-07	26.897	5.3358	0.0744146	-0.0626642
5.45982e-07	26.9475	5.3358	0.0744158	-0.0626641
8.14509e-07	26.7301	5.3358	0.0744176	-0.062664
1.2151e-06	27.2258	5.3358	0.0744203	-0.0626639
1.81272e-06	26.8797	5.3357	0.0744244	-0.0626637
2.70426e-06	27.2537	5.3356	0.0744305	-0.0626634
4.03429e-06	26.7877	5.3355	0.0744395	-0.062663
6.01845e-06	27.0121	5.3353	0.074453	-0.0626624
8.97847e-06	26.861	5.335	0.0744732	-0.0626614
1.33943e-05	26.5899	5.3346	0.0745032	-0.06266
1.9982e-05	26.8129	5.334	0.074548	-0.0626579
2.98096e-05	26.9838	5.3331	0.0746148	-0.0626547
4.44707e-05	27.0055	5.3318	0.0747144	-0.06265
6.63424e-05	27.2258	5.3298	0.0748628	-0.062643
9.89713e-05	26.9511	5.3268	0.075084	-0.0626325
0.000147648	26.7971	5.3224	0.0754133	-0.0626169
0.000220265	26.808	5.3158	0.0759033	-0.0625936
0.000328596	26.464	5.3062	0.0766314	-0.0625589
0.000490208	26.6275	5.292	0.0777111	-0.0625071
0.000731304	26.1658	5.2714	0.0793081	-0.0624301
0.00109098	25.9476	5.2418	0.0816609	-0.0623154
0.00162755	25.1049	5.1999	0.085109	-0.0621449
0.00242802	25.0849	5.1418	0.0901264	-0.0618918
0.00362217	24.1799	5.0634	0.0973603	-0.061517
0.00540365	22.9649	4.961	0.107673	-0.060964
0.0080613	21.6168	4.8318	0.122188	-0.0601517
