T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
0.9	0.1	0.2	3.09015	0.381831	0.0319558	-0.0147975	0.312616	0.9101	8.09298
0.9	0.1	0.4	3.77432	0.419807	0.0311698	-0.0230406	0.281405	0.819236	8.99061
0.9	0.1	0.6	4.60996	0.45998	0.0283332	-0.0273166	0.252443	0.73492	10.0221
0.9	0.1	0.8	5.63062	0.506065	0.0239418	-0.0293833	0.22739	0.661985	11.1263
0.9	0.1	1	6.87725	0.562709	0.018656	-0.0303094	0.207009	0.602653	12.2217
0.9	0.1	1.2	8.3999	0.635471	0.0132336	-0.0306904	0.1914	0.557212	13.2184
0.9	0.1	1.4	10.2597	0.730833	0.00840927	-0.0308322	0.180221	0.524666	14.0383
0.9	0.1	1.6	12.5312	0.856041	0.00470999	-0.0308793	0.172832	0.503154	14.6385
0.9	0.1	1.8	15.3056	1.01875	0.00229781	-0.030893	0.168398	0.490246	15.0239
0.9	0.1	2	18.6943	1.2267	0.000974627	-0.0308964	0.166016	0.483313	15.2395
0.9	0.1	2.2	22.8333	1.48801	0.000364482	-0.0308972	0.164876	0.479993	15.3449
0.9	0.1	2.4	27.8886	1.81201	0.00012451	-0.0308974	0.164382	0.478554	15.391
0.9	0.1	2.6	34.0633	2.21048	4.13659e-05	-0.0308974	0.16418	0.477967	15.4099
0.9	0.1	2.8	41.605	2.69851	1.4736e-05	-0.0308974	0.164097	0.477725	15.4177
0.9	0.1	3	50.8164	3.29518	6.49587e-06	-0.0308974	0.164058	0.47761	15.4214
0.9	0.1	3.2	62.0673	4.02413	4.34337e-06	-0.0308974	0.164032	0.477537	15.4238
0.9	0.1	3.4	75.8092	4.91423	5.84703e-06	-0.0308974	0.164004	0.477454	15.4265
0.9	0.1	3.4174	77.1398	5.00038	6.27589e-06	-0.0308974	0.164	0.477444	15.4268
