T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
0.205672	0.794328	3	50.8164	3.63615	8.50565e-21	3.63615	1	0.695791
0.369043	0.630957	3	50.8164	2.02647	9.29257e-11	2.02647	1	1.24848
0.498813	0.501187	3	50.8164	1.49925	1.80297e-07	1.49925	0.999987	1.68751
0.601893	0.398107	3	50.8164	1.24226	7.21202e-06	1.24226	0.999809	2.0366
0.683772	0.316228	3	50.8164	1.09266	6.14995e-05	1.09266	0.999031	2.31546
0.748811	0.251189	3	50.8164	0.995872	0.000244015	0.995872	0.997148	2.54049
0.800474	0.199526	3	50.8164	0.928537	0.00062913	0.928537	0.993871	2.72472
0.841511	0.158489	3	50.8164	0.879123	0.00124371	0.879123	0.989221	2.87787
0.874107	0.125893	3	50.8164	0.841413	0.00206399	0.841413	0.983463	3.00685
0.9	0.1	3	50.8164	0.811832	0.00303356	0.811832	0.976995	3.11641
0.920567	0.0794328	3	50.8164	0.788207	0.00408402	0.788207	0.970241	3.20982
0.936904	0.0630957	3	50.8164	0.769139	0.00515047	0.769139	0.963571	3.28939
0.949881	0.0501187	3	50.8164	0.753669	0.00618029	0.753669	0.957268	3.35691
0.960189	0.0398107	3	50.8164	0.741098	0.00713642	0.741098	0.951517	3.41385
0.968377	0.0316228	3	50.8164	0.730891	0.00799686	0.730891	0.946414	3.46153
0.974881	0.0251189	3	50.8164	0.722618	0.00875211	0.722618	0.941985	3.50116
0.980047	0.0199526	3	50.8164	0.715928	0.00940192	0.715928	0.93821	3.53388
0.984151	0.0158489	3	50.8164	0.710532	0.0099521	0.710532	0.935038	3.56071
0.987411	0.0125893	3	50.8164	0.70619	0.010412	0.70619	0.932403	3.5826
0.99	0.01	3	50.8164	0.702705	0.0107925	0.702705	0.930233	3.60037
0.992057	0.00794328	3	50.8164	0.699911	0.0111046	0.699911	0.92846	3.61474
0.99369	0.00630957	3	50.8164	0.697677	0.0113591	0.697677	0.92702	3.62632
0.994988	0.00501187	3	50.8164	0.695891	0.0115654	0.695891	0.925855	3.63563
0.996019	0.00398107	3	50.8164	0.694466	0.011732	0.694466	0.924916	3.64309
0.996838	0.00316228	3	50.8164	0.69333	0.0118661	0.69333	0.924162	3.64906
0.997488	0.00251189	3	50.8164	0.692424	0.0119737	0.692424	0.923557	3.65383
0.998005	0.00199526	3	50.8164	0.691704	0.0120599	0.691704	0.923074	3.65764
0.998415	0.00158489	3	50.8164	0.69113	0.0121288	0.69113	0.922687	3.66067
0.998741	0.00125893	3	50.8164	0.690673	0.0121838	0.690673	0.922379	3.66309
0.999	0.001	3	50.8164	0.69031	0.0122277	0.69031	0.922133	3.66502
1.00126	-0.00125893	3	50.8164	0.687126	0.0126175	0.687126	0.919956	3.682
1.00158	-0.00158489	3	50.8164	0.686664	0.0126748	0.686664	0.919636	3.68448
1.002	-0.00199526	3	50.8164	0.686082	0.0127473	0.686082	0.919232	3.68761
1.00251	-0.00251189	3	50.8164	0.685347	0.0128392	0.685347	0.918721	3.69156
1.00316	-0.00316228	3	50.8164	0.684419	0.0129558	0.684419	0.918073	3.69656
1.00398	-0.00398107	3	50.8164	0.683247	0.0131042	0.683247	0.917249	3.7029
1.00501	-0.00501187	3	50.8164	0.681766	0.0132935	0.681766	0.9162	3.71095
1.00631	-0.00630957	3	50.8164	0.679892	0.0135357	0.679892	0.914861	3.72118
1.00794	-0.00794328	3	50.8164	0.677515	0.0138473	0.677515	0.913143	3.73423
1.01	-0.01	3	50.8164	0.674498	0.01425	0.674498	0.910931	3.75094
1.01259	-0.0125893	3	50.8164	0.670656	0.0147743	0.670656	0.908064	3.77243
1.01585	-0.0158489	3	50.8164	0.665748	0.015463	0.665748	0.904321	3.80024
1.01995	-0.0199526	3	50.8164	0.659452	0.0163779	0.659452	0.899387	3.83652
1.02512	-0.0251189	3	50.8164	0.651325	0.0176113	0.651325	0.892804	3.88439
1.03162	-0.0316228	3	50.8164	0.640753	0.0193052	0.640753	0.883884	3.94848
1.03981	-0.0398107	3	50.8164	0.626844	0.0216886	0.626844	0.871561	4.03609
1.05012	-0.0501187	3	50.8164	0.608266	0.0251501	0.608266	0.854114	4.15936
1.0631	-0.0630957	3	50.8164	0.582918	0.0303927	0.582918	0.828636	4.34023
1.07943	-0.0794328	3	50.8164	0.547325	0.0387936	0.547325	0.789996	4.62248
1.1	-0.1	3	50.8164	0.495481	0.053335	0.495481	0.728791	5.10615
1.12589	-0.125893	3	50.8164	0.41719	0.0813156	0.41719	0.62808	6.06438
1.15849	-0.158489	3	50.8164	0.299736	0.14312	0.299736	0.464317	8.44077
1.19953	-0.199526	3	50.8164	0.153194	0.299696	0.153194	0.245717	16.515
1.25119	-0.251189	3	50.8164	0.0473491	0.708149	0.0473491	0.0792169	53.433
1.31623	-0.316228	3	50.8164	0.0107546	1.65674	0.0107546	0.0189282	235.248
1.39811	-0.398107	3	50.8164	0.0024714	3.56683	0.0024714	0.00462028	1023.71
1.50119	-0.501187	3	50.8164	0.000653858	6.9951	0.000653858	0.00131251	3869.34
1.63096	-0.630957	3	50.8164	0.000202962	12.5878	0.000202962	0.00044263	12465.4
1.79433	-0.794328	3	50.8164	7.31308e-05	20.9884	7.31308e-05	0.000175463	34595.5
2	-1	3	50.8164	3.0096e-05	32.7274	3.0096e-05	8.04865e-05	84064.3
