T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.1237	3.44323e+06	5.00008	6.74978e-06	-0.0941509	3.67394e-06	5.24032e-06	688634	6.79999	1.02719
1	1.25893e-08	13.9694	2.9509e+06	5.00046	6.75199e-06	-0.0941509	4.28723e-06	6.11508e-06	590125	6.79999	1.02719
1	1.58489e-08	13.8149	2.52846e+06	5.00013	6.75009e-06	-0.0941509	5.00319e-06	7.13629e-06	505678	6.79999	1.02719
1	1.99526e-08	13.6604	2.16649e+06	5.00004	6.74955e-06	-0.0941509	5.83898e-06	8.32842e-06	433295	6.79999	1.02719
1	2.51189e-08	13.5059	1.85634e+06	5.00013	6.75009e-06	-0.0941508	6.81465e-06	9.72007e-06	371259	6.79999	1.02719
1	3.16228e-08	13.3514	1.5906e+06	5.00037	6.75148e-06	-0.0941508	7.95359e-06	1.13446e-05	318095	6.79999	1.02719
1	3.98107e-08	13.1968	1.36276e+06	5.00023	6.75065e-06	-0.0941508	9.28309e-06	1.32409e-05	272539	6.79999	1.02719
1	5.01187e-08	13.0422	1.16755e+06	5.00018	6.75037e-06	-0.0941508	1.0835e-05	1.54545e-05	233502	6.79999	1.02719
1	6.30957e-08	12.8876	1.00031e+06	5.00021	6.75051e-06	-0.0941508	1.26466e-05	1.80385e-05	200054	6.79999	1.02719
1	7.94328e-08	12.733	857022	5.00029	6.75099e-06	-0.0941508	1.47613e-05	2.10547e-05	171395	6.79999	1.02719
1	1e-07	12.5784	734261	5.00042	6.75174e-06	-0.0941508	1.72297e-05	2.45755e-05	146840	6.79999	1.02719
1	1.25893e-07	12.4237	629021	5.00008	6.74981e-06	-0.0941508	2.0111e-05	2.86852e-05	125802	6.79999	1.02719
1	1.58489e-07	12.2691	538918	5.00028	6.75095e-06	-0.0941508	2.34743e-05	3.34825e-05	107778	6.79999	1.02719
1	1.99526e-07	12.1144	461676	5	6.74932e-06	-0.0941508	2.74002e-05	3.90822e-05	92335.2	6.79999	1.02719
1	2.51189e-07	11.9598	395545	5.00024	6.7507e-06	-0.0941508	3.19827e-05	4.56185e-05	79105.2	6.79999	1.02719
1	3.16228e-07	11.8052	338886	5.00049	6.75217e-06	-0.0941507	3.73318e-05	5.32482e-05	67770.6	6.79999	1.02719
1	3.98107e-07	11.6505	290314	5.00026	6.75081e-06	-0.0941507	4.35757e-05	6.21541e-05	58059.9	6.79999	1.02719
0.999999	5.01187e-07	11.4958	248704	5.00003	6.74949e-06	-0.0941506	5.0864e-05	7.25497e-05	49740.5	6.79999	1.02719
0.999999	6.30957e-07	11.3412	213079	5.00031	6.75113e-06	-0.0941506	5.93713e-05	8.46841e-05	42613.2	6.79999	1.02719
0.999999	7.94328e-07	11.1865	182539	5.0001	6.7499e-06	-0.0941505	6.93016e-05	9.88482e-05	36507.1	6.79999	1.02719
0.999999	1e-06	11.0319	156392	5.00039	6.7516e-06	-0.0941504	8.0893e-05	0.000115381	31275.9	6.8	1.02719
0.999999	1.25893e-06	10.8772	133976	5.00019	6.75042e-06	-0.0941503	9.44232e-05	0.00013468	26794.3	6.8	1.02719
0.999998	1.58489e-06	10.7226	114785	5.00049	6.75216e-06	-0.0941502	0.000110216	0.000157207	22954.8	6.8	1.02719
0.999998	1.99526e-06	10.5679	98333.4	5.00029	6.75102e-06	-0.09415	0.000128651	0.000183501	19665.5	6.8	1.02719
0.999997	2.51189e-06	10.4132	84239.5	5.0001	6.74988e-06	-0.0941498	0.00015017	0.000214194	16847.6	6.8	1.02719
0.999997	3.16228e-06	10.2586	72172.9	5.00041	6.75167e-06	-0.0941495	0.000175288	0.000250021	14433.4	6.8	1.0272
0.999996	3.98107e-06	10.1039	61828.5	5.00021	6.75056e-06	-0.0941491	0.000204607	0.00029184	12365.2	6.8	1.0272
0.999995	5.01187e-06	9.9492	52966.7	5.00003	6.74946e-06	-0.0941487	0.00023883	0.000340654	10593.3	6.80001	1.0272
0.999994	6.30957e-06	9.7946	45379.7	5.00034	6.75128e-06	-0.0941481	0.000278778	0.000397632	9075.32	6.80001	1.0272
0.999992	7.94328e-06	9.6399	38875.5	5.00015	6.75021e-06	-0.0941474	0.000325408	0.000464141	7774.86	6.80002	1.0272
0.99999	1e-05	9.4853	33306.9	5.00047	6.75206e-06	-0.0941466	0.000379837	0.000541775	6660.75	6.80002	1.0272
0.999987	1.25893e-05	9.3306	28533.1	5.00029	6.75102e-06	-0.0941454	0.000443371	0.000632394	5706.28	6.80003	1.0272
0.999984	1.58489e-05	9.1759	24443.5	5.00012	6.75e-06	-0.094144	0.000517532	0.00073817	4888.58	6.80004	1.0272
0.99998	1.99526e-05	9.0213	20942.2	5.00045	6.75191e-06	-0.0941423	0.000604099	0.000861638	4188.06	6.80005	1.0272
0.999975	2.51189e-05	8.8666	17940.6	5.00028	6.75094e-06	-0.0941401	0.000705146	0.00100576	3587.91	6.80006	1.0272
0.999968	3.16228e-05	8.7119	15369.2	5.00012	6.75001e-06	-0.0941373	0.000823096	0.00117398	3073.76	6.80008	1.02721
0.99996	3.98107e-05	8.5573	13167.7	5.00047	6.75204e-06	-0.0941338	0.000960777	0.00137035	2633.29	6.80011	1.02721
0.99995	5.01187e-05	8.4026	11280.4	5.00033	6.75122e-06	-0.0941293	0.00112149	0.00159956	2255.93	6.80014	1.02722
0.999937	6.30957e-05	8.2479	9663.58	5.0002	6.75048e-06	-0.0941238	0.00130909	0.0018671	1932.64	6.80017	1.02722
0.999921	7.94328e-05	8.0932	8278.52	5.00009	6.74983e-06	-0.0941167	0.00152808	0.0021794	1655.67	6.80022	1.02723
0.9999	0.0001	7.9386	7092.69	5.0005	6.75221e-06	-0.0941079	0.0017837	0.00254393	1418.4	6.80028	1.02724
0.999874	0.000125893	7.7839	6076.11	5.00043	6.75183e-06	-0.0940968	0.00208211	0.00296943	1215.12	6.80036	1.02725
0.999842	0.000158489	7.6292	5205.23	5.0004	6.75165e-06	-0.0940828	0.00243044	0.00346611	1040.96	6.80045	1.02727
0.9998	0.000199526	7.4745	4459.18	5.00041	6.7517e-06	-0.0940653	0.00283708	0.00404585	891.763	6.80057	1.02728
0.999749	0.000251189	7.3198	3820.05	5.00046	6.75205e-06	-0.0940431	0.00331178	0.00472257	763.939	6.80073	1.02731
0.999684	0.000316228	7.165	3272.2	5.00009	6.74988e-06	-0.0940153	0.00386596	0.00551247	654.429	6.80092	1.02734
0.999602	0.000398107	7.0103	2803.21	5.00029	6.75111e-06	-0.0939804	0.00451295	0.00643448	560.608	6.80117	1.02738
0.999499	0.000501187	6.8555	2401.19	5.0001	6.75003e-06	-0.0939364	0.00526833	0.00751071	480.228	6.80148	1.02743
0.999369	0.000630957	6.7007	2056.83	5.00004	6.74973e-06	-0.0938811	0.0061503	0.00876694	411.362	6.80188	1.02749
0.999206	0.000794328	6.5459	1761.85	5.00014	6.75041e-06	-0.0938117	0.00718016	0.0102333	352.36	6.8024	1.02757
0.999	0.001	6.3911	1509.18	5.00045	6.75233e-06	-0.0937245	0.00838281	0.0119449	301.808	6.80306	1.02767
