tempv	cap	l	Kr/K0	F	
1e-08	42.3242	7.5449	0.0106429	-0.0511838
1.49182e-08	42.1679	7.5449	0.010643	-0.0511838
2.22554e-08	42.235	7.5449	0.0106432	-0.0511838
3.32012e-08	42.2432	7.5449	0.0106434	-0.0511838
4.95303e-08	42.2904	7.5448	0.0106438	-0.0511838
7.38906e-08	42.1366	7.5448	0.0106444	-0.0511838
1.10232e-07	42.1807	7.5447	0.0106452	-0.0511838
1.64446e-07	42.3457	7.5446	0.0106465	-0.0511838
2.45325e-07	42.0449	7.5444	0.0106484	-0.0511838
3.65982e-07	42.2986	7.5441	0.0106512	-0.0511837
5.45982e-07	42.1602	7.5437	0.0106554	-0.0511837
8.14509e-07	42.3186	7.5431	0.0106617	-0.0511836
1.2151e-06	42.2449	7.5423	0.0106711	-0.0511835
1.81272e-06	42.2613	7.541	0.0106851	-0.0511833
2.70426e-06	42.2255	7.539	0.0107059	-0.051183
4.03429e-06	42.0842	7.5361	0.0107369	-0.0511826
6.01845e-06	42.2873	7.5318	0.0107832	-0.0511821
8.97847e-06	42.2081	7.5255	0.010852	-0.0511812
1.33943e-05	41.922	7.5161	0.0109542	-0.0511799
1.9982e-05	41.92	7.5023	0.0111059	-0.0511779
2.98096e-05	41.6656	7.4823	0.0113303	-0.051175
4.44707e-05	41.3967	7.4535	0.011661	-0.0511707
6.63424e-05	41.1883	7.4127	0.0121461	-0.0511642
9.89713e-05	40.7656	7.3562	0.0128527	-0.0511546
0.000147648	39.9068	7.2797	0.0138729	-0.0511403
0.000220265	39.0025	7.1798	0.0153302	-0.0511189
0.000328596	37.9109	7.0538	0.0173866	-0.051087
0.000490208	36.5612	6.9011	0.0202509	-0.0510395
0.000731304	34.9293	6.7232	0.0241896	-0.0509689
0.00109098	33.1624	6.5229	0.0295424	-0.0508639
0.00162755	31.0648	6.3042	0.0367438	-0.050708
0.00242802	29.1665	6.0711	0.0463526	-0.0504773
0.00362217	26.9341	5.8271	0.0590901	-0.0501365
0.00540365	24.6397	5.5751	0.0758875	-0.0496352
0.0080613	22.2723	5.3173	0.097943	-0.0489016
