T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
1.01	-0.01	0.2	3.09015	0.731986	0.0243194	0.731986	0.988571	3.45635
1.01	-0.01	0.4	3.77432	0.724641	0.0229591	0.724641	0.978652	3.49138
1.01	-0.01	0.6	4.60996	0.718191	0.0217688	0.718191	0.96994	3.52274
1.01	-0.01	0.8	5.63062	0.712467	0.0207191	0.712467	0.96221	3.55104
1.01	-0.01	1	6.87725	0.707343	0.0197873	0.707343	0.95529	3.57676
1.01	-0.01	1.2	8.3999	0.702719	0.0189552	0.702719	0.949046	3.6003
1.01	-0.01	1.4	10.2597	0.698518	0.0182085	0.698518	0.943371	3.62196
1.01	-0.01	1.6	12.5312	0.694675	0.0175354	0.694675	0.938182	3.64199
1.01	-0.01	1.8	15.3056	0.691141	0.0169263	0.691141	0.933408	3.66061
1.01	-0.01	2	18.6943	0.687873	0.0163733	0.687873	0.928995	3.678
1.01	-0.01	2.2	22.8333	0.684837	0.0158697	0.684837	0.924895	3.69431
1.01	-0.01	2.4	27.8886	0.682005	0.01541	0.682005	0.92107	3.70965
1.01	-0.01	2.6	34.0633	0.67935	0.0149894	0.67935	0.917485	3.72415
1.01	-0.01	2.8	41.605	0.676854	0.0146039	0.676854	0.914113	3.73788
1.01	-0.01	3	50.8164	0.674498	0.01425	0.674498	0.910931	3.75094
1.01	-0.01	3.2	62.0673	0.672266	0.0139247	0.672266	0.907917	3.76339
1.01	-0.01	3.4	75.8092	0.670146	0.0136254	0.670146	0.905054	3.7753
1.01	-0.01	3.6	92.5935	0.668126	0.0133499	0.668126	0.902326	3.78671
1.01	-0.01	3.8	113.094	0.666196	0.0130963	0.666196	0.89972	3.79768
1.01	-0.01	4	138.133	0.664347	0.0128627	0.664347	0.897223	3.80825
1.01	-0.01	4.2	168.716	0.662571	0.0126476	0.662571	0.894824	3.81846
1.01	-0.01	4.4	206.071	0.660861	0.0124498	0.660861	0.892515	3.82834
1.01	-0.01	4.6	251.695	0.659211	0.012268	0.659211	0.890286	3.83792
1.01	-0.01	4.8	307.421	0.657615	0.0121012	0.657615	0.88813	3.84724
1.01	-0.01	5	375.485	0.656068	0.0119484	0.656068	0.886041	3.85631
