tempv	cap	l	Kr/K0	F	
1e-08	27.0481	5.1941	0.0779541	-0.067031
1.49182e-08	26.8608	5.1941	0.0779541	-0.067031
2.22554e-08	27.2332	5.1941	0.0779542	-0.067031
3.32012e-08	27.208	5.1941	0.0779542	-0.067031
4.95303e-08	27.1343	5.1941	0.0779543	-0.067031
7.38906e-08	26.5852	5.1941	0.0779545	-0.067031
1.10232e-07	27.37	5.1941	0.0779547	-0.067031
1.64446e-07	26.722	5.1941	0.077955	-0.067031
2.45325e-07	26.9997	5.1941	0.0779555	-0.067031
3.65982e-07	26.6041	5.1941	0.0779562	-0.0670309
5.45982e-07	27.0165	5.1941	0.0779573	-0.0670309
8.14509e-07	26.7262	5.1941	0.0779589	-0.0670308
1.2151e-06	26.5705	5.194	0.0779613	-0.0670306
1.81272e-06	26.4717	5.194	0.0779648	-0.0670304
2.70426e-06	26.7368	5.1939	0.0779702	-0.0670302
4.03429e-06	26.8673	5.1938	0.0779781	-0.0670297
6.01845e-06	27.4692	5.1937	0.0779899	-0.067029
8.97847e-06	27.1138	5.1934	0.0780076	-0.0670281
1.33943e-05	26.6322	5.1931	0.078034	-0.0670266
1.9982e-05	26.2896	5.1926	0.0780733	-0.0670244
2.98096e-05	26.8624	5.1918	0.0781319	-0.0670211
4.44707e-05	27.2882	5.1907	0.0782193	-0.0670163
6.63424e-05	26.8139	5.189	0.0783497	-0.067009
9.89713e-05	26.5694	5.1865	0.0785439	-0.0669982
0.000147648	26.7972	5.1828	0.0788332	-0.066982
0.000220265	26.6937	5.1772	0.0792639	-0.0669579
0.000328596	26.9311	5.1691	0.0799041	-0.066922
0.000490208	26.626	5.1571	0.0808545	-0.0668684
0.000731304	26.2849	5.1396	0.082262	-0.0667887
0.00109098	26.0213	5.1143	0.0843396	-0.0666699
0.00162755	26.0239	5.0782	0.0873922	-0.0664934
0.00242802	25.2221	5.0277	0.0918493	-0.0662313
0.00362217	23.8458	4.9586	0.0983038	-0.0658432
0.00540365	23.1614	4.8668	0.107555	-0.0652701
0.0080613	21.7739	4.7492	0.120652	-0.0644279
