tempv	cap	l	Kr/K0	F	
1e-08	579210	14.3592	7.33882e-06	-0.0759348
1.49182e-08	234275	14.0907	9.59863e-06	-0.0759348
2.22554e-08	89834.9	13.8222	1.25552e-05	-0.0759348
3.32012e-08	31622.6	13.5536	1.64234e-05	-0.0759348
4.95303e-08	9662.55	13.285	2.14841e-05	-0.0759348
7.38906e-08	2323.56	13.0164	2.81048e-05	-0.0759348
1.10232e-07	400.789	12.7478	3.67664e-05	-0.0759348
1.64446e-07	118.566	12.4791	4.80979e-05	-0.0759347
2.45325e-07	113.376	12.2104	6.29223e-05	-0.0759347
3.65982e-07	110.369	11.9418	8.23161e-05	-0.0759347
5.45982e-07	107.136	11.6731	0.000107688	-0.0759346
8.14509e-07	103.921	11.4044	0.00014088	-0.0759345
1.2151e-06	102.055	11.1358	0.000184302	-0.0759343
1.81272e-06	98.2606	10.8671	0.00024111	-0.0759341
2.70426e-06	94.591	10.5984	0.000315427	-0.0759338
4.03429e-06	92.2573	10.3297	0.00041265	-0.0759333
6.01845e-06	88.3487	10.0611	0.000539841	-0.0759325
8.97847e-06	85.706	9.7924	0.000706235	-0.0759314
1.33943e-05	82.5593	9.5237	0.000923917	-0.0759297
1.9982e-05	78.9321	9.255	0.00120869	-0.0759271
2.98096e-05	75.9472	8.9863	0.00158125	-0.0759234
4.44707e-05	71.7854	8.7177	0.00206863	-0.0759177
6.63424e-05	69.1892	8.449	0.00270623	-0.0759093
9.89713e-05	65.648	8.1803	0.00354034	-0.0758968
0.000147648	61.6742	7.9115	0.00463154	-0.0758782
0.000220265	59.9177	7.6428	0.00605901	-0.0758504
0.000328596	55.6317	7.3741	0.00792639	-0.075809
0.000490208	51.4872	7.1053	0.0103692	-0.0757474
0.000731304	48.7244	6.8364	0.0135645	-0.0756557
0.00109098	45.4125	6.5674	0.0177441	-0.0755194
0.00162755	42.0273	6.2983	0.0232106	-0.0753174
0.00242802	38.6787	6.029	0.0303593	-0.0750182
0.00362217	35.13	5.7594	0.0397065	-0.0745765
0.00540365	31.7616	5.4894	0.051925	-0.0739269
0.0080613	28.2314	5.2186	0.0678908	-0.0729762
