T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
0.205672	0.794328	5	375.485	3.63615	5.55567e-29	3.63615	1	0.695791
0.369043	0.630957	5	375.485	2.02647	1.49825e-14	2.02647	1	1.24848
0.498813	0.501187	5	375.485	1.49925	7.98168e-10	1.49925	0.999987	1.68751
0.601893	0.398107	5	375.485	1.24226	1.60473e-07	1.24226	0.999809	2.0366
0.683772	0.316228	5	375.485	1.09266	3.50315e-06	1.09266	0.999031	2.31546
0.748811	0.251189	5	375.485	0.995869	2.55337e-05	0.995869	0.997145	2.54049
0.800474	0.199526	5	375.485	0.928515	0.000100512	0.928515	0.993847	2.72478
0.841511	0.158489	5	375.485	0.879031	0.000271126	0.879031	0.989117	2.87817
0.874107	0.125893	5	375.485	0.841145	0.000570671	0.841145	0.983149	3.00781
0.9	0.1	5	375.485	0.811224	0.00101147	0.811224	0.976264	3.11874
0.920567	0.0794328	5	375.485	0.787058	0.001583	0.787058	0.968826	3.2145
0.936904	0.0630957	5	375.485	0.767241	0.00225688	0.767241	0.961193	3.29753
0.949881	0.0501187	5	375.485	0.750845	0.0029948	0.750845	0.953682	3.36954
0.960189	0.0398107	5	375.485	0.737226	0.00375645	0.737226	0.946545	3.43178
0.968377	0.0316228	5	375.485	0.72591	0.00450568	0.72591	0.939964	3.48528
0.974881	0.0251189	5	375.485	0.716529	0.00521419	0.716529	0.934048	3.53091
0.980047	0.0199526	5	375.485	0.708782	0.00586275	0.708782	0.928845	3.56951
0.984151	0.0158489	5	375.485	0.702412	0.00644075	0.702412	0.924352	3.60187
0.987411	0.0125893	5	375.485	0.6972	0.00694467	0.6972	0.920532	3.6288
0.99	0.01	5	375.485	0.692954	0.00737616	0.692954	0.917326	3.65104
0.992057	0.00794328	5	375.485	0.68951	0.00774025	0.68951	0.914662	3.66927
0.99369	0.00630957	5	375.485	0.686726	0.00804383	0.686726	0.912469	3.68415
0.994988	0.00501187	5	375.485	0.684482	0.00829454	0.684482	0.910676	3.69622
0.996019	0.00398107	5	375.485	0.682679	0.00849997	0.682679	0.909218	3.70599
0.996838	0.00316228	5	375.485	0.681234	0.00866725	0.681234	0.908039	3.71385
0.997488	0.00251189	5	375.485	0.680077	0.00880278	0.680077	0.907088	3.72017
0.998005	0.00199526	5	375.485	0.679152	0.00891216	0.679152	0.906323	3.72524
0.998415	0.00158489	5	375.485	0.678414	0.00900014	0.678414	0.905711	3.72929
0.998741	0.00125893	5	375.485	0.677825	0.00907073	0.677825	0.90522	3.73253
0.999	0.001	5	375.485	0.677356	0.00912725	0.677356	0.904828	3.73511
1.00126	-0.00125893	5	375.485	0.673206	0.00963776	0.673206	0.901319	3.75814
1.00158	-0.00158489	5	375.485	0.672599	0.00971409	0.672599	0.900798	3.76153
1.002	-0.00199526	5	375.485	0.671831	0.00981117	0.671831	0.900139	3.76583
1.00251	-0.00251189	5	375.485	0.670859	0.00993498	0.670859	0.8993	3.77129
1.00316	-0.00316228	5	375.485	0.669627	0.0100934	0.669627	0.898231	3.77822
1.00398	-0.00398107	5	375.485	0.668063	0.010297	0.668063	0.896864	3.78707
1.00501	-0.00501187	5	375.485	0.666071	0.01056	0.666071	0.895109	3.79839
1.00631	-0.00630957	5	375.485	0.663529	0.0109023	0.663529	0.892843	3.81295
1.00794	-0.00794328	5	375.485	0.660269	0.0113517	0.660269	0.8899	3.83177
1.01	-0.01	5	375.485	0.656068	0.0119484	0.656068	0.886041	3.85631
1.01259	-0.0125893	5	375.485	0.650611	0.0127526	0.650611	0.880924	3.88865
1.01585	-0.0158489	5	375.485	0.643455	0.0138575	0.643455	0.87404	3.9319
1.01995	-0.0199526	5	375.485	0.633941	0.0154144	0.633941	0.864595	3.99091
1.02512	-0.0251189	5	375.485	0.621043	0.0176839	0.621043	0.851294	4.07379
1.03162	-0.0316228	5	375.485	0.603064	0.0211486	0.603064	0.831894	4.19524
1.03981	-0.0398107	5	375.485	0.576955	0.0267927	0.576955	0.802195	4.38509
1.05012	-0.0501187	5	375.485	0.536677	0.0369025	0.536677	0.75359	4.71419
1.0631	-0.0630957	5	375.485	0.468984	0.0578563	0.468984	0.666676	5.39464
1.07943	-0.0794328	5	375.485	0.344816	0.112716	0.344816	0.497699	7.33725
1.1	-0.1	5	375.485	0.145186	0.31258	0.145186	0.213551	17.4259
1.12589	-0.125893	5	375.485	0.0202194	1.17092	0.0202194	0.0304402	125.128
1.15849	-0.158489	5	375.485	0.00173961	4.26516	0.00173961	0.00269481	1454.35
1.19953	-0.199526	5	375.485	0.000177324	13.4691	0.000177324	0.00028442	14267.7
1.25119	-0.251189	5	375.485	2.35532e-05	36.9965	2.35532e-05	3.94055e-05	107416
1.31623	-0.316228	5	375.485	4.01188e-06	89.6568	4.01188e-06	7.06095e-06	630626
1.39811	-0.398107	5	375.485	8.53749e-07	194.36	8.53749e-07	1.59608e-06	2.9634e+06
1.50119	-0.501187	5	375.485	2.21336e-07	381.722	2.21336e-07	4.44295e-07	1.14306e+07
1.63096	-0.630957	5	375.485	6.83014e-08	687.163	6.83014e-08	1.48955e-07	3.70417e+07
1.79433	-0.794328	5	375.485	2.45633e-08	1145.86	2.45633e-08	5.89348e-08	1.02999e+08
2	-1	5	375.485	1.01016e-08	1786.81	1.01016e-08	2.70151e-08	2.50454e+08
