T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	1.25893e-08	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	1.58489e-08	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	1.99526e-08	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	2.51189e-08	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	3.16228e-08	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	3.98107e-08	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	5.01187e-08	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	6.30957e-08	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	7.94328e-08	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	1e-07	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	1.25893e-07	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	1.58489e-07	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	1.99526e-07	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85268e+304	0	0
1	2.51189e-07	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
1	3.16228e-07	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
1	3.98107e-07	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51387e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
0.999999	5.01187e-07	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51386e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
0.999999	6.30957e-07	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51386e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
0.999999	7.94328e-07	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51386e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
0.999999	1e-06	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51386e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
0.999999	1.25893e-06	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51386e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
0.999998	1.58489e-06	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51386e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
0.999998	1.99526e-06	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51386e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
0.999997	2.51189e-06	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51386e+129	5.21362e-305	1.68645e-304	4.85267e+304	0	0
0.999997	3.16228e-06	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51386e+129	5.21363e-305	1.68645e-304	4.85267e+304	0	0
0.999996	3.98107e-06	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51386e+129	5.21363e-305	1.68645e-304	4.85267e+304	0	0
0.999995	5.01187e-06	100	6.80094e+43	1.40148e-261	1.20815e+260	-6.51385e+129	5.21363e-305	1.68645e-304	4.85267e+304	0	0
0.999994	6.30957e-06	100	6.80094e+43	1.40149e-261	1.20815e+260	-6.51385e+129	5.21363e-305	1.68645e-304	4.85266e+304	0	0
0.999992	7.94328e-06	100	6.80094e+43	1.40149e-261	1.20815e+260	-6.51385e+129	5.21364e-305	1.68644e-304	4.85266e+304	0	0
0.99999	1e-05	100	6.80094e+43	1.40149e-261	1.20815e+260	-6.51384e+129	5.21364e-305	1.68644e-304	4.85266e+304	0	0
0.999987	1.25893e-05	100	6.80094e+43	1.40149e-261	1.20815e+260	-6.51383e+129	5.21364e-305	1.68644e-304	4.85265e+304	0	0
0.999984	1.58489e-05	100	6.80094e+43	1.40149e-261	1.20815e+260	-6.51383e+129	5.21365e-305	1.68644e-304	4.85265e+304	0	0
0.99998	1.99526e-05	100	6.80094e+43	1.40149e-261	1.20814e+260	-6.51382e+129	5.21366e-305	1.68643e-304	4.85264e+304	0	0
0.999975	2.51189e-05	100	6.80094e+43	1.4015e-261	1.20814e+260	-6.5138e+129	5.21367e-305	1.68643e-304	4.85263e+304	0	0
0.999968	3.16228e-05	100	6.80094e+43	1.4015e-261	1.20814e+260	-6.51379e+129	5.21368e-305	1.68642e-304	4.85262e+304	0	0
0.99996	3.98107e-05	100	6.80094e+43	1.4015e-261	1.20813e+260	-6.51376e+129	5.2137e-305	1.68641e-304	4.8526e+304	0	0
0.99995	5.01187e-05	100	6.80094e+43	1.40151e-261	1.20813e+260	-6.51374e+129	5.21372e-305	1.6864e-304	4.85258e+304	0	0
0.999937	6.30957e-05	100	6.80094e+43	1.40152e-261	1.20812e+260	-6.51371e+129	5.21375e-305	1.68639e-304	4.85256e+304	0	0
0.999921	7.94328e-05	100	6.80094e+43	1.40153e-261	1.20812e+260	-6.51366e+129	5.21378e-305	1.68637e-304	4.85252e+304	0	0
0.9999	0.0001	100	6.80094e+43	1.40154e-261	1.20811e+260	-6.51361e+129	5.21382e-305	1.68635e-304	4.85249e+304	0	0
0.999874	0.000125893	100	6.80094e+43	1.40155e-261	1.20809e+260	-6.51354e+129	5.21388e-305	1.68632e-304	4.85244e+304	0	0
0.999842	0.000158489	100	6.80094e+43	1.40157e-261	1.20808e+260	-6.51346e+129	5.21394e-305	1.68629e-304	4.85237e+304	0	0
0.9998	0.000199526	100	6.80094e+43	1.40159e-261	1.20806e+260	-6.51336e+129	5.21403e-305	1.68625e-304	4.8523e+304	0	0
0.999749	0.000251189	100	6.80094e+43	1.40162e-261	1.20803e+260	-6.51322e+129	5.21413e-305	1.6862e-304	4.8522e+304	0	0
0.999684	0.000316228	100	6.80094e+43	1.40166e-261	1.208e+260	-6.51306e+129	5.21427e-305	1.68613e-304	4.85207e+304	0	0
0.999602	0.000398107	100	6.80094e+43	1.4017e-261	1.20797e+260	-6.51285e+129	5.21443e-305	1.68604e-304	4.85192e+304	0	0
0.999499	0.000501187	100	6.80094e+43	1.40176e-261	1.20792e+260	-6.51259e+129	5.21464e-305	1.68594e-304	4.85172e+304	0	0
0.999369	0.000630957	100	6.80094e+43	1.40183e-261	1.20785e+260	-6.51225e+129	5.21491e-305	1.68581e-304	4.85147e+304	0	0
0.999206	0.000794328	100	6.80094e+43	1.40192e-261	1.20778e+260	-6.51184e+129	5.21524e-305	1.68564e-304	4.85116e+304	0	0
