T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
1	1e-08	9.0001	20502.9	0.389999	0.0614317	-0.0532385	4.81249e-05	0.00015567	52571.5
1	1.25893e-08	9.0001	20502.9	0.390645	0.0611783	-0.0532385	4.82047e-05	0.000155928	52484.6
1	1.58489e-08	9.0001	20502.9	0.391459	0.0608608	-0.0532385	4.83051e-05	0.000156253	52375.4
1	1.99526e-08	9.0001	20502.9	0.392485	0.0604635	-0.0532385	4.84316e-05	0.000156662	52238.6
1	2.51189e-08	9.0001	20502.9	0.393777	0.0599673	-0.0532385	4.85911e-05	0.000157178	52067.2
1	3.16228e-08	9.0001	20502.9	0.395406	0.0593486	-0.0532385	4.87921e-05	0.000157828	51852.7
1	3.98107e-08	9.0001	20502.9	0.39746	0.0585794	-0.0532385	4.90455e-05	0.000158648	51584.7
1	5.01187e-08	9.0001	20502.9	0.400051	0.0576259	-0.0532385	4.93653e-05	0.000159682	51250.6
1	6.30957e-08	9.0001	20502.9	0.403321	0.0564487	-0.0532385	4.97688e-05	0.000160988	50835
1	7.94328e-08	9.0001	20502.9	0.407451	0.0550027	-0.0532385	5.02784e-05	0.000162636	50319.8
1	1e-07	9.0001	20502.9	0.41267	0.0532378	-0.0532385	5.09225e-05	0.000164719	49683.4
1	1.25893e-07	9.0001	20502.9	0.419271	0.0511007	-0.0532385	5.1737e-05	0.000167354	48901.2
1	1.58489e-07	9.0001	20502.9	0.427628	0.0485388	-0.0532385	5.27682e-05	0.00017069	47945.5
1	1.99526e-07	9.0001	20502.9	0.438219	0.0455061	-0.0532384	5.40751e-05	0.000174917	46786.7
1	2.51189e-07	9.0001	20502.9	0.451658	0.0419724	-0.0532384	5.57335e-05	0.000180281	45394.6
1	3.16228e-07	9.0001	20502.9	0.46873	0.0379353	-0.0532384	5.78401e-05	0.000187096	43741.3
1	3.98107e-07	9.0001	20502.9	0.490441	0.0334355	-0.0532384	6.05191e-05	0.000195762	41805
0.999999	5.01187e-07	9.0001	20502.9	0.518069	0.0285715	-0.0532383	6.39284e-05	0.000206789	39575.6
0.999999	6.30957e-07	9.0001	20502.9	0.553227	0.0235094	-0.0532383	6.82668e-05	0.000220823	37060.5
0.999999	7.94328e-07	9.0001	20502.9	0.597919	0.0184806	-0.0532383	7.37817e-05	0.000238662	34290.4
0.999999	1e-06	9.0001	20502.9	0.654569	0.0137587	-0.0532382	8.07721e-05	0.000261274	31322.7
0.999999	1.25893e-06	9.0001	20502.9	0.726017	0.00961378	-0.0532381	8.95887e-05	0.000289793	28240.2
0.999998	1.58489e-06	9.0001	20502.9	0.815448	0.00625041	-0.053238	0.000100624	0.000325489	25143.1
0.999998	1.99526e-06	9.0001	20502.9	0.92626	0.00375456	-0.0532379	0.000114298	0.00036972	22135.1
0.999997	2.51189e-06	9.0001	20502.9	1.06194	0.00207547	-0.0532377	0.00013104	0.000423875	19307.1
0.999997	3.16228e-06	9.0001	20502.9	1.226	0.00105653	-0.0532375	0.000151285	0.000489362	16723.4
