T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
0.205672	0.794328	1.0397	7.15577	5.00041	3.85263e-08	-3.23405e-07	1.76795	0.999984	1.43104	8.6826	1.31396
0.369043	0.630957	1.6291	12.9012	5.00036	1.10785e-06	-0.000180562	0.9806	0.995216	2.58005	8.68262	1.31417
0.498813	0.501187	1.9611	17.9811	5.00002	2.87937e-06	-0.00162008	0.70352	0.965079	3.5962	8.68142	1.31425
0.601893	0.398107	2.2139	23.1529	5.00004	4.33781e-06	-0.00497429	0.546373	0.904392	4.63054	8.67793	1.31387
0.683772	0.316228	2.4334	28.8358	5.00008	5.28736e-06	-0.00982836	0.438697	0.824945	5.76708	8.66889	1.31248
0.748811	0.251189	2.6347	35.266	5.00001	5.8584e-06	-0.0154842	0.358703	0.738679	7.05319	8.63418	1.30706
0.800474	0.199526	2.8243	42.6283	5.00005	6.19806e-06	-0.0213578	0.296754	0.65327	8.52558	8.54513	1.29334
0.841511	0.158489	3.0057	51.1069	5.00035	6.40375e-06	-0.0270522	0.247538	0.572862	10.2207	8.38821	1.2693
0.874107	0.125893	3.181	60.8992	5.00048	6.52957e-06	-0.0323306	0.20774	0.499384	12.1787	8.17458	1.23668
0.9	0.1	3.3517	72.2346	5.00045	6.60762e-06	-0.0370724	0.17514	0.433487	14.4456	7.93223	1.19974
0.920567	0.0794328	3.5189	85.3806	5.00038	6.65696e-06	-0.0412351	0.148171	0.375119	17.0748	7.69202	1.16317
0.936904	0.0630957	3.6834	100.647	5.00028	6.68846e-06	-0.0448258	0.125694	0.323861	20.1283	7.47718	1.13047
0.949881	0.0501187	3.8458	118.394	5.00015	6.70864e-06	-0.0478805	0.10685	0.27912	23.6781	7.29953	1.10344
0.960189	0.0398107	4.0066	139.048	5.0002	6.7227e-06	-0.0504503	0.0909794	0.240242	27.8085	7.16107	1.08237
0.968377	0.0316228	4.1661	163.093	5.00016	6.73163e-06	-0.0525926	0.0775657	0.206568	32.6175	7.05774	1.06663
0.974881	0.0251189	4.3246	191.104	5.00018	6.7378e-06	-0.054365	0.0661966	0.177474	38.2195	6.98291	1.05523
0.980047	0.0199526	4.4823	223.748	5.00017	6.74185e-06	-0.0558221	0.0565388	0.152385	44.748	6.92976	1.04712
0.984151	0.0158489	4.6394	261.81	5.00031	6.7454e-06	-0.0570136	0.0483205	0.13078	52.3588	6.89242	1.04141
0.987411	0.0125893	4.796	306.194	5.00044	6.748e-06	-0.0579836	0.0413173	0.112196	61.2334	6.86628	1.03741
0.99	0.01	4.9521	357.924	5.00004	6.74694e-06	-0.0587702	0.035343	0.096225	71.5841	6.84797	1.0346
0.992057	0.00794328	5.108	418.309	5.00021	6.74874e-06	-0.059406	0.0302421	0.0825082	83.6582	6.83506	1.03262
0.99369	0.00630957	5.2636	488.734	5.00011	6.74877e-06	-0.0599185	0.0258838	0.0707339	97.7447	6.82589	1.03121
0.994988	0.00501187	5.419	570.903	5	6.74851e-06	-0.0603307	0.0221579	0.0606311	114.181	6.81931	1.03019
0.996019	0.00398107	5.5743	666.819	5.00017	6.74977e-06	-0.0606615	0.0189713	0.0519654	133.359	6.81454	1.02946
0.996838	0.00316228	5.7295	778.773	5.00047	6.75165e-06	-0.0609266	0.016245	0.0445342	155.74	6.81104	1.02891
0.997488	0.00251189	5.8845	909.34	5.00025	6.75052e-06	-0.0611387	0.0139119	0.038163	181.859	6.80845	1.02851
0.998005	0.00199526	6.0395	1061.8	5.00043	6.75163e-06	-0.0613082	0.0119148	0.0327015	212.341	6.8065	1.02821
0.998415	0.00158489	6.1944	1239.69	5.00042	6.75161e-06	-0.0614436	0.010205	0.0280203	247.918	6.80504	1.02798
0.998741	0.00125893	6.3492	1447.25	5.00015	6.75011e-06	-0.0615515	0.00874099	0.0240084	289.441	6.80392	1.02781
0.999	0.001	6.504	1689.55	5.00008	6.74974e-06	-0.0616376	0.00748731	0.0205703	337.905	6.80306	1.02767
1.00126	-0.00125893	100	6.80094e+43	5.56612e-250	3.04198e+248	-1.64011e+118	2.07064e-293	5.70164e-293	1.22184e+293	6.7967	1.02668
1.00158	-0.00158489	100	6.80094e+43	2.20313e-250	7.68547e+248	-4.14369e+118	8.1958e-294	2.2575e-293	3.08695e+293	6.79595	1.02656
1.002	-0.00199526	100	6.80094e+43	8.7228e-251	1.94113e+249	-1.04658e+119	3.24495e-294	8.94174e-294	7.79674e+293	6.79507	1.02642
1.00251	-0.00251189	100	6.80094e+43	3.4549e-251	4.90089e+249	-2.64236e+119	1.28525e-294	3.54344e-294	1.96849e+294	6.79406	1.02626
1.00316	-0.00316228	100	6.80094e+43	1.36905e-251	1.23677e+250	-6.66817e+119	5.09297e-295	1.40505e-294	4.96763e+294	6.79294	1.02608
1.00398	-0.00398107	100	6.80094e+43	5.42829e-252	3.11923e+250	-1.68176e+120	2.01936e-295	5.57556e-295	1.25287e+295	6.79177	1.02588
1.00501	-0.00501187	100	6.80094e+43	2.15393e-252	7.86102e+250	-4.23834e+120	8.01277e-296	2.21464e-295	3.15746e+295	6.79067	1.0257
1.00631	-0.00630957	100	6.80094e+43	8.55477e-253	1.97925e+251	-1.06713e+121	3.18244e-296	8.80725e-296	7.94988e+295	6.7899	1.02556
1.00794	-0.00794328	100	6.80094e+43	3.40173e-253	4.97748e+251	-2.68365e+121	1.26547e-296	3.50782e-296	1.99926e+296	6.78987	1.02553
1.01	-0.01	100	6.80094e+43	1.35469e-253	1.24989e+252	-6.73887e+121	5.03954e-297	1.39978e-296	5.0203e+296	6.79129	1.02571
1.01259	-0.0125893	100	6.80094e+43	5.40495e-254	3.1327e+252	-1.68902e+122	2.01068e-297	5.59919e-297	1.25828e+297	6.79527	1.02627
1.01585	-0.0158489	100	6.80094e+43	2.16155e-254	7.83331e+252	-4.22339e+122	8.04112e-298	2.24644e-297	3.14633e+297	6.80341	1.02744
1.01995	-0.0199526	100	6.80094e+43	8.66999e-255	1.95295e+253	-1.05295e+123	3.2253e-298	9.04689e-298	7.84423e+297	6.81757	1.0295
1.02512	-0.0251189	100	6.80094e+43	3.49041e-255	4.85102e+253	-2.61547e+123	1.29846e-298	3.66059e-298	1.94846e+298	6.83846	1.03256
1.03162	-0.0316228	100	6.80094e+43	1.4117e-255	1.19941e+254	-6.46674e+123	5.25161e-299	1.48992e-298	4.81757e+298	6.85961	1.03563
1.03981	-0.0398107	100	6.80094e+43	5.7426e-256	2.9485e+254	-1.58971e+124	2.13629e-299	6.1089e-299	1.1843e+299	6.84523	1.0333
1.05012	-0.0501187	100	6.80094e+43	2.35283e-256	7.19648e+254	-3.88004e+124	8.75269e-300	2.52772e-299	2.89054e+299	6.64745	1.00324
1.0631	-0.0630957	100	6.80094e+43	9.72592e-257	1.74092e+255	-9.38632e+124	3.61812e-300	1.0578e-299	6.99259e+299	5.68183	0.857277
1.07943	-0.0794328	100	6.80094e+43	4.06475e-257	4.16558e+255	-2.24591e+125	1.51212e-300	4.4888e-300	1.67315e+300	1.53652	0.231747
1.1	-0.1	100	6.80094e+43	1.72178e-257	9.83406e+255	-5.30212e+125	6.40514e-301	1.93763e-300	3.94995e+300	-16.7788	-2.52945
1.12589	-0.125893	100	6.80094e+43	7.41362e-258	2.28391e+256	-1.23139e+126	2.75792e-301	8.53941e-301	9.17357e+300	-107.416	-16.1822
1.15849	-0.158489	100	6.80094e+43	3.25584e-258	5.20052e+256	-2.8039e+126	1.2112e-301	3.85883e-301	2.08884e+301	-647.67	-97.4793
1.19953	-0.199526	100	6.80094e+43	1.46398e-258	1.15657e+257	-6.23577e+126	5.44613e-302	1.79658e-301	4.6455e+301	-4839.36	-727.369
1.25119	-0.251189	100	6.80094e+43	6.76819e-259	2.50171e+257	-1.34882e+127	2.51782e-302	8.66356e-302	1.00484e+302	-51160.9	-7674.19
1.31623	-0.316228	100	6.80094e+43	3.23151e-259	5.23967e+257	-2.82501e+127	1.20215e-302	4.35148e-302	2.10457e+302	-862955	-129051
1.39811	-0.398107	100	6.80094e+43	1.60064e-259	1.05783e+258	-5.70337e+127	5.95451e-303	2.28947e-302	4.24888e+302	-2.65523e+07	-3.95201e+06
1.50119	-0.501187	100	6.80094e+43	8.26071e-260	2.04971e+258	-1.10512e+128	3.07305e-303	1.26868e-302	8.23287e+302	-1.74883e+09	-2.58315e+08
1.63096	-0.630957	100	6.80094e+43	4.45907e-260	3.79722e+258	-2.0473e+128	1.65881e-303	7.44025e-303	1.52519e+303	-3.02683e+11	-4.41454e+10
1.79433	-0.794328	100	6.80094e+43	2.52528e-260	6.70503e+258	-3.61508e+128	9.39422e-304	4.63566e-303	2.69315e+303	-1.86062e+14	-2.65544e+13
2	-1	100	6.80094e+43	1.50348e-260	1.12619e+259	-6.07195e+128	5.59307e-304	3.0763e-303	4.52346e+303	-6.71849e+17	-9.23056e+16
