T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.2155	3.77428e+06	5.00043	6.75183e-06	-0.0665989	3.35193e-06	8.45236e-06	754790	6.79999	1.02719
1	1.25893e-08	14.0608	3.23332e+06	5.00014	6.75012e-06	-0.0665989	3.9125e-06	9.86592e-06	646646	6.79999	1.02719
1	1.58489e-08	13.9062	2.77017e+06	5.00036	6.75143e-06	-0.0665989	4.56684e-06	1.15159e-05	553994	6.79999	1.02719
1	1.99526e-08	13.7515	2.37313e+06	5.00011	6.74994e-06	-0.0665989	5.33063e-06	1.34419e-05	474615	6.79999	1.02719
1	2.51189e-08	13.5969	2.0332e+06	5.00036	6.75144e-06	-0.0665989	6.22219e-06	1.56901e-05	406609	6.79999	1.02719
1	3.16228e-08	13.4422	1.74178e+06	5.00013	6.75009e-06	-0.0665989	7.26287e-06	1.83144e-05	348347	6.79999	1.02719
1	3.98107e-08	13.2876	1.49229e+06	5.00041	6.75169e-06	-0.0665989	8.47762e-06	2.13775e-05	298433	6.79999	1.02719
1	5.01187e-08	13.1329	1.2784e+06	5.00019	6.75043e-06	-0.0665989	9.89557e-06	2.49531e-05	255670	6.79999	1.02719
1	6.30957e-08	12.9783	1.09528e+06	5.00048	6.75212e-06	-0.0665989	1.15507e-05	2.91267e-05	219035	6.79999	1.02719
1	7.94328e-08	12.8236	938295	5.00027	6.75091e-06	-0.0665989	1.34826e-05	3.39984e-05	187649	6.79999	1.02719
1	1e-07	12.6689	803811	5.00007	6.74973e-06	-0.0665989	1.57378e-05	3.9685e-05	160760	6.79999	1.02719
1	1.25893e-07	12.5143	688671	5.00037	6.75147e-06	-0.0665988	1.83701e-05	4.63227e-05	137724	6.79999	1.02719
1	1.58489e-07	12.3596	589965	5.00017	6.75032e-06	-0.0665988	2.14427e-05	5.40707e-05	117989	6.79999	1.02719
1	1.99526e-07	12.205	505458	5.00048	6.75208e-06	-0.0665988	2.50292e-05	6.31147e-05	101082	6.79999	1.02719
1	2.51189e-07	12.0503	433011	5.00028	6.75094e-06	-0.0665988	2.92157e-05	7.36714e-05	86597.4	6.79999	1.02719
1	3.16228e-07	11.8956	370949	5.00009	6.74982e-06	-0.0665988	3.41023e-05	8.59939e-05	74188.5	6.79999	1.02719
1	3.98107e-07	11.741	317813	5.00039	6.7516e-06	-0.0665988	3.98064e-05	0.000100377	63557.7	6.79999	1.02719
0.999999	5.01187e-07	11.5863	272262	5.0002	6.75048e-06	-0.0665987	4.64645e-05	0.000117167	54450.2	6.79999	1.02719
0.999999	6.30957e-07	11.4316	233239	5.00001	6.74936e-06	-0.0665987	5.42363e-05	0.000136764	46647.7	6.79999	1.02719
0.999999	7.94328e-07	11.277	199829	5.00032	6.75116e-06	-0.0665986	6.3308e-05	0.00015964	39963.3	6.79999	1.02719
0.999999	1e-06	11.1223	171188	5.00013	6.75005e-06	-0.0665985	7.38971e-05	0.000186342	34236.8	6.8	1.02719
0.999999	1.25893e-06	10.9677	146667	5.00044	6.75185e-06	-0.0665984	8.62574e-05	0.00021751	29330.8	6.8	1.02719
0.999998	1.58489e-06	10.813	125645	5.00025	6.75074e-06	-0.0665983	0.000100685	0.000253891	25127.9	6.8	1.02719
0.999998	1.99526e-06	10.6583	107637	5.00006	6.74964e-06	-0.0665982	0.000117526	0.000296358	21527.1	6.8	1.02719
0.999997	2.51189e-06	10.5037	92218.8	5.00037	6.75145e-06	-0.066598	0.000137184	0.000345928	18442.4	6.8	1.02719
0.999997	3.16228e-06	10.349	79001.3	5.00018	6.75035e-06	-0.0665978	0.00016013	0.000403789	15799.7	6.8	1.0272
0.999996	3.98107e-06	10.1944	67685	5.00049	6.75217e-06	-0.0665975	0.000186914	0.000471327	13535.7	6.8	1.0272
0.999995	5.01187e-06	10.0397	57983.8	5.0003	6.75108e-06	-0.0665971	0.000218178	0.000550163	11596.1	6.80001	1.0272
0.999994	6.30957e-06	9.885	49673.1	5.00012	6.75e-06	-0.0665967	0.000254671	0.000642185	9934.39	6.80001	1.0272
0.999992	7.94328e-06	9.7304	42557.8	5.00043	6.75183e-06	-0.0665961	0.000297268	0.000749598	8510.83	6.80002	1.0272
0.99999	1e-05	9.5757	36458.1	5.00025	6.75076e-06	-0.0665954	0.000346991	0.000874978	7291.26	6.80002	1.0272
0.999987	1.25893e-05	9.421	31232.7	5.00007	6.7497e-06	-0.0665944	0.00040503	0.00102133	6246.45	6.80003	1.0272
0.999984	1.58489e-05	9.2664	26758.8	5.00039	6.75157e-06	-0.0665933	0.000472778	0.00119216	5351.35	6.80004	1.0272
0.99998	1.99526e-05	9.1117	22923.5	5.00021	6.75054e-06	-0.0665918	0.000551858	0.00139156	4584.51	6.80005	1.0272
0.999975	2.51189e-05	8.957	19638	5.00004	6.74953e-06	-0.06659	0.000644166	0.00162431	3927.56	6.80006	1.0272
0.999968	3.16228e-05	8.8024	16825	5.00037	6.75145e-06	-0.0665877	0.000751914	0.001896	3364.75	6.80008	1.02721
0.99996	3.98107e-05	8.6477	14413.5	5.0002	6.7505e-06	-0.0665848	0.000877686	0.00221312	2882.58	6.80011	1.02721
0.99995	5.01187e-05	8.493	12347.6	5.00005	6.74959e-06	-0.0665812	0.0010245	0.00258329	2469.5	6.80014	1.02722
0.999937	6.30957e-05	8.3384	10578.9	5.0004	6.75164e-06	-0.0665766	0.00119587	0.00301536	2115.62	6.80017	1.02722
0.999921	7.94328e-05	8.1837	9062.67	5.00026	6.75084e-06	-0.0665708	0.00139591	0.0035197	1812.44	6.80022	1.02723
0.9999	0.0001	8.029	7763.74	5.00014	6.75013e-06	-0.0665635	0.00162942	0.00410839	1552.7	6.80028	1.02724
0.999874	0.000125893	7.8743	6650.98	5.00003	6.74951e-06	-0.0665544	0.00190199	0.00479553	1330.19	6.80036	1.02725
0.999842	0.000158489	7.7197	5698.28	5.00045	6.75193e-06	-0.0665429	0.00222017	0.00559758	1139.55	6.80045	1.02727
0.9998	0.000199526	7.565	4881.56	5.00039	6.7516e-06	-0.0665284	0.00259159	0.00653376	976.234	6.80057	1.02728
0.999749	0.000251189	7.4103	4181.89	5.00037	6.75148e-06	-0.0665102	0.00302517	0.00762648	836.316	6.80073	1.02731
0.999684	0.000316228	7.2556	3582.51	5.00039	6.75161e-06	-0.0664872	0.00353132	0.00890191	716.446	6.80092	1.02734
0.999602	0.000398107	7.1009	3069.04	5.00047	6.75206e-06	-0.0664584	0.0041222	0.0103906	613.75	6.80117	1.02738
0.999499	0.000501187	6.9461	2628.9	5.00012	6.75e-06	-0.0664222	0.00481202	0.0121281	525.767	6.80148	1.02743
0.999369	0.000630957	6.7914	2252.1	5.00035	6.75136e-06	-0.0663767	0.00561737	0.0141561	450.389	6.80188	1.02749
0.999206	0.000794328	6.6366	1929.12	5.00019	6.75045e-06	-0.0663195	0.00655765	0.0165229	385.809	6.8024	1.02757
0.999	0.001	6.4818	1652.46	5.00017	6.75034e-06	-0.0662476	0.00765553	0.0192852	330.48	6.80306	1.02767
0.998741	0.00125893	6.327	1415.47	5.00033	6.75126e-06	-0.0661574	0.00893753	0.0225089	283.076	6.80392	1.02781
0.998415	0.00158489	6.1721	1212.35	5.0002	6.75054e-06	-0.0660443	0.0104347	0.0262708	242.461	6.80504	1.02798
0.998005	0.00199526	6.0172	1038.38	5.00035	6.75144e-06	-0.0659025	0.0121833	0.0306606	207.662	6.8065	1.02821
0.997488	0.00251189	5.8622	889.286	5.00035	6.75146e-06	-0.0657249	0.0142259	0.0357825	177.845	6.80845	1.02851
0.996838	0.00316228	5.7071	761.522	5.00029	6.75114e-06	-0.0655026	0.0166124	0.0417581	152.296	6.81104	1.02891
0.996019	0.00398107	5.5519	652.049	5.00028	6.75115e-06	-0.0652248	0.0194015	0.0487288	130.402	6.81454	1.02946
0.994988	0.00501187	5.3966	558.257	5.00047	6.75234e-06	-0.0648782	0.022662	0.0568589	111.641	6.81931	1.03019
0.99369	0.00630957	5.241	477.813	5.00004	6.74997e-06	-0.0644463	0.026475	0.0663393	95.5618	6.82589	1.03121
0.992057	0.00794328	5.0853	408.92	5.00022	6.75122e-06	-0.0639092	0.0309365	0.0773912	81.7803	6.83506	1.03262
