T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
0.9999	0.0001	0.2	3.09015	0.333765	0.049258	-0.0217528	0.273263	0.883839	9.25847
0.9999	0.0001	0.4	3.77432	0.352044	0.0537606	-0.0350855	0.235982	0.763257	10.7211
0.9999	0.0001	0.6	4.60996	0.364787	0.0568663	-0.0429504	0.2002	0.647522	12.6374
0.9999	0.0001	0.8	5.63062	0.37327	0.0589089	-0.0474696	0.167721	0.542474	15.0846
0.9999	0.0001	1	6.87725	0.37875	0.0602072	-0.050022	0.139334	0.45066	18.1578
0.9999	0.0001	1.2	8.3999	0.382232	0.0610097	-0.0514477	0.115126	0.372362	21.9759
0.9999	0.0001	1.4	10.2597	0.384438	0.0614904	-0.0522385	0.0948013	0.306624	26.6874
0.9999	0.0001	1.6	12.5312	0.385855	0.0617633	-0.0526751	0.0779027	0.251967	32.4764
0.9999	0.0001	1.8	15.3056	0.3868	0.0618996	-0.0529156	0.0639377	0.206799	39.5698
0.9999	0.0001	2	18.6943	0.387483	0.0619412	-0.0530478	0.0524401	0.169611	48.2456
0.9999	0.0001	2.2	22.8333	0.38804	0.0619106	-0.0531203	0.042996	0.139066	58.8427
0.9999	0.0001	2.4	27.8886	0.388569	0.0618166	-0.0531601	0.0352502	0.114013	71.7727
0.9999	0.0001	2.6	34.0633	0.389147	0.0616583	-0.0531819	0.0289033	0.0934845	87.5332
0.9999	0.0001	2.8	41.605	0.389844	0.0614263	-0.0531938	0.0237064	0.0766757	106.722
0.9999	0.0001	3	50.8164	0.390733	0.0611035	-0.0532003	0.0194535	0.0629199	130.054
0.9999	0.0001	3.2	62.0673	0.391901	0.0606645	-0.0532038	0.0159748	0.0516685	158.375
0.9999	0.0001	3.4	75.8092	0.393458	0.0600743	-0.0532058	0.013131	0.0424707	192.674
0.9999	0.0001	3.6	92.5935	0.395547	0.0592863	-0.0532068	0.0108078	0.0349567	234.09
0.9999	0.0001	3.8	113.094	0.39836	0.0582406	-0.0532074	0.00891162	0.0288236	283.899
0.9999	0.0001	4	138.133	0.402155	0.056862	-0.0532077	0.00736572	0.0238236	343.483
0.9999	0.0001	4.2	168.716	0.407283	0.0550588	-0.0532079	0.00610744	0.0197538	414.249
0.9999	0.0001	4.4	206.071	0.414221	0.052725	-0.0532079	0.00508554	0.0164486	497.489
0.9999	0.0001	4.6	251.695	0.423625	0.0497458	-0.053208	0.00425821	0.0137727	594.146
0.9999	0.0001	4.8	307.421	0.436392	0.0460127	-0.053208	0.0035914	0.011616	704.461
0.9999	0.0001	5	375.485	0.453758	0.0414493	-0.053208	0.0030574	0.00988881	827.5
0.9999	0.0001	5.2	458.619	0.477428	0.036053	-0.053208	0.00263376	0.00851859	960.603
0.9999	0.0001	5.4	560.158	0.509739	0.0299466	-0.053208	0.00230228	0.00744645	1098.91
0.9999	0.0001	5.6	684.179	0.55387	0.0234268	-0.053208	0.00204814	0.00662446	1235.27
0.9999	0.0001	5.8	835.658	0.614042	0.0169738	-0.053208	0.00185904	0.00601286	1360.91
0.9999	0.0001	6	1020.67	0.695647	0.011177	-0.053208	0.00172434	0.00557717	1467.23
0.9999	0.0001	6.2	1246.66	0.805176	0.0065612	-0.053208	0.00163405	0.00528514	1548.3
0.9999	0.0001	6.4	1522.67	0.949863	0.00337866	-0.053208	0.00157825	0.00510467	1603.04
0.9999	0.0001	6.6	1859.79	1.13724	0.00151409	-0.053208	0.00154706	0.00500379	1635.36
0.9999	0.0001	6.8	2271.55	1.37502	0.000594019	-0.053208	0.00153147	0.00495335	1652.01
0.9999	0.0001	7	2774.48	1.67177	0.000209295	-0.053208	0.00152446	0.00493068	1659.61
0.9999	0.0001	7.2	3388.76	2.03801	6.96554e-05	-0.053208	0.00152155	0.00492128	1662.78
0.9999	0.0001	7.4	4139.04	2.4873	2.37715e-05	-0.053208	0.00152037	0.00491746	1664.07
0.9999	0.0001	7.6	5055.44	3.03696	9.40807e-06	-0.053208	0.00151985	0.00491578	1664.64
0.9999	0.0001	7.8	6174.72	3.70865	5.1535e-06	-0.053208	0.00151957	0.00491486	1664.95
0.9999	0.0001	8	7541.82	4.52903	5.00683e-06	-0.053208	0.00151932	0.00491406	1665.22
0.9999	0.0001	8.0991	8327.51	5.00029	6.75097e-06	-0.053208	0.00151915	0.00491351	1665.41
