T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
0.205672	0.794328	0.9445	6.50596	5.00018	7.49058e-07	-3.77424e-06	1.94444	0.999792	1.30114	8.6826	1.31396
0.369043	0.630957	1.5482	11.8986	5.00049	5.90682e-06	-0.000676423	1.06326	0.980968	2.37948	8.68262	1.31417
0.498813	0.501187	1.9264	17.3678	5.00026	8.08632e-06	-0.0042333	0.728397	0.908334	3.47338	8.68142	1.31425
0.601893	0.398107	2.2439	23.858	5.0001	8.13698e-06	-0.0110024	0.530231	0.797856	4.7715	8.67793	1.31387
0.683772	0.316228	2.5392	32.0539	5.00045	7.71416e-06	-0.0198756	0.394683	0.674683	6.41021	8.66889	1.31248
0.748811	0.251189	2.8306	42.8977	5.00007	7.32455e-06	-0.0297378	0.294891	0.552045	8.57944	8.63418	1.30706
0.800474	0.199526	3.1362	58.2311	5.00042	7.05963e-06	-0.039799	0.217256	0.434769	11.6452	8.54513	1.29334
0.841511	0.158489	3.4826	82.3369	5.00042	6.89455e-06	-0.0495725	0.15365	0.323245	16.466	8.38821	1.2693
0.874107	0.125893	3.9301	128.808	5.00033	6.80139e-06	-0.058803	0.098215	0.214626	25.7598	8.17458	1.23668
0.9	0.1	4.7348	288.017	5.00001	6.75651e-06	-0.067422	0.0439211	0.0988226	57.6032	7.93223	1.19974
0.920567	0.0794328	100	6.80094e+43	1.17462e-253	1.4415e+252	-7.77195e+121	4.36966e-297	1.00564e-296	5.78992e+296	7.69202	1.16317
0.936904	0.0630957	100	6.80094e+43	1.8676e-255	9.06623e+253	-4.88814e+123	6.9476e-299	1.62731e-298	3.64155e+298	7.47718	1.13047
0.949881	0.0501187	100	6.80094e+43	3.70696e-256	4.56764e+254	-2.46268e+124	1.37902e-299	3.27475e-299	1.83464e+299	7.29953	1.10344
0.960189	0.0398107	100	6.80094e+43	1.47964e-256	1.14434e+255	-6.16978e+124	5.50438e-300	1.32131e-299	4.59634e+299	7.16107	1.08237
0.968377	0.0316228	100	6.80094e+43	8.17266e-257	2.07179e+255	-1.11702e+125	3.04029e-300	7.36037e-300	8.32157e+299	7.05774	1.06663
0.974881	0.0251189	100	6.80094e+43	5.42349e-257	3.12198e+255	-1.68324e+125	2.01758e-300	4.91725e-300	1.25398e+300	6.98291	1.05523
0.980047	0.0199526	100	6.80094e+43	4.03852e-257	4.19264e+255	-2.2605e+125	1.50236e-300	3.68096e-300	1.68402e+300	6.92976	1.04712
0.984151	0.0158489	100	6.80094e+43	3.24847e-257	5.21231e+255	-2.81026e+125	1.20846e-300	2.97326e-300	2.09358e+300	6.89242	1.04141
0.987411	0.0125893	100	6.80094e+43	2.758e-257	6.13926e+255	-3.31004e+125	1.026e-300	2.5327e-300	2.4659e+300	6.86628	1.03741
0.99	0.01	100	6.80094e+43	2.43467e-257	6.95457e+255	-3.74961e+125	9.05715e-301	2.24164e-300	2.79337e+300	6.84797	1.0346
0.992057	0.00794328	100	6.80094e+43	2.212e-257	7.65465e+255	-4.12707e+125	8.22879e-301	2.04086e-300	3.07457e+300	6.83506	1.03262
0.99369	0.00630957	100	6.80094e+43	2.05357e-257	8.24518e+255	-4.44546e+125	7.63944e-301	1.89781e-300	3.31176e+300	6.82589	1.03121
0.994988	0.00501187	100	6.80094e+43	1.93805e-257	8.73663e+255	-4.71043e+125	7.20971e-301	1.79339e-300	3.50916e+300	6.81931	1.03019
0.996019	0.00398107	100	6.80094e+43	1.85223e-257	9.14145e+255	-4.92869e+125	6.89043e-301	1.71575e-300	3.67176e+300	6.81454	1.02946
0.996838	0.00316228	100	6.80094e+43	1.78753e-257	9.47231e+255	-5.10708e+125	6.64975e-301	1.65718e-300	3.80465e+300	6.81104	1.02891
0.997488	0.00251189	100	6.80094e+43	1.73821e-257	9.74106e+255	-5.25198e+125	6.46629e-301	1.61251e-300	3.9126e+300	6.80845	1.02851
0.998005	0.00199526	100	6.80094e+43	1.70029e-257	9.95833e+255	-5.36912e+125	6.32521e-301	1.57815e-300	3.99987e+300	6.8065	1.02821
0.998415	0.00158489	100	6.80094e+43	1.67093e-257	1.01333e+256	-5.46347e+125	6.21598e-301	1.55153e-300	4.07016e+300	6.80504	1.02798
0.998741	0.00125893	100	6.80094e+43	1.64807e-257	1.02739e+256	-5.53924e+125	6.13095e-301	1.53081e-300	4.1266e+300	6.80392	1.02781
0.999	0.001	100	6.80094e+43	1.6302e-257	1.03865e+256	-5.59996e+125	6.06448e-301	1.5146e-300	4.17183e+300	6.80306	1.02767
1.00126	-0.00125893	100	6.80094e+43	1.48449e-257	1.1406e+256	-6.14963e+125	5.52241e-301	1.38234e-300	4.58133e+300	6.7967	1.02668
1.00158	-0.00158489	100	6.80094e+43	1.46488e-257	1.15587e+256	-6.23196e+125	5.44946e-301	1.36452e-300	4.64266e+300	6.79595	1.02656
1.002	-0.00199526	100	6.80094e+43	1.44066e-257	1.1753e+256	-6.33671e+125	5.35938e-301	1.34252e-300	4.7207e+300	6.79507	1.02642
1.00251	-0.00251189	100	6.80094e+43	1.41091e-257	1.20008e+256	-6.47032e+125	5.24871e-301	1.31547e-300	4.82023e+300	6.79406	1.02626
1.00316	-0.00316228	100	6.80094e+43	1.37459e-257	1.23179e+256	-6.64132e+125	5.11356e-301	1.28243e-300	4.94763e+300	6.79294	1.02608
1.00398	-0.00398107	100	6.80094e+43	1.33056e-257	1.27255e+256	-6.86108e+125	4.94978e-301	1.24237e-300	5.11134e+300	6.79177	1.02588
1.00501	-0.00501187	100	6.80094e+43	1.2777e-257	1.3252e+256	-7.14491e+125	4.75315e-301	1.19424e-300	5.32279e+300	6.79067	1.0257
1.00631	-0.00630957	100	6.80094e+43	1.21497e-257	1.39362e+256	-7.5138e+125	4.51979e-301	1.13708e-300	5.5976e+300	6.7899	1.02556
