T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.2911	3.99023e+06	5.00014	6.75014e-06	-0.0525798	3.10768e-06	1.01765e-05	798023	6.79999	1.0479
1	1.25893e-08	14.1361	3.41729e+06	5.00004	6.74953e-06	-0.0525798	3.62863e-06	1.18824e-05	683453	6.79999	1.0479
1	1.58489e-08	13.9812	2.92691e+06	5.00011	6.74993e-06	-0.0525798	4.23664e-06	1.38734e-05	585370	6.79999	1.0479
1	1.99526e-08	13.8264	2.50715e+06	5.00042	6.75173e-06	-0.0525798	4.94626e-06	1.61971e-05	501389	6.79999	1.0479
1	2.51189e-08	13.6715	2.14738e+06	5.00002	6.74943e-06	-0.0525798	5.7745e-06	1.89093e-05	429474	6.79999	1.0479
1	3.16228e-08	13.5168	1.8396e+06	5.00046	6.75199e-06	-0.0525798	6.74122e-06	2.20749e-05	367886	6.79999	1.0479
1	3.98107e-08	13.362	1.57578e+06	5.00027	6.75088e-06	-0.0525798	7.86956e-06	2.57698e-05	315138	6.79999	1.0479
1	5.01187e-08	13.2073	1.34992e+06	5.00048	6.75209e-06	-0.0525798	9.18658e-06	3.00825e-05	269959	6.79999	1.0479
1	6.30957e-08	13.0525	1.15633e+06	5.0001	6.74991e-06	-0.0525798	1.07238e-05	3.51164e-05	231260	6.79999	1.0479
1	7.94328e-08	12.8978	990593	5.00016	6.75026e-06	-0.0525798	1.25182e-05	4.09922e-05	198112	6.79999	1.0479
1	1e-07	12.7431	848613	5.00017	6.75032e-06	-0.0525798	1.46126e-05	4.78506e-05	169717	6.79999	1.0479
1	1.25893e-07	12.5884	726983	5.00014	6.75013e-06	-0.0525798	1.70573e-05	5.5856e-05	145393	6.79999	1.0479
1	1.58489e-07	12.4337	622786	5.00008	6.74976e-06	-0.0525798	1.99108e-05	6.52003e-05	124555	6.79999	1.0479
1	1.99526e-07	12.2791	533577	5.00049	6.75214e-06	-0.0525798	2.32416e-05	7.61074e-05	106705	6.79999	1.0479
1	2.51189e-07	12.1244	457101	5.00038	6.7515e-06	-0.0525797	2.71295e-05	8.88388e-05	91413.2	6.79999	1.0479
1	3.16228e-07	11.9697	391585	5.00025	6.75076e-06	-0.0525797	3.16677e-05	0.0001037	78313.2	6.79999	1.0479
1	3.98107e-07	11.815	335460	5.00011	6.74994e-06	-0.0525797	3.69649e-05	0.000121046	67090.6	6.79999	1.0479
0.999999	5.01187e-07	11.6604	287408	5.00046	6.75198e-06	-0.0525797	4.31482e-05	0.000141294	57476.4	6.79999	1.0479
0.999999	6.30957e-07	11.5057	246215	5.0003	6.75106e-06	-0.0525796	5.03656e-05	0.000164928	49240	6.79999	1.0479
0.999999	7.94328e-07	11.351	210925	5.00014	6.7501e-06	-0.0525796	5.87902e-05	0.000192515	42183.9	6.79999	1.0479
0.999999	1e-06	11.1964	180712	5.00046	6.75202e-06	-0.0525795	6.86239e-05	0.000224717	36139	6.8	1.0479
0.999999	1.25893e-06	11.0417	154811	5.00029	6.75101e-06	-0.0525794	8.01025e-05	0.000262304	30960.3	6.8	1.0479
0.999998	1.58489e-06	10.887	132622	5.00011	6.74998e-06	-0.0525793	9.35009e-05	0.000306179	26523.8	6.8	1.0479
0.999998	1.99526e-06	10.7324	113625	5.00043	6.75184e-06	-0.0525792	0.00010914	0.000357392	22723	6.8	1.0479
0.999997	2.51189e-06	10.5777	97339.3	5.00025	6.75079e-06	-0.0525791	0.000127396	0.000417171	19466.9	6.8	1.0479
0.999997	3.16228e-06	10.423	83387.9	5.00007	6.74973e-06	-0.0525789	0.000148705	0.000486949	16677.3	6.8	1.0479
0.999996	3.98107e-06	10.2684	71443.2	5.00039	6.75157e-06	-0.0525786	0.000173578	0.000568398	14287.5	6.8	1.04791
0.999995	5.01187e-06	10.1137	61203.4	5.0002	6.7505e-06	-0.0525783	0.000202611	0.000663471	12240.2	6.80001	1.04791
0.999994	6.30957e-06	9.959	52431.3	5.00002	6.74943e-06	-0.0525779	0.000236501	0.000774445	10486.2	6.80001	1.04791
0.999992	7.94328e-06	9.8044	44920.9	5.00034	6.75127e-06	-0.0525774	0.000276059	0.000903981	8983.58	6.80002	1.04791
0.99999	1e-05	9.6497	38482.5	5.00015	6.7502e-06	-0.0525768	0.000322234	0.00105518	7696.26	6.80002	1.04791
0.999987	1.25893e-05	9.4951	32970.2	5.00047	6.75204e-06	-0.052576	0.000376133	0.00123167	6593.42	6.80003	1.04791
0.999984	1.58489e-05	9.3404	28244.6	5.00029	6.75099e-06	-0.052575	0.000439047	0.00143769	5648.6	6.80004	1.04791
0.99998	1.99526e-05	9.1857	24196.4	5.00011	6.74994e-06	-0.0525738	0.000512484	0.00167816	4839.17	6.80005	1.04791
0.999975	2.51189e-05	9.0311	20730.4	5.00043	6.75181e-06	-0.0525722	0.000598206	0.00195884	4145.73	6.80006	1.04791
0.999968	3.16228e-05	8.8764	17759.2	5.00025	6.75079e-06	-0.0525703	0.000698265	0.00228648	3551.66	6.80008	1.04792
0.99996	3.98107e-05	8.7217	15213.8	5.00008	6.74979e-06	-0.0525678	0.000815063	0.00266891	3042.71	6.80011	1.04792
0.99995	5.01187e-05	8.5671	13034.5	5.00042	6.75173e-06	-0.0525647	0.000951397	0.0031153	2606.69	6.80014	1.04793
0.999937	6.30957e-05	8.4124	11166.3	5.00026	6.75079e-06	-0.0525608	0.00111054	0.00363635	2233.15	6.80017	1.04793
0.999921	7.94328e-05	8.2577	9565.89	5.0001	6.7499e-06	-0.0525558	0.0012963	0.00424454	1913.14	6.80022	1.04794
0.9999	0.0001	8.1031	8195.65	5.00046	6.75197e-06	-0.0525496	0.00151314	0.00495444	1638.98	6.80028	1.04795
0.999874	0.000125893	7.9484	7020.98	5.00032	6.75119e-06	-0.0525418	0.00176625	0.00578306	1404.11	6.80036	1.04796
0.999842	0.000158489	7.7937	6014.68	5.00021	6.7505e-06	-0.052532	0.00206171	0.00675023	1202.89	6.80045	1.04798
0.9998	0.000199526	7.639	5152.61	5.00011	6.74992e-06	-0.0525196	0.0024066	0.00787911	1030.5	6.80057	1.048
0.999749	0.000251189	7.4843	4414.1	5.00003	6.74948e-06	-0.052504	0.0028092	0.00919674	882.814	6.80073	1.04802
0.999684	0.000316228	7.3297	3781.81	5.00049	6.7521e-06	-0.0524845	0.00327917	0.0107346	756.289	6.80092	1.04805
0.999602	0.000398107	7.175	3239.77	5.00048	6.75204e-06	-0.0524599	0.00382779	0.0125296	647.893	6.80117	1.04809
0.999499	0.000501187	7.0202	2775.15	5.00001	6.74932e-06	-0.0524289	0.00446825	0.0146245	555.028	6.80148	1.04814
0.999369	0.000630957	6.8655	2377.39	5.00011	6.74985e-06	-0.0523901	0.00521592	0.0170693	475.468	6.80188	1.0482
0.999206	0.000794328	6.7108	2036.64	5.00028	6.75079e-06	-0.0523412	0.00608879	0.0199226	407.306	6.8024	1.04829
0.999	0.001	6.556	1744.56	5.00004	6.74934e-06	-0.0522799	0.00710786	0.0232522	348.909	6.80306	1.04839
0.998741	0.00125893	6.4013	1494.52	5.00042	6.75143e-06	-0.0522028	0.00829769	0.0271375	298.878	6.80392	1.04853
0.998415	0.00158489	6.2465	1280.18	5.00044	6.75142e-06	-0.0521062	0.00968697	0.0316708	256.014	6.80504	1.04871
0.998005	0.00199526	6.0916	1096.48	5.00015	6.74949e-06	-0.0519851	0.0113093	0.0369596	219.289	6.8065	1.04894
0.997488	0.00251189	5.9367	939.134	5.00008	6.74879e-06	-0.0518334	0.0132039	0.043129	187.824	6.80845	1.04925
0.996838	0.00316228	5.7818	804.369	5.00031	6.7496e-06	-0.0516435	0.0154167	0.0503243	160.864	6.81104	1.04966
