T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
1	1e-07	0.2	3.09015	0.73986	0.0233346	0.73986	0.989312	3.41956
1	1e-07	0.4	3.77432	0.732981	0.0219174	0.732981	0.980114	3.45166
1	1e-07	0.6	4.60996	0.726993	0.0206695	0.726993	0.972107	3.48009
1	1e-07	0.8	5.63062	0.721731	0.0195615	0.721731	0.965071	3.50546
1	1e-07	1	6.87725	0.717068	0.0185706	0.717068	0.958835	3.52826
1	1e-07	1.2	8.3999	0.712905	0.0176788	0.712905	0.953269	3.54886
1	1e-07	1.4	10.2597	0.709165	0.0168715	0.709165	0.948267	3.56758
1	1e-07	1.6	12.5312	0.705785	0.0161372	0.705785	0.943748	3.58466
1	1e-07	1.8	15.3056	0.702714	0.0154661	0.702714	0.939642	3.60033
1	1e-07	2	18.6943	0.699912	0.0148502	0.699912	0.935895	3.61474
1	1e-07	2.2	22.8333	0.697344	0.0142829	0.697344	0.932462	3.62805
1	1e-07	2.4	27.8886	0.694982	0.0137586	0.694982	0.929303	3.64038
1	1e-07	2.6	34.0633	0.692801	0.0132724	0.692801	0.926387	3.65184
1	1e-07	2.8	41.605	0.690781	0.0128203	0.690781	0.923686	3.66252
1	1e-07	3	50.8164	0.688905	0.0123987	0.688905	0.921177	3.6725
1	1e-07	3.2	62.0673	0.687157	0.0120047	0.687157	0.91884	3.68184
1	1e-07	3.4	75.8092	0.685525	0.0116355	0.685525	0.916657	3.6906
1	1e-07	3.6	92.5935	0.683997	0.0112889	0.683997	0.914615	3.69884
1	1e-07	3.8	113.094	0.682564	0.0109628	0.682564	0.912698	3.70661
1	1e-07	4	138.133	0.681217	0.0106554	0.681217	0.910897	3.71394
1	1e-07	4.2	168.716	0.679948	0.0103651	0.679948	0.9092	3.72087
1	1e-07	4.4	206.071	0.678751	0.0100906	0.678751	0.907599	3.72744
1	1e-07	4.6	251.695	0.677619	0.0098305	0.677619	0.906086	3.73366
1	1e-07	4.8	307.421	0.676548	0.00958375	0.676548	0.904653	3.73957
1	1e-07	5	375.485	0.675532	0.00934932	0.675532	0.903295	3.7452
1	1e-07	5.2	458.619	0.674567	0.0091263	0.674567	0.902005	3.75055
1	1e-07	5.4	560.158	0.67365	0.00891386	0.67365	0.900779	3.75566
1	1e-07	5.6	684.179	0.672777	0.00871126	0.672777	0.899612	3.76053
1	1e-07	5.8	835.658	0.671945	0.00851783	0.671945	0.898499	3.76519
1	1e-07	6	1020.67	0.671151	0.00833295	0.671151	0.897437	3.76964
1	1e-07	6.2	1246.66	0.670393	0.00815606	0.670393	0.896423	3.77391
1	1e-07	6.4	1522.67	0.669667	0.00798664	0.669667	0.895453	3.77799
1	1e-07	6.6	1859.79	0.668973	0.00782423	0.668973	0.894525	3.78192
1	1e-07	6.8	2271.55	0.668308	0.0076684	0.668308	0.893635	3.78568
1	1e-07	7	2774.48	0.667669	0.00751875	0.667669	0.892782	3.7893
1	1e-07	7.2	3388.76	0.667057	0.00737491	0.667057	0.891962	3.79278
1	1e-07	7.4	4139.04	0.666468	0.00723656	0.666468	0.891176	3.79613
1	1e-07	7.6	5055.44	0.665902	0.00710338	0.665902	0.890419	3.79936
1	1e-07	7.8	6174.72	0.665358	0.00697508	0.665358	0.889691	3.80246
1	1e-07	8	7541.82	0.664834	0.0068514	0.664834	0.88899	3.80546
1	1e-07	8.2	9211.6	0.664328	0.00673209	0.664328	0.888314	3.80836
1	1e-07	8.4	11251.1	0.663841	0.00661692	0.663841	0.887662	3.81115
1	1e-07	8.6	13742.1	0.663371	0.00650567	0.663371	0.887034	3.81386
1	1e-07	8.8	16784.6	0.662917	0.00639816	0.662917	0.886426	3.81647
1	1e-07	9	20500.8	0.662478	0.00629418	0.662478	0.88584	3.81899
1	1e-07	9.2	25039.7	0.662054	0.00619358	0.662054	0.885273	3.82144
1	1e-07	9.4	30583.6	0.661644	0.00609617	0.661644	0.884724	3.82381
1	1e-07	9.6	37354.9	0.661247	0.00600183	0.661247	0.884193	3.82611
1	1e-07	9.8	45625.4	0.660862	0.00591039	0.660862	0.883679	3.82833
1	1e-07	10	55727	0.660489	0.00582173	0.660489	0.883181	3.83049
1	1e-07	10.2001	68071.9	0.660128	0.00573568	0.660128	0.882698	3.83259
1	1e-07	10.4001	83143.2	0.659778	0.00565221	0.659778	0.882229	3.83462
1	1e-07	10.6001	101551	0.659438	0.00557116	0.659438	0.881775	3.8366
1	1e-07	10.8001	124035	0.659108	0.00549243	0.659108	0.881334	3.83852
1	1e-07	11.0001	151497	0.658788	0.00541591	0.658788	0.880905	3.84039
1	1e-07	11.2001	185039	0.658477	0.00534152	0.658477	0.880489	3.8422
1	1e-07	11.4001	226007	0.658174	0.00526917	0.658174	0.880085	3.84397
1	1e-07	11.6001	276045	0.65788	0.00519878	0.65788	0.879691	3.84569
1	1e-07	11.8001	337162	0.657594	0.00513026	0.657594	0.879308	3.84736
1	1e-07	12.0001	411811	0.657315	0.00506354	0.657315	0.878936	3.84899
1	1e-07	12.2001	502987	0.657044	0.00499855	0.657044	0.878573	3.85058
1	1e-07	12.4001	614350	0.65678	0.00493522	0.65678	0.87822	3.85213
1	1e-07	12.6001	750368	0.656523	0.0048735	0.656523	0.877876	3.85364
1	1e-07	12.8001	916502	0.656272	0.00481332	0.656272	0.877541	3.85511
1	1e-07	13.0001	1.11942e+06	0.656027	0.00475461	0.656027	0.877214	3.85655
1	1e-07	13.2001	1.36726e+06	0.655789	0.00469734	0.655789	0.876896	3.85795
1	1e-07	13.4001	1.66998e+06	0.655557	0.00464144	0.655557	0.876585	3.85932
1	1e-07	13.6001	2.03971e+06	0.65533	0.00458687	0.65533	0.876281	3.86065
1	1e-07	13.8001	2.49131e+06	0.655108	0.00453358	0.655108	0.875985	3.86196
1	1e-07	14.0001	3.04289e+06	0.654892	0.00448153	0.654892	0.875696	3.86323
1	1e-07	14.2001	3.7166e+06	0.654681	0.00443067	0.654681	0.875414	3.86448
1	1e-07	14.4001	4.53946e+06	0.654475	0.00438096	0.654475	0.875138	3.8657
1	1e-07	14.6001	5.54451e+06	0.654273	0.00433236	0.654273	0.874868	3.86689
1	1e-07	14.8001	6.77208e+06	0.654076	0.00428484	0.654076	0.874605	3.86805
1	1e-07	15.0001	8.27144e+06	0.653883	0.00423835	0.653883	0.874347	3.86919
1	1e-07	15.2001	1.01028e+07	0.653695	0.00419288	0.653695	0.874095	3.87031
1	1e-07	15.4001	1.23395e+07	0.653511	0.00414838	0.653511	0.873849	3.8714
1	1e-07	15.6001	1.50715e+07	0.65333	0.00410482	0.65333	0.873608	3.87247
1	1e-07	15.8001	1.84084e+07	0.653154	0.00406217	0.653154	0.873372	3.87351
1	1e-07	16.0001	2.24841e+07	0.652981	0.00402041	0.652981	0.873141	3.87454
1	1e-07	16.2001	2.74622e+07	0.652812	0.0039795	0.652812	0.872914	3.87554
1	1e-07	16.4001	3.35423e+07	0.652646	0.00393943	0.652646	0.872693	3.87653
1	1e-07	16.6001	4.09687e+07	0.652484	0.00390016	0.652484	0.872476	3.87749
1	1e-07	16.8001	5.00393e+07	0.652325	0.00386167	0.652325	0.872263	3.87844
1	1e-07	17.0001	6.11181e+07	0.652169	0.00382394	0.652169	0.872055	3.87936
1	1e-07	17.2001	7.46499e+07	0.652016	0.00378694	0.652016	0.871851	3.88027
1	1e-07	17.4001	9.11776e+07	0.651866	0.00375066	0.651866	0.87165	3.88116
1	1e-07	17.6001	1.11365e+08	0.65172	0.00371507	0.65172	0.871454	3.88204
1	1e-07	17.8001	1.36021e+08	0.651576	0.00368016	0.651576	0.871262	3.8829
1	1e-07	18.0001	1.66136e+08	0.651434	0.0036459	0.651434	0.871073	3.88374
1	1e-07	18.2001	2.02919e+08	0.651296	0.00361228	0.651296	0.870887	3.88456
1	1e-07	18.4001	2.47846e+08	0.65116	0.00357928	0.65116	0.870705	3.88538
1	1e-07	18.6001	3.0272e+08	0.651026	0.00354688	0.651026	0.870527	3.88617
1	1e-07	18.8001	3.69743e+08	0.650895	0.00351506	0.650895	0.870352	3.88695
1	1e-07	19.0001	4.51605e+08	0.650767	0.00348381	0.650767	0.87018	3.88772
1	1e-07	19.2001	5.51592e+08	0.65064	0.00345312	0.65064	0.870011	3.88848
1	1e-07	19.4001	6.73716e+08	0.650516	0.00342297	0.650516	0.869845	3.88922
1	1e-07	19.6001	8.22879e+08	0.650394	0.00339334	0.650394	0.869682	3.88995
1	1e-07	19.8001	1.00507e+09	0.650274	0.00336423	0.650274	0.869522	3.89067
1	1e-07	20.0001	1.22759e+09	0.650157	0.00333561	0.650157	0.869364	3.89137
1	1e-07	20.2002	1.49953e+09	0.650041	0.00330747	0.650041	0.86921	3.89206
1	1e-07	20.4002	1.83153e+09	0.649927	0.00327981	0.649927	0.869058	3.89274
1	1e-07	20.6002	2.23704e+09	0.649816	0.00325262	0.649816	0.868908	3.89341
1	1e-07	20.8002	2.73233e+09	0.649706	0.00322587	0.649706	0.868761	3.89407
1	1e-07	21.0002	3.33727e+09	0.649598	0.00319957	0.649598	0.868617	3.89472
1	1e-07	21.2002	4.07615e+09	0.649491	0.00317369	0.649491	0.868475	3.89536
1	1e-07	21.4002	4.97862e+09	0.649387	0.00314823	0.649387	0.868335	3.89598
1	1e-07	21.6002	6.0809e+09	0.649284	0.00312318	0.649284	0.868197	3.8966
1	1e-07	21.8002	7.42723e+09	0.649183	0.00309852	0.649183	0.868062	3.89721
1	1e-07	22.0002	9.07164e+09	0.649083	0.00307426	0.649083	0.867929	3.89781
1	1e-07	22.2002	1.10801e+10	0.648985	0.00305037	0.648985	0.867798	3.89839
1	1e-07	22.4002	1.35333e+10	0.648889	0.00302685	0.648889	0.867669	3.89897
1	1e-07	22.6002	1.65296e+10	0.648794	0.0030037	0.648794	0.867542	3.89954
1	1e-07	22.8002	2.01893e+10	0.6487	0.0029809	0.6487	0.867417	3.90011
1	1e-07	23.0002	2.46593e+10	0.648608	0.00295845	0.648608	0.867294	3.90066
1	1e-07	23.2002	3.01189e+10	0.648518	0.00293633	0.648518	0.867173	3.9012
1	1e-07	23.4002	3.67873e+10	0.648428	0.00291454	0.648428	0.867053	3.90174
1	1e-07	23.6002	4.49321e+10	0.648341	0.00289308	0.648341	0.866936	3.90227
1	1e-07	23.8002	5.48802e+10	0.648254	0.00287193	0.648254	0.86682	3.90279
1	1e-07	24.0002	6.70309e+10	0.648169	0.00285109	0.648169	0.866706	3.90331
1	1e-07	24.2002	8.18717e+10	0.648084	0.00283055	0.648084	0.866593	3.90381
1	1e-07	24.4002	9.99983e+10	0.648002	0.0028103	0.648002	0.866483	3.90431
1	1e-07	24.6002	1.22138e+11	0.64792	0.00279035	0.64792	0.866373	3.9048
1	1e-07	24.8002	1.4918e+11	0.647839	0.00277068	0.647839	0.866266	3.90529
1	1e-07	25.0002	1.82209e+11	0.64776	0.00275128	0.64776	0.86616	3.90577
1	1e-07	25.2002	2.2255e+11	0.647682	0.00273216	0.647682	0.866055	3.90624
1	1e-07	25.4002	2.71824e+11	0.647605	0.0027133	0.647605	0.865952	3.9067
1	1e-07	25.6002	3.32006e+11	0.647529	0.0026947	0.647529	0.86585	3.90716
1	1e-07	25.8002	4.05513e+11	0.647454	0.00267636	0.647454	0.86575	3.90762
1	1e-07	26.0002	4.95295e+11	0.64738	0.00265827	0.64738	0.865651	3.90806
1	1e-07	26.2002	6.04955e+11	0.647307	0.00264042	0.647307	0.865553	3.9085
1	1e-07	26.4002	7.38893e+11	0.647235	0.0026228	0.647235	0.865457	3.90894
1	1e-07	26.6002	9.02486e+11	0.647164	0.00260543	0.647164	0.865362	3.90937
1	1e-07	26.8002	1.1023e+12	0.647094	0.00258828	0.647094	0.865269	3.90979
1	1e-07	27.0002	1.34635e+12	0.647025	0.00257136	0.647025	0.865176	3.91021
1	1e-07	27.2002	1.64444e+12	0.646956	0.00255466	0.646956	0.865085	3.91062
1	1e-07	27.4002	2.00852e+12	0.646889	0.00253817	0.646889	0.864995	3.91103
1	1e-07	27.6002	2.45321e+12	0.646823	0.0025219	0.646823	0.864906	3.91143
1	1e-07	27.8002	2.99636e+12	0.646757	0.00250584	0.646757	0.864818	3.91182
1	1e-07	28.0002	3.65976e+12	0.646692	0.00248998	0.646692	0.864732	3.91222
1	1e-07	28.2002	4.47004e+12	0.646628	0.00247432	0.646628	0.864646	3.9126
1	1e-07	28.4002	5.45972e+12	0.646565	0.00245886	0.646565	0.864562	3.91298
1	1e-07	28.6002	6.66852e+12	0.646503	0.00244359	0.646503	0.864479	3.91336
1	1e-07	28.8002	8.14495e+12	0.646442	0.00242851	0.646442	0.864396	3.91373
1	1e-07	29.0002	9.94827e+12	0.646381	0.00241361	0.646381	0.864315	3.9141
1	1e-07	29.2002	1.21508e+13	0.646321	0.0023989	0.646321	0.864235	3.91446
1	1e-07	29.4002	1.48411e+13	0.646262	0.00238437	0.646262	0.864156	3.91482
1	1e-07	29.6002	1.81269e+13	0.646203	0.00237001	0.646203	0.864077	3.91518
1	1e-07	29.8002	2.21403e+13	0.646145	0.00235583	0.646145	0.864	3.91553
1	1e-07	30.0002	2.70422e+13	0.646088	0.00234181	0.646088	0.863924	3.91588
1	1e-07	30.2003	3.30327e+13	0.646032	0.00232796	0.646032	0.863848	3.91622
1	1e-07	30.4003	4.03462e+13	0.645976	0.00231427	0.645976	0.863774	3.91656
1	1e-07	30.6003	4.9279e+13	0.645921	0.00230075	0.645921	0.8637	3.91689
1	1e-07	30.8003	6.01895e+13	0.645866	0.00228738	0.645866	0.863627	3.91722
1	1e-07	31.0003	7.35156e+13	0.645812	0.00227417	0.645812	0.863555	3.91755
1	1e-07	31.2003	8.97922e+13	0.645759	0.00226111	0.645759	0.863484	3.91787
1	1e-07	31.4003	1.09672e+14	0.645707	0.0022482	0.645707	0.863414	3.91819
1	1e-07	31.6003	1.33954e+14	0.645655	0.00223543	0.645655	0.863344	3.9185
1	1e-07	31.8003	1.63612e+14	0.645603	0.00222282	0.645603	0.863276	3.91882
1	1e-07	32.0003	1.99836e+14	0.645552	0.00221034	0.645552	0.863208	3.91912
1	1e-07	32.2003	2.44081e+14	0.645502	0.002198	0.645502	0.86314	3.91943
1	1e-07	32.4003	2.98121e+14	0.645453	0.0021858	0.645453	0.863074	3.91973
1	1e-07	32.6003	3.64125e+14	0.645404	0.00217374	0.645404	0.863008	3.92003
1	1e-07	32.8003	4.44744e+14	0.645355	0.00216181	0.645355	0.862944	3.92032
1	1e-07	33.0003	5.43211e+14	0.645307	0.00215001	0.645307	0.862879	3.92061
1	1e-07	33.2003	6.6348e+14	0.645259	0.00213834	0.645259	0.862816	3.9209
1	1e-07	33.4003	8.10376e+14	0.645212	0.00212679	0.645212	0.862753	3.92119
1	1e-07	33.6003	9.89795e+14	0.645166	0.00211537	0.645166	0.862691	3.92147
1	1e-07	33.8003	1.20894e+15	0.64512	0.00210408	0.64512	0.862629	3.92175
1	1e-07	34.0003	1.4766e+15	0.645075	0.0020929	0.645075	0.862569	3.92203
1	1e-07	34.2003	1.80352e+15	0.64503	0.00208184	0.64503	0.862509	3.9223
1	1e-07	34.4003	2.20283e+15	0.644985	0.0020709	0.644985	0.862449	3.92257
1	1e-07	34.6003	2.69054e+15	0.644941	0.00206007	0.644941	0.86239	3.92284
1	1e-07	34.8003	3.28624e+15	0.644898	0.00204935	0.644898	0.862332	3.9231
1	1e-07	35.0003	4.01382e+15	0.644854	0.00203875	0.644854	0.862274	3.92337
1	1e-07	35.2003	4.90249e+15	0.644812	0.00202826	0.644812	0.862217	3.92363
1	1e-07	35.4003	5.98791e+15	0.64477	0.00201787	0.64477	0.862161	3.92388
1	1e-07	35.6003	7.31365e+15	0.644728	0.00200759	0.644728	0.862105	3.92414
1	1e-07	35.8003	8.93292e+15	0.644687	0.00199741	0.644687	0.86205	3.92439
1	1e-07	36.0003	1.09107e+16	0.644646	0.00198734	0.644646	0.861995	3.92464
1	1e-07	36.2003	1.33263e+16	0.644605	0.00197737	0.644605	0.861941	3.92488
1	1e-07	36.4003	1.62768e+16	0.644565	0.0019675	0.644565	0.861887	3.92513
1	1e-07	36.6003	1.98806e+16	0.644525	0.00195772	0.644525	0.861834	3.92537
1	1e-07	36.8003	2.42822e+16	0.644486	0.00194805	0.644486	0.861782	3.92561
1	1e-07	37.0003	2.96583e+16	0.644447	0.00193847	0.644447	0.86173	3.92585
1	1e-07	37.2003	3.62248e+16	0.644409	0.00192898	0.644409	0.861678	3.92608
1	1e-07	37.4003	4.4245e+16	0.64437	0.00191959	0.64437	0.861627	3.92631
1	1e-07	37.6003	5.4041e+16	0.644333	0.00191028	0.644333	0.861577	3.92654
1	1e-07	37.8003	6.60058e+16	0.644295	0.00190107	0.644295	0.861527	3.92677
1	1e-07	38.0003	8.06197e+16	0.644258	0.00189195	0.644258	0.861477	3.927
1	1e-07	38.2003	9.84691e+16	0.644222	0.00188291	0.644222	0.861428	3.92722
1	1e-07	38.4003	1.2027e+17	0.644185	0.00187396	0.644185	0.861379	3.92744
1	1e-07	38.6003	1.46899e+17	0.644149	0.00186509	0.644149	0.861331	3.92766
1	1e-07	38.8003	1.79422e+17	0.644114	0.00185631	0.644114	0.861284	3.92788
1	1e-07	39.0003	2.19147e+17	0.644078	0.00184761	0.644078	0.861236	3.92809
1	1e-07	39.2003	2.67667e+17	0.644043	0.00183899	0.644043	0.86119	3.92831
1	1e-07	39.4003	3.26929e+17	0.644009	0.00183046	0.644009	0.861143	3.92852
1	1e-07	39.6003	3.99312e+17	0.643974	0.001822	0.643974	0.861098	3.92873
1	1e-07	39.8003	4.87721e+17	0.64394	0.00181362	0.64394	0.861052	3.92893
1	1e-07	40.0003	5.95703e+17	0.643907	0.00180531	0.643907	0.861007	3.92914
1	1e-07	40.2004	7.27667e+17	0.643873	0.00179708	0.643873	0.860962	3.92934
1	1e-07	40.4004	8.88774e+17	0.64384	0.00178893	0.64384	0.860918	3.92955
1	1e-07	40.6004	1.08555e+18	0.643808	0.00178085	0.643808	0.860874	3.92975
1	1e-07	40.8004	1.32589e+18	0.643775	0.00177284	0.643775	0.860831	3.92994
1	1e-07	41.0004	1.61945e+18	0.643743	0.00176491	0.643743	0.860788	3.93014
1	1e-07	41.2004	1.978e+18	0.643711	0.00175704	0.643711	0.860745	3.93033
1	1e-07	41.4004	2.41594e+18	0.64368	0.00174925	0.64368	0.860703	3.93053
1	1e-07	41.6004	2.95083e+18	0.643648	0.00174153	0.643648	0.860661	3.93072
1	1e-07	41.8004	3.60416e+18	0.643617	0.00173387	0.643617	0.86062	3.93091
1	1e-07	42.0004	4.40213e+18	0.643586	0.00172628	0.643586	0.860579	3.9311
1	1e-07	42.2004	5.37677e+18	0.643556	0.00171876	0.643556	0.860538	3.93128
1	1e-07	42.4004	6.5672e+18	0.643526	0.0017113	0.643526	0.860498	3.93147
1	1e-07	42.6004	8.0212e+18	0.643496	0.0017039	0.643496	0.860457	3.93165
1	1e-07	42.8004	9.79711e+18	0.643466	0.00169657	0.643466	0.860418	3.93183
1	1e-07	43.0004	1.19662e+19	0.643437	0.00168931	0.643437	0.860378	3.93201
1	1e-07	43.2004	1.46156e+19	0.643407	0.0016821	0.643407	0.860339	3.93219
1	1e-07	43.4004	1.78515e+19	0.643379	0.00167496	0.643379	0.860301	3.93237
1	1e-07	43.6004	2.18039e+19	0.64335	0.00166788	0.64335	0.860262	3.93254
1	1e-07	43.8004	2.66313e+19	0.643321	0.00166085	0.643321	0.860224	3.93272
1	1e-07	44.0004	3.25276e+19	0.643293	0.00165389	0.643293	0.860187	3.93289
1	1e-07	44.2004	3.97292e+19	0.643265	0.00164698	0.643265	0.860149	3.93306
1	1e-07	44.4004	4.85254e+19	0.643238	0.00164014	0.643238	0.860112	3.93323
1	1e-07	44.6004	5.92691e+19	0.64321	0.00163334	0.64321	0.860075	3.9334
1	1e-07	44.8004	7.23914e+19	0.643183	0.00162661	0.643183	0.860039	3.93356
1	1e-07	45.0004	8.84191e+19	0.643156	0.00161993	0.643156	0.860003	3.93373
1	1e-07	45.2004	1.07995e+20	0.643129	0.0016133	0.643129	0.859967	3.93389
1	1e-07	45.4004	1.31906e+20	0.643102	0.00160673	0.643102	0.859931	3.93406
1	1e-07	45.6004	1.6111e+20	0.643076	0.00160021	0.643076	0.859896	3.93422
1	1e-07	45.8004	1.9678e+20	0.64305	0.00159375	0.64305	0.859861	3.93438
1	1e-07	46.0004	2.40348e+20	0.643024	0.00158734	0.643024	0.859826	3.93454
1	1e-07	46.2004	2.93562e+20	0.642998	0.00158097	0.642998	0.859792	3.93469
1	1e-07	46.4004	3.58557e+20	0.642973	0.00157466	0.642973	0.859758	3.93485
1	1e-07	46.6004	4.37943e+20	0.642947	0.0015684	0.642947	0.859724	3.935
1	1e-07	46.8004	5.34904e+20	0.642922	0.00156219	0.642922	0.85969	3.93516
1	1e-07	47.0004	6.53333e+20	0.642897	0.00155603	0.642897	0.859657	3.93531
1	1e-07	47.2004	7.97983e+20	0.642872	0.00154992	0.642872	0.859624	3.93546
1	1e-07	47.4004	9.74659e+20	0.642848	0.00154385	0.642848	0.859591	3.93561
1	1e-07	47.6004	1.19045e+21	0.642824	0.00153783	0.642824	0.859559	3.93576
1	1e-07	47.8004	1.45402e+21	0.642799	0.00153186	0.642799	0.859526	3.93591
1	1e-07	48.0004	1.77594e+21	0.642776	0.00152594	0.642776	0.859494	3.93606
1	1e-07	48.2004	2.16914e+21	0.642752	0.00152006	0.642752	0.859463	3.9362
1	1e-07	48.4004	2.6494e+21	0.642728	0.00151423	0.642728	0.859431	3.93635
1	1e-07	48.6004	3.23598e+21	0.642705	0.00150844	0.642705	0.8594	3.93649
1	1e-07	48.8004	3.95244e+21	0.642682	0.00150269	0.642682	0.859369	3.93663
1	1e-07	49.0004	4.82752e+21	0.642658	0.00149699	0.642658	0.859338	3.93677
1	1e-07	49.2004	5.89634e+21	0.642636	0.00149133	0.642636	0.859307	3.93691
1	1e-07	49.4004	7.20181e+21	0.642613	0.00148572	0.642613	0.859277	3.93705
1	1e-07	49.6004	8.79631e+21	0.64259	0.00148014	0.64259	0.859247	3.93719
1	1e-07	49.8004	1.07438e+22	0.642568	0.00147461	0.642568	0.859217	3.93733
1	1e-07	50.0004	1.31226e+22	0.642546	0.00146912	0.642546	0.859187	3.93746
1	1e-07	50.2005	1.60295e+22	0.642524	0.00146367	0.642524	0.859158	3.9376
1	1e-07	50.4005	1.95785e+22	0.642502	0.00145826	0.642502	0.859129	3.93773
1	1e-07	50.6005	2.39132e+22	0.64248	0.00145289	0.64248	0.8591	3.93786
1	1e-07	50.8005	2.92077e+22	0.642459	0.00144756	0.642459	0.859071	3.938
1	1e-07	51.0005	3.56744e+22	0.642437	0.00144227	0.642437	0.859042	3.93813
1	1e-07	51.2005	4.35728e+22	0.642416	0.00143701	0.642416	0.859014	3.93826
1	1e-07	51.4005	5.32199e+22	0.642395	0.0014318	0.642395	0.858986	3.93839
1	1e-07	51.6005	6.50029e+22	0.642374	0.00142662	0.642374	0.858958	3.93851
1	1e-07	51.8005	7.93948e+22	0.642353	0.00142148	0.642353	0.85893	3.93864
1	1e-07	52.0005	9.6973e+22	0.642333	0.00141638	0.642333	0.858902	3.93877
1	1e-07	52.2005	1.18443e+23	0.642312	0.00141131	0.642312	0.858875	3.93889
1	1e-07	52.4005	1.44667e+23	0.642292	0.00140628	0.642292	0.858848	3.93902
1	1e-07	52.6005	1.76696e+23	0.642272	0.00140129	0.642272	0.858821	3.93914
1	1e-07	52.8005	2.15817e+23	0.642252	0.00139633	0.642252	0.858794	3.93926
1	1e-07	53.0005	2.636e+23	0.642232	0.00139141	0.642232	0.858768	3.93939
1	1e-07	53.2005	3.21962e+23	0.642212	0.00138652	0.642212	0.858741	3.93951
1	1e-07	53.4005	3.93245e+23	0.642193	0.00138166	0.642193	0.858715	3.93963
1	1e-07	53.6005	4.8031e+23	0.642173	0.00137684	0.642173	0.858689	3.93975
1	1e-07	53.8005	5.86652e+23	0.642154	0.00137205	0.642154	0.858663	3.93987
1	1e-07	54.0005	7.16539e+23	0.642135	0.0013673	0.642135	0.858637	3.93998
1	1e-07	54.2005	8.75182e+23	0.642116	0.00136258	0.642116	0.858612	3.9401
1	1e-07	54.4005	1.06895e+24	0.642097	0.00135789	0.642097	0.858587	3.94022
1	1e-07	54.6005	1.30562e+24	0.642078	0.00135323	0.642078	0.858562	3.94033
1	1e-07	54.8005	1.59469e+24	0.642059	0.00134861	0.642059	0.858537	3.94045
1	1e-07	55.0005	1.94775e+24	0.642041	0.00134401	0.642041	0.858512	3.94056
1	1e-07	55.2005	2.37899e+24	0.642022	0.00133945	0.642022	0.858487	3.94067
1	1e-07	55.4005	2.90571e+24	0.642004	0.00133492	0.642004	0.858463	3.94079
1	1e-07	55.6005	3.54904e+24	0.641986	0.00133042	0.641986	0.858438	3.9409
1	1e-07	55.8005	4.33481e+24	0.641968	0.00132595	0.641968	0.858414	3.94101
1	1e-07	56.0005	5.29455e+24	0.64195	0.00132151	0.64195	0.85839	3.94112
1	1e-07	56.2005	6.46677e+24	0.641932	0.0013171	0.641932	0.858367	3.94123
1	1e-07	56.4005	7.89853e+24	0.641914	0.00131272	0.641914	0.858343	3.94134
1	1e-07	56.6005	9.64729e+24	0.641897	0.00130836	0.641897	0.85832	3.94144
1	1e-07	56.8005	1.17832e+25	0.641879	0.00130404	0.641879	0.858296	3.94155
1	1e-07	57.0005	1.43921e+25	0.641862	0.00129974	0.641862	0.858273	3.94166
1	1e-07	57.2005	1.75785e+25	0.641845	0.00129548	0.641845	0.85825	3.94176
1	1e-07	57.4005	2.14704e+25	0.641828	0.00129124	0.641828	0.858227	3.94187
1	1e-07	57.6005	2.62241e+25	0.641811	0.00128703	0.641811	0.858204	3.94197
1	1e-07	57.8005	3.20301e+25	0.641794	0.00128284	0.641794	0.858182	3.94208
1	1e-07	58.0005	3.91217e+25	0.641777	0.00127868	0.641777	0.858159	3.94218
1	1e-07	58.2005	4.77833e+25	0.641761	0.00127455	0.641761	0.858137	3.94228
1	1e-07	58.4005	5.83627e+25	0.641744	0.00127045	0.641744	0.858115	3.94238
1	1e-07	58.6005	7.12844e+25	0.641728	0.00126637	0.641728	0.858093	3.94248
1	1e-07	58.8005	8.70669e+25	0.641711	0.00126232	0.641711	0.858071	3.94258
1	1e-07	59.0005	1.06344e+26	0.641695	0.0012583	0.641695	0.85805	3.94268
1	1e-07	59.2005	1.29889e+26	0.641679	0.0012543	0.641679	0.858028	3.94278
1	1e-07	59.4005	1.58646e+26	0.641663	0.00125032	0.641663	0.858007	3.94288
1	1e-07	59.6005	1.93771e+26	0.641647	0.00124637	0.641647	0.857985	3.94298
1	1e-07	59.8005	2.36672e+26	0.641631	0.00124245	0.641631	0.857964	3.94308
1	1e-07	60.0005	2.89072e+26	0.641615	0.00123855	0.641615	0.857943	3.94317
1	1e-07	60.2006	3.53109e+26	0.6416	0.00123467	0.6416	0.857922	3.94327
1	1e-07	60.4006	4.31288e+26	0.641584	0.00123082	0.641584	0.857902	3.94336
1	1e-07	60.6006	5.26777e+26	0.641569	0.00122699	0.641569	0.857881	3.94346
1	1e-07	60.8006	6.43407e+26	0.641554	0.00122319	0.641554	0.85786	3.94355
1	1e-07	61.0006	7.85859e+26	0.641538	0.00121941	0.641538	0.85784	3.94365
1	1e-07	61.2006	9.5985e+26	0.641523	0.00121565	0.641523	0.85782	3.94374
1	1e-07	61.4006	1.17236e+27	0.641508	0.00121192	0.641508	0.8578	3.94383
1	1e-07	61.6006	1.43193e+27	0.641493	0.00120821	0.641493	0.85778	3.94392
1	1e-07	61.8006	1.74896e+27	0.641478	0.00120452	0.641478	0.85776	3.94401
