T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
1.1	-0.1	0.2	3.09015	0.294647	0.0705342	-0.0298999	0.241237	0.858362	10.4876
1.1	-0.1	0.4	3.77432	0.297446	0.0850202	-0.0498353	0.199384	0.709443	12.6891
1.1	-0.1	0.6	4.60996	0.289316	0.103098	-0.0630331	0.15878	0.564968	15.934
1.1	-0.1	0.8	5.63062	0.270586	0.128899	-0.0719244	0.121582	0.432611	20.809
1.1	-0.1	1	6.87725	0.241608	0.170459	-0.0781747	0.0888826	0.31626	28.4645
1.1	-0.1	1.2	8.3999	0.203009	0.245222	-0.0828851	0.0611452	0.217566	41.3769
1.1	-0.1	1.4	10.2597	0.156662	0.395802	-0.0868072	0.0386325	0.137461	65.4889
1.1	-0.1	1.6	12.5312	0.107143	0.738844	-0.0905327	0.0216318	0.0769698	116.957
1.1	-0.1	1.8	15.3056	0.0622458	1.62667	-0.0946805	0.0102892	0.0366107	245.89
1.1	-0.1	2	18.6943	0.0298031	4.19791	-0.100136	0.00403341	0.0143516	627.261
1.1	-0.1	2.2	22.8333	0.0118579	12.2393	-0.108417	0.0013139	0.00467508	1925.57
1.1	-0.1	2.4	27.8886	0.00411587	38.3812	-0.122254	0.000373384	0.00132857	6775.87
1.1	-0.1	2.6	34.0633	0.0013205	124.622	-0.146582	9.80784e-05	0.00034898	25795.7
1.1	-0.1	2.8	41.605	0.000408035	410.427	-0.190321	2.48126e-05	8.82878e-05	101964
1.1	-0.1	3	50.8164	0.000124101	1358.84	-0.269641	6.17864e-06	2.19847e-05	409475
1.1	-0.1	3.2	62.0673	3.7512e-05	4507.19	-0.413935	1.52907e-06	5.44071e-06	1.6546e+06
1.1	-0.1	3.4	75.8092	1.13127e-05	14959.6	-0.676711	3.77543e-07	1.34336e-06	6.70123e+06
1.1	-0.1	3.6	92.5935	3.40883e-06	49662.4	-1.15543	9.31419e-08	3.31415e-07	2.71629e+07
1.1	-0.1	3.8	113.094	1.02687e-06	164879	-2.02767	2.2972e-08	8.17384e-08	1.10134e+08
1.1	-0.1	4	138.133	3.09304e-07	547413	-3.61695	5.66511e-09	2.01575e-08	4.46593e+08
1.1	-0.1	4.2	168.716	9.31623e-08	1.81747e+06	-6.5128	1.39702e-09	4.97085e-09	1.81099e+09
1.1	-0.1	4.4	206.071	2.80601e-08	6.0342e+06	-11.7894	3.44503e-10	1.2258e-09	7.3439e+09
1.1	-0.1	4.6	251.695	8.45156e-09	2.00342e+07	-21.4039	8.49537e-11	3.0228e-10	2.97809e+10
