T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
0.999999	1e-06	0.2	3.09015	0.333722	0.0492772	-0.0217603	0.273228	0.883813	9.25965
0.999999	1e-06	0.4	3.77432	0.351984	0.0537872	-0.0350988	0.235942	0.763203	10.723
0.999999	1e-06	0.6	4.60996	0.364703	0.0569025	-0.042968	0.200153	0.647437	12.6403
0.999999	1e-06	0.8	5.63062	0.373154	0.0589579	-0.0474905	0.167669	0.542359	15.0893
0.999999	1e-06	1	6.87725	0.37859	0.0602734	-0.0500454	0.139275	0.450515	18.1655
0.999999	1e-06	1.2	8.3999	0.382014	0.0610989	-0.0514728	0.11506	0.372186	21.9885
0.999999	1e-06	1.4	10.2597	0.384142	0.0616106	-0.0522649	0.0947282	0.306418	26.708
0.999999	1e-06	1.6	12.5312	0.385453	0.0619252	-0.0527026	0.0778217	0.25173	32.5102
0.999999	1e-06	1.8	15.3056	0.386258	0.0621176	-0.0529437	0.0638481	0.20653	39.6253
0.999999	1e-06	2	18.6943	0.386751	0.0622346	-0.0530764	0.052341	0.169308	48.3368
0.999999	1e-06	2.2	22.8333	0.387053	0.0623054	-0.0531494	0.0428867	0.138726	58.9927
0.999999	1e-06	2.4	27.8886	0.387239	0.0623477	-0.0531894	0.0351295	0.113633	72.0193
0.999999	1e-06	2.6	34.0633	0.387354	0.0623725	-0.0532114	0.0287702	0.093063	87.9383
0.999999	1e-06	2.8	41.605	0.387428	0.0623861	-0.0532235	0.0235595	0.0762081	107.388
0.999999	1e-06	3	50.8164	0.387477	0.0623926	-0.0532301	0.0192914	0.0624018	131.147
0.999999	1e-06	3.2	62.0673	0.387514	0.062394	-0.0532338	0.0157959	0.0510951	160.168
0.999999	1e-06	3.4	75.8092	0.387544	0.0623915	-0.0532358	0.0129336	0.0418364	195.614
0.999999	1e-06	3.6	92.5935	0.387574	0.0623854	-0.0532369	0.01059	0.0342554	238.905
0.999999	1e-06	3.8	113.094	0.387608	0.0623756	-0.0532375	0.00867108	0.0280484	291.774
0.999999	1e-06	4	138.133	0.387648	0.0623614	-0.0532378	0.00710003	0.0229665	356.337
0.999999	1e-06	4.2	168.716	0.387701	0.0623417	-0.053238	0.0058138	0.0188059	435.171
0.999999	1e-06	4.4	206.071	0.38777	0.0623148	-0.0532381	0.00476079	0.0153997	531.425
0.999999	1e-06	4.6	251.695	0.387863	0.0622783	-0.0532381	0.00389873	0.0126112	648.929
0.999999	1e-06	4.8	307.421	0.387986	0.0622291	-0.0532382	0.00319303	0.0103285	792.351
0.999999	1e-06	5	375.485	0.388153	0.0621629	-0.0532382	0.00261535	0.0084599	967.364
0.999999	1e-06	5.2	458.619	0.388377	0.0620737	-0.0532382	0.00214251	0.00693038	1180.86
0.999999	1e-06	5.4	560.158	0.388679	0.0619537	-0.0532382	0.0017555	0.00567852	1441.19
0.999999	1e-06	5.6	684.179	0.389085	0.0617926	-0.0532382	0.00143878	0.00465404	1758.43
0.999999	1e-06	5.8	835.658	0.389633	0.0615762	-0.0532382	0.00117963	0.00381577	2144.73
0.999999	1e-06	6	1020.67	0.39037	0.061286	-0.0532382	0.000967632	0.00313	2614.63
0.999999	1e-06	6.2	1246.66	0.391365	0.0608974	-0.0532382	0.000794248	0.00256916	3185.4
0.999999	1e-06	6.4	1522.67	0.392706	0.0603782	-0.0532382	0.000652503	0.00211066	3877.37
0.999999	1e-06	6.6	1859.79	0.394514	0.0596862	-0.0532382	0.000536685	0.00173602	4714.13
0.999999	1e-06	6.8	2271.55	0.396955	0.0587674	-0.0532382	0.000442118	0.00143012	5722.45
0.999999	1e-06	7	2774.48	0.40025	0.0575535	-0.0532382	0.000364981	0.0011806	6931.87
0.999999	1e-06	7.2	3388.76	0.404703	0.0559601	-0.0532382	0.000302145	0.00097735	8373.46
0.999999	1e-06	7.4	4139.04	0.410726	0.0538874	-0.0532382	0.000251057	0.000812096	10077.4
0.999999	1e-06	7.6	5055.44	0.418884	0.0512233	-0.0532382	0.000209631	0.000678094	12068.8
0.999999	1e-06	7.8	6174.72	0.42995	0.0478539	-0.0532382	0.000176166	0.000569844	14361.5
0.999999	1e-06	8	7541.82	0.444991	0.0436837	-0.0532382	0.000149278	0.00048287	16948.3
0.999999	1e-06	8.2	9211.6	0.465472	0.0386695	-0.0532382	0.000127844	0.000413536	19789.8
0.999999	1e-06	8.4	11251.1	0.493413	0.0328687	-0.0532382	0.000110953	0.000358899	22802.5
0.999999	1e-06	8.6	13742.1	0.531574	0.0264926	-0.0532382	9.78658e-05	0.000316567	25851.7
0.999999	1e-06	8.8	16784.6	0.583665	0.0199388	-0.0532382	8.79776e-05	0.000284582	28757.3
0.999999	1e-06	9	20500.8	0.654528	0.0137616	-0.0532382	8.07751e-05	0.000261284	31321.5
0.999999	1e-06	9.2	25039.7	0.750166	0.00854271	-0.0532382	7.57963e-05	0.000245179	33378.9
0.999999	1e-06	9.4	30583.6	0.877526	0.00468379	-0.0532382	7.25926e-05	0.000234815	34852.1
0.999999	1e-06	9.6	37354.9	1.04405	0.00224006	-0.0532382	7.0712e-05	0.000228732	35778.9
0.999999	1e-06	9.8	45625.4	1.25733	0.00093334	-0.0532382	6.97209e-05	0.000225526	36287.5
0.999999	1e-06	10	55727	1.52541	0.000344164	-0.0532382	6.92537e-05	0.000224015	36532.3
0.999999	1e-06	10.2001	68071.9	1.85795	0.000116613	-0.0532382	6.90535e-05	0.000223368	36638.3
0.999999	1e-06	10.4001	83143.2	2.26663	3.88427e-05	-0.0532382	6.89722e-05	0.000223105	36681.5
0.999999	1e-06	10.6001	101551	2.7671	1.40861e-05	-0.0532382	6.89383e-05	0.000222995	36699.5
0.999999	1e-06	10.8001	124035	3.37894	6.46104e-06	-0.0532382	6.89219e-05	0.000222942	36708.2
0.999999	1e-06	11.0001	151497	4.12638	4.63538e-06	-0.0532382	6.89108e-05	0.000222906	36714.2
0.999999	1e-06	11.1924	183619	5.00036	6.75143e-06	-0.0532382	6.88976e-05	0.000222863	36721.2
