T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.287	3.9739e+06	5	6.74934e-06	-0.0532385	3.12036e-06	1.00935e-05	794779	6.79999	1.0479
1	1.25893e-08	14.1321	3.40365e+06	5.00029	6.75099e-06	-0.0532385	3.64336e-06	1.17852e-05	680691	6.79999	1.0479
1	1.58489e-08	13.9772	2.91523e+06	5.00027	6.75087e-06	-0.0532385	4.25376e-06	1.37597e-05	583014	6.79999	1.0479
1	1.99526e-08	13.8223	2.4969e+06	5.00001	6.74936e-06	-0.0532385	4.96618e-06	1.60641e-05	499378	6.79999	1.0479
1	2.51189e-08	13.6675	2.13881e+06	5.00006	6.74964e-06	-0.0532385	5.79769e-06	1.87538e-05	427757	6.79999	1.0479
1	3.16228e-08	13.5128	1.83226e+06	5.00045	6.75194e-06	-0.0532385	6.76822e-06	2.18932e-05	366418	6.79999	1.0479
1	3.98107e-08	13.358	1.56949e+06	5.00023	6.75063e-06	-0.0532385	7.90104e-06	2.55575e-05	313883	6.79999	1.0479
1	5.01187e-08	13.2033	1.34453e+06	5.00041	6.75168e-06	-0.0532385	9.22327e-06	2.98346e-05	268885	6.79999	1.0479
1	6.30957e-08	13.0485	1.15171e+06	5.00001	6.74937e-06	-0.0532385	1.07666e-05	3.48269e-05	230342	6.79999	1.0479
1	7.94328e-08	12.8938	986638	5.00005	6.74962e-06	-0.0532385	1.25681e-05	4.0654e-05	197325	6.79999	1.0479
1	1e-07	12.7391	845225	5.00005	6.7496e-06	-0.0532385	1.46708e-05	4.74557e-05	169043	6.79999	1.0479
1	1.25893e-07	12.5844	724081	5.00001	6.74935e-06	-0.0532385	1.71252e-05	5.53949e-05	144816	6.79999	1.0479
1	1.58489e-07	12.4298	620362	5.00043	6.75183e-06	-0.0532385	1.99901e-05	6.4662e-05	124062	6.79999	1.0479
1	1.99526e-07	12.2751	531447	5.00034	6.75126e-06	-0.0532384	2.33341e-05	7.54789e-05	106282	6.79999	1.0479
1	2.51189e-07	12.1204	455276	5.00022	6.75059e-06	-0.0532384	2.72374e-05	8.81051e-05	91051.2	6.79999	1.0479
1	3.16228e-07	11.9657	390022	5.00009	6.74982e-06	-0.0532384	3.17936e-05	0.000102843	78003	6.79999	1.0479
1	3.98107e-07	11.8111	334154	5.00044	6.75189e-06	-0.0532384	3.71119e-05	0.000120046	66825	6.79999	1.0479
0.999999	5.01187e-07	11.6564	286261	5.00029	6.751e-06	-0.0532383	4.33197e-05	0.000140126	57248.8	6.79999	1.0479
0.999999	6.30957e-07	11.5017	245232	5.00013	6.75007e-06	-0.0532383	5.05658e-05	0.000163565	49045	6.79999	1.0479
0.999999	7.94328e-07	11.3471	210104	5.00046	6.75201e-06	-0.0532383	5.90238e-05	0.000190925	42016.9	6.79999	1.0479
0.999999	1e-06	11.1924	179990	5.00029	6.75101e-06	-0.0532382	6.88966e-05	0.00022286	35996	6.8	1.0479
0.999999	1.25893e-06	11.0377	154193	5.00012	6.75e-06	-0.0532381	8.04207e-05	0.000260137	30837.8	6.8	1.0479
0.999998	1.58489e-06	10.8831	132106	5.00044	6.75187e-06	-0.053238	9.38724e-05	0.000303649	26418.8	6.8	1.0479
0.999998	1.99526e-06	10.7284	113171	5.00026	6.75082e-06	-0.0532379	0.000109574	0.000354439	22633.1	6.8	1.0479
0.999997	2.51189e-06	10.5737	96950.8	5.00008	6.74977e-06	-0.0532377	0.000127902	0.000413724	19389.8	6.8	1.0479
0.999997	3.16228e-06	10.4191	83063.3	5.0004	6.75161e-06	-0.0532375	0.000149295	0.000482926	16611.4	6.8	1.0479
0.999996	3.98107e-06	10.2644	71158	5.00021	6.75054e-06	-0.0532373	0.000174267	0.000563702	14231	6.8	1.04791
0.999995	5.01187e-06	10.1097	60959.1	5.00003	6.74947e-06	-0.053237	0.000203416	0.000657988	12191.8	6.80001	1.04791
0.999994	6.30957e-06	9.9551	52227.2	5.00034	6.75131e-06	-0.0532366	0.000237441	0.000768046	10444.7	6.80001	1.04791
0.999992	7.94328e-06	9.8004	44741.6	5.00016	6.75024e-06	-0.0532361	0.000277156	0.000896511	8948.03	6.80002	1.04791
0.99999	1e-05	9.6458	38332.7	5.00048	6.75208e-06	-0.0532355	0.000323514	0.00104646	7665.81	6.80002	1.04791
0.999987	1.25893e-05	9.4911	32838.6	5.00029	6.75101e-06	-0.0532347	0.000377627	0.0012215	6567.33	6.80003	1.04791
0.999984	1.58489e-05	9.3364	28131.9	5.00011	6.74996e-06	-0.0532337	0.000440791	0.00142581	5626.25	6.80004	1.04791
0.99998	1.99526e-05	9.1818	24102.2	5.00043	6.75182e-06	-0.0532324	0.00051452	0.00166429	4820.03	6.80005	1.04791
0.999975	2.51189e-05	9.0271	20647.7	5.00025	6.75079e-06	-0.0532308	0.000600582	0.00194266	4129.33	6.80006	1.04791
0.999968	3.16228e-05	8.8724	17688.3	5.00008	6.74977e-06	-0.0532289	0.000701039	0.00226759	3537.6	6.80008	1.04792
0.99996	3.98107e-05	8.7178	15154.6	5.00041	6.75168e-06	-0.0532264	0.000818301	0.00264686	3030.67	6.80011	1.04792
0.99995	5.01187e-05	8.5631	12982.5	5.00024	6.75071e-06	-0.0532232	0.000955177	0.00308956	2596.38	6.80014	1.04793
0.999937	6.30957e-05	8.4084	11121.8	5.00008	6.74978e-06	-0.0532193	0.00111495	0.00360631	2224.32	6.80017	1.04793
0.999921	7.94328e-05	8.2538	9528.65	5.00043	6.7518e-06	-0.0532143	0.00130145	0.00420947	1905.57	6.80022	1.04794
0.9999	0.0001	8.0991	8162.93	5.00028	6.75096e-06	-0.053208	0.00151915	0.00491351	1632.49	6.80028	1.04795
0.999874	0.000125893	7.9444	6992.96	5.00015	6.7502e-06	-0.0532002	0.00177327	0.00573528	1398.55	6.80036	1.04796
0.999842	0.000158489	7.7897	5990.67	5.00004	6.74952e-06	-0.0531902	0.0020699	0.00669446	1198.13	6.80045	1.04798
0.9998	0.000199526	7.6351	5132.55	5.00044	6.75186e-06	-0.0531778	0.00241616	0.00781402	1026.42	6.80057	1.048
0.999749	0.000251189	7.4804	4396.92	5.00037	6.75143e-06	-0.0531621	0.00282037	0.00912077	879.319	6.80073	1.04802
0.999684	0.000316228	7.3257	3766.72	5.00032	6.75117e-06	-0.0531423	0.00329221	0.010646	753.294	6.80092	1.04805
0.999602	0.000398107	7.171	3226.84	5.00032	6.75113e-06	-0.0531175	0.00384301	0.0124261	645.327	6.80117	1.04809
0.999499	0.000501187	7.0163	2764.34	5.00036	6.75136e-06	-0.0530863	0.00448602	0.0145037	552.829	6.80148	1.04814
0.999369	0.000630957	6.8616	2368.14	5.00047	6.75193e-06	-0.0530471	0.00523667	0.0169284	473.583	6.80188	1.0482
0.999206	0.000794328	6.7068	2028.51	5.00014	6.75001e-06	-0.0529978	0.00611303	0.0197581	405.691	6.8024	1.04829
0.999	0.001	6.5521	1737.77	5.00042	6.75153e-06	-0.052936	0.00713617	0.0230603	347.525	6.80306	1.04839
0.998741	0.00125893	6.3973	1488.55	5.00031	6.75081e-06	-0.0528583	0.00833076	0.0269137	297.692	6.80392	1.04853
0.998415	0.00158489	6.2425	1275.07	5.00035	6.75091e-06	-0.0527608	0.00972562	0.0314097	254.997	6.80504	1.04871
0.998005	0.00199526	6.0876	1092.1	5.00008	6.74912e-06	-0.0526387	0.0113544	0.036655	218.417	6.8065	1.04894
0.997488	0.00251189	5.9327	935.385	5.00004	6.7486e-06	-0.0524856	0.0132567	0.0427738	187.075	6.80845	1.04925
0.996838	0.00316228	5.7778	801.158	5.0003	6.74966e-06	-0.0522942	0.0154785	0.0499102	160.222	6.81104	1.04966
0.996019	0.00398107	5.6228	686.124	5.00043	6.74973e-06	-0.0520549	0.0180741	0.0582316	137.213	6.81454	1.05021
0.994988	0.00501187	5.4676	587.49	5.00002	6.74637e-06	-0.0517562	0.0211068	0.0679323	117.497	6.81931	1.05096
