tempv	cap	l	Kr/K0	F	
1e-08	32.1816	5.4858	0.0532261	-0.0728449
1.49182e-08	31.4865	5.4858	0.0532261	-0.0728449
2.22554e-08	31.9474	5.4858	0.0532261	-0.0728449
3.32012e-08	32.5241	5.4858	0.0532262	-0.0728449
4.95303e-08	31.8265	5.4858	0.0532263	-0.0728449
7.38906e-08	31.7937	5.4858	0.0532265	-0.0728448
1.10232e-07	31.7282	5.4858	0.0532267	-0.0728448
1.64446e-07	31.489	5.4857	0.0532271	-0.0728448
2.45325e-07	31.5897	5.4857	0.0532276	-0.0728448
3.65982e-07	31.7635	5.4857	0.0532284	-0.0728447
5.45982e-07	31.965	5.4857	0.0532296	-0.0728447
8.14509e-07	32.912	5.4857	0.0532313	-0.0728446
1.2151e-06	31.8442	5.4856	0.0532339	-0.0728444
1.81272e-06	32.0432	5.4855	0.0532378	-0.0728442
2.70426e-06	32.0483	5.4854	0.0532436	-0.0728439
4.03429e-06	31.2072	5.4853	0.0532522	-0.0728434
6.01845e-06	32.1316	5.485	0.0532651	-0.0728427
8.97847e-06	31.8598	5.4847	0.0532843	-0.0728417
1.33943e-05	32.19	5.4841	0.053313	-0.0728401
1.9982e-05	31.8655	5.4833	0.0533557	-0.0728377
2.98096e-05	31.6798	5.4821	0.0534194	-0.0728342
4.44707e-05	32.26	5.4803	0.0535144	-0.072829
6.63424e-05	31.9541	5.4777	0.0536559	-0.0728212
9.89713e-05	31.1955	5.4737	0.0538667	-0.0728096
0.000147648	31.2942	5.4678	0.0541805	-0.0727923
0.000220265	31.5482	5.4592	0.0546469	-0.0727664
0.000328596	30.7562	5.4465	0.055339	-0.0727279
0.000490208	30.9905	5.428	0.0563636	-0.0726705
0.000731304	30.7683	5.4013	0.0578754	-0.072585
0.00109098	30.3463	5.3633	0.060095	-0.0724577
0.00162755	29.3758	5.3103	0.063333	-0.0722686
0.00242802	28.2512	5.2381	0.0680169	-0.071988
0.00362217	27.6137	5.1429	0.0747218	-0.0715727
0.00540365	25.4519	5.0217	0.0842038	-0.07096
0.0080613	24.0706	4.873	0.0974366	-0.0700604
