T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr	Del/kB	C
1	1e-08	14.1804	3.6441e+06	5.00012	6.75002e-06	-0.0748508	3.47145e-06	7.47035e-06	728802	6.79999	1.02719
1	1.25893e-08	14.0259	3.12242e+06	5.00026	6.75084e-06	-0.0748508	4.05156e-06	8.7187e-06	624451	6.79999	1.02719
1	1.58489e-08	13.8713	2.67516e+06	5.00004	6.74956e-06	-0.0748508	4.72873e-06	1.01759e-05	535027	6.79999	1.02719
1	1.99526e-08	13.7168	2.29219e+06	5.00043	6.75181e-06	-0.0748508	5.51921e-06	1.1877e-05	458399	6.79999	1.02719
1	2.51189e-08	13.5622	1.96385e+06	5.00041	6.75167e-06	-0.0748508	6.44194e-06	1.38627e-05	392739	6.79999	1.02719
1	3.16228e-08	13.4076	1.68255e+06	5.00045	6.75192e-06	-0.0748508	7.51904e-06	1.61805e-05	336479	6.79999	1.02719
1	3.98107e-08	13.2529	1.44139e+06	5.00005	6.74959e-06	-0.0748508	8.77633e-06	1.88861e-05	288275	6.79999	1.02719
1	5.01187e-08	13.0983	1.23492e+06	5.00019	6.75041e-06	-0.0748508	1.02439e-05	2.20443e-05	246975	6.79999	1.02719
1	6.30957e-08	12.9437	1.05803e+06	5.00037	6.75144e-06	-0.0748508	1.19571e-05	2.57309e-05	211591	6.79999	1.02719
1	7.94328e-08	12.789	906385	5.00007	6.74972e-06	-0.0748508	1.39567e-05	3.00341e-05	181274	6.79999	1.02719
1	1e-07	12.6344	776552	5.0003	6.75103e-06	-0.0748508	1.62909e-05	3.50571e-05	155301	6.79999	1.02719
1	1.25893e-07	12.4797	665251	5.00004	6.74954e-06	-0.0748508	1.90155e-05	4.09203e-05	133049	6.79999	1.02719
1	1.58489e-07	12.3251	569959	5.0003	6.75103e-06	-0.0748508	2.21959e-05	4.77642e-05	113985	6.79999	1.02719
1	1.99526e-07	12.1704	488268	5.00006	6.74968e-06	-0.0748508	2.59082e-05	5.5753e-05	97652.3	6.79999	1.02719
1	2.51189e-07	12.0158	418327	5.00034	6.75129e-06	-0.0748507	3.02415e-05	6.50779e-05	83659.8	6.79999	1.02719
1	3.16228e-07	11.8611	358369	5.00012	6.75003e-06	-0.0748507	3.52997e-05	7.59627e-05	71672.1	6.79999	1.02719
1	3.98107e-07	11.7065	307036	5.00041	6.75171e-06	-0.0748507	4.12038e-05	8.86681e-05	61402.1	6.79999	1.02719
0.999999	5.01187e-07	11.5518	263029	5.00021	6.75051e-06	-0.0748506	4.80955e-05	0.000103499	52603.6	6.79999	1.02719
0.999999	6.30957e-07	11.3971	225330	5	6.74933e-06	-0.0748506	5.614e-05	0.00012081	45065.9	6.79999	1.02719
0.999999	7.94328e-07	11.2425	193053	5.0003	6.75107e-06	-0.0748505	6.55301e-05	0.000141017	38608.2	6.79999	1.02719
0.999999	1e-06	11.0878	165383	5.0001	6.74992e-06	-0.0748504	7.64907e-05	0.000164603	33075.9	6.8	1.02719
0.999999	1.25893e-06	10.9332	141693	5.00041	6.75169e-06	-0.0748503	8.92847e-05	0.000192135	28336.3	6.8	1.02719
0.999998	1.58489e-06	10.7785	121385	5.00021	6.75056e-06	-0.0748502	0.000104219	0.000224272	24275.9	6.8	1.02719
0.999998	1.99526e-06	10.6238	103987	5.00002	6.74944e-06	-0.0748501	0.000121651	0.000261784	20797.3	6.8	1.02719
0.999997	2.51189e-06	10.4692	89091.5	5.00033	6.75123e-06	-0.0748499	0.000141998	0.000305571	17817.1	6.8	1.02719
0.999997	3.16228e-06	10.3145	76322.2	5.00014	6.75012e-06	-0.0748496	0.000165749	0.000356681	15264	6.8	1.0272
0.999996	3.98107e-06	10.1599	65389.7	5.00045	6.75193e-06	-0.0748493	0.000193473	0.000416341	13076.8	6.8	1.0272
0.999995	5.01187e-06	10.0052	56017.5	5.00026	6.75084e-06	-0.0748489	0.000225834	0.000485979	11202.9	6.80001	1.0272
0.999994	6.30957e-06	9.8505	47988.6	5.00008	6.74975e-06	-0.0748484	0.000263608	0.000567265	9597.58	6.80001	1.0272
0.999992	7.94328e-06	9.6959	41114.6	5.00039	6.75158e-06	-0.0748478	0.0003077	0.000662147	8222.28	6.80002	1.0272
0.99999	1e-05	9.5412	35221.8	5.00021	6.75052e-06	-0.074847	0.000359168	0.0007729	7044.06	6.80002	1.0272
0.999987	1.25893e-05	9.3865	30173.5	5.00003	6.74946e-06	-0.074846	0.000419244	0.000902177	6034.67	6.80003	1.0272
0.999984	1.58489e-05	9.2319	25851.4	5.00035	6.75133e-06	-0.0748448	0.00048937	0.00105308	5169.92	6.80004	1.0272
0.99998	1.99526e-05	9.0772	22146.2	5.00017	6.75032e-06	-0.0748432	0.000571225	0.00122922	4429.08	6.80005	1.0272
0.999975	2.51189e-05	8.9225	18972	5	6.74932e-06	-0.0748413	0.000666772	0.00143482	3794.4	6.80006	1.0272
0.999968	3.16228e-05	8.7679	16254.4	5.00034	6.75127e-06	-0.0748388	0.000778303	0.00167481	3250.66	6.80008	1.02721
0.99996	3.98107e-05	8.6132	13924.7	5.00018	6.75034e-06	-0.0748357	0.00090849	0.00195494	2784.84	6.80011	1.02721
0.99995	5.01187e-05	8.4585	11928.9	5.00003	6.74946e-06	-0.0748318	0.00106046	0.00228192	2385.77	6.80014	1.02722
0.999937	6.30957e-05	8.3039	10220.2	5.00038	6.75155e-06	-0.0748268	0.00123784	0.00266359	2043.88	6.80017	1.02722
0.999921	7.94328e-05	8.1492	8755.34	5.00026	6.7508e-06	-0.0748206	0.00144491	0.0031091	1750.98	6.80022	1.02723
0.9999	0.0001	7.9945	7500.46	5.00014	6.75015e-06	-0.0748128	0.00168661	0.00362912	1500.05	6.80028	1.02724
0.999874	0.000125893	7.8398	6425.43	5.00005	6.74962e-06	-0.0748029	0.00196876	0.00423612	1285.07	6.80036	1.02725
0.999842	0.000158489	7.6852	5505.04	5.00048	6.75214e-06	-0.0747906	0.00229812	0.00494463	1100.9	6.80045	1.02727
0.9998	0.000199526	7.5305	4716.01	5.00045	6.75194e-06	-0.074775	0.00268259	0.00577162	943.118	6.80057	1.02728
0.999749	0.000251189	7.3758	4040.08	5.00046	6.75198e-06	-0.0747554	0.00313141	0.00673692	807.942	6.80073	1.02731
0.999684	0.000316228	7.221	3460.68	5.00001	6.74941e-06	-0.0747308	0.00365536	0.00786364	692.133	6.80092	1.02734
0.999602	0.000398107	7.0663	2964.66	5.00013	6.75012e-06	-0.0746998	0.00426704	0.00917875	592.917	6.80117	1.02738
0.999499	0.000501187	6.9116	2539.75	5.00034	6.75131e-06	-0.0746608	0.00498115	0.0107138	507.915	6.80148	1.02743
0.999369	0.000630957	6.7568	2175.51	5.00014	6.75019e-06	-0.0746119	0.00581489	0.0125054	435.09	6.80188	1.02749
0.999206	0.000794328	6.602	1863.51	5.00007	6.74983e-06	-0.0745504	0.00678835	0.0145965	372.697	6.8024	1.02757
0.999	0.001	6.4472	1596.26	5.00017	6.75042e-06	-0.0744731	0.00792503	0.0170371	319.242	6.80306	1.02767
0.998741	0.00125893	6.2924	1367.34	5.00046	6.75221e-06	-0.0743762	0.00925243	0.0198856	273.442	6.80392	1.02781
