T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
1	1e-07	0.2	3.09015	0.333722	0.0492774	-0.0217603	0.273228	0.883813	9.25966
1	1e-07	0.4	3.77432	0.351984	0.0537874	-0.0350989	0.235942	0.763202	10.723
1	1e-07	0.6	4.60996	0.364702	0.0569028	-0.0429682	0.200153	0.647436	12.6403
1	1e-07	0.8	5.63062	0.373153	0.0589583	-0.0474907	0.167668	0.542358	15.0893
1	1e-07	1	6.87725	0.378588	0.060274	-0.0500456	0.139275	0.450513	18.1655
1	1e-07	1.2	8.3999	0.382012	0.0610997	-0.0514731	0.11506	0.372184	21.9886
1	1e-07	1.4	10.2597	0.384139	0.0616117	-0.0522652	0.0947275	0.306416	26.7082
1	1e-07	1.6	12.5312	0.38545	0.0619267	-0.0527028	0.077821	0.251728	32.5105
1	1e-07	1.8	15.3056	0.386253	0.0621195	-0.052944	0.0638472	0.206527	39.6258
1	1e-07	2	18.6943	0.386744	0.0622373	-0.0530767	0.0523401	0.169305	48.3377
1	1e-07	2.2	22.8333	0.387044	0.062309	-0.0531496	0.0428857	0.138723	58.9941
1	1e-07	2.4	27.8886	0.387226	0.0623526	-0.0531897	0.0351284	0.11363	72.0215
1	1e-07	2.6	34.0633	0.387338	0.062379	-0.0532117	0.028769	0.0930592	87.942
1	1e-07	2.8	41.605	0.387406	0.0623949	-0.0532238	0.0235582	0.0762038	107.394
1	1e-07	3	50.8164	0.387448	0.0624044	-0.0532304	0.0192899	0.0623971	131.157
1	1e-07	3.2	62.0673	0.387474	0.06241	-0.053234	0.0157943	0.0510899	160.184
1	1e-07	3.4	75.8092	0.387491	0.062413	-0.053236	0.0129318	0.0418307	195.641
1	1e-07	3.6	92.5935	0.387502	0.0624144	-0.0532371	0.010588	0.0342491	238.95
1	1e-07	3.8	113.094	0.38751	0.0624146	-0.0532377	0.0086689	0.0280414	291.848
1	1e-07	4	138.133	0.387517	0.0624139	-0.0532381	0.00709763	0.0229588	356.457
1	1e-07	4.2	168.716	0.387525	0.0624124	-0.0532382	0.00581115	0.0187974	435.37
1	1e-07	4.4	206.071	0.387533	0.06241	-0.0532383	0.00475787	0.0153903	531.751
1	1e-07	4.6	251.695	0.387543	0.0624065	-0.0532384	0.00389551	0.0126008	649.465
1	1e-07	4.8	307.421	0.387555	0.0624016	-0.0532384	0.00318948	0.010317	793.232
1	1e-07	5	375.485	0.387572	0.062395	-0.0532384	0.00261144	0.00844725	968.814
1	1e-07	5.2	458.619	0.387595	0.0623861	-0.0532385	0.00213819	0.00691642	1183.24
1	1e-07	5.4	560.158	0.387625	0.0623741	-0.0532385	0.00175074	0.00566313	1445.1
1	1e-07	5.6	684.179	0.387666	0.0623578	-0.0532385	0.00143353	0.00463707	1764.87
1	1e-07	5.8	835.658	0.38772	0.062336	-0.0532385	0.00117384	0.00379704	2155.31
1	1e-07	6	1020.67	0.387794	0.0623065	-0.0532385	0.000961245	0.00310935	2632
1	1e-07	6.2	1246.66	0.387893	0.0622669	-0.0532385	0.000787202	0.00254637	3213.91
1	1e-07	6.4	1522.67	0.388027	0.0622135	-0.0532385	0.000644729	0.00208551	3924.13
1	1e-07	6.6	1859.79	0.388207	0.0621417	-0.0532385	0.000528104	0.00170826	4790.72
1	1e-07	6.8	2271.55	0.388449	0.0620451	-0.0532385	0.000432645	0.00139948	5847.75
1	1e-07	7	2774.48	0.388776	0.0619153	-0.0532385	0.000354518	0.00114676	7136.46
1	1e-07	7.2	3388.76	0.389216	0.0617409	-0.0532385	0.000290583	0.000939951	8706.64
1	1e-07	7.4	4139.04	0.389809	0.0615069	-0.0532385	0.000238272	0.000770739	10618.1
1	1e-07	7.6	5055.44	0.390608	0.0611931	-0.0532385	0.00019548	0.000632321	12942.5
1	1e-07	7.8	6174.72	0.391685	0.0607732	-0.0532385	0.000160487	0.000519128	15764.5
1	1e-07	8	7541.82	0.393137	0.0602124	-0.0532385	0.000131883	0.000426602	19183.7
1	1e-07	8.2	9211.6	0.395096	0.0594657	-0.0532385	0.000108515	0.000351013	23314.9
1	1e-07	8.4	11251.1	0.39774	0.0584755	-0.0532385	8.94387e-05	0.000289308	28287.5
1	1e-07	8.6	13742.1	0.40131	0.0571692	-0.0532385	7.38835e-05	0.000238992	34243.1
1	1e-07	8.8	16784.6	0.406136	0.0554583	-0.0532385	6.12182e-05	0.000198023	41327.6
1	1e-07	9	20500.8	0.412666	0.053239	-0.0532385	5.09271e-05	0.000164734	49678.9
1	1e-07	9.2	25039.7	0.421515	0.0503975	-0.0532385	4.25896e-05	0.000137765	59404.2
1	1e-07	9.4	30583.6	0.433524	0.0468223	-0.0532385	3.58628e-05	0.000116006	70546.6
1	1e-07	9.6	37354.9	0.449853	0.0424278	-0.0532385	3.0468e-05	9.8555e-05	83038
1	1e-07	9.8	45625.4	0.472101	0.0371926	-0.0532385	2.61788e-05	8.46806e-05	96643.3
1	1e-07	10	55727	0.502464	0.0312102	-0.0532385	2.28118e-05	7.37896e-05	110907
1	1e-07	10.2001	68071.9	0.543959	0.0247367	-0.0532385	2.02171e-05	6.53965e-05	125141
1	1e-07	10.4001	83143.2	0.600547	0.018225	-0.0532385	1.82743e-05	5.9112e-05	138446
1	1e-07	10.6001	101551	0.677401	0.0122506	-0.0532385	1.68764e-05	5.45903e-05	149913
1	1e-07	10.8001	124035	0.780812	0.0073684	-0.0532385	1.59266e-05	5.15178e-05	158854
1	1e-07	11.0001	151497	0.917906	0.00389835	-0.0532385	1.53291e-05	4.9585e-05	165046
1	1e-07	11.2001	185039	1.09618	0.00179607	-0.0532385	1.49879e-05	4.84814e-05	168803
