T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
1	1e-08	0.2	3.09015	0.73986	0.0233346	0.73986	0.989312	3.41957
1	1e-08	0.4	3.77432	0.732981	0.0219174	0.732981	0.980114	3.45166
1	1e-08	0.6	4.60996	0.726993	0.0206695	0.726993	0.972107	3.48009
1	1e-08	0.8	5.63062	0.721731	0.0195615	0.721731	0.965071	3.50546
1	1e-08	1	6.87725	0.717068	0.0185706	0.717068	0.958835	3.52826
1	1e-08	1.2	8.3999	0.712905	0.0176788	0.712905	0.953269	3.54886
1	1e-08	1.4	10.2597	0.709165	0.0168715	0.709165	0.948267	3.56758
1	1e-08	1.6	12.5312	0.705785	0.0161372	0.705785	0.943748	3.58466
1	1e-08	1.8	15.3056	0.702714	0.0154661	0.702714	0.939642	3.60033
1	1e-08	2	18.6943	0.699912	0.0148502	0.699912	0.935895	3.61474
1	1e-08	2.2	22.8333	0.697344	0.0142829	0.697344	0.932462	3.62805
1	1e-08	2.4	27.8886	0.694982	0.0137586	0.694982	0.929303	3.64038
1	1e-08	2.6	34.0633	0.692801	0.0132724	0.692801	0.926387	3.65184
1	1e-08	2.8	41.605	0.690781	0.0128203	0.690781	0.923686	3.66252
1	1e-08	3	50.8164	0.688905	0.0123987	0.688905	0.921177	3.6725
1	1e-08	3.2	62.0673	0.687157	0.0120047	0.687157	0.91884	3.68184
1	1e-08	3.4	75.8092	0.685525	0.0116355	0.685525	0.916657	3.6906
1	1e-08	3.6	92.5935	0.683997	0.0112889	0.683997	0.914614	3.69885
1	1e-08	3.8	113.094	0.682564	0.0109628	0.682564	0.912698	3.70661
1	1e-08	4	138.133	0.681217	0.0106554	0.681217	0.910897	3.71394
1	1e-08	4.2	168.716	0.679948	0.0103651	0.679948	0.9092	3.72087
1	1e-08	4.4	206.071	0.67875	0.0100906	0.67875	0.907599	3.72744
1	1e-08	4.6	251.695	0.677619	0.00983052	0.677619	0.906085	3.73366
1	1e-08	4.8	307.421	0.676547	0.00958377	0.676547	0.904653	3.73958
1	1e-08	5	375.485	0.675532	0.00934934	0.675532	0.903295	3.7452
1	1e-08	5.2	458.619	0.674567	0.00912632	0.674567	0.902005	3.75055
1	1e-08	5.4	560.158	0.67365	0.00891388	0.67365	0.900779	3.75566
1	1e-08	5.6	684.179	0.672777	0.00871129	0.672777	0.899612	3.76053
1	1e-08	5.8	835.658	0.671945	0.00851785	0.671945	0.898499	3.76519
1	1e-08	6	1020.67	0.671151	0.00833297	0.671151	0.897437	3.76964
1	1e-08	6.2	1246.66	0.670393	0.00815608	0.670393	0.896423	3.77391
1	1e-08	6.4	1522.67	0.669667	0.00798666	0.669667	0.895453	3.778
1	1e-08	6.6	1859.79	0.668973	0.00782425	0.668973	0.894524	3.78192
1	1e-08	6.8	2271.55	0.668307	0.00766842	0.668307	0.893635	3.78568
1	1e-08	7	2774.48	0.667669	0.00751877	0.667669	0.892781	3.7893
1	1e-08	7.2	3388.76	0.667057	0.00737494	0.667057	0.891962	3.79278
1	1e-08	7.4	4139.04	0.666468	0.00723659	0.666468	0.891175	3.79613
1	1e-08	7.6	5055.44	0.665902	0.00710341	0.665902	0.890419	3.79936
1	1e-08	7.8	6174.72	0.665358	0.00697511	0.665358	0.889691	3.80247
1	1e-08	8	7541.82	0.664833	0.00685143	0.664833	0.888989	3.80546
1	1e-08	8.2	9211.6	0.664328	0.00673212	0.664328	0.888314	3.80836
1	1e-08	8.4	11251.1	0.663841	0.00661695	0.663841	0.887662	3.81116
1	1e-08	8.6	13742.1	0.663371	0.0065057	0.663371	0.887033	3.81386
1	1e-08	8.8	16784.6	0.662916	0.00639819	0.662916	0.886426	3.81647
1	1e-08	9	20500.8	0.662478	0.00629421	0.662478	0.88584	3.819
1	1e-08	9.2	25039.7	0.662054	0.00619361	0.662054	0.885272	3.82144
1	1e-08	9.4	30583.6	0.661643	0.0060962	0.661643	0.884724	3.82381
1	1e-08	9.6	37354.9	0.661246	0.00600186	0.661246	0.884193	3.82611
1	1e-08	9.8	45625.4	0.660862	0.00591042	0.660862	0.883679	3.82833
1	1e-08	10	55727	0.660489	0.00582176	0.660489	0.883181	3.83049
1	1e-08	10.2001	68071.9	0.660128	0.00573571	0.660128	0.882697	3.83259
1	1e-08	10.4001	83143.2	0.659778	0.00565224	0.659778	0.882229	3.83463
1	1e-08	10.6001	101551	0.659438	0.00557119	0.659438	0.881775	3.8366
1	1e-08	10.8001	124035	0.659108	0.00549246	0.659108	0.881334	3.83852
1	1e-08	11.0001	151497	0.658788	0.00541595	0.658788	0.880905	3.84039
1	1e-08	11.2001	185039	0.658476	0.00534156	0.658476	0.880489	3.8422
1	1e-08	11.4001	226007	0.658174	0.00526921	0.658174	0.880084	3.84397
1	1e-08	11.6001	276045	0.657879	0.00519881	0.657879	0.879691	3.84569
1	1e-08	11.8001	337162	0.657593	0.00513029	0.657593	0.879308	3.84736
1	1e-08	12.0001	411811	0.657315	0.00506357	0.657315	0.878936	3.84899
1	1e-08	12.2001	502987	0.657044	0.00499859	0.657044	0.878573	3.85058
1	1e-08	12.4001	614350	0.656779	0.00493526	0.656779	0.87822	3.85213
1	1e-08	12.6001	750368	0.656522	0.00487354	0.656522	0.877876	3.85364
1	1e-08	12.8001	916502	0.656272	0.00481335	0.656272	0.877541	3.85511
1	1e-08	13.0001	1.11942e+06	0.656027	0.00475465	0.656027	0.877214	3.85655
1	1e-08	13.2001	1.36726e+06	0.655789	0.00469738	0.655789	0.876895	3.85795
1	1e-08	13.4001	1.66998e+06	0.655556	0.00464148	0.655556	0.876584	3.85932
1	1e-08	13.6001	2.03971e+06	0.655329	0.00458691	0.655329	0.876281	3.86065
1	1e-08	13.8001	2.49131e+06	0.655108	0.00453362	0.655108	0.875985	3.86196
1	1e-08	14.0001	3.04289e+06	0.654892	0.00448157	0.654892	0.875696	3.86323
1	1e-08	14.2001	3.7166e+06	0.654681	0.00443071	0.654681	0.875413	3.86448
1	1e-08	14.4001	4.53946e+06	0.654474	0.004381	0.654474	0.875138	3.8657
1	1e-08	14.6001	5.54451e+06	0.654273	0.0043324	0.654273	0.874868	3.86689
1	1e-08	14.8001	6.77208e+06	0.654076	0.00428488	0.654076	0.874604	3.86805
1	1e-08	15.0001	8.27144e+06	0.653883	0.0042384	0.653883	0.874347	3.86919
1	1e-08	15.2001	1.01028e+07	0.653695	0.00419292	0.653695	0.874095	3.87031
1	1e-08	15.4001	1.23395e+07	0.65351	0.00414842	0.65351	0.873848	3.8714
1	1e-08	15.6001	1.50715e+07	0.65333	0.00410486	0.65333	0.873607	3.87247
1	1e-08	15.8001	1.84084e+07	0.653153	0.00406222	0.653153	0.873371	3.87352
1	1e-08	16.0001	2.24841e+07	0.652981	0.00402045	0.652981	0.87314	3.87454
1	1e-08	16.2001	2.74622e+07	0.652811	0.00397955	0.652811	0.872914	3.87555
1	1e-08	16.4001	3.35423e+07	0.652646	0.00393947	0.652646	0.872692	3.87653
1	1e-08	16.6001	4.09687e+07	0.652483	0.0039002	0.652483	0.872475	3.87749
1	1e-08	16.8001	5.00393e+07	0.652324	0.00386171	0.652324	0.872263	3.87844
1	1e-08	17.0001	6.11181e+07	0.652169	0.00382398	0.652169	0.872054	3.87937
1	1e-08	17.2001	7.46499e+07	0.652016	0.00378699	0.652016	0.87185	3.88027
1	1e-08	17.4001	9.11776e+07	0.651866	0.00375071	0.651866	0.87165	3.88117
1	1e-08	17.6001	1.11365e+08	0.651719	0.00371512	0.651719	0.871454	3.88204
1	1e-08	17.8001	1.36021e+08	0.651575	0.00368021	0.651575	0.871261	3.8829
1	1e-08	18.0001	1.66136e+08	0.651434	0.00364595	0.651434	0.871072	3.88374
1	1e-08	18.2001	2.02919e+08	0.651295	0.00361233	0.651295	0.870887	3.88457
1	1e-08	18.4001	2.47846e+08	0.651159	0.00357933	0.651159	0.870705	3.88538
1	1e-08	18.6001	3.0272e+08	0.651026	0.00354693	0.651026	0.870526	3.88617
1	1e-08	18.8001	3.69743e+08	0.650895	0.00351511	0.650895	0.870351	3.88696
1	1e-08	19.0001	4.51605e+08	0.650766	0.00348387	0.650766	0.870179	3.88773
1	1e-08	19.2001	5.51592e+08	0.65064	0.00345318	0.65064	0.87001	3.88848
1	1e-08	19.4001	6.73716e+08	0.650516	0.00342302	0.650516	0.869844	3.88922
1	1e-08	19.6001	8.22879e+08	0.650394	0.0033934	0.650394	0.869681	3.88995
1	1e-08	19.8001	1.00507e+09	0.650274	0.00336428	0.650274	0.869521	3.89067
1	1e-08	20.0001	1.22759e+09	0.650156	0.00333567	0.650156	0.869364	3.89137
1	1e-08	20.2002	1.49953e+09	0.650041	0.00330752	0.650041	0.869209	3.89206
1	1e-08	20.4002	1.83153e+09	0.649927	0.00327987	0.649927	0.869057	3.89275
1	1e-08	20.6002	2.23704e+09	0.649815	0.00325267	0.649815	0.868908	3.89342
1	1e-08	20.8002	2.73233e+09	0.649705	0.00322593	0.649705	0.868761	3.89407
1	1e-08	21.0002	3.33727e+09	0.649597	0.00319962	0.649597	0.868616	3.89472
1	1e-08	21.2002	4.07615e+09	0.649491	0.00317375	0.649491	0.868474	3.89536
1	1e-08	21.4002	4.97862e+09	0.649386	0.00314829	0.649386	0.868334	3.89599
1	1e-08	21.6002	6.0809e+09	0.649284	0.00312324	0.649284	0.868197	3.8966
1	1e-08	21.8002	7.42723e+09	0.649182	0.00309858	0.649182	0.868061	3.89721
1	1e-08	22.0002	9.07164e+09	0.649083	0.00307432	0.649083	0.867928	3.89781
1	1e-08	22.2002	1.10801e+10	0.648985	0.00305043	0.648985	0.867797	3.8984
1	1e-08	22.4002	1.35333e+10	0.648888	0.00302692	0.648888	0.867668	3.89898
1	1e-08	22.6002	1.65296e+10	0.648793	0.00300376	0.648793	0.867541	3.89955
1	1e-08	22.8002	2.01893e+10	0.6487	0.00298096	0.6487	0.867416	3.90011
1	1e-08	23.0002	2.46593e+10	0.648608	0.00295851	0.648608	0.867293	3.90066
1	1e-08	23.2002	3.01189e+10	0.648517	0.00293639	0.648517	0.867172	3.90121
1	1e-08	23.4002	3.67873e+10	0.648428	0.0029146	0.648428	0.867053	3.90174
1	1e-08	23.6002	4.49321e+10	0.64834	0.00289314	0.64834	0.866935	3.90227
1	1e-08	23.8002	5.48802e+10	0.648253	0.00287199	0.648253	0.866819	3.90279
1	1e-08	24.0002	6.70309e+10	0.648168	0.00285115	0.648168	0.866705	3.90331
1	1e-08	24.2002	8.18717e+10	0.648084	0.00283061	0.648084	0.866593	3.90382
1	1e-08	24.4002	9.99983e+10	0.648001	0.00281037	0.648001	0.866482	3.90431
1	1e-08	24.6002	1.22138e+11	0.647919	0.00279042	0.647919	0.866373	3.90481
1	1e-08	24.8002	1.4918e+11	0.647839	0.00277075	0.647839	0.866265	3.90529
1	1e-08	25.0002	1.82209e+11	0.64776	0.00275135	0.64776	0.866159	3.90577
1	1e-08	25.2002	2.2255e+11	0.647681	0.00273223	0.647681	0.866054	3.90624
1	1e-08	25.4002	2.71824e+11	0.647604	0.00271337	0.647604	0.865951	3.90671
1	1e-08	25.6002	3.32006e+11	0.647528	0.00269477	0.647528	0.865849	3.90717
1	1e-08	25.8002	4.05513e+11	0.647453	0.00267643	0.647453	0.865749	3.90762
1	1e-08	26.0002	4.95295e+11	0.647379	0.00265834	0.647379	0.86565	3.90807
1	1e-08	26.2002	6.04955e+11	0.647306	0.00264049	0.647306	0.865553	3.90851
1	1e-08	26.4002	7.38893e+11	0.647234	0.00262287	0.647234	0.865456	3.90894
1	1e-08	26.6002	9.02486e+11	0.647163	0.0026055	0.647163	0.865362	3.90937
1	1e-08	26.8002	1.1023e+12	0.647093	0.00258835	0.647093	0.865268	3.90979
1	1e-08	27.0002	1.34635e+12	0.647024	0.00257143	0.647024	0.865175	3.91021
1	1e-08	27.2002	1.64444e+12	0.646956	0.00255473	0.646956	0.865084	3.91062
1	1e-08	27.4002	2.00852e+12	0.646889	0.00253825	0.646889	0.864994	3.91103
1	1e-08	27.6002	2.45321e+12	0.646822	0.00252198	0.646822	0.864905	3.91143
1	1e-08	27.8002	2.99636e+12	0.646756	0.00250591	0.646756	0.864818	3.91183
1	1e-08	28.0002	3.65976e+12	0.646692	0.00249005	0.646692	0.864731	3.91222
1	1e-08	28.2002	4.47004e+12	0.646628	0.00247439	0.646628	0.864646	3.91261
1	1e-08	28.4002	5.45972e+12	0.646565	0.00245893	0.646565	0.864561	3.91299
1	1e-08	28.6002	6.66852e+12	0.646502	0.00244366	0.646502	0.864478	3.91336
1	1e-08	28.8002	8.14495e+12	0.646441	0.00242858	0.646441	0.864396	3.91374
1	1e-08	29.0002	9.94827e+12	0.64638	0.00241369	0.64638	0.864314	3.91411
1	1e-08	29.2002	1.21508e+13	0.64632	0.00239898	0.64632	0.864234	3.91447
1	1e-08	29.4002	1.48411e+13	0.646261	0.00238445	0.646261	0.864155	3.91483
1	1e-08	29.6002	1.81269e+13	0.646202	0.00237009	0.646202	0.864077	3.91518
1	1e-08	29.8002	2.21403e+13	0.646145	0.0023559	0.646145	0.863999	3.91553
1	1e-08	30.0002	2.70422e+13	0.646087	0.00234189	0.646087	0.863923	3.91588
1	1e-08	30.2003	3.30327e+13	0.646031	0.00232803	0.646031	0.863847	3.91622
1	1e-08	30.4003	4.03462e+13	0.645975	0.00231435	0.645975	0.863773	3.91656
1	1e-08	30.6003	4.9279e+13	0.64592	0.00230083	0.64592	0.863699	3.91689
1	1e-08	30.8003	6.01895e+13	0.645866	0.00228746	0.645866	0.863626	3.91722
1	1e-08	31.0003	7.35156e+13	0.645812	0.00227425	0.645812	0.863554	3.91755
1	1e-08	31.2003	8.97922e+13	0.645759	0.00226119	0.645759	0.863483	3.91787
1	1e-08	31.4003	1.09672e+14	0.645706	0.00224828	0.645706	0.863413	3.91819
1	1e-08	31.6003	1.33954e+14	0.645654	0.00223552	0.645654	0.863343	3.91851
1	1e-08	31.8003	1.63612e+14	0.645603	0.0022229	0.645603	0.863275	3.91882
1	1e-08	32.0003	1.99836e+14	0.645552	0.00221042	0.645552	0.863207	3.91913
1	1e-08	32.2003	2.44081e+14	0.645502	0.00219809	0.645502	0.86314	3.91943
1	1e-08	32.4003	2.98121e+14	0.645452	0.00218589	0.645452	0.863073	3.91973
1	1e-08	32.6003	3.64125e+14	0.645403	0.00217383	0.645403	0.863008	3.92003
1	1e-08	32.8003	4.44744e+14	0.645354	0.0021619	0.645354	0.862943	3.92033
1	1e-08	33.0003	5.43211e+14	0.645306	0.0021501	0.645306	0.862878	3.92062
1	1e-08	33.2003	6.6348e+14	0.645259	0.00213842	0.645259	0.862815	3.92091
1	1e-08	33.4003	8.10376e+14	0.645212	0.00212688	0.645212	0.862752	3.92119
1	1e-08	33.6003	9.89795e+14	0.645165	0.00211546	0.645165	0.86269	3.92148
1	1e-08	33.8003	1.20894e+15	0.645119	0.00210416	0.645119	0.862629	3.92175
1	1e-08	34.0003	1.4766e+15	0.645074	0.00209298	0.645074	0.862568	3.92203
1	1e-08	34.2003	1.80352e+15	0.645029	0.00208193	0.645029	0.862508	3.9223
1	1e-08	34.4003	2.20283e+15	0.644984	0.00207098	0.644984	0.862448	3.92258
1	1e-08	34.6003	2.69054e+15	0.64494	0.00206016	0.64494	0.862389	3.92284
1	1e-08	34.8003	3.28624e+15	0.644897	0.00204944	0.644897	0.862331	3.92311
1	1e-08	35.0003	4.01382e+15	0.644854	0.00203884	0.644854	0.862273	3.92337
1	1e-08	35.2003	4.90249e+15	0.644811	0.00202835	0.644811	0.862216	3.92363
1	1e-08	35.4003	5.98791e+15	0.644769	0.00201796	0.644769	0.86216	3.92389
1	1e-08	35.6003	7.31365e+15	0.644727	0.00200768	0.644727	0.862104	3.92414
1	1e-08	35.8003	8.93292e+15	0.644686	0.0019975	0.644686	0.862049	3.92439
1	1e-08	36.0003	1.09107e+16	0.644645	0.00198743	0.644645	0.861994	3.92464
1	1e-08	36.2003	1.33263e+16	0.644604	0.00197746	0.644604	0.86194	3.92489
1	1e-08	36.4003	1.62768e+16	0.644564	0.00196759	0.644564	0.861886	3.92513
1	1e-08	36.6003	1.98806e+16	0.644525	0.00195782	0.644525	0.861833	3.92537
1	1e-08	36.8003	2.42822e+16	0.644485	0.00194814	0.644485	0.861781	3.92561
1	1e-08	37.0003	2.96583e+16	0.644446	0.00193856	0.644446	0.861729	3.92585
1	1e-08	37.2003	3.62248e+16	0.644408	0.00192908	0.644408	0.861677	3.92609
1	1e-08	37.4003	4.4245e+16	0.64437	0.00191968	0.64437	0.861626	3.92632
1	1e-08	37.6003	5.4041e+16	0.644332	0.00191038	0.644332	0.861576	3.92655
1	1e-08	37.8003	6.60058e+16	0.644295	0.00190117	0.644295	0.861526	3.92678
1	1e-08	38.0003	8.06197e+16	0.644257	0.00189204	0.644257	0.861476	3.927
1	1e-08	38.2003	9.84691e+16	0.644221	0.00188301	0.644221	0.861427	3.92722
1	1e-08	38.4003	1.2027e+17	0.644184	0.00187406	0.644184	0.861378	3.92745
1	1e-08	38.6003	1.46899e+17	0.644148	0.00186519	0.644148	0.86133	3.92767
1	1e-08	38.8003	1.79422e+17	0.644113	0.00185641	0.644113	0.861283	3.92788
1	1e-08	39.0003	2.19147e+17	0.644078	0.00184771	0.644078	0.861235	3.9281
1	1e-08	39.2003	2.67667e+17	0.644043	0.00183909	0.644043	0.861189	3.92831
1	1e-08	39.4003	3.26929e+17	0.644008	0.00183056	0.644008	0.861142	3.92852
1	1e-08	39.6003	3.99312e+17	0.643974	0.0018221	0.643974	0.861097	3.92873
1	1e-08	39.8003	4.87721e+17	0.64394	0.00181372	0.64394	0.861051	3.92894
1	1e-08	40.0003	5.95703e+17	0.643906	0.00180541	0.643906	0.861006	3.92915
1	1e-08	40.2004	7.27667e+17	0.643873	0.00179718	0.643873	0.860961	3.92935
1	1e-08	40.4004	8.88774e+17	0.64384	0.00178903	0.64384	0.860917	3.92955
1	1e-08	40.6004	1.08555e+18	0.643807	0.00178095	0.643807	0.860873	3.92975
1	1e-08	40.8004	1.32589e+18	0.643774	0.00177295	0.643774	0.86083	3.92995
1	1e-08	41.0004	1.61945e+18	0.643742	0.00176501	0.643742	0.860787	3.93015
1	1e-08	41.2004	1.978e+18	0.64371	0.00175715	0.64371	0.860744	3.93034
1	1e-08	41.4004	2.41594e+18	0.643679	0.00174935	0.643679	0.860702	3.93053
1	1e-08	41.6004	2.95083e+18	0.643647	0.00174163	0.643647	0.86066	3.93072
1	1e-08	41.8004	3.60416e+18	0.643616	0.00173397	0.643616	0.860619	3.93091
1	1e-08	42.0004	4.40213e+18	0.643586	0.00172638	0.643586	0.860578	3.9311
1	1e-08	42.2004	5.37677e+18	0.643555	0.00171886	0.643555	0.860537	3.93129
1	1e-08	42.4004	6.5672e+18	0.643525	0.0017114	0.643525	0.860496	3.93147
1	1e-08	42.6004	8.0212e+18	0.643495	0.00170401	0.643495	0.860456	3.93166
1	1e-08	42.8004	9.79711e+18	0.643465	0.00169668	0.643465	0.860417	3.93184
1	1e-08	43.0004	1.19662e+19	0.643436	0.00168942	0.643436	0.860377	3.93202
1	1e-08	43.2004	1.46156e+19	0.643407	0.00168221	0.643407	0.860338	3.93219
1	1e-08	43.4004	1.78515e+19	0.643378	0.00167507	0.643378	0.8603	3.93237
1	1e-08	43.6004	2.18039e+19	0.643349	0.00166799	0.643349	0.860261	3.93255
1	1e-08	43.8004	2.66313e+19	0.643321	0.00166096	0.643321	0.860223	3.93272
1	1e-08	44.0004	3.25276e+19	0.643292	0.001654	0.643292	0.860186	3.93289
1	1e-08	44.2004	3.97292e+19	0.643264	0.00164709	0.643264	0.860148	3.93306
1	1e-08	44.4004	4.85254e+19	0.643237	0.00164025	0.643237	0.860111	3.93323
1	1e-08	44.6004	5.92691e+19	0.643209	0.00163346	0.643209	0.860074	3.9334
1	1e-08	44.8004	7.23914e+19	0.643182	0.00162672	0.643182	0.860038	3.93357
1	1e-08	45.0004	8.84191e+19	0.643155	0.00162004	0.643155	0.860002	3.93373
1	1e-08	45.2004	1.07995e+20	0.643128	0.00161342	0.643128	0.859966	3.9339
1	1e-08	45.4004	1.31906e+20	0.643101	0.00160685	0.643101	0.85993	3.93406
1	1e-08	45.6004	1.6111e+20	0.643075	0.00160033	0.643075	0.859895	3.93422
1	1e-08	45.8004	1.9678e+20	0.643049	0.00159386	0.643049	0.85986	3.93438
1	1e-08	46.0004	2.40348e+20	0.643023	0.00158745	0.643023	0.859825	3.93454
1	1e-08	46.2004	2.93562e+20	0.642997	0.00158109	0.642997	0.859791	3.9347
1	1e-08	46.4004	3.58557e+20	0.642972	0.00157478	0.642972	0.859757	3.93485
1	1e-08	46.6004	4.37943e+20	0.642946	0.00156852	0.642946	0.859723	3.93501
1	1e-08	46.8004	5.34904e+20	0.642921	0.00156231	0.642921	0.859689	3.93516
1	1e-08	47.0004	6.53333e+20	0.642896	0.00155615	0.642896	0.859656	3.93532
1	1e-08	47.2004	7.97983e+20	0.642872	0.00155004	0.642872	0.859623	3.93547
1	1e-08	47.4004	9.74659e+20	0.642847	0.00154397	0.642847	0.85959	3.93562
1	1e-08	47.6004	1.19045e+21	0.642823	0.00153795	0.642823	0.859557	3.93577
1	1e-08	47.8004	1.45402e+21	0.642799	0.00153198	0.642799	0.859525	3.93591
1	1e-08	48.0004	1.77594e+21	0.642775	0.00152606	0.642775	0.859493	3.93606
1	1e-08	48.2004	2.16914e+21	0.642751	0.00152018	0.642751	0.859461	3.93621
1	1e-08	48.4004	2.6494e+21	0.642727	0.00151435	0.642727	0.85943	3.93635
1	1e-08	48.6004	3.23598e+21	0.642704	0.00150856	0.642704	0.859399	3.93649
1	1e-08	48.8004	3.95244e+21	0.642681	0.00150281	0.642681	0.859367	3.93664
1	1e-08	49.0004	4.82752e+21	0.642657	0.00149711	0.642657	0.859337	3.93678
1	1e-08	49.2004	5.89634e+21	0.642635	0.00149145	0.642635	0.859306	3.93692
1	1e-08	49.4004	7.20181e+21	0.642612	0.00148584	0.642612	0.859276	3.93706
1	1e-08	49.6004	8.79631e+21	0.642589	0.00148027	0.642589	0.859246	3.9372
1	1e-08	49.8004	1.07438e+22	0.642567	0.00147473	0.642567	0.859216	3.93733
1	1e-08	50.0004	1.31226e+22	0.642545	0.00146924	0.642545	0.859186	3.93747
1	1e-08	50.2005	1.60295e+22	0.642523	0.00146379	0.642523	0.859157	3.9376
1	1e-08	50.4005	1.95785e+22	0.642501	0.00145838	0.642501	0.859127	3.93774
1	1e-08	50.6005	2.39132e+22	0.642479	0.00145301	0.642479	0.859098	3.93787
1	1e-08	50.8005	2.92077e+22	0.642458	0.00144768	0.642458	0.85907	3.938
1	1e-08	51.0005	3.56744e+22	0.642436	0.00144239	0.642436	0.859041	3.93813
1	1e-08	51.2005	4.35728e+22	0.642415	0.00143714	0.642415	0.859013	3.93826
1	1e-08	51.4005	5.32199e+22	0.642394	0.00143193	0.642394	0.858984	3.93839
1	1e-08	51.6005	6.50029e+22	0.642373	0.00142675	0.642373	0.858956	3.93852
1	1e-08	51.8005	7.93948e+22	0.642352	0.00142161	0.642352	0.858929	3.93865
1	1e-08	52.0005	9.6973e+22	0.642332	0.00141651	0.642332	0.858901	3.93877
1	1e-08	52.2005	1.18443e+23	0.642311	0.00141144	0.642311	0.858874	3.9389
1	1e-08	52.4005	1.44667e+23	0.642291	0.00140641	0.642291	0.858847	3.93902
1	1e-08	52.6005	1.76696e+23	0.642271	0.00140142	0.642271	0.85882	3.93915
1	1e-08	52.8005	2.15817e+23	0.642251	0.00139646	0.642251	0.858793	3.93927
1	1e-08	53.0005	2.636e+23	0.642231	0.00139154	0.642231	0.858766	3.93939
1	1e-08	53.2005	3.21962e+23	0.642211	0.00138665	0.642211	0.85874	3.93951
1	1e-08	53.4005	3.93245e+23	0.642192	0.00138179	0.642192	0.858714	3.93963
1	1e-08	53.6005	4.8031e+23	0.642172	0.00137697	0.642172	0.858688	3.93975
1	1e-08	53.8005	5.86652e+23	0.642153	0.00137219	0.642153	0.858662	3.93987
1	1e-08	54.0005	7.16539e+23	0.642134	0.00136743	0.642134	0.858636	3.93999
1	1e-08	54.2005	8.75182e+23	0.642115	0.00136271	0.642115	0.858611	3.94011
1	1e-08	54.4005	1.06895e+24	0.642096	0.00135802	0.642096	0.858585	3.94022
1	1e-08	54.6005	1.30562e+24	0.642077	0.00135337	0.642077	0.85856	3.94034
1	1e-08	54.8005	1.59469e+24	0.642058	0.00134874	0.642058	0.858535	3.94045
1	1e-08	55.0005	1.94775e+24	0.64204	0.00134415	0.64204	0.85851	3.94057
1	1e-08	55.2005	2.37899e+24	0.642021	0.00133959	0.642021	0.858486	3.94068
1	1e-08	55.4005	2.90571e+24	0.642003	0.00133506	0.642003	0.858461	3.94079
