T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
1.00126	-0.00125893	0.2	3.09015	0.738862	0.0234574	0.738862	0.989221	3.42419
1.00126	-0.00125893	0.4	3.77432	0.731925	0.022047	0.731925	0.979933	3.45664
1.00126	-0.00125893	0.6	4.60996	0.72588	0.0208059	0.72588	0.971841	3.48542
1.00126	-0.00125893	0.8	5.63062	0.720561	0.0197047	0.720561	0.96472	3.51115
1.00126	-0.00125893	1	6.87725	0.715842	0.0187206	0.715842	0.958401	3.5343
1.00126	-0.00125893	1.2	8.3999	0.711623	0.0178356	0.711623	0.952753	3.55525
1.00126	-0.00125893	1.4	10.2597	0.707827	0.0170353	0.707827	0.94767	3.57432
1.00126	-0.00125893	1.6	12.5312	0.704391	0.0163078	0.704391	0.943071	3.59175
1.00126	-0.00125893	1.8	15.3056	0.701266	0.0156435	0.701266	0.938886	3.60776
1.00126	-0.00125893	2	18.6943	0.698408	0.0150345	0.698408	0.93506	3.62252
1.00126	-0.00125893	2.2	22.8333	0.695786	0.0144741	0.695786	0.931549	3.63618
1.00126	-0.00125893	2.4	27.8886	0.693368	0.0139566	0.693368	0.928312	3.64886
1.00126	-0.00125893	2.6	34.0633	0.691132	0.0134774	0.691132	0.925319	3.66066
1.00126	-0.00125893	2.8	41.605	0.689058	0.0130322	0.689058	0.922541	3.67168
1.00126	-0.00125893	3	50.8164	0.687126	0.0126175	0.687126	0.919956	3.682
1.00126	-0.00125893	3.2	62.0673	0.685324	0.0122304	0.685324	0.917542	3.69168
1.00126	-0.00125893	3.4	75.8092	0.683637	0.0118681	0.683637	0.915284	3.70079
1.00126	-0.00125893	3.6	92.5935	0.682055	0.0115285	0.682055	0.913165	3.70938
1.00126	-0.00125893	3.8	113.094	0.680567	0.0112093	0.680567	0.911173	3.71749
1.00126	-0.00125893	4	138.133	0.679165	0.0109089	0.679165	0.909296	3.72516
1.00126	-0.00125893	4.2	168.716	0.677841	0.0106256	0.677841	0.907524	3.73244
1.00126	-0.00125893	4.4	206.071	0.676589	0.010358	0.676589	0.905848	3.73934
1.00126	-0.00125893	4.6	251.695	0.675403	0.0101049	0.675403	0.904259	3.74591
1.00126	-0.00125893	4.8	307.421	0.674277	0.00986517	0.674277	0.902752	3.75217
1.00126	-0.00125893	5	375.485	0.673206	0.00963776	0.673206	0.901319	3.75814
1.00126	-0.00125893	5.2	458.619	0.672187	0.00942178	0.672187	0.899954	3.76383
1.00126	-0.00125893	5.4	560.158	0.671215	0.0092164	0.671215	0.898653	3.76928
1.00126	-0.00125893	5.6	684.179	0.670287	0.00902087	0.670287	0.897411	3.7745
1.00126	-0.00125893	5.8	835.658	0.6694	0.00883453	0.6694	0.896223	3.7795
1.00126	-0.00125893	6	1020.67	0.668551	0.00865675	0.668551	0.895086	3.7843
1.00126	-0.00125893	6.2	1246.66	0.667738	0.00848698	0.667738	0.893997	3.78891
1.00126	-0.00125893	6.4	1522.67	0.666957	0.00832471	0.666957	0.892952	3.79335
1.00126	-0.00125893	6.6	1859.79	0.666208	0.00816947	0.666208	0.891949	3.79761
1.00126	-0.00125893	6.8	2271.55	0.665487	0.00802082	0.665487	0.890984	3.80173
1.00126	-0.00125893	7	2774.48	0.664794	0.00787838	0.664794	0.890056	3.80569
1.00126	-0.00125893	7.2	3388.76	0.664126	0.00774177	0.664126	0.889161	3.80952
1.00126	-0.00125893	7.4	4139.04	0.663482	0.00761067	0.663482	0.888299	3.81322
1.00126	-0.00125893	7.6	5055.44	0.66286	0.00748477	0.66286	0.887467	3.81679
1.00126	-0.00125893	7.8	6174.72	0.66226	0.00736377	0.66226	0.886664	3.82025
1.00126	-0.00125893	8	7541.82	0.66168	0.00724742	0.66168	0.885887	3.8236
1.00126	-0.00125893	8.2	9211.6	0.661119	0.00713546	0.661119	0.885136	3.82684
1.00126	-0.00125893	8.4	11251.1	0.660576	0.00702766	0.660576	0.884408	3.82999
1.00126	-0.00125893	8.6	13742.1	0.66005	0.00692383	0.66005	0.883704	3.83304
1.00126	-0.00125893	8.8	16784.6	0.659539	0.00682374	0.659539	0.883021	3.83601
1.00126	-0.00125893	9	20500.8	0.659045	0.00672723	0.659045	0.882358	3.83889
1.00126	-0.00125893	9.2	25039.7	0.658564	0.00663412	0.658564	0.881715	3.84169
1.00126	-0.00125893	9.4	30583.6	0.658097	0.00654424	0.658097	0.88109	3.84442
1.00126	-0.00125893	9.6	37354.9	0.657644	0.00645744	0.657644	0.880483	3.84707
1.00126	-0.00125893	9.8	45625.4	0.657202	0.00637359	0.657202	0.879892	3.84965
1.00126	-0.00125893	10	55727	0.656773	0.00629255	0.656773	0.879317	3.85217
1.00126	-0.00125893	10.2001	68071.9	0.656355	0.00621415	0.656355	0.878757	3.85462
1.00126	-0.00125893	10.4001	83143.2	0.655947	0.00613836	0.655947	0.878212	3.85702
1.00126	-0.00125893	10.6001	101551	0.65555	0.00606503	0.65555	0.87768	3.85935
1.00126	-0.00125893	10.8001	124035	0.655163	0.00599405	0.655163	0.877161	3.86163
1.00126	-0.00125893	11.0001	151497	0.654785	0.00592532	0.654785	0.876655	3.86386
1.00126	-0.00125893	11.2001	185039	0.654416	0.00585876	0.654416	0.876161	3.86604
1.00126	-0.00125893	11.4001	226007	0.654056	0.00579427	0.654056	0.875679	3.86817
1.00126	-0.00125893	11.6001	276045	0.653703	0.00573177	0.653703	0.875207	3.87026
1.00126	-0.00125893	11.8001	337162	0.653359	0.00567119	0.653359	0.874746	3.8723
1.00126	-0.00125893	12.0001	411811	0.653022	0.00561246	0.653022	0.874295	3.87429
1.00126	-0.00125893	12.2001	502987	0.652693	0.00555549	0.652693	0.873854	3.87625
1.00126	-0.00125893	12.4001	614350	0.65237	0.00550023	0.65237	0.873422	3.87817
1.00126	-0.00125893	12.6001	750368	0.652054	0.00544661	0.652054	0.872999	3.88005
1.00126	-0.00125893	12.8001	916502	0.651744	0.00539457	0.651744	0.872584	3.88189
1.00126	-0.00125893	13.0001	1.11942e+06	0.65144	0.00534406	0.65144	0.872177	3.8837
1.00126	-0.00125893	13.2001	1.36726e+06	0.651143	0.00529502	0.651143	0.871779	3.88548
1.00126	-0.00125893	13.4001	1.66998e+06	0.650851	0.00524741	0.650851	0.871388	3.88722
1.00126	-0.00125893	13.6001	2.03971e+06	0.650564	0.00520117	0.650564	0.871004	3.88893
1.00126	-0.00125893	13.8001	2.49131e+06	0.650283	0.00515626	0.650283	0.870627	3.89062
1.00126	-0.00125893	14.0001	3.04289e+06	0.650006	0.00511263	0.650006	0.870257	3.89227
1.00126	-0.00125893	14.2001	3.7166e+06	0.649735	0.00507024	0.649735	0.869894	3.8939
1.00126	-0.00125893	14.4001	4.53946e+06	0.649468	0.00502905	0.649468	0.869536	3.8955
1.00126	-0.00125893	14.6001	5.54451e+06	0.649205	0.00498903	0.649205	0.869185	3.89707
1.00126	-0.00125893	14.8001	6.77208e+06	0.648947	0.00495014	0.648947	0.868839	3.89862
1.00126	-0.00125893	15.0001	8.27144e+06	0.648693	0.00491234	0.648693	0.8685	3.90015
1.00126	-0.00125893	15.2001	1.01028e+07	0.648443	0.0048756	0.648443	0.868165	3.90165
1.00126	-0.00125893	15.4001	1.23395e+07	0.648197	0.00483988	0.648197	0.867836	3.90313
1.00126	-0.00125893	15.6001	1.50715e+07	0.647955	0.00480517	0.647955	0.867511	3.90459
1.00126	-0.00125893	15.8001	1.84084e+07	0.647716	0.00477143	0.647716	0.867192	3.90603
1.00126	-0.00125893	16.0001	2.24841e+07	0.647481	0.00473863	0.647481	0.866877	3.90745
1.00126	-0.00125893	16.2001	2.74622e+07	0.647249	0.00470674	0.647249	0.866566	3.90885
1.00126	-0.00125893	16.4001	3.35423e+07	0.647021	0.00467575	0.647021	0.86626	3.91023
1.00126	-0.00125893	16.6001	4.09687e+07	0.646795	0.00464562	0.646795	0.865958	3.91159
1.00126	-0.00125893	16.8001	5.00393e+07	0.646573	0.00461634	0.646573	0.865661	3.91294
1.00126	-0.00125893	17.0001	6.11181e+07	0.646353	0.00458788	0.646353	0.865367	3.91427
1.00126	-0.00125893	17.2001	7.46499e+07	0.646137	0.00456021	0.646137	0.865076	3.91558
1.00126	-0.00125893	17.4001	9.11776e+07	0.645923	0.00453333	0.645923	0.86479	3.91688
1.00126	-0.00125893	17.6001	1.11365e+08	0.645711	0.00450721	0.645711	0.864507	3.91816
1.00126	-0.00125893	17.8001	1.36021e+08	0.645502	0.00448183	0.645502	0.864227	3.91943
1.00126	-0.00125893	18.0001	1.66136e+08	0.645296	0.00445718	0.645296	0.863951	3.92068
1.00126	-0.00125893	18.2001	2.02919e+08	0.645092	0.00443323	0.645092	0.863678	3.92192
1.00126	-0.00125893	18.4001	2.47846e+08	0.64489	0.00440998	0.64489	0.863408	3.92315
1.00126	-0.00125893	18.6001	3.0272e+08	0.644691	0.0043874	0.644691	0.86314	3.92436
1.00126	-0.00125893	18.8001	3.69743e+08	0.644493	0.00436547	0.644493	0.862876	3.92557
1.00126	-0.00125893	19.0001	4.51605e+08	0.644298	0.0043442	0.644298	0.862615	3.92676
