T/Tc	1-T/Tc	l	a	K	y	F	Kr	Kr/K0	a0/Kr
1	1e-08	2.0001	18.6962	0.386744	0.0622376	-0.0530768	0.0523349	0.169288	48.3425
1	1.25893e-08	2.0001	18.6962	0.386744	0.0622376	-0.0530768	0.0523349	0.169288	48.3425
1	1.58489e-08	2.0001	18.6962	0.386744	0.0622376	-0.0530768	0.0523349	0.169288	48.3425
1	1.99526e-08	2.0001	18.6962	0.386744	0.0622376	-0.0530768	0.0523349	0.169288	48.3425
1	2.51189e-08	2.0001	18.6962	0.386744	0.0622375	-0.0530768	0.0523349	0.169288	48.3425
1	3.16228e-08	2.0001	18.6962	0.386744	0.0622375	-0.0530768	0.0523349	0.169288	48.3425
1	3.98107e-08	2.0001	18.6962	0.386744	0.0622375	-0.0530768	0.0523349	0.169288	48.3425
1	5.01187e-08	2.0001	18.6962	0.386744	0.0622375	-0.0530768	0.0523349	0.169288	48.3425
1	6.30957e-08	2.0001	18.6962	0.386744	0.0622374	-0.0530767	0.0523349	0.169288	48.3425
1	7.94328e-08	2.0001	18.6962	0.386744	0.0622374	-0.0530767	0.0523349	0.169288	48.3425
1	1e-07	2.0001	18.6962	0.386744	0.0622373	-0.0530767	0.0523349	0.169288	48.3425
1	1.25893e-07	2.0001	18.6962	0.386745	0.0622372	-0.0530767	0.052335	0.169288	48.3424
1	1.58489e-07	2.0001	18.6962	0.386745	0.0622371	-0.0530767	0.052335	0.169288	48.3424
1	1.99526e-07	2.0001	18.6962	0.386745	0.062237	-0.0530767	0.052335	0.169288	48.3424
1	2.51189e-07	2.0001	18.6962	0.386746	0.0622369	-0.0530767	0.0523351	0.169289	48.3423
1	3.16228e-07	2.0001	18.6962	0.386746	0.0622367	-0.0530767	0.0523352	0.169289	48.3423
1	3.98107e-07	2.0001	18.6962	0.386747	0.0622364	-0.0530767	0.0523352	0.169289	48.3422
0.999999	5.01187e-07	2.0001	18.6962	0.386747	0.0622361	-0.0530766	0.0523353	0.169289	48.3421
0.999999	6.30957e-07	2.0001	18.6962	0.386748	0.0622357	-0.0530766	0.0523355	0.16929	48.342
0.999999	7.94328e-07	2.0001	18.6962	0.38675	0.0622353	-0.0530765	0.0523356	0.16929	48.3418
0.999999	1e-06	2.0001	18.6962	0.386751	0.0622346	-0.0530765	0.0523358	0.169291	48.3416
0.999999	1.25893e-06	2.0001	18.6962	0.386753	0.0622339	-0.0530764	0.0523361	0.169292	48.3414
0.999998	1.58489e-06	2.0001	18.6962	0.386755	0.0622329	-0.0530763	0.0523364	0.169293	48.3411
0.999998	1.99526e-06	2.0001	18.6962	0.386758	0.0622317	-0.0530762	0.0523368	0.169294	48.3407
0.999997	2.51189e-06	2.0001	18.6962	0.386762	0.0622302	-0.053076	0.0523374	0.169296	48.3402
0.999997	3.16228e-06	2.0001	18.6962	0.386767	0.0622282	-0.0530759	0.052338	0.169298	48.3396
0.999996	3.98107e-06	2.0001	18.6962	0.386773	0.0622258	-0.0530756	0.0523388	0.1693	48.3389
0.999995	5.01187e-06	2.0001	18.6962	0.386781	0.0622227	-0.0530753	0.0523399	0.169303	48.3379
0.999994	6.30957e-06	2.0001	18.6962	0.38679	0.0622189	-0.0530749	0.0523411	0.169307	48.3367
0.999992	7.94328e-06	2.0001	18.6962	0.386802	0.062214	-0.0530745	0.0523428	0.169312	48.3352
0.99999	1e-05	2.0001	18.6962	0.386818	0.0622079	-0.0530739	0.0523448	0.169319	48.3333
0.999987	1.25893e-05	2.0001	18.6962	0.386837	0.0622002	-0.0530731	0.0523474	0.169326	48.3309
0.999984	1.58489e-05	2.0001	18.6962	0.386861	0.0621905	-0.0530722	0.0523507	0.169336	48.3279
0.99998	1.99526e-05	2.0001	18.6962	0.386891	0.0621784	-0.053071	0.0523548	0.169349	48.3241
0.999975	2.51189e-05	2.0001	18.6962	0.386929	0.062163	-0.0530695	0.05236	0.169365	48.3194
0.999968	3.16228e-05	2.0001	18.6962	0.386977	0.0621437	-0.0530676	0.0523665	0.169385	48.3134
