T/Tc	1-T/Tc	l	a	K	y	Kr	Kr/K0	a0/Kr
0.9999	0.0001	0.2	3.09015	0.73994	0.0233248	0.73994	0.989319	3.4192
0.9999	0.0001	0.4	3.77432	0.733065	0.0219071	0.733065	0.980128	3.45126
0.9999	0.0001	0.6	4.60996	0.727082	0.0206587	0.727082	0.972128	3.47966
0.9999	0.0001	0.8	5.63062	0.721824	0.0195501	0.721824	0.965099	3.50501
0.9999	0.0001	1	6.87725	0.717165	0.0185587	0.717165	0.95887	3.52778
0.9999	0.0001	1.2	8.3999	0.713007	0.0176663	0.713007	0.95331	3.54835
0.9999	0.0001	1.4	10.2597	0.709271	0.0168586	0.709271	0.948315	3.56704
0.9999	0.0001	1.6	12.5312	0.705895	0.0161237	0.705895	0.943801	3.5841
0.9999	0.0001	1.8	15.3056	0.702829	0.015452	0.702829	0.939702	3.59974
0.9999	0.0001	2	18.6943	0.700031	0.0148356	0.700031	0.935961	3.61412
0.9999	0.0001	2.2	22.8333	0.697468	0.0142678	0.697468	0.932534	3.62741
0.9999	0.0001	2.4	27.8886	0.69511	0.013743	0.69511	0.929381	3.63971
0.9999	0.0001	2.6	34.0633	0.692933	0.0132562	0.692933	0.926471	3.65115
0.9999	0.0001	2.8	41.605	0.690918	0.0128036	0.690918	0.923776	3.6618
0.9999	0.0001	3	50.8164	0.689046	0.0123815	0.689046	0.921273	3.67175
0.9999	0.0001	3.2	62.0673	0.687302	0.011987	0.687302	0.918942	3.68106
0.9999	0.0001	3.4	75.8092	0.685674	0.0116173	0.685674	0.916765	3.6898
0.9999	0.0001	3.6	92.5935	0.684151	0.0112701	0.684151	0.914728	3.69801
0.9999	0.0001	3.8	113.094	0.682722	0.0109435	0.682722	0.912818	3.70575
0.9999	0.0001	4	138.133	0.681379	0.0106356	0.681379	0.911022	3.71306
0.9999	0.0001	4.2	168.716	0.680114	0.0103448	0.680114	0.909331	3.71996
0.9999	0.0001	4.4	206.071	0.678921	0.0100697	0.678921	0.907736	3.7265
0.9999	0.0001	4.6	251.695	0.677794	0.00980909	0.677794	0.906229	3.7327
0.9999	0.0001	4.8	307.421	0.676726	0.00956181	0.676726	0.904802	3.73859
0.9999	0.0001	5	375.485	0.675715	0.00932686	0.675715	0.903449	3.74418
0.9999	0.0001	5.2	458.619	0.674755	0.00910331	0.674755	0.902166	3.74951
0.9999	0.0001	5.4	560.158	0.673842	0.00889035	0.673842	0.900945	3.75459
0.9999	0.0001	5.6	684.179	0.672973	0.00868723	0.672973	0.899784	3.75944
0.9999	0.0001	5.8	835.658	0.672145	0.00849328	0.672145	0.898677	3.76407
0.9999	0.0001	6	1020.67	0.671355	0.00830787	0.671355	0.897621	3.7685
0.9999	0.0001	6.2	1246.66	0.670601	0.00813046	0.670601	0.896612	3.77273
0.9999	0.0001	6.4	1522.67	0.66988	0.00796052	0.66988	0.895648	3.7768
0.9999	0.0001	6.6	1859.79	0.66919	0.00779759	0.66919	0.894725	3.78069
0.9999	0.0001	6.8	2271.55	0.668529	0.00764124	0.668529	0.893841	3.78443
0.9999	0.0001	7	2774.48	0.667895	0.00749107	0.667895	0.892993	3.78802
0.9999	0.0001	7.2	3388.76	0.667286	0.00734672	0.667286	0.89218	3.79148
0.9999	0.0001	7.4	4139.04	0.666702	0.00720785	0.666702	0.891399	3.7948
0.9999	0.0001	7.6	5055.44	0.66614	0.00707414	0.66614	0.890648	3.798
0.9999	0.0001	7.8	6174.72	0.6656	0.00694533	0.6656	0.889925	3.80108
0.9999	0.0001	8	7541.82	0.665079	0.00682113	0.665079	0.88923	3.80406
0.9999	0.0001	8.2	9211.6	0.664578	0.0067013	0.664578	0.888559	3.80693
0.9999	0.0001	8.4	11251.1	0.664095	0.00658561	0.664095	0.887914	3.80969
0.9999	0.0001	8.6	13742.1	0.663629	0.00647385	0.663629	0.88729	3.81237
0.9999	0.0001	8.8	16784.6	0.663179	0.00636582	0.663179	0.886689	3.81496
0.9999	0.0001	9	20500.8	0.662745	0.00626133	0.662745	0.886108	3.81746
0.9999	0.0001	9.2	25039.7	0.662325	0.00616021	0.662325	0.885546	3.81988
0.9999	0.0001	9.4	30583.6	0.661919	0.00606229	0.661919	0.885003	3.82222
0.9999	0.0001	9.6	37354.9	0.661526	0.00596743	0.661526	0.884478	3.82449
0.9999	0.0001	9.8	45625.4	0.661145	0.00587548	0.661145	0.883969	3.82669
0.9999	0.0001	10	55727	0.660777	0.00578631	0.660777	0.883477	3.82883
0.9999	0.0001	10.2001	68071.9	0.66042	0.00569974	0.66042	0.882999	3.8309
0.9999	0.0001	10.4001	83143.2	0.660074	0.00561576	0.660074	0.882537	3.83291
0.9999	0.0001	10.6001	101551	0.659738	0.0055342	0.659738	0.882088	3.83486
0.9999	0.0001	10.8001	124035	0.659412	0.00545495	0.659412	0.881652	3.83675
0.9999	0.0001	11.0001	151497	0.659096	0.00537792	0.659096	0.881229	3.83859
0.9999	0.0001	11.2001	185039	0.658789	0.00530302	0.658789	0.880819	3.84038
0.9999	0.0001	11.4001	226007	0.65849	0.00523016	0.65849	0.880419	3.84212
0.9999	0.0001	11.6001	276045	0.6582	0.00515926	0.6582	0.880032	3.84382
0.9999	0.0001	11.8001	337162	0.657918	0.00509023	0.657918	0.879654	3.84546
0.9999	0.0001	12.0001	411811	0.657644	0.005023	0.657644	0.879288	3.84707
0.9999	0.0001	12.2001	502987	0.657377	0.0049575	0.657377	0.878931	3.84863
0.9999	0.0001	12.4001	614350	0.657117	0.00489366	0.657117	0.878583	3.85015
0.9999	0.0001	12.6001	750368	0.656863	0.00483143	0.656863	0.878245	3.85164
0.9999	0.0001	12.8001	916502	0.656617	0.00477074	0.656617	0.877915	3.85308
0.9999	0.0001	13.0001	1.11942e+06	0.656377	0.00471153	0.656377	0.877594	3.85449
0.9999	0.0001	13.2001	1.36726e+06	0.656142	0.00465375	0.656142	0.87728	3.85587
