# Filename: 2DKT_FPquench_vst_T_0.8_0.1_lmax10_dl0.008_tmax10000_dt01e-05.dat
# Source: 2DKT_FPquench.c
# Source version: 1 (2011 Jan 12)
# Parameter values: iTfrac=0.8, qTfrac=0.1, lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=1e-05, a0=1, a04=1, K0c=0.747853
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	G	vpdens
0	0	0.8	0.2	10	0.929103	0.993888	4.28298e-30	0.000162611
1	1e-05	0.1	0.9	10	7.12335	0.952507	4.48775e-30	0.000162078
2	2e-05	0.1	0.9	10	7.12379	0.952566	4.48775e-30	0.000161769
3	3e-05	0.1	0.9	10	7.12423	0.952624	4.48775e-30	0.000161465
4	4e-05	0.1	0.9	10	7.12466	0.952682	4.48775e-30	0.000161166
6	6e-05	0.1	0.9	10	7.12552	0.952796	4.48775e-30	0.000160579
8	8e-05	0.1	0.9	10	7.12636	0.952909	4.48775e-30	0.000160002
10	0.0001	0.1	0.9	10	7.12719	0.95302	4.48775e-30	0.000159435
12	0.00012	0.1	0.9	10	7.12802	0.953131	4.48775e-30	0.000158875
14	0.00014	0.1	0.9	10	7.12883	0.95324	4.48775e-30	0.000158322
17	0.00017	0.1	0.9	10	7.13005	0.953402	4.48775e-30	0.000157503
20	0.0002	0.1	0.9	10	7.13125	0.953563	4.48775e-30	0.000156696
24	0.00024	0.1	0.9	10	7.13283	0.953774	4.48775e-30	0.000155637
28	0.00028	0.1	0.9	10	7.13439	0.953983	4.48775e-30	0.000154596
32	0.00032	0.1	0.9	10	7.13593	0.954189	4.48775e-30	0.00015357
37	0.00037	0.1	0.9	10	7.13784	0.954444	4.48775e-30	0.000152309
43	0.00043	0.1	0.9	10	7.14009	0.954745	4.48775e-30	0.000150823
49	0.00049	0.1	0.9	10	7.14231	0.955041	4.48775e-30	0.000149366
56	0.00056	0.1	0.9	10	7.14485	0.955382	4.48775e-30	0.0001477
64	0.00064	0.1	0.9	10	7.14771	0.955764	4.48775e-30	0.000145838
73	0.00073	0.1	0.9	10	7.15087	0.956186	4.48775e-30	0.000143793
83	0.00083	0.1	0.9	10	7.1543	0.956645	4.48775e-30	0.000141579
94	0.00094	0.1	0.9	10	7.15799	0.957139	4.48775e-30	0.000139211
107	0.00107	0.1	0.9	10	7.16225	0.957708	4.48775e-30	0.000136497
121	0.00121	0.1	0.9	10	7.16671	0.958305	4.48775e-30	0.00013367
137	0.00137	0.1	0.9	10	7.17166	0.958967	4.48775e-30	0.000130554
155	0.00155	0.1	0.9	10	7.17706	0.959688	4.48775e-30	0.000127185
175	0.00175	0.1	0.9	10	7.18284	0.960462	4.48775e-30	0.000123599
197	0.00197	0.1	0.9	10	7.18897	0.961281	4.48775e-30	0.000119835
222	0.00222	0.1	0.9	10	7.19564	0.962174	4.48775e-30	0.000115768
250	0.0025	0.1	0.9	10	7.20279	0.963129	4.48775e-30	0.00011146
282	0.00282	0.1	0.9	10	7.21055	0.964167	4.48775e-30	0.000106829
318	0.00318	0.1	0.9	10	7.21881	0.965272	4.48775e-30	0.000101959
357	0.00357	0.1	0.9	10	7.22725	0.966399	4.48775e-30	9.70514e-05
402	0.00402	0.1	0.9	10	7.23636	0.967619	4.48775e-30	9.18179e-05
452	0.00452	0.1	0.9	10	7.2458	0.96888	4.48775e-30	8.64843e-05
508	0.00508	0.1	0.9	10	7.25559	0.970189	4.48775e-30	8.10432e-05
572	0.00572	0.1	0.9	10	7.26587	0.971564	4.48775e-30	7.54289e-05
642	0.00642	0.1	0.9	10	7.27615	0.972938	4.48775e-30	6.99288e-05
722	0.00722	0.1	0.9	10	7.2868	0.974363	4.48775e-30	6.43461e-05
811	0.00811	0.1	0.9	10	7.29748	0.975791	4.48775e-30	5.88837e-05
911	0.00911	0.1	0.9	10	7.3082	0.977224	4.48775e-30	5.35344e-05
1023	0.01023	0.1	0.9	10	7.31886	0.97865	4.48775e-30	4.83632e-05
1149	0.01149	0.1	0.9	10	7.32942	0.980061	4.48775e-30	4.33922e-05
1290	0.0129	0.1	0.9	10	7.33974	0.981442	4.48775e-30	3.86866e-05
1449	0.01449	0.1	0.9	10	7.34984	0.982792	4.48775e-30	3.42441e-05
1627	0.01627	0.1	0.9	10	7.35957	0.984093	4.48775e-30	3.01232e-05
1826	0.01826	0.1	0.9	10	7.36887	0.985337	4.48775e-30	2.63414e-05
2050	0.0205	0.1	0.9	10	7.37776	0.986526	4.48775e-30	2.28809e-05
2301	0.02301	0.1	0.9	10	7.38617	0.98765	4.48775e-30	1.97591e-05
2583	0.02583	0.1	0.9	10	7.3941	0.98871	4.48775e-30	1.6961e-05
2899	0.02899	0.1	0.9	10	7.4015	0.9897	4.48775e-30	1.44816e-05
3254	0.03254	0.1	0.9	10	7.40841	0.990624	4.48775e-30	1.22973e-05
3652	0.03652	0.1	0.9	10	7.4148	0.991479	4.48775e-30	1.03921e-05
4099	0.04099	0.1	0.9	10	7.42071	0.992269	4.48775e-30	8.73981e-06
4600	0.046	0.1	0.9	10	7.42614	0.992995	4.48775e-30	7.31969e-06
5162	0.05162	0.1	0.9	10	7.43111	0.99366	4.48775e-30	6.10579e-06
5793	0.05793	0.1	0.9	10	7.43566	0.994268	4.48775e-30	5.07353e-06
6501	0.06501	0.1	0.9	10	7.43981	0.994822	4.48775e-30	4.20127e-06
7296	0.07296	0.1	0.9	10	7.44358	0.995327	4.48775e-30	3.46748e-06
8187	0.08187	0.1	0.9	10	7.447	0.995784	4.48775e-30	2.85421e-06
9187	0.09187	0.1	0.9	10	7.45011	0.996199	4.48775e-30	2.34305e-06
10309	0.10309	0.1	0.9	10	7.45291	0.996575	4.48775e-30	1.91882e-06
11568	0.11568	0.1	0.9	10	7.45545	0.996914	4.48775e-30	1.56795e-06
12980	0.1298	0.1	0.9	10	7.45775	0.997221	4.48775e-30	1.27882e-06
14565	0.14565	0.1	0.9	10	7.45982	0.997498	4.48775e-30	1.04104e-06
16343	0.16343	0.1	0.9	10	7.46169	0.997748	4.48775e-30	8.46152e-07
18339	0.18339	0.1	0.9	10	7.46337	0.997973	4.48775e-30	6.86676e-07
20577	0.20577	0.1	0.9	10	7.46489	0.998176	4.48775e-30	5.56611e-07
23089	0.23089	0.1	0.9	10	7.46625	0.998358	4.48775e-30	4.50618e-07
25908	0.25908	0.1	0.9	10	7.46748	0.998523	4.48775e-30	3.64413e-07
29070	0.2907	0.1	0.9	10	7.46859	0.998671	4.48775e-30	2.94443e-07
32618	0.32618	0.1	0.9	10	7.46959	0.998804	4.48775e-30	2.37705e-07
36599	0.36599	0.1	0.9	10	7.47049	0.998924	4.48775e-30	1.91754e-07
41066	0.41066	0.1	0.9	10	7.47129	0.999032	4.48775e-30	1.54581e-07
46078	0.46078	0.1	0.9	10	7.47202	0.99913	4.48775e-30	1.2454e-07
51701	0.51701	0.1	0.9	10	7.47267	0.999217	4.48775e-30	1.00285e-07
58011	0.58011	0.1	0.9	10	7.47326	0.999296	4.48775e-30	8.07133e-08
65090	0.6509	0.1	0.9	10	7.47379	0.999366	4.48775e-30	6.49354e-08
73034	0.73034	0.1	0.9	10	7.47427	0.99943	4.48775e-30	5.22203e-08
81946	0.81946	0.1	0.9	10	7.4747	0.999487	4.48775e-30	4.19821e-08
91946	0.91946	0.1	0.9	10	7.47508	0.999539	4.48775e-30	3.37407e-08
103166	1.03166	0.1	0.9	10	7.47543	0.999585	4.48775e-30	2.711e-08
115756	1.15756	0.1	0.9	10	7.47574	0.999627	4.48775e-30	2.17768e-08
129881	1.29881	0.1	0.9	10	7.47602	0.999664	4.48775e-30	1.74895e-08
