# Filename: 3Dvlt_macro_Tv_Op12_Cc0.60_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.6, K0c=0.438731007206919, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1000000	1	1e-08	10	0.400244	0.0575557	-0.0718916	0.912276	4.14173e-05	5.03987e-28	22026.5	0.577291
2	1000000	1	1.25893e-08	10	0.403565	0.0563623	-0.0718916	0.919845	4.17609e-05	4.93537e-28	22026.5	0.58016
3	1000000	1	1.58489e-08	10	0.407758	0.0548969	-0.0718916	0.929404	4.21949e-05	4.80705e-28	22026.5	0.58377
4	1000000	1	1.99526e-08	10	0.413059	0.0531091	-0.0718916	0.941485	4.27433e-05	4.65051e-28	22026.5	0.588311
5	1000000	1	2.51189e-08	10	0.419763	0.0509457	-0.0718916	0.956765	4.34371e-05	4.46106e-28	22026.5	0.594022
6	1000000	1	3.16228e-08	10	0.428251	0.0483541	-0.0718916	0.976112	4.43154e-05	4.23413e-28	22026.5	0.6012
7	1000000	1	3.98107e-08	10	0.439009	0.0452892	-0.0718916	1.00063	4.54287e-05	3.96575e-28	22026.5	0.610216
8	1000000	1	5.01187e-08	10	0.45266	0.0417219	-0.0718916	1.03175	4.68413e-05	3.65339e-28	22026.5	0.621532
9	1000000	1	6.30957e-08	10	0.470004	0.0376526	-0.0718915	1.07128	4.86361e-05	3.29705e-28	22026.5	0.635713
10	1000000	1	7.94328e-08	10	0.492061	0.0331251	-0.0718915	1.12156	5.09186e-05	2.9006e-28	22026.5	0.653449
11	1000000	1	1e-07	10	0.520131	0.0282422	-0.0718915	1.18554	5.38233e-05	2.47303e-28	22026.5	0.675566
12	1000000	1	1.25893e-07	10	0.555851	0.0231745	-0.0718915	1.26695	5.75196e-05	2.02928e-28	22026.5	0.703032
13	1000000	1	1.58489e-07	10	0.601251	0.0181573	-0.0718915	1.37043	6.22175e-05	1.58994e-28	22026.5	0.736942
14	1000000	1	1.99526e-07	10	0.658783	0.0134655	-0.0718915	1.50156	6.81709e-05	1.17911e-28	22026.5	0.778476
15	1000000	1	2.51189e-07	10	0.731314	0.00936674	-0.0718915	1.66688	7.56765e-05	8.20199e-29	22026.5	0.828824
16	1000000	1	3.16228e-07	10	0.822046	0.00605933	-0.0718915	1.87369	8.50654e-05	5.30585e-29	22026.5	0.889073
17	1000000	1	3.98107e-07	10	0.934386	0.00362021	-0.0718914	2.12975	9.66904e-05	3.17004e-29	22026.5	0.960099
18	1000000	0.999999	5.01187e-07	10	1.07186	0.00195763	-0.0718914	2.4431	0.000110916	1.7142e-29	22026.5	1
19	1000000	0.999999	6.30957e-07	10	1.23881	0.000852307	-0.0718913	2.82363	0.000128192	7.46323e-30	22026.5	1
20	1000000	0.999999	7.94328e-07	10	1.43961	0.0002804	-0.0718913	3.28129	0.000148971	2.45533e-30	22026.5	1
21	1000000	0.999999	1e-06	10	1.6779	6.6012e-05	-0.0718912	3.82443	0.000173629	5.78034e-31	22026.5	1
22	1000000	0.999999	1.25893e-06	10	1.95785	1.04701e-05	-0.0718911	4.46253	0.000202599	9.16819e-32	22026.5	1
23	1000000	0.999998	1.58489e-06	10	2.2852	1.04555e-06	-0.071891	5.20866	0.000236473	9.15541e-33	22026.5	1
24	1000000	0.999998	1.99526e-06	10	2.66742	6.08138e-08	-0.0718908	6.07984	0.000276024	5.32517e-34	22026.5	1
25	1000000	0.999997	2.51189e-06	10	3.11358	1.88201e-09	-0.0718906	7.09677	0.000322193	1.64799e-35	22026.5	1
26	1000000	0.999997	3.16228e-06	10	3.63437	2.78848e-11	-0.0718904	8.2838	0.000376084	2.44174e-37	22026.5	1
27	1000000	0.999996	3.98107e-06	10	4.24227	1.74877e-13	-0.0718901	9.66938	0.000438989	1.53131e-39	22026.5	1
28	1000000	0.999995	5.01187e-06	10	4.95185	4.02035e-16	-0.0718897	11.2867	0.000512416	3.52042e-42	22026.5	1
29	1000000	0.999994	6.30957e-06	10	5.78012	2.86457e-19	-0.0718892	13.1746	0.000598124	2.50836e-45	22026.5	1
30	1000000	0.999992	7.94328e-06	10	6.74693	5.20023e-23	-0.0718886	15.3782	0.000698168	4.55359e-49	22026.5	1
31	1000000	0.99999	1e-05	10	7.87546	1.91348e-27	-0.0718879	17.9504	0.000814945	1.67554e-53	22026.5	1
32	1000000	0.999987	1.25893e-05	10	9.19275	1.09273e-32	-0.0718869	20.9528	0.000951255	9.56849e-59	22026.5	1
33	1000000	0.999984	1.58489e-05	10	10.7304	7.09161e-39	-0.0718857	24.4574	0.00111036	6.20977e-65	22026.5	1
34	1000000	0.99998	1.99526e-05	10	12.5252	3.63522e-46	-0.0718842	28.5482	0.00129609	3.18318e-72	22026.5	1
35	1000000	0.999975	2.51189e-05	10	14.6203	9.62606e-55	-0.0718822	33.3232	0.00151287	8.42907e-81	22026.5	1
36	1000000	0.999968	3.16228e-05	10	17.0658	8.02078e-65	-0.0718798	38.8969	0.00176592	7.02341e-91	22026.5	1
37	1000000	0.99996	3.98107e-05	10	19.9204	1.17904e-76	-0.0718768	45.4028	0.00206128	1.03243e-102	22026.5	1
38	1000000	0.99995	5.01187e-05	10	23.2525	1.55605e-90	-0.071873	52.9969	0.00240605	1.36256e-116	22026.5	1
39	1000000	0.999937	6.30957e-05	10	27.1421	8.37974e-107	-0.0718681	61.8611	0.00280849	7.33773e-133	22026.5	1
40	1000000	0.999921	7.94328e-05	10	31.6823	7.33409e-126	-0.0718621	72.2078	0.00327823	6.4221e-152	22026.5	1
41	1000000	0.9999	0.0001	10	36.9822	3.56138e-148	-0.0718545	84.2851	0.00382654	3.11852e-174	22026.5	1
42	1000000	0.999874	0.000125893	10	43.1687	2.73596e-174	-0.0718449	98.3821	0.00446654	2.39575e-200	22026.5	1
43	1000000	0.999842	0.000158489	10	50.3905	7.68377e-205	-0.0718328	114.837	0.00521358	6.7283e-231	22026.5	1
44	1000000	0.9998	0.000199526	10	58.8207	1.42592e-240	-0.0718176	134.043	0.00608556	1.24861e-266	22026.5	1
45	1000000	0.999749	0.000251189	10	68.6618	2.37211e-282	-0.0717985	156.462	0.00710334	2.07714e-308	22026.5	1
46	1000000	0.999684	0.000316228	10	80.1501	3.65609e-322	-0.0717744	182.629	0.00829132	0	22026.5	1
47	1000000	0.999602	0.000398107	10	93.5619	3.11261e-322	-0.0717442	213.171	0.00967794	0	22026.5	1
48	1000000	0.999499	0.000501187	10	109.219	2.66795e-322	-0.0717062	248.819	0.0112964	0	22026.5	1
49	1000000	0.999369	0.000630957	10	127.5	2.2727e-322	-0.0716584	290.427	0.0131854	0	22026.5	1
50	1000000	0.999206	0.000794328	10	148.844	1.97626e-322	-0.0715984	338.99	0.0153901	0	22026.5	1
51	1000000	0.999	0.001	10	173.765	1.67982e-322	-0.071523	395.668	0.0179633	0	22026.5	1
52	1000000	0.998741	0.00125893	10	202.868	1.43279e-322	-0.0714284	461.815	0.0209664	0	22026.5	1
53	1000000	0.998415	0.00158489	10	236.857	1.23516e-322	-0.0713097	539.012	0.0244711	0	22026.5	1
54	1000000	0.998005	0.00199526	10	276.556	1.03754e-322	-0.0711609	629.098	0.028561	0	22026.5	1
55	1000000	0.997488	0.00251189	10	322.936	8.89318e-323	-0.0709746	734.218	0.0333335	0	22026.5	1
56	1000000	0.996838	0.00316228	10	377.13	7.41098e-323	-0.0707414	856.873	0.038902	0	22026.5	1
57	1000000	0.996019	0.00398107	10	440.473	6.42285e-323	-0.07045	999.973	0.0453987	0	22026.5	1
58	1000000	0.994988	0.00501187	10	514.536	5.43472e-323	-0.0700863	1166.9	0.0529774	0	22026.5	1
59	1000000	0.99369	0.00630957	10	601.171	4.94066e-323	-0.0696331	1361.6	0.0618167	0	22026.5	1
60	1000000	0.992057	0.00794328	10	702.569	3.95253e-323	-0.0690696	1588.65	0.0721244	0	22026.5	1
