# Filename: 3Dvlt_macro_Tv_Op12_Cc0.80_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.8, K0c=0.36362286558404, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1000000	1	1e-08	10	0.399414	0.0578586	-0.0619686	1.09843	4.98686e-05	5.0664e-28	22026.5	0.576572
2	1000000	1	1.25893e-08	10	0.402517	0.0567356	-0.0619686	1.10696	5.0256e-05	4.96806e-28	22026.5	0.579256
3	1000000	1	1.58489e-08	10	0.406435	0.0553543	-0.0619686	1.11774	5.07452e-05	4.84711e-28	22026.5	0.582633
4	1000000	1	1.99526e-08	10	0.411386	0.0536658	-0.0619686	1.13135	5.13633e-05	4.69925e-28	22026.5	0.58688
5	1000000	1	2.51189e-08	10	0.417646	0.0516173	-0.0619686	1.14857	5.2145e-05	4.51987e-28	22026.5	0.592223
6	1000000	1	3.16228e-08	10	0.42557	0.0491555	-0.0619686	1.17036	5.31343e-05	4.3043e-28	22026.5	0.598939
7	1000000	1	3.98107e-08	10	0.43561	0.0462322	-0.0619686	1.19797	5.43878e-05	4.04833e-28	22026.5	0.607377
8	1000000	1	5.01187e-08	10	0.448345	0.0428127	-0.0619686	1.233	5.59779e-05	3.7489e-28	22026.5	0.61797
9	1000000	1	6.30957e-08	10	0.46452	0.0388872	-0.0619686	1.27748	5.79974e-05	3.40516e-28	22026.5	0.631252
10	1000000	1	7.94328e-08	10	0.485085	0.0344853	-0.0619686	1.33403	6.0565e-05	3.01971e-28	22026.5	0.647874
11	1000000	1	1e-07	10	0.511252	0.0296913	-0.0619686	1.406	6.38321e-05	2.59992e-28	22026.5	0.668623
12	1000000	1	1.25893e-07	10	0.544554	0.0246558	-0.0619686	1.49758	6.799e-05	2.15899e-28	22026.5	0.694424
13	1000000	1	1.58489e-07	10	0.586902	0.0195965	-0.0619686	1.61404	7.32774e-05	1.71597e-28	22026.5	0.726339
14	1000000	1	1.99526e-07	10	0.640625	0.014781	-0.0619685	1.76178	7.99849e-05	1.2943e-28	22026.5	0.76553
15	1000000	1	2.51189e-07	10	0.708473	0.0104849	-0.0619685	1.94837	8.8456e-05	9.18112e-29	22026.5	0.813194
16	1000000	1	3.16228e-07	10	0.793563	0.00693314	-0.0619685	2.18238	9.90798e-05	6.07102e-29	22026.5	0.87046
17	1000000	1	3.98107e-07	10	0.899256	0.00424161	-0.0619685	2.47304	0.000112276	3.71417e-29	22026.5	0.938274
18	1000000	0.999999	5.01187e-07	10	1.02903	0.00238273	-0.0619684	2.82993	0.000128479	2.08644e-29	22026.5	1
19	1000000	0.999999	6.30957e-07	10	1.1869	0.00111499	-0.0619684	3.2641	0.00014819	9.76341e-30	22026.5	1
20	1000000	0.999999	7.94328e-07	10	1.37746	0.000400132	-0.0619683	3.78814	0.000171981	3.50376e-30	22026.5	1
21	1000000	0.999999	1e-06	10	1.60445	0.000104455	-0.0619683	4.4124	0.000200323	9.14663e-31	22026.5	1
22	1000000	0.999999	1.25893e-06	10	1.87177	1.8709e-05	-0.0619682	5.14755	0.000233699	1.63826e-31	22026.5	1
23	1000000	0.999998	1.58489e-06	10	2.18463	2.15377e-06	-0.0619681	6.00795	0.00027276	1.88595e-32	22026.5	1
24	1000000	0.999998	1.99526e-06	10	2.55001	1.479e-07	-0.0619679	7.01277	0.000318379	1.29508e-33	22026.5	1
25	1000000	0.999997	2.51189e-06	10	2.97653	5.55604e-09	-0.0619678	8.18575	0.000371632	4.86515e-35	22026.5	1
26	1000000	0.999997	3.16228e-06	10	3.4744	1.03221e-10	-0.0619675	9.55492	0.000433793	9.03858e-37	22026.5	1
27	1000000	0.999996	3.98107e-06	10	4.05554	8.43003e-13	-0.0619673	11.1531	0.00050635	7.38176e-39	22026.5	1
28	1000000	0.999995	5.01187e-06	10	4.73389	2.63779e-15	-0.0619669	13.0186	0.000591044	2.30978e-41	22026.5	1
29	1000000	0.999994	6.30957e-06	10	5.52569	2.69346e-18	-0.0619665	15.1961	0.000689903	2.35853e-44	22026.5	1
30	1000000	0.999992	7.94328e-06	10	6.44995	7.44201e-22	-0.0619659	17.7379	0.000805298	6.5166e-48	22026.5	1
31	1000000	0.99999	1e-05	10	7.5288	4.47118e-26	-0.0619652	20.7047	0.000939994	3.91519e-52	22026.5	1
32	1000000	0.999987	1.25893e-05	10	8.7881	4.52546e-31	-0.0619644	24.1679	0.00109722	3.96273e-57	22026.5	1
33	1000000	0.999984	1.58489e-05	10	10.258	5.72833e-37	-0.0619633	28.2102	0.00128074	5.01602e-63	22026.5	1
34	1000000	0.99998	1.99526e-05	10	11.9739	6.40453e-44	-0.0619619	32.9287	0.00149496	5.60814e-70	22026.5	1
35	1000000	0.999975	2.51189e-05	10	13.9767	4.21446e-52	-0.0619601	38.4364	0.00174501	3.6904e-78	22026.5	1
36	1000000	0.999968	3.16228e-05	10	16.3146	1.01624e-61	-0.0619579	44.8653	0.00203688	8.89873e-88	22026.5	1
37	1000000	0.99996	3.98107e-05	10	19.0435	5.16443e-73	-0.0619552	52.3694	0.00237757	4.52224e-99	22026.5	1
38	1000000	0.99995	5.01187e-05	10	22.2289	2.89993e-86	-0.0619517	61.1286	0.00277524	2.53933e-112	22026.5	1
39	1000000	0.999937	6.30957e-05	10	25.9472	8.46699e-102	-0.0619473	71.3528	0.00323941	7.41413e-128	22026.5	1
40	1000000	0.999921	7.94328e-05	10	30.2875	5.33196e-120	-0.0619418	83.287	0.00378122	4.66894e-146	22026.5	1
41	1000000	0.9999	0.0001	10	35.3539	2.59251e-141	-0.0619349	97.217	0.00441364	2.27013e-167	22026.5	1
42	1000000	0.999874	0.000125893	10	41.2679	2.93344e-166	-0.0619261	113.477	0.00515183	2.56867e-192	22026.5	1
43	1000000	0.999842	0.000158489	10	48.1714	1.9044e-195	-0.0619151	132.455	0.00601346	1.66759e-221	22026.5	1
44	1000000	0.9998	0.000199526	10	56.2301	1.38313e-229	-0.0619013	154.608	0.00701917	1.21114e-255	22026.5	1
45	1000000	0.999749	0.000251189	10	65.6373	1.66592e-269	-0.0618839	180.464	0.00819305	1.45877e-295	22026.5	1
46	1000000	0.999684	0.000316228	10	76.6189	3.58114e-316	-0.0618621	210.643	0.00956319	0	22026.5	1
47	1000000	0.999602	0.000398107	10	89.4388	3.26083e-322	-0.0618346	245.868	0.0111624	0	22026.5	1
48	1000000	0.999499	0.000501187	10	104.405	2.81617e-322	-0.0618	286.98	0.0130289	0	22026.5	1
49	1000000	0.999369	0.000630957	10	121.877	2.37152e-322	-0.0617566	334.963	0.0152073	0	22026.5	1
50	1000000	0.999206	0.000794328	10	142.277	2.02567e-322	-0.061702	390.964	0.0177497	0	22026.5	1
51	1000000	0.999	0.001	10	166.094	1.72923e-322	-0.0616334	456.319	0.0207169	0	22026.5	1
52	1000000	0.998741	0.00125893	10	193.905	1.4822e-322	-0.0615474	532.587	0.0241794	0	22026.5	1
53	1000000	0.998415	0.00158489	10	226.382	1.28457e-322	-0.0614394	621.586	0.0282199	0	22026.5	1
54	1000000	0.998005	0.00199526	10	264.31	1.08694e-322	-0.0613041	725.43	0.0329345	0	22026.5	1
55	1000000	0.997488	0.00251189	10	308.613	9.38725e-323	-0.0611346	846.586	0.0384349	0	22026.5	1
56	1000000	0.996838	0.00316228	10	360.37	7.90505e-323	-0.0609225	987.921	0.0448515	0	22026.5	1
57	1000000	0.996019	0.00398107	10	420.849	6.91692e-323	-0.0606574	1152.77	0.0523356	0	22026.5	1
58	1000000	0.994988	0.00501187	10	491.538	5.92879e-323	-0.0603266	1345	0.0610631	0	22026.5	1
59	1000000	0.99369	0.00630957	10	574.19	4.94066e-323	-0.0599145	1569.12	0.0712378	0	22026.5	1
60	1000000	0.992057	0.00794328	10	670.872	3.95253e-323	-0.059402	1830.31	0.083096	0	22026.5	1
