# Filename: 3Dvlt_macro_Tv_Op12_Cc1.05_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=1.05, K0c=0.30537942360817, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1000000	1	1e-08	10	0.398525	0.0581853	-0.0525763	1.30502	5.92476e-05	5.095e-28	22026.5	0.575802
2	1000000	1	1.25893e-08	10	0.401395	0.0571386	-0.0525763	1.31441	5.96743e-05	5.00335e-28	22026.5	0.578287
3	1000000	1	1.58489e-08	10	0.405018	0.0558492	-0.0525763	1.32628	6.02129e-05	4.89044e-28	22026.5	0.581413
4	1000000	1	1.99526e-08	10	0.409595	0.0542695	-0.0525763	1.34127	6.08934e-05	4.75211e-28	22026.5	0.585346
5	1000000	1	2.51189e-08	10	0.415381	0.0523477	-0.0525763	1.36021	6.17535e-05	4.58383e-28	22026.5	0.590293
6	1000000	1	3.16228e-08	10	0.422702	0.0500302	-0.0525763	1.38419	6.28419e-05	4.3809e-28	22026.5	0.596514
7	1000000	1	3.98107e-08	10	0.431974	0.0472664	-0.0525763	1.41455	6.42204e-05	4.13889e-28	22026.5	0.604331
8	1000000	1	5.01187e-08	10	0.443732	0.0440159	-0.0525763	1.45305	6.59684e-05	3.85426e-28	22026.5	0.614147
9	1000000	1	6.30957e-08	10	0.458659	0.0402591	-0.0525762	1.50193	6.81876e-05	3.52529e-28	22026.5	0.626461
10	1000000	1	7.94328e-08	10	0.477631	0.0360105	-0.0525762	1.56406	7.10081e-05	3.15327e-28	22026.5	0.641882
11	1000000	1	1e-07	10	0.501766	0.0313347	-0.0525762	1.64309	7.45961e-05	2.74383e-28	22026.5	0.661151
12	1000000	1	1.25893e-07	10	0.532482	0.0263591	-0.0525762	1.74367	7.91627e-05	2.30814e-28	22026.5	0.685146
13	1000000	1	1.58489e-07	10	0.571559	0.0212798	-0.0525762	1.87163	8.49721e-05	1.86337e-28	22026.5	0.714885
14	1000000	1	1.99526e-07	10	0.621181	0.0163511	-0.0525762	2.03413	9.23493e-05	1.43179e-28	22026.5	0.751503
15	1000000	1	2.51189e-07	10	0.683961	0.011852	-0.0525762	2.23971	0.000101683	1.03782e-28	22026.5	0.796194
16	1000000	1	3.16228e-07	10	0.762904	0.0080313	-0.0525762	2.49821	0.000113419	7.03262e-29	22026.5	0.850123
17	1000000	1	3.98107e-07	10	0.861304	0.00504678	-0.0525761	2.82044	0.000128048	4.41922e-29	22026.5	0.914311
18	1000000	0.999999	5.01187e-07	10	0.98261	0.00292357	-0.0525761	3.21767	0.000146082	2.56003e-29	22026.5	0.98953
19	1000000	0.999999	6.30957e-07	10	1.13053	0.0014779	-0.0525761	3.70205	0.000168073	1.29413e-29	22026.5	1
20	1000000	0.999999	7.94328e-07	10	1.30967	0.000582991	-0.052576	4.28867	0.000194705	5.10497e-30	22026.5	1
21	1000000	0.999999	1e-06	10	1.52405	0.000170388	-0.052576	4.99067	0.000226576	1.49201e-30	22026.5	1
22	1000000	0.999999	1.25893e-06	10	1.77735	3.48673e-05	-0.0525759	5.82013	0.000264233	3.05316e-31	22026.5	1
