# Filename: 3Dvlt_macro_Tv_Op12_Cc1.20_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=1.2, K0c=0.280544308975229, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1000000	1	1e-08	10	0.398061	0.0583566	-0.0480465	1.41889	6.44174e-05	5.11e-28	22026.5	0.5754
2	1000000	1	1.25893e-08	10	0.400809	0.0573503	-0.0480465	1.42868	6.48622e-05	5.02189e-28	22026.5	0.57778
3	1000000	1	1.58489e-08	10	0.404279	0.0561095	-0.0480465	1.44105	6.54236e-05	4.91323e-28	22026.5	0.580776
4	1000000	1	1.99526e-08	10	0.408661	0.0545876	-0.0480465	1.45667	6.61327e-05	4.77997e-28	22026.5	0.584545
5	1000000	1	2.51189e-08	10	0.414199	0.0527334	-0.0480465	1.47641	6.70291e-05	4.61761e-28	22026.5	0.589285
6	1000000	1	3.16228e-08	10	0.421206	0.0504935	-0.0480465	1.50139	6.8163e-05	4.42147e-28	22026.5	0.595247
7	1000000	1	3.98107e-08	10	0.430079	0.0478162	-0.0480465	1.53302	6.95989e-05	4.18703e-28	22026.5	0.602739
8	1000000	1	5.01187e-08	10	0.441328	0.0446586	-0.0480465	1.57311	7.14193e-05	3.91053e-28	22026.5	0.612149
9	1000000	1	6.30957e-08	10	0.455606	0.040996	-0.0480465	1.62401	7.37298e-05	3.58982e-28	22026.5	0.623956
10	1000000	1	7.94328e-08	10	0.473749	0.0368357	-0.0480464	1.68868	7.66658e-05	3.22552e-28	22026.5	0.638747
11	1000000	1	1e-07	10	0.496826	0.0322317	-0.0480464	1.77094	8.04004e-05	2.82237e-28	22026.5	0.657238
12	1000000	1	1.25893e-07	10	0.526195	0.027299	-0.0480464	1.87562	8.51532e-05	2.39044e-28	22026.5	0.680281
13	1000000	1	1.58489e-07	10	0.563564	0.0222213	-0.0480464	2.00882	9.12005e-05	1.94581e-28	22026.5	0.708869
14	1000000	1	1.99526e-07	10	0.61104	0.0172435	-0.0480464	2.17805	9.88834e-05	1.50993e-28	22026.5	0.744118
15	1000000	1	2.51189e-07	10	0.671157	0.0126439	-0.0480464	2.39234	0.000108612	1.10716e-28	22026.5	0.787217
16	1000000	1	3.16228e-07	10	0.746851	0.00868161	-0.0480464	2.66215	0.000120861	7.60206e-29	22026.5	0.839345
17	1000000	1	3.98107e-07	10	0.841374	0.00553546	-0.0480464	2.99908	0.000136158	4.84713e-29	22026.5	0.901558
18	1000000	0.999999	5.01187e-07	10	0.958157	0.0032565	-0.0480463	3.41535	0.000155057	2.85156e-29	22026.5	0.97468
19	1000000	0.999999	6.30957e-07	10	1.1008	0.00170699	-0.0480463	3.92379	0.00017814	1.49473e-29	22026.5	1
20	1000000	0.999999	7.94328e-07	10	1.2738	0.000707871	-0.0480462	4.54044	0.000206136	6.19848e-30	22026.5	1
21	1000000	0.999999	1e-06	10	1.48135	0.000219655	-0.0480462	5.28027	0.000239724	1.92341e-30	22026.5	1
22	1000000	0.999999	1.25893e-06	10	1.7271	4.82481e-05	-0.0480461	6.15625	0.000279494	4.22485e-31	22026.5	1
23	1000000	0.999998	1.58489e-06	10	2.01546	7.05449e-06	-0.048046	7.18411	0.000326158	6.17727e-32	22026.5	1
24	1000000	0.999998	1.99526e-06	10	2.35249	6.40532e-07	-0.0480459	8.38543	0.000380698	5.60883e-33	22026.5	1
25	1000000	0.999997	2.51189e-06	10	2.74597	3.33392e-08	-0.0480458	9.78797	0.000444373	2.91935e-34	22026.5	1
26	1000000	0.999997	3.16228e-06	10	3.20526	9.06285e-10	-0.0480456	11.4251	0.0005187	7.9359e-36	22026.5	1
27	1000000	0.999996	3.98107e-06	10	3.74139	1.1542e-11	-0.0480453	13.3361	0.000605459	1.01068e-37	22026.5	1
28	1000000	0.999995	5.01187e-06	10	4.36719	6.06631e-14	-0.048045	15.5668	0.00070673	5.31197e-40	22026.5	1
29	1000000	0.999994	6.30957e-06	10	5.09766	1.13476e-16	-0.0480447	18.1705	0.000824939	9.93651e-43	22026.5	1
30	1000000	0.999992	7.94328e-06	10	5.95032	6.35578e-20	-0.0480442	21.2097	0.00096292	5.56544e-46	22026.5	1
31	1000000	0.99999	1e-05	10	6.94559	8.7121e-24	-0.0480436	24.7573	0.00112398	7.62876e-50	22026.5	1
32	1000000	0.999987	1.25893e-05	10	8.10734	2.30946e-28	-0.0480429	28.8982	0.00131198	2.02228e-54	22026.5	1
33	1000000	0.999984	1.58489e-05	10	9.46341	8.99446e-34	-0.048042	33.7318	0.00153142	7.87601e-60	22026.5	1
34	1000000	0.99998	1.99526e-05	10	11.0463	3.73414e-40	-0.0480408	39.3738	0.00178757	3.26981e-66	22026.5	1
35	1000000	0.999975	2.51189e-05	10	12.894	1.13638e-47	-0.0480393	45.9594	0.00208655	9.95076e-74	22026.5	1
36	1000000	0.999968	3.16228e-05	10	15.0507	1.63734e-56	-0.0480375	53.6465	0.00243555	1.43374e-82	22026.5	1
37	1000000	0.99996	3.98107e-05	10	17.5682	6.70551e-67	-0.0480352	62.6193	0.00284291	5.87169e-93	22026.5	1
38	1000000	0.99995	5.01187e-05	10	20.5068	4.30256e-79	-0.0480322	73.0927	0.00331841	3.76755e-105	22026.5	1
39	1000000	0.999937	6.30957e-05	10	23.9369	2.15807e-93	-0.0480286	85.3178	0.00387342	1.88972e-119	22026.5	1
40	1000000	0.999921	7.94328e-05	10	27.9409	3.75799e-110	-0.0480239	99.5873	0.00452126	3.29069e-136	22026.5	1
41	1000000	0.9999	0.0001	10	32.6146	8.8088e-130	-0.0480181	116.243	0.00527743	7.71344e-156	22026.5	1
42	1000000	0.999874	0.000125893	10	38.0702	9.19578e-153	-0.0480108	135.684	0.00616005	8.0523e-179	22026.5	1
43	1000000	0.999842	0.000158489	10	44.4385	1.17542e-179	-0.0480015	158.376	0.00719025	1.02926e-205	22026.5	1
44	1000000	0.9998	0.000199526	10	51.8722	4.0742e-211	-0.0479899	184.861	0.00839269	3.56757e-237	22026.5	1
45	1000000	0.999749	0.000251189	10	60.5496	6.58854e-248	-0.0479753	215.775	0.00979616	5.76926e-274	22026.5	1
46	1000000	0.999684	0.000316228	10	70.679	6.36804e-291	-0.0479569	251.856	0.0114342	5.57618e-317	22026.5	1
47	1000000	0.999602	0.000398107	10	82.5035	3.55727e-322	-0.0479338	293.967	0.0133461	0	22026.5	1
48	1000000	0.999499	0.000501187	10	96.307	3.0138e-322	-0.0479048	343.114	0.0155774	0	22026.5	1
49	1000000	0.999369	0.000630957	10	112.421	2.61855e-322	-0.0478683	400.471	0.0181814	0	22026.5	1
50	1000000	0.999206	0.000794328	10	131.233	2.2233e-322	-0.0478224	467.407	0.0212202	0	22026.5	1
51	1000000	0.999	0.001	10	153.194	1.87745e-322	-0.0477648	545.515	0.0247663	0	22026.5	1
52	1000000	0.998741	0.00125893	10	178.835	1.63042e-322	-0.0476924	636.654	0.0289041	0	22026.5	1
53	1000000	0.998415	0.00158489	10	208.772	1.38338e-322	-0.0476017	742.988	0.0337316	0	22026.5	1
54	1000000	0.998005	0.00199526	10	243.727	1.18576e-322	-0.047488	867.033	0.0393632	0	22026.5	1
