# Filename: 3Dvlt_macro_Tv_Op12_Cc1.15_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=1.15, K0c=0.288215568773263, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1000000	1	1e-08	10	0.39821	0.0583013	-0.0494809	1.38164	6.27264e-05	5.10516e-28	22026.5	0.575529
2	1000000	1	1.25893e-08	10	0.400998	0.057282	-0.0494809	1.39131	6.31655e-05	5.01591e-28	22026.5	0.577943
3	1000000	1	1.58489e-08	10	0.404517	0.0560255	-0.0494809	1.40352	6.37198e-05	4.90588e-28	22026.5	0.580981
4	1000000	1	1.99526e-08	10	0.408962	0.0544849	-0.0494809	1.41894	6.44199e-05	4.77098e-28	22026.5	0.584803
5	1000000	1	2.51189e-08	10	0.41458	0.0526088	-0.0494809	1.43844	6.53049e-05	4.6067e-28	22026.5	0.58961
6	1000000	1	3.16228e-08	10	0.421688	0.0503438	-0.0494809	1.4631	6.64246e-05	4.40836e-28	22026.5	0.595655
7	1000000	1	3.98107e-08	10	0.43069	0.0476384	-0.0494809	1.49433	6.78425e-05	4.17146e-28	22026.5	0.603252
8	1000000	1	5.01187e-08	10	0.442102	0.0444504	-0.0494809	1.53393	6.96403e-05	3.89231e-28	22026.5	0.612793
9	1000000	1	6.30957e-08	10	0.456589	0.040757	-0.0494809	1.58419	7.19222e-05	3.56889e-28	22026.5	0.624763
10	1000000	1	7.94328e-08	10	0.474999	0.0365677	-0.0494809	1.64807	7.48221e-05	3.20205e-28	22026.5	0.639758
11	1000000	1	1e-07	10	0.498416	0.0319398	-0.0494809	1.72932	7.85109e-05	2.79681e-28	22026.5	0.658499
12	1000000	1	1.25893e-07	10	0.528219	0.0269923	-0.0494809	1.83272	8.32055e-05	2.36359e-28	22026.5	0.68185
13	1000000	1	1.58489e-07	10	0.566138	0.0219131	-0.0494809	1.96429	8.91785e-05	1.91882e-28	22026.5	0.71081
14	1000000	1	1.99526e-07	10	0.614306	0.0169503	-0.0494809	2.13141	9.67659e-05	1.48426e-28	22026.5	0.746502
15	1000000	1	2.51189e-07	10	0.675282	0.0123825	-0.0494809	2.34298	0.000106371	1.08428e-28	22026.5	0.790117
16	1000000	1	3.16228e-07	10	0.752026	0.00846587	-0.0494808	2.60925	0.00011846	7.41315e-29	22026.5	0.842829
17	1000000	1	3.98107e-07	10	0.847802	0.00537239	-0.0494808	2.94156	0.000133546	4.70434e-29	22026.5	0.905684
18	1000000	0.999999	5.01187e-07	10	0.966051	0.00314471	-0.0494808	3.35183	0.000152173	2.75367e-29	22026.5	0.97949
19	1000000	0.999999	6.30957e-07	10	1.1104	0.00162996	-0.0494808	3.85266	0.000174911	1.42728e-29	22026.5	1
20	1000000	0.999999	7.94328e-07	10	1.28539	0.000665102	-0.0494807	4.45982	0.000202475	5.82397e-30	22026.5	1
21	1000000	0.999999	1e-06	10	1.49516	0.000202426	-0.0494806	5.18765	0.000235519	1.77254e-30	22026.5	1
22	1000000	0.999999	1.25893e-06	10	1.74336	4.34564e-05	-0.0494806	6.04881	0.000274616	3.80526e-31	22026.5	1
23	1000000	0.999998	1.58489e-06	10	2.03449	6.18533e-06	-0.0494805	7.05891	0.000320474	5.41619e-32	22026.5	1
24	1000000	0.999998	1.99526e-06	10	2.37471	5.44243e-07	-0.0494804	8.23933	0.000374065	4.76567e-33	22026.5	1
25	1000000	0.999997	2.51189e-06	10	2.7719	2.73071e-08	-0.0494802	9.61744	0.000436631	2.39115e-34	22026.5	1
26	1000000	0.999997	3.16228e-06	10	3.23554	7.11197e-10	-0.04948	11.2261	0.000509663	6.2276e-36	22026.5	1
27	1000000	0.999996	3.98107e-06	10	3.77673	8.61587e-12	-0.0494798	13.1038	0.000594911	7.5445e-38	22026.5	1
28	1000000	0.999995	5.01187e-06	10	4.40844	4.27174e-14	-0.0494795	15.2956	0.000694417	3.74056e-40	22026.5	1
29	1000000	0.999994	6.30957e-06	10	5.14581	7.46462e-17	-0.0494791	17.8539	0.000810567	6.5364e-43	22026.5	1
30	1000000	0.999992	7.94328e-06	10	6.00652	3.86145e-20	-0.0494786	20.8402	0.000946144	3.38128e-46	22026.5	1
31	1000000	0.99999	1e-05	10	7.0112	4.82399e-24	-0.049478	24.326	0.0011044	4.22413e-50	22026.5	1
32	1000000	0.999987	1.25893e-05	10	8.18392	1.14751e-28	-0.0494773	28.3948	0.00128912	1.00482e-54	22026.5	1
33	1000000	0.999984	1.58489e-05	10	9.55281	3.93832e-34	-0.0494763	33.1441	0.00150474	3.4486e-60	22026.5	1
34	1000000	0.99998	1.99526e-05	10	11.1507	1.41069e-40	-0.0494752	38.6878	0.00175642	1.23528e-66	22026.5	1
35	1000000	0.999975	2.51189e-05	10	13.0158	3.61368e-48	-0.0494737	45.1587	0.0020502	3.16432e-74	22026.5	1
36	1000000	0.999968	3.16228e-05	10	15.1929	4.25822e-57	-0.0494718	52.7119	0.00239312	3.72872e-83	22026.5	1
37	1000000	0.99996	3.98107e-05	10	17.7341	1.37903e-67	-0.0494694	61.5284	0.00279339	1.20755e-93	22026.5	1
38	1000000	0.99995	5.01187e-05	10	20.7005	6.72758e-80	-0.0494664	71.8194	0.0032606	5.89101e-106	22026.5	1
39	1000000	0.999937	6.30957e-05	10	24.1631	2.45058e-94	-0.0494627	83.8315	0.00380594	2.14586e-120	22026.5	1
40	1000000	0.999921	7.94328e-05	10	28.2048	2.93751e-111	-0.0494579	97.8524	0.00444249	2.57223e-137	22026.5	1
41	1000000	0.9999	0.0001	10	32.9227	4.45251e-131	-0.049452	114.218	0.0051855	3.89885e-157	22026.5	1
42	1000000	0.999874	0.000125893	10	38.4299	2.79406e-154	-0.0494445	133.321	0.00605274	2.44662e-180	22026.5	1
43	1000000	0.999842	0.000158489	10	44.8584	1.97138e-181	-0.0494351	155.617	0.00706501	1.72624e-207	22026.5	1
44	1000000	0.9998	0.000199526	10	52.3624	3.41432e-213	-0.0494232	181.642	0.00824652	2.98975e-239	22026.5	1
45	1000000	0.999749	0.000251189	10	61.1219	2.45593e-250	-0.0494083	212.017	0.00962555	2.15054e-276	22026.5	1
46	1000000	0.999684	0.000316228	10	71.3472	9.21655e-294	-0.0493895	247.47	0.0112351	8.07056e-320	22026.5	1
47	1000000	0.999602	0.000398107	10	83.2836	3.50787e-322	-0.049366	288.848	0.0131137	0	22026.5	1
48	1000000	0.999499	0.000501187	10	97.2178	3.0138e-322	-0.0493363	337.14	0.0153061	0	22026.5	1
49	1000000	0.999369	0.000630957	10	113.485	2.56914e-322	-0.049299	393.5	0.0178649	0	22026.5	1
50	1000000	0.999206	0.000794328	10	132.475	2.17389e-322	-0.0492522	459.273	0.0208509	0	22026.5	1
51	1000000	0.999	0.001	10	154.645	1.87745e-322	-0.0491934	536.024	0.0243355	0	22026.5	1
52	1000000	0.998741	0.00125893	10	180.53	1.63042e-322	-0.0491195	625.582	0.0284014	0	22026.5	1
53	1000000	0.998415	0.00158489	10	210.752	1.38338e-322	-0.0490269	730.072	0.0331452	0	22026.5	1
54	1000000	0.998005	0.00199526	10	246.042	1.18576e-322	-0.0489108	851.97	0.0386794	0	22026.5	1
55	1000000	0.997488	0.00251189	10	287.252	9.88131e-323	-0.0487653	994.154	0.0451345	0	22026.5	1
56	1000000	0.996838	0.00316228	10	335.382	8.39912e-323	-0.0485833	1159.97	0.0526625	0	22026.5	1
57	1000000	0.996019	0.00398107	10	391.6	7.41098e-323	-0.0483559	1353.3	0.0614395	0	22026.5	1
58	1000000	0.994988	0.00501187	10	457.277	6.42285e-323	-0.048072	1578.63	0.0716695	0	22026.5	1
59	1000000	0.99369	0.00630957	10	534.02	5.43472e-323	-0.0477184	1841.16	0.0835884	0	22026.5	1
60	1000000	0.992057	0.00794328	10	623.717	4.44659e-323	-0.0472787	2146.87	0.097468	0	22026.5	1
