# Filename: 3Dvlt_macro_Tv_Op12_Cc0.30_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.3, K0c=0.701090942066515, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1000000	1	1e-08	10	0.4016	0.0570647	-0.0941445	0.572822	2.60061e-05	4.99687e-28	22026.5	0.578464
2	1000000	1	1.25893e-08	10	0.405277	0.0557583	-0.0941445	0.578066	2.62442e-05	4.88248e-28	22026.5	0.581636
3	1000000	1	1.58489e-08	10	0.409922	0.0541585	-0.0941445	0.584692	2.6545e-05	4.7424e-28	22026.5	0.585627
4	1000000	1	1.99526e-08	10	0.415795	0.0522132	-0.0941445	0.593068	2.69253e-05	4.57206e-28	22026.5	0.590646
5	1000000	1	2.51189e-08	10	0.423226	0.0498689	-0.0941445	0.603668	2.74065e-05	4.36678e-28	22026.5	0.596957
6	1000000	1	3.16228e-08	10	0.432639	0.0470754	-0.0941445	0.617094	2.8016e-05	4.12216e-28	22026.5	0.604888
7	1000000	1	3.98107e-08	10	0.444575	0.0437931	-0.0941445	0.634119	2.8789e-05	3.83475e-28	22026.5	0.614847
8	1000000	1	5.01187e-08	10	0.45973	0.0400042	-0.0941445	0.655735	2.97703e-05	3.50297e-28	22026.5	0.627338
9	1000000	1	6.30957e-08	10	0.478993	0.0357261	-0.0941445	0.68321	3.10177e-05	3.12836e-28	22026.5	0.64298
10	1000000	1	7.94328e-08	10	0.503499	0.0310268	-0.0941445	0.718165	3.26046e-05	2.71687e-28	22026.5	0.66252
11	1000000	1	1e-07	10	0.534688	0.0260381	-0.0941445	0.762651	3.46243e-05	2.28003e-28	22026.5	0.686847
12	1000000	1	1.25893e-07	10	0.574363	0.0209604	-0.0941445	0.819242	3.71935e-05	1.8354e-28	22026.5	0.716988
13	1000000	1	1.58489e-07	10	0.624737	0.0160506	-0.0941444	0.891092	4.04555e-05	1.40547e-28	22026.5	0.754081
14	1000000	1	1.99526e-07	10	0.688448	0.0115876	-0.0941444	0.981966	4.45812e-05	1.01467e-28	22026.5	0.799324
15	1000000	1	2.51189e-07	10	0.768522	0.00781652	-0.0941444	1.09618	4.97665e-05	6.84455e-29	22026.5	0.853874
16	1000000	1	3.16228e-07	10	0.868269	0.00488728	-0.0941444	1.23845	5.62257e-05	4.27955e-29	22026.5	0.91874
17	1000000	1	3.98107e-07	10	0.991144	0.00281628	-0.0941443	1.41372	6.41826e-05	2.46608e-29	22026.5	0.994677
18	1000000	0.999999	5.01187e-07	10	1.1409	0.00140439	-0.0941443	1.62732	7.38803e-05	1.22976e-29	22026.5	1
19	1000000	0.999999	6.30957e-07	10	1.32216	0.000544428	-0.0941442	1.88587	8.56182e-05	4.76729e-30	22026.5	1
20	1000000	0.999999	7.94328e-07	10	1.53889	0.000155837	-0.0941442	2.195	9.96528e-05	1.36458e-30	22026.5	1
21	1000000	0.999999	1e-06	10	1.7948	3.11142e-05	-0.0941441	2.56001	0.000116224	2.72452e-31	22026.5	1
22	1000000	0.999999	1.25893e-06	10	2.09466	4.06763e-06	-0.094144	2.9877	0.000135642	3.56182e-32	22026.5	1
23	1000000	0.999998	1.58489e-06	10	2.44496	3.2406e-07	-0.0941438	3.48736	0.000158326	2.83763e-33	22026.5	1
24	1000000	0.999998	1.99526e-06	10	2.85391	1.4479e-08	-0.0941436	4.07066	0.000184808	1.26785e-34	22026.5	1
25	1000000	0.999997	2.51189e-06	10	3.33127	3.29346e-10	-0.0941434	4.75154	0.000215719	2.88392e-36	22026.5	1
26	1000000	0.999997	3.16228e-06	10	3.88847	3.40665e-12	-0.0941431	5.54629	0.000251801	2.98304e-38	22026.5	1
27	1000000	0.999996	3.98107e-06	10	4.53887	1.40448e-14	-0.0941428	6.47398	0.000293918	1.22984e-40	22026.5	1
28	1000000	0.999995	5.01187e-06	10	5.29806	1.97878e-17	-0.0941424	7.55684	0.00034308	1.73272e-43	22026.5	1
29	1000000	0.999994	6.30957e-06	10	6.18424	7.96108e-21	-0.0941418	8.82083	0.000400465	6.97113e-47	22026.5	1
30	1000000	0.999992	7.94328e-06	10	7.21865	7.41637e-25	-0.0941411	10.2962	0.000467448	6.49415e-51	22026.5	1
31	1000000	0.99999	1e-05	10	8.42608	1.2525e-29	-0.0941402	12.0184	0.000545635	1.09675e-55	22026.5	1
32	1000000	0.999987	1.25893e-05	10	9.83548	2.88185e-35	-0.0941391	14.0286	0.000636899	2.52349e-61	22026.5	1
33	1000000	0.999984	1.58489e-05	10	11.4806	6.4723e-42	-0.0941377	16.3751	0.000743429	5.66747e-68	22026.5	1
34	1000000	0.99998	1.99526e-05	10	13.401	9.61382e-50	-0.0941359	19.1141	0.000867778	8.41835e-76	22026.5	1
35	1000000	0.999975	2.51189e-05	10	15.6425	5.9959e-59	-0.0941337	22.3112	0.00101292	5.25031e-85	22026.5	1
36	1000000	0.999968	3.16228e-05	10	18.2591	9.23809e-70	-0.0941309	26.043	0.00118235	8.08934e-96	22026.5	1
37	1000000	0.99996	3.98107e-05	10	21.3133	1.89311e-82	-0.0941274	30.399	0.00138011	1.6577e-108	22026.5	1
38	1000000	0.99995	5.01187e-05	10	24.8785	2.50449e-97	-0.094123	35.4836	0.00161095	2.19306e-123	22026.5	1
39	1000000	0.999937	6.30957e-05	10	29.0401	9.19895e-115	-0.0941174	41.4187	0.00188041	8.05507e-141	22026.5	1
40	1000000	0.999921	7.94328e-05	10	33.898	3.50258e-135	-0.0941104	48.3465	0.00219493	3.06703e-161	22026.5	1
41	1000000	0.9999	0.0001	10	39.5687	4.37672e-159	-0.0941016	56.4331	0.00256206	3.83248e-185	22026.5	1
42	1000000	0.999874	0.000125893	10	46.1882	4.68587e-187	-0.0940905	65.8722	0.00299059	4.10319e-213	22026.5	1
43	1000000	0.999842	0.000158489	10	53.9155	8.95965e-220	-0.0940765	76.8901	0.00349081	7.84552e-246	22026.5	1
44	1000000	0.9998	0.000199526	10	62.9361	4.90194e-258	-0.0940589	89.7509	0.00407468	4.29239e-284	22026.5	1
45	1000000	0.999749	0.000251189	10	73.4667	9.04074e-303	-0.0940368	104.763	0.00475622	0	22026.5	1
46	1000000	0.999684	0.000316228	10	85.7603	3.40905e-322	-0.094009	122.285	0.00555175	0	22026.5	1
47	1000000	0.999602	0.000398107	10	100.113	2.91499e-322	-0.093974	142.739	0.00648034	0	22026.5	1
48	1000000	0.999499	0.000501187	10	116.87	2.51973e-322	-0.0939301	166.613	0.00756423	0	22026.5	1
49	1000000	0.999369	0.000630957	10	136.435	2.12448e-322	-0.0938748	194.481	0.00882942	0	22026.5	1
50	1000000	0.999206	0.000794328	10	159.281	1.82804e-322	-0.0938054	227.009	0.0103062	0	22026.5	1
