# Filename: 3Dvlt_macro_cp_P25.868_DK05e-07_i47.dat
# Source: 3Dvlt_macro_cp.c
# Source version: 7 (2011 Oct 20 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6, R=8.31447
# Parameter values: N=3, Kthresh=5, DK0=5e-07, dl=0.0001
# Parameter values: P=25.868, Cc=0.532636580468056, K0c=0.474695188872846, Tc=1.836
T/Tc	1-T/Tc	l	K	y	e	Kr	Kr/K0	cp
       0.99999999	            1e-08	 14.1762999999803	 5.00019237264014	6.7504312477148e-06	-0.0759316199195607	3.48576294997914e-06	7.34316040446583e-06	 19307214.7451852
0.999999985081753	1.49182469764127e-08	 13.9078999999809	 5.00040168723118	6.75165016503863e-06	-0.0759316180303687	4.55911627150833e-06	9.60430253005057e-06	 8467630.21381626
0.999999977744591	2.22554092849247e-08	 13.6393999999816	 5.00049545511277	6.752196372797e-06	-0.0759316152120281	5.96344036227829e-06	1.25626725725187e-05	 3677408.82600646
0.999999966798831	3.32011692273655e-08	 13.3707999999822	 5.00034772656975	6.75133588403315e-06	-0.0759316110075545	7.80073541567503e-06	1.64331456048758e-05	 1573777.77084331
0.999999950469676	4.95303242439512e-08	 13.1021999999828	 5.00037238339559	6.751479487718e-06	-0.0759316047352222	1.02044402513003e-05	2.14968257211566e-05	 658920.754079214
0.999999926109439	7.38905609893065e-08	 12.8334999999834	 5.00001394274552	6.74939257841144e-06	-0.075931595378008	1.33491305977312e-05	2.81214765269766e-05	 266667.789460443
0.999999889768236	1.10231763806416e-07	 12.5648999999841	 5.00023229042214	6.75066366536423e-06	-0.0759315814187041	1.74631845929517e-05	3.67882023608034e-05	 102431.526818274
0.999999835553532	1.64446467710971e-07	 12.2961999999847	 5.00000350803004	6.74933184754094e-06	-0.0759315605938998	2.28453860153226e-05	4.81264246910223e-05	 36181.6008828561
0.999999754674698	2.45325301971094e-07	 12.0275999999853	 5.00030906482656	6.75111072850812e-06	-0.0759315295270121	2.98866018547762e-05	6.29595479865757e-05	 11159.9731086303
0.999999634017656	3.6598234443678e-07	 11.7588999999859	 5.00013883718644	6.75011957129555e-06	-0.0759314831808194	3.90981924672714e-05	8.23648081432237e-05	 2765.80183069842
  0.9999994540185	5.45981500331442e-07	 11.4902999999866	 5.00048384229844	6.75212872203679e-06	-0.0759314140407649	5.11491172502833e-05	0.000107751438234004	 549.499182304121
0.999999185491313	8.14508686649681e-07	 11.2215999999872	 5.00034038585111	6.7512931334098e-06	-0.0759313108966472	6.69145575605485e-05	0.000140963095111512	  213.64480472763
0.999998784895825	1.21510417518735e-06	 10.9528999999878	 5.00020446743759	6.75050166874275e-06	-0.0759311570252864	8.75394337317648e-05	0.00018441165913245	 198.006401532963
0.999998187277581	1.81272241875151e-06	 10.6841999999884	 5.00007403365814	6.74974234086021e-06	-0.0759309274795859	0.000114521580020668	0.000241252439690323	 191.489310122086
